step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
5000,1,1304,9.6,0.0,0.0,0.2,9.3,0.0,1.01,15.0,190,455,40.66,0.00,960,315,29
5000,4,189,59.0,1.5,2.7,5.9,48.9,0.1,1.28,0.4,91,126,68.87,0.01,0,186,3
5000,2,154,6.6,0.0,0.0,0.6,6.0,0.0,1.00,19.8,32,604,49.02,0.00,109,42,3
5000,3,89,17.8,0.0,0.4,0.9,16.4,0.0,1.00,9.0,45,91,15.49,0.00,0,64,25
5000,5,7,9.0,0.0,0.0,0.0,9.0,0.0,1.00,15.7,3,108,7.55,0.00,7,0,0
6000,1,1699,19.5,0.3,0.6,1.3,17.4,0.0,1.06,13.0,324,429,58.52,0.00,1121,526,52
6000,2,173,5.7,0.0,0.0,0.1,5.6,0.0,1.01,19.4,25,674,45.26,0.00,168,3,2
6000,3,9,25.1,0.0,0.0,0.0,25.1,0.0,1.00,4.2,8,164,24.83,0.00,0,7,2
6000,5,9,10.1,0.0,0.0,0.0,10.1,0.0,1.00,14.9,3,184,13.79,0.00,9,0,0
7000,1,1645,19.1,0.3,0.4,1.2,17.3,0.0,1.05,12.9,312,430,59.69,0.00,1005,600,40
7000,2,108,7.8,0.0,0.0,0.5,7.3,0.0,1.00,17.4,24,528,42.01,0.00,62,45,1
7000,3,19,17.2,0.0,1.5,1.1,14.7,0.0,1.00,9.1,13,49,6.49,0.00,0,17,2
8000,1,974,8.2,0.0,0.1,0.2,8.0,0.0,1.00,16.9,146,656,48.94,0.00,802,151,21
8000,2,271,9.7,0.0,0.0,1.2,8.6,0.0,1.00,14.8,76,415,44.13,0.00,89,181,1
8000,15,98,10.1,0.0,0.0,0.1,10.0,0.0,1.00,13.4,34,183,15.29,0.00,92,1,5
8000,3,39,11.9,0.0,0.2,0.0,11.7,0.0,1.00,12.4,18,99,8.28,0.00,0,24,15
9000,1,1167,19.9,0.1,0.4,1.7,17.6,0.0,1.02,13.0,260,487,70.73,0.00,730,420,17
9000,2,429,11.2,0.1,0.0,0.9,10.3,0.0,1.02,13.4,146,294,37.83,0.00,95,330,4
9000,15,179,9.5,0.0,0.0,0.2,9.3,0.0,1.00,13.8,49,156,11.93,0.00,166,4,9
9000,19,11,8.1,0.0,0.0,0.0,8.1,0.0,1.00,17.8,4,673,46.85,0.00,11,0,0
10000,1,1077,9.4,0.0,0.6,0.1,8.7,0.0,1.01,15.9,196,483,38.10,0.00,695,367,15
10000,2,394,9.6,0.1,0.0,0.4,9.1,0.0,1.04,16.1,113,374,43.22,0.00,187,193,14
10000,15,135,9.1,0.0,0.0,0.1,9.0,0.0,1.00,14.4,34,233,17.35,0.00,115,1,19
10000,19,27,8.4,0.0,0.0,0.3,8.1,0.0,1.00,17.5,11,231,14.20,0.00,26,0,1
11000,1,1495,14.9,0.0,0.6,0.5,13.7,0.0,1.02,13.6,309,435,47.12,0.00,777,694,24
