step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
180000,7352,1.787,0.023,7.95,854091,810113,1435,28531,13956,14094982,4781479.0,1130028.8,0.407,0.165,0.155,0.128,0.145,173,18.58,20.47,5.98,14.15,1.21,4.01,0.13,1.58,11.25,11.56,0.39,1.15,0.023,0.077,2795,0.100,0.768,0.135,0.005,0.092,812145,686399,24,0.615,0.045,0.017,1312136,0.079,0.104,0.000,642.81,262099,202,0.080,0.234,0.071,199633458,2.63,14.09,0.111,0.650,0.111,3,9,64,64,3762,57,10.94,0.0058,0.016,289
190000,6633,1.902,0.028,7.72,770582,711385,1071,49086,9759,14358853,4968201.0,1218934.1,0.340,0.192,0.173,0.137,0.159,184,21.33,21.91,7.55,15.42,1.71,4.70,0.11,1.22,11.96,11.82,0.50,1.26,0.033,0.090,2634,0.084,0.722,0.188,0.006,0.085,730099,594027,22,0.662,0.075,0.014,1201695,0.074,0.146,0.000,639.51,244558,162,0.085,0.285,0.091,201305213,3.03,12.96,0.140,0.649,0.151,3,11,64,64,3322,60,14.24,0.0063,0.015,238
200000,6915,1.837,0.025,7.72,742603,694187,1071,37179,9884,13564726,4962923.5,1146799.6,0.323,0.199,0.182,0.137,0.159,165,19.50,21.51,6.86,15.18,1.36,4.22,0.18,2.20,11.09,11.39,0.42,1.16,0.026,0.082,2491,0.122,0.775,0.161,0.004,0.059,702038,566045,24,0.585,0.184,0.023,1026627,0.063,0.144,0.000,639.39,237191,174,0.085,0.221,0.073,217473916,2.84,14.07,0.126,0.660,0.126,3,9,64,64,3501,57,14.37,0.0065,0.008,250
210000,7080,1.829,0.024,7.80,714273,668595,497,33550,11466,12589255,4986722.0,1098360.8,0.266,0.209,0.198,0.150,0.177,191,19.63,20.94,6.44,14.79,1.34,4.25,0.10,1.34,11.76,11.05,0.38,1.12,0.025,0.082,2585,0.115,0.772,0.144,0.004,0.079,672559,531380,17,0.523,0.308,0.014,828355,0.087,0.107,0.000,633.31,236362,189,0.087,0.203,0.068,209861802,2.73,13.59,0.121,0.703,0.115,3,11,64,64,3362,75,20.44,0.0060,0.012,370
220000,6547,1.898,0.029,7.43,760141,707731,394,39091,13458,12453025,5048655.0,1134375.4,0.301,0.200,0.195,0.138,0.167,182,21.39,22.40,7.42,15.46,1.63,4.57,0.12,1.41,12.22,12.38,0.46,1.23,0.031,0.088,2537,0.127,0.739,0.179,0.004,0.078,721243,577119,19,0.692,0.186,0.015,986741,0.058,0.144,0.000,637.06,243484,185,0.091,0.184,0.086,218021401,2.97,13.26,0.143,0.734,0.136,3,10,64,64,3266,81,16.70,0.0063,0.005,328
230000,7167,1.792,0.026,7.08,774321,717252,439,41810,14200,12632477,4996350.5,1138824.5,0.347,0.188,0.189,0.124,0.152,196,18.83,19.75,5.98,14.14,1.20,4.15,0.11,1.51,11.54,10.32,0.34,1.08,0.025,0.084,2704,0.078,0.769,0.138,0.004,0.089,731043,598824,19,0.822,0.053,0.015,1152361,0.069,0.122,0.000,639.66,242853,186,0.090,0.193,0.067,187936243,2.55,13.28,0.099,0.636,0.104,3,11,63,64,3430,60,14.10,0.0060,0.008,373
240000,6528,1.928,0.027,7.89,715205,656830,453,47431,11130,12307820,5065735.0,1148980.4,0.303,0.202,0.198,0.133,0.163,196,21.78,22.89,8.54,16.42,1.69,4.74,0.06,1.13,11.50,11.58,0.48,1.25,0.032,0.091,2578,0.125,0.752,0.193,0.004,0.051,672151,524086,16,0.432,0.432,0.009,992673,0.098,0.148,0.000,635.53,229409,177,0.093,0.209,0.099,183166659,3.26,13.18,0.156,0.739,0.141,2,10,64,64,3260,58,18.23,0.0067,0.018,245
250000,6602,1.904,0.022,7.87,696155,644299,458,41730,9594,13878723,5094378.0,1175798.5,0.252,0.212,0.207,0.151,0.179,170,21.79,22.14,7.79,16.01,1.57,4.63,0.11,1.43,12.32,12.12,0.48,1.24,0.031,0.091,2698,0.104,0.759,0.177,0.005,0.058,652900,505791,16,0.756,0.035,0.017,886064,0.079,0.092,0.000,638.29,242085,181,0.085,0.195,0.085,204064146,3.08,12.96,0.140,0.730,0.144,3,12,64,64,3276,62,15.46,0.0063,0.015,264
260000,6525,1.914,0.024,7.97,718537,675099,655,30880,11980,13232821,4972536.0,1095988.8,0.271,0.208,0.204,0.143,0.175,189,21.10,22.24,8.22,16.17,1.56,4.43,0.05,0.88,11.28,11.23,0.50,1.26,0.030,0.083,2415,0.100,0.761,0.194,0.004,0.042,682889,550493,18,0.664,0.164,0.012,842010,0.076,0.140,0.000,640.94,235222,198,0.083,0.180,0.089,222945075,3.17,13.41,0.142,0.682,0.154,2,10,64,64,3284,60,12.82,0.0068,0.018,324
270000,6847,1.868,0.023,7.82,716248,665065,636,39675,10550,13659754,5032397.5,1177170.4,0.281,0.213,0.207,0.140,0.160,184,21.04,21.31,6.86,15.49,1.33,4.23,0.10,1.22,12.75,12.01,0.41,1.15,0.025,0.081,2779,0.097,0.771,0.153,0.004,0.071,674317,537184,16,0.720,0.141,0.014,950089,0.077,0.093,0.000,638.74,239240,184,0.086,0.181,0.072,217405930,2.85,12.85,0.125,0.712,0.126,3,12,64,64,3324,56,15.02,0.0058,0.033,287
280000,7097,1.831,0.022,7.45,778625,721750,777,42657,13191,13366600,5196817.5,1175350.8,0.319,0.201,0.195,0.132,0.152,182,19.71,20.36,6.28,15.01,1.12,3.79,0.13,1.71,12.17,11.15,0.34,1.07,0.022,0.075,2499,0.096,0.781,0.138,0.007,0.073,730325,597873,13,0.696,0.183,0.016,905193,0.066,0.101,0.000,645.37,258523,166,0.088,0.207,0.071,215095400,2.72,13.21,0.114,0.673,0.105,3,12,64,64,3358,63,8.39,0.0060,0.007,328
290000,7298,1.803,0.024,7.02,841018,795261,786,28763,16007,12889354,5049184.5,1063370.2,0.329,0.205,0.195,0.123,0.149,185,19.33,19.83,5.37,14.19,1.12,3.88,0.07,1.00,12.76,11.63,0.33,1.05,0.023,0.081,2564,0.054,0.784,0.109,0.005,0.102,794378,664100,18,0.658,0.222,0.012,857464,0.058,0.096,0.000,648.18,262488,179,0.082,0.192,0.056,208925318,2.47,13.01,0.107,0.549,0.099,3,11,64,64,3431,74,5.58,0.0054,0.002,372
300000,7185,1.814,0.027,7.18,857483,802546,895,34854,19301,11996869,5066034.5,1048736.5,0.349,0.212,0.199,0.111,0.129,172,19.20,20.55,6.15,15.01,1.43,4.53,0.10,1.47,11.52,10.38,0.41,1.18,0.029,0.092,2620,0.036,0.759,0.138,0.005,0.098,809998,682108,24,0.633,0.149,0.015,876492,0.064,0.108,0.000,648.01,266132,171,0.087,0.206,0.073,210844845,2.69,13.67,0.119,0.597,0.120,3,11,64,64,3342,60,5.75,0.0061,0.005,299
310000,7634,1.768,0.021,7.52,819743,773246,1486,26013,18549,11674454,4908591.5,1019082.2,0.358,0.199,0.188,0.115,0.140,189,17.51,19.54,5.18,14.21,0.97,3.56,0.07,1.02,11.28,10.66,0.28,0.97,0.022,0.083,2250,0.071,0.800,0.109,0.004,0.088,773861,649551,19,0.294,0.535,0.013,1046091,0.059,0.090,0.000,644.93,264349,177,0.087,0.180,0.048,212624934,2.44,14.25,0.104,0.477,0.089,3,10,64,64,3573,64,8.83,0.0057,0.004,347
320000,7846,1.723,0.020,7.14,837744,794914,1526,19484,21608,9779767,4840307.5,793100.0,0.346,0.197,0.182,0.119,0.157,204,16.56,18.59,5.31,14.06,0.82,3.23,0.04,0.86,10.39,8.92,0.26,0.91,0.019,0.075,2505,0.042,0.799,0.114,0.004,0.082,790114,650103,21,0.337,0.240,0.007,811244,0.069,0.103,0.000,644.40,251737,180,0.081,0.211,0.043,227596748,2.47,14.38,0.086,0.499,0.086,3,9,58,64,3791,63,9.35,0.0059,0.017,352
330000,7654,1.771,0.023,7.41,878020,831908,1679,21401,23224,9788758,4807360.5,828304.8,0.379,0.188,0.179,0.112,0.142,232,17.36,20.03,5.63,14.21,1.10,3.96,0.18,1.83,10.46,10.46,0.36,1.13,0.021,0.076,2577,0.093,0.770,0.132,0.004,0.094,833226,701775,34,0.562,0.139,0.024,878981,0.068,0.090,0.000,646.72,258337,200,0.085,0.194,0.061,220997863,2.53,15.09,0.096,0.565,0.107,3,8,62,64,3641,80,7.03,0.0060,0.006,328
340000,7437,1.787,0.023,7.57,835264,786986,1874,28331,18290,11404000,4875259.0,992119.7,0.402,0.188,0.180,0.104,0.126,247,17.90,20.04,5.97,14.77,1.12,4.12,0.12,1.67,10.70,10.20,0.32,1.01,0.024,0.085,2829,0.074,0.791,0.130,0.004,0.075,787142,668557,31,0.278,0.509,0.013,1177093,0.074,0.100,0.000,644.78,262977,170,0.087,0.205,0.062,214346496,2.65,14.49,0.107,0.590,0.106,3,9,64,64,3694,60,8.98,0.0061,0.021,316
350000,7704,1.761,0.022,7.25,848677,811250,2000,16404,18756,11606285,4885153.0,936690.5,0.390,0.194,0.186,0.104,0.126,232,17.71,19.27,5.17,14.22,1.00,3.65,0.12,1.56,11.42,10.25,0.29,0.96,0.021,0.080,2306,0.054,0.771,0.106,0.006,0.117,804629,684498,30,0.334,0.418,0.015,1214319,0.056,0.096,0.000,644.98,254314,189,0.081,0.185,0.052,203549709,2.45,14.17,0.106,0.445,0.096,4,10,64,64,3700,77,8.78,0.0056,0.011,340
360000,7565,1.801,0.026,7.30,871698,826412,1852,21169,22404,11131997,4896438.0,885305.5,0.401,0.191,0.180,0.102,0.126,256,17.78,19.72,5.66,14.53,1.03,3.59,0.14,1.73,10.96,9.95,0.29,0.94,0.025,0.090,2360,0.055,0.770,0.119,0.006,0.105,824235,707526,40,0.349,0.312,0.017,1068246,0.070,0.120,0.000,645.17,253534,168,0.080,0.204,0.047,206288408,2.54,14.39,0.102,0.443,0.100,4,9,64,64,3719,73,8.59,0.0059,0.020,292
370000,7943,1.730,0.026,7.45,879434,836361,2049,15147,25499,8996051,4725357.5,725456.1,0.420,0.178,0.173,0.103,0.126,256,16.42,18.02,4.85,13.41,0.68,2.82,0.10,1.11,10.79,9.39,0.22,0.82,0.015,0.062,2374,0.053,0.762,0.104,0.003,0.130,832573,736877,33,0.298,0.359,0.017,1208451,0.048,0.140,0.000,634.71,257386,186,0.081,0.213,0.034,185685573,2.32,14.41,0.083,0.387,0.076,3,9,54,64,3822,78,19.05,0.0055,0.026,300
380000,7964,1.715,0.027,7.92,908660,858299,2273,19789,28278,8411718,4789526.0,701752.0,0.430,0.183,0.173,0.095,0.118,246,15.88,18.78,4.99,13.65,0.86,3.46,0.08,1.05,9.95,9.86,0.26,0.93,0.019,0.078,2364,0.039,0.778,0.109,0.004,0.108,861687,763426,40,0.467,0.162,0.016,1409415,0.067,0.138,0.000,640.55,286687,164,0.083,0.223,0.051,200223916,2.37,15.48,0.093,0.416,0.085,3,7,60,64,3781,79,13.20,0.0060,0.015,290
390000,8454,1.679,0.024,7.71,958948,905962,2653,19622,30221,10798935,4678663.5,815849.6,0.468,0.167,0.158,0.092,0.115,227,15.38,18.72,4.79,13.41,1.01,3.83,0.10,1.39,9.48,9.74,0.27,0.96,0.025,0.094,2447,0.038,0.765,0.104,0.005,0.126,911602,819148,36,0.418,0.220,0.013,1571777,0.068,0.126,0.000,644.23,313238,181,0.076,0.234,0.053,248284191,2.34,15.84,0.089,0.404,0.086,3,7,58,64,4186,61,9.53,0.0058,0.015,228
400000,7519,1.790,0.028,7.80,929621,873241,2915,29347,25053,12427891,4764562.5,976852.6,0.492,0.147,0.142,0.100,0.119,228,17.55,20.54,6.16,14.79,1.14,3.71,0.10,1.38,10.15,10.15,0.35,1.06,0.022,0.075,2447,0.051,0.756,0.136,0.003,0.105,883445,789399,35,0.413,0.019,0.014,1532967,0.052,0.143,0.000,645.80,294513,179,0.079,0.224,0.064,193034288,2.66,15.13,0.113,0.521,0.113,3,8,64,64,3655,68,7.95,0.0062,0.019,250
410000,7473,1.772,0.025,7.44,885007,831612,1955,30986,20500,13246540,4846986.0,1068194.1,0.429,0.176,0.168,0.103,0.125,263,18.18,20.31,5.81,14.43,1.20,4.01,0.08,1.04,11.09,10.97,0.36,1.09,0.023,0.079,2601,0.099,0.773,0.129,0.004,0.094,837697,745680,25,0.553,0.078,0.014,1279238,0.053,0.105,0.000,647.29,283302,184,0.081,0.218,0.065,205981347,2.59,14.55,0.109,0.645,0.110,3,9,64,64,3497,72,6.47,0.0058,0.016,273
420000,7379,1.805,0.028,7.18,908663,856009,1542,30110,21096,11447043,4826525.0,976524.4,0.416,0.182,0.176,0.102,0.124,261,18.93,20.25,6.29,14.63,1.42,4.61,0.08,0.88,11.13,10.27,0.42,1.22,0.028,0.090,3006,0.069,0.734,0.157,0.002,0.107,862097,750555,27,0.345,0.413,0.020,1355800,0.065,0.118,0.000,647.38,281788,187,0.085,0.213,0.069,210541235,2.69,13.79,0.105,0.613,0.125,3,10,64,64,3446,68,6.37,0.0059,0.012,266
430000,7757,1.712,0.024,7.05,907112,845833,1630,40253,19018,12982161,4835007.0,1130891.8,0.421,0.177,0.175,0.104,0.123,266,17.16,19.42,5.54,14.10,1.35,4.39,0.12,1.38,10.15,9.28,0.37,1.10,0.027,0.089,2616,0.107,0.748,0.131,0.004,0.116,862964,750831,29,0.352,0.434,0.018,1555246,0.072,0.098,0.000,648.77,272789,173,0.087,0.218,0.067,220101145,2.49,14.93,0.092,0.647,0.113,3,10,60,64,3460,69,4.99,0.0061,0.007,319
440000,7407,1.798,0.027,7.70,890031,825492,1674,43210,20005,12746293,4880043.5,1136565.2,0.410,0.183,0.174,0.106,0.126,260,18.35,20.62,6.54,14.72,1.47,4.36,0.11,1.04,10.23,9.61,0.43,1.18,0.030,0.091,2644,0.074,0.745,0.156,0.005,0.094,848920,723146,24,0.424,0.349,0.022,1529549,0.059,0.119,0.000,645.50,276605,165,0.089,0.211,0.070,215453190,2.74,14.43,0.109,0.586,0.131,3,9,64,64,3352,71,8.26,0.0064,0.012,284
450000,7199,1.819,0.029,6.71,884208,820116,1574,42753,19973,12076496,4891093.5,1084773.4,0.407,0.191,0.181,0.099,0.122,239,19.13,21.11,6.48,14.80,1.38,4.29,0.18,1.62,11.08,11.06,0.42,1.15,0.027,0.088,2438,0.082,0.736,0.151,0.005,0.107,842804,723679,27,0.674,0.119,0.028,1743897,0.059,0.123,0.000,646.14,276727,168,0.090,0.216,0.069,212476452,2.69,14.54,0.116,0.649,0.129,2,10,64,64,3115,71,7.61,0.0061,0.024,258
460000,7361,1.775,0.032,6.89,859575,789294,1331,48419,20369,11338133,4830287.5,1082798.1,0.404,0.186,0.182,0.102,0.126,282,18.66,20.54,6.21,14.67,1.39,4.79,0.15,1.54,10.90,10.37,0.38,1.13,0.027,0.098,2461,0.102,0.734,0.149,0.004,0.113,815871,695084,22,0.407,0.402,0.026,1693700,0.077,0.155,0.000,641.33,256051,170,0.096,0.207,0.069,206680646,2.67,14.48,0.112,0.634,0.117,3,10,64,64,3272,93,12.42,0.0060,0.024,237
470000,7724,1.734,0.022,7.01,882351,819496,1584,40446,20462,11212557,4840735.5,1027544.9,0.409,0.185,0.180,0.102,0.125,286,17.22,19.11,5.21,13.74,1.05,3.81,0.16,1.74,10.80,9.62,0.31,1.01,0.020,0.072,2263,0.093,0.762,0.116,0.005,0.117,842305,722839,24,0.646,0.080,0.024,1871247,0.084,0.101,0.000,643.08,250794,169,0.092,0.220,0.053,200911844,2.40,14.89,0.091,0.525,0.099,3,10,59,64,3474,63,10.67,0.0058,0.013,261
480000,7436,1.767,0.026,6.72,886047,813399,1026,48841,23069,11381969,4989944.5,1058683.1,0.390,0.184,0.184,0.109,0.133,287,18.50,19.89,5.68,14.04,1.30,4.37,0.27,2.76,11.26,9.99,0.37,1.12,0.025,0.086,2616,0.129,0.735,0.134,0.004,0.126,843106,720540,16,0.710,0.149,0.031,1828167,0.095,0.101,0.000,645.82,251445,175,0.093,0.218,0.070,196833180,2.47,14.27,0.103,0.653,0.114,3,11,64,64,3165,77,7.94,0.0060,0.033,263
490000,7152,1.814,0.025,7.34,842842,768501,763,54876,18986,11941941,4956615.0,1143551.0,0.356,0.193,0.194,0.117,0.140,294,19.09,21.16,6.78,15.13,1.37,4.36,0.12,1.30,10.82,10.27,0.40,1.16,0.026,0.083,2404,0.173,0.748,0.158,0.004,0.090,798645,660415,12,0.359,0.430,0.018,1518983,0.075,0.107,0.000,643.25,235196,166,0.096,0.198,0.072,203017470,2.79,14.53,0.115,0.700,0.123,3,10,64,64,3274,57,10.51,0.0064,0.029,243
500000,7835,1.705,0.023,8.21,824400,755578,669,45670,21800,10094336,4853621.5,978642.9,0.343,0.204,0.208,0.112,0.133,237,16.49,18.66,5.27,13.63,0.88,3.20,0.16,1.48,10.18,8.98,0.27,0.93,0.019,0.070,2732,0.107,0.788,0.119,0.003,0.090,781229,660865,16,0.453,0.384,0.027,1455355,0.082,0.124,0.000,640.88,266448,185,0.097,0.211,0.050,208704822,2.40,14.90,0.080,0.622,0.089,3,9,55,64,3420,73,12.87,0.0061,0.039,239
510000,8571,1.634,0.019,7.97,883636,816966,1277,41591,23066,10626772,4798030.0,997810.0,0.416,0.181,0.183,0.102,0.119,232,14.56,17.11,4.35,12.72,0.66,2.64,0.10,1.15,9.46,8.13,0.21,0.81,0.014,0.061,2325,0.152,0.787,0.092,0.003,0.118,842013,712185,19,0.385,0.345,0.020,1523646,0.073,0.097,0.000,643.75,305117,206,0.094,0.197,0.041,206811773,2.20,15.72,0.070,0.558,0.071,3,8,46,64,4016,80,10.00,0.0059,0.027,302
