step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
520000,2717,1.368,0.017,7.65,350454,334395,1694,1783,12733,1853746,1596800.1,125777.8,0.694,0.063,0.059,0.095,0.089,596,9.58,11.33,1.80,7.88,0.49,2.54,0.11,1.59,7.18,6.29,0.11,0.65,0.014,0.081,475,0.129,0.775,0.034,0.007,0.184,342655,326598,7,0.679,0.001,0.010,184873,0.028,0.098,0.000,162.59,76895,113,0.068,0.473,0.017,48270950,1.40,18.79,0.006,0.201,0.031,3,5,15,64,1282,58,0.85,0.0082,0.000,57
530000,2709,1.440,0.016,7.77,360703,345579,1559,863,12710,1748119,1612565.0,106493.9,0.692,0.064,0.060,0.095,0.089,592,9.58,11.80,1.88,7.74,0.82,3.65,0.20,1.50,6.68,5.48,0.16,0.74,0.024,0.102,532,0.173,0.768,0.055,0.003,0.174,352794,335140,8,0.657,0.008,0.026,360947,0.017,0.087,0.000,163.00,77624,93,0.061,0.783,0.027,42036897,1.36,18.96,0.004,0.303,0.048,3,5,18,64,1321,68,0.44,0.0089,0.000,62
540000,2697,1.460,0.016,7.65,352416,337746,1709,607,12366,1957041,1600457.6,118191.5,0.681,0.068,0.063,0.095,0.093,598,9.92,12.53,1.79,7.66,0.66,2.78,0.33,2.61,7.14,6.72,0.16,0.76,0.019,0.083,512,0.165,0.767,0.046,0.009,0.178,344260,328209,9,0.655,0.023,0.029,273570,0.020,0.098,0.000,162.98,81058,90,0.060,0.867,0.036,57366601,1.29,18.74,0.007,0.213,0.045,3,5,16,64,1351,50,0.46,0.0083,0.000,77
550000,2849,1.386,0.014,7.34,349345,334157,1891,587,12558,1957134,1598953.9,114623.6,0.674,0.073,0.067,0.095,0.091,570,9.18,11.16,1.45,6.88,0.50,2.76,0.04,0.71,7.20,6.39,0.11,0.64,0.013,0.073,487,0.141,0.763,0.033,0.004,0.200,341411,326187,10,0.656,0.000,0.006,261698,0.024,0.068,0.000,163.05,85443,118,0.059,0.840,0.015,64852410,1.28,19.08,0.006,0.206,0.032,3,5,13,64,1372,75,0.39,0.0078,0.000,49
560000,2677,1.455,0.018,7.75,354304,339509,1569,838,12560,1684458,1585313.0,101653.8,0.684,0.071,0.066,0.091,0.087,608,9.96,12.15,1.87,7.81,0.68,3.02,0.03,0.39,7.39,6.18,0.17,0.76,0.016,0.078,494,0.125,0.768,0.051,0.004,0.177,346115,329789,7,0.634,0.040,0.006,250438,0.021,0.112,0.000,163.02,77012,119,0.060,0.772,0.035,55523841,1.33,18.80,0.005,0.208,0.047,3,5,16,64,1305,58,0.42,0.0080,0.002,66
570000,2797,1.413,0.015,7.18,350557,335653,1636,1017,12131,1782377,1604696.8,107321.3,0.683,0.077,0.071,0.086,0.083,633,9.68,10.96,1.45,6.73,0.52,2.87,0.05,0.99,7.65,5.95,0.13,0.68,0.012,0.069,486,0.162,0.723,0.037,0.006,0.234,343017,327376,7,0.680,0.013,0.005,283383,0.020,0.101,0.000,163.07,79702,109,0.060,0.788,0.024,48751415,1.24,18.89,0.003,0.197,0.039,3,5,16,64,1325,57,0.37,0.0075,0.004,44
580000,2822,1.370,0.018,6.94,355266,340379,1687,812,12363,1631414,1599406.0,100535.7,0.682,0.075,0.068,0.089,0.086,622,9.04,10.47,1.32,6.20,0.67,3.55,0.06,0.82,6.99,5.85,0.11,0.63,0.020,0.104,512,0.130,0.768,0.040,0.005,0.188,347536,332152,7,0.687,0.026,0.008,256849,0.022,0.086,0.000,163.15,72310,120,0.062,0.781,0.019,47117254,1.27,19.24,0.003,0.258,0.033,3,5,14,64,1298,73,0.29,0.0081,0.007,52
590000,2978,1.363,0.017,6.64,359187,344129,1687,910,12305,1601431,1586819.0,98207.7,0.699,0.072,0.066,0.083,0.080,625,8.66,9.54,1.05,5.81,0.43,2.63,0.06,0.76,7.13,5.50,0.09,0.56,0.012,0.075,507,0.142,0.761,0.026,0.002,0.212,351133,335872,8,0.709,0.019,0.008,235948,0.024,0.086,0.000,163.16,73227,206,0.061,0.642,0.015,45241233,1.21,19.29,0.004,0.247,0.025,3,5,12,64,1311,63,0.28,0.0075,0.014,42
600000,2772,1.397,0.016,7.12,365174,350531,1633,736,12480,1580188,1602583.9,101392.4,0.697,0.069,0.063,0.087,0.084,577,10.18,12.60,1.72,7.33,0.62,2.97,0.03,0.61,7.81,7.83,0.15,0.74,0.015,0.079,524,0.129,0.746,0.050,0.007,0.197,356794,341430,8,0.681,0.000,0.005,337805,0.019,0.106,0.000,163.15,78728,209,0.064,0.639,0.031,44523260,1.29,18.65,0.007,0.276,0.044,3,5,17,64,1319,64,0.29,0.0074,0.001,46
610000,2838,1.398,0.015,6.58,355629,340565,1578,650,12770,1778455,1612303.8,112424.8,0.686,0.072,0.065,0.089,0.087,579,8.63,9.41,1.09,5.86,0.38,2.29,0.12,1.35,7.04,5.49,0.10,0.59,0.011,0.069,423,0.140,0.755,0.031,0.005,0.209,347776,331846,8,0.722,0.002,0.039,341670,0.018,0.080,0.000,163.15,75569,132,0.063,0.618,0.011,50887942,1.21,18.99,0.002,0.228,0.030,3,6,12,64,1326,68,0.29,0.0081,0.002,35
620000,2830,1.393,0.015,6.96,367964,351800,1593,655,13924,1552489,1627195.0,105485.4,0.696,0.070,0.065,0.086,0.083,606,9.01,10.08,1.43,6.70,0.38,2.25,0.11,1.62,7.09,5.16,0.10,0.63,0.009,0.055,476,0.154,0.734,0.033,0.004,0.229,360073,345241,8,0.694,0.000,0.011,390915,0.018,0.071,0.000,163.09,73147,143,0.068,0.591,0.023,47508635,1.30,18.94,0.004,0.218,0.027,4,6,12,64,1299,75,0.35,0.0081,0.011,55
630000,2819,1.400,0.014,7.00,362608,346700,1221,850,13848,1592442,1650515.6,99539.2,0.670,0.079,0.074,0.091,0.086,594,9.56,10.47,1.06,5.89,0.44,2.47,0.04,0.66,8.02,6.84,0.10,0.61,0.011,0.065,427,0.187,0.717,0.029,0.003,0.250,354953,338552,8,0.689,0.022,0.005,295902,0.030,0.079,0.000,163.22,77056,262,0.063,0.434,0.013,44966946,1.19,18.58,0.005,0.188,0.026,4,6,12,64,1260,73,0.22,0.0073,0.014,27
640000,2777,1.361,0.015,7.18,372885,357143,1535,586,13663,1393440,1633254.1,87332.3,0.690,0.077,0.072,0.082,0.079,618,9.47,9.64,1.01,5.62,0.43,2.49,0.10,1.49,7.93,5.82,0.08,0.54,0.012,0.075,432,0.241,0.719,0.022,0.004,0.255,365434,348798,7,0.678,0.017,0.013,257640,0.030,0.074,0.000,163.29,74605,191,0.063,0.602,0.011,38853015,1.19,18.51,0.004,0.137,0.022,4,6,12,64,1240,59,0.15,0.0074,0.013,42
650000,2879,1.372,0.015,6.90,371378,355204,1636,1039,13397,1527648,1634482.8,96032.5,0.692,0.072,0.067,0.086,0.083,585,8.93,9.58,1.01,5.43,0.35,2.28,0.15,2.26,7.42,6.04,0.08,0.55,0.009,0.059,440,0.184,0.737,0.025,0.001,0.237,363712,347270,8,0.710,0.041,0.014,331336,0.023,0.073,0.000,163.23,76773,110,0.063,0.663,0.007,40236493,1.21,18.96,0.005,0.197,0.020,3,6,12,64,1337,75,0.21,0.0076,0.007,51
660000,2800,1.426,0.014,7.09,359473,343342,1755,683,13772,1671782,1615725.9,107099.8,0.680,0.079,0.073,0.086,0.081,596,9.32,11.01,1.45,6.51,0.46,2.59,0.18,2.29,7.23,6.19,0.13,0.68,0.010,0.059,490,0.155,0.754,0.043,0.005,0.199,351361,335968,8,0.684,0.006,0.029,710896,0.013,0.063,0.000,163.08,77601,126,0.064,0.652,0.026,49886113,1.26,18.93,0.005,0.264,0.037,3,6,14,64,1343,78,0.36,0.0080,0.006,51
670000,2822,1.410,0.016,7.13,356185,340260,1863,515,13525,1700360,1618777.4,106221.0,0.681,0.077,0.072,0.087,0.083,596,9.37,9.86,1.23,5.90,0.41,2.29,0.13,1.76,7.60,6.13,0.11,0.62,0.014,0.076,544,0.173,0.734,0.044,0.003,0.220,348260,333917,9,0.674,0.005,0.031,1058468,0.009,0.094,0.000,163.16,80617,193,0.062,0.662,0.017,48942890,1.24,18.59,0.004,0.282,0.034,4,6,14,64,1304,69,0.28,0.0076,0.010,40
680000,2766,1.402,0.014,7.37,355294,339883,1638,491,13338,1638065,1619795.0,103943.8,0.665,0.085,0.079,0.087,0.085,583,9.64,10.22,1.09,5.95,0.35,2.07,0.11,1.50,8.09,6.33,0.10,0.60,0.008,0.048,431,0.215,0.730,0.029,0.004,0.238,347825,330530,8,0.681,0.053,0.016,871662,0.011,0.077,0.000,163.26,81068,162,0.063,0.749,0.012,46378625,1.18,18.53,0.007,0.164,0.026,3,6,14,64,1282,76,0.18,0.0072,0.008,36
690000,2689,1.446,0.015,7.86,340054,325483,1328,993,12327,2077328,1614662.8,137870.9,0.649,0.089,0.083,0.092,0.088,568,10.14,11.57,1.67,6.98,0.55,2.57,0.15,1.76,7.76,6.35,0.16,0.75,0.012,0.059,524,0.129,0.741,0.055,0.004,0.200,332412,312589,12,0.612,0.022,0.016,374644,0.021,0.060,0.000,163.07,79063,351,0.066,0.447,0.034,55759782,1.29,18.45,0.005,0.275,0.049,3,6,16,64,1250,73,0.37,0.0077,0.004,67
700000,2739,1.416,0.015,8.07,335786,320952,1204,1302,12278,2211386,1616480.8,152060.1,0.626,0.092,0.084,0.102,0.097,528,10.08,11.21,1.80,7.15,0.55,2.61,0.18,1.78,7.56,6.03,0.16,0.73,0.016,0.076,746,0.143,0.773,0.065,0.008,0.155,327281,308649,11,0.583,0.022,0.019,298967,0.032,0.055,0.000,162.70,77684,296,0.069,0.455,0.043,69633520,1.36,18.17,0.003,0.403,0.052,3,6,19,64,1262,82,0.73,0.0078,0.006,80
710000,2858,1.378,0.014,7.39,331152,316211,1432,681,12709,2101298,1621950.0,147447.4,0.633,0.087,0.079,0.103,0.098,538,9.00,9.87,1.46,6.14,0.42,2.27,0.08,0.73,7.04,6.17,0.13,0.66,0.013,0.073,559,0.123,0.741,0.066,0.005,0.189,322125,305820,10,0.646,0.012,0.019,515843,0.034,0.058,0.000,162.84,80451,120,0.070,0.664,0.034,83267357,1.33,18.88,0.004,0.346,0.041,4,6,15,64,1313,72,0.60,0.0081,0.001,79
720000,2699,1.439,0.015,7.48,340118,324329,1622,853,13473,1997996,1618838.1,142790.6,0.656,0.079,0.071,0.100,0.094,554,9.82,11.51,1.66,7.00,0.55,2.81,0.10,1.63,7.51,6.78,0.15,0.70,0.016,0.079,498,0.124,0.763,0.053,0.007,0.178,331339,316103,10,0.637,0.000,0.016,547595,0.027,0.067,0.000,162.77,78303,161,0.071,0.579,0.034,77802509,1.31,18.70,0.007,0.244,0.044,3,6,16,64,1282,81,0.67,0.0080,0.000,74
730000,2839,1.377,0.016,7.29,342739,327124,1547,777,13151,1971870,1630577.8,132246.4,0.647,0.083,0.075,0.101,0.094,561,9.16,9.52,1.31,5.97,0.42,2.33,0.11,1.53,7.32,5.41,0.11,0.61,0.014,0.074,512,0.131,0.731,0.050,0.005,0.214,333761,318091,9,0.639,0.000,0.016,450231,0.035,0.098,0.000,162.82,75260,146,0.067,0.723,0.029,77415769,1.26,18.82,0.005,0.297,0.035,4,6,13,64,1266,92,0.62,0.0079,0.000,57
740000,2898,1.387,0.014,7.08,350236,334026,1452,437,14262,1895649,1634680.1,123145.1,0.638,0.089,0.080,0.099,0.095,546,9.11,9.42,1.26,5.89,0.35,2.41,0.21,2.75,7.29,4.95,0.09,0.55,0.009,0.063,497,0.116,0.733,0.048,0.009,0.211,341863,323055,10,0.673,0.000,0.012,246986,0.031,0.075,0.000,162.97,83244,93,0.065,0.776,0.022,63974909,1.26,18.66,0.004,0.278,0.030,4,6,13,64,1315,86,0.47,0.0077,0.000,63
750000,2935,1.370,0.012,6.97,342115,325869,1677,540,13992,1946881,1642495.1,134587.2,0.643,0.088,0.081,0.096,0.091,515,8.66,9.48,1.41,6.22,0.47,3.15,0.05,1.00,6.73,5.08,0.11,0.63,0.011,0.070,501,0.124,0.752,0.052,0.009,0.187,333811,314650,10,0.670,0.011,0.006,267430,0.032,0.058,0.000,162.85,80039,111,0.069,0.685,0.036,74222096,1.32,19.16,0.003,0.352,0.038,4,6,13,64,1310,79,0.59,0.0083,0.001,79
760000,2852,1.356,0.012,7.24,320821,306902,1598,906,11498,2496153,1622495.2,185923.5,0.630,0.099,0.092,0.092,0.087,505,8.77,10.40,1.64,6.53,0.44,2.39,0.07,1.47,6.63,6.03,0.13,0.68,0.013,0.071,578,0.130,0.756,0.072,0.007,0.165,314442,296739,12,0.662,0.007,0.006,270229,0.027,0.095,0.000,162.31,78290,162,0.074,0.521,0.042,103653253,1.36,19.25,0.002,0.369,0.041,3,6,17,64,1054,77,1.13,0.0086,0.000,57
770000,2534,1.554,0.011,7.89,325966,311994,1269,2803,10218,2384120,1639805.0,189194.8,0.663,0.080,0.074,0.093,0.090,518,11.25,9.75,1.80,6.71,0.46,2.51,0.05,0.78,8.94,5.87,0.13,0.66,0.013,0.070,765,0.046,0.760,0.079,0.007,0.153,319588,299767,6,0.633,0.115,0.008,269363,0.028,0.058,0.000,162.36,80438,401,0.079,0.379,0.052,98296397,1.39,16.20,0.002,0.499,0.046,4,9,19,64,1121,70,1.08,0.0072,0.002,86
780000,2697,1.448,0.012,8.00,321135,307880,1369,839,10884,2298710,1621712.5,165030.8,0.670,0.085,0.082,0.082,0.081,515,9.36,10.86,1.99,7.27,0.56,2.37,0.01,0.31,6.79,5.22,0.18,0.77,0.018,0.085,751,0.114,0.754,0.083,0.010,0.153,314561,295417,9,0.666,0.010,0.003,144112,0.028,0.080,0.000,162.64,82016,174,0.072,0.539,0.049,80919275,1.39,18.53,0.001,0.409,0.056,3,6,17,64,1173,79,0.80,0.0089,0.011,39
790000,2662,1.444,0.016,8.64,306148,294029,1050,1629,9475,2454456,1608200.5,182028.6,0.619,0.097,0.093,0.097,0.094,494,10.42,11.07,2.04,7.11,0.65,2.97,0.03,0.47,7.70,6.36,0.16,0.74,0.021,0.092,937,0.074,0.757,0.095,0.006,0.142,299192,276016,7,0.595,0.012,0.007,190487,0.030,0.110,0.000,162.67,86054,364,0.074,0.392,0.055,105691506,1.44,17.52,0.003,0.575,0.053,3,7,21,64,1177,90,0.77,0.0078,0.032,46
800000,2632,1.424,0.017,9.07,290793,278830,1021,2644,8328,2751120,1602072.9,205947.8,0.586,0.098,0.097,0.109,0.109,474,11.06,11.47,2.13,7.07,0.75,3.19,0.01,0.18,8.17,6.82,0.20,0.80,0.022,0.090,1103,0.034,0.763,0.108,0.009,0.121,281785,258751,9,0.538,0.055,0.003,149622,0.036,0.097,0.000,162.54,85740,532,0.075,0.259,0.055,103481521,1.46,17.14,0.002,0.711,0.063,3,7,23,64,1126,85,0.89,0.0075,0.052,50
810000,2657,1.455,0.012,8.23,295876,285096,1247,1136,8372,2812681,1592426.5,196549.1,0.627,0.085,0.084,0.104,0.100,509,10.02,11.40,2.05,7.55,0.70,3.04,0.09,1.13,7.18,5.57,0.18,0.78,0.021,0.090,775,0.045,0.748,0.078,0.010,0.164,287799,269062,13,0.655,0.000,0.012,161299,0.024,0.101,0.000,162.71,83151,329,0.070,0.318,0.058,92161886,1.41,18.13,0.003,0.492,0.055,3,6,20,64,1157,84,0.73,0.0084,0.045,22
820000,2607,1.480,0.015,9.02,296282,285822,1653,776,8081,2902794,1563965.5,206405.2,0.629,0.087,0.090,0.098,0.096,468,10.45,12.15,2.26,7.82,0.72,2.89,0.02,0.34,7.44,6.83,0.21,0.84,0.020,0.085,937,0.041,0.773,0.089,0.010,0.129,287909,271114,10,0.591,0.000,0.007,280260,0.019,0.095,0.000,162.71,94666,425,0.071,0.392,0.060,108123218,1.46,17.77,0.004,0.500,0.066,3,6,22,64,1202,66,0.72,0.0081,0.030,31
830000,2600,1.492,0.015,9.31,304048,292009,1474,519,10053,2697702,1566187.9,195654.8,0.602,0.084,0.087,0.115,0.113,472,10.48,11.57,2.23,7.92,0.73,3.23,0.08,1.72,7.44,5.29,0.19,0.80,0.020,0.084,773,0.065,0.770,0.084,0.008,0.137,294628,276982,8,0.563,0.005,0.010,272704,0.021,0.097,0.000,162.74,97170,333,0.073,0.461,0.055,96544553,1.46,17.45,0.002,0.407,0.057,3,7,20,64,1200,72,0.70,0.0081,0.008,53
840000,2681,1.459,0.012,9.51,307298,294376,1513,635,10693,2841310,1598144.6,201303.4,0.594,0.085,0.087,0.118,0.115,465,10.33,12.02,2.58,7.81,0.72,3.38,0.03,0.61,7.00,6.06,0.20,0.81,0.018,0.082,820,0.125,0.762,0.109,0.006,0.123,297649,281056,8,0.535,0.029,0.009,404536,0.015,0.060,0.000,162.69,94937,338,0.071,0.469,0.059,110133352,1.57,17.81,0.002,0.369,0.062,3,6,23,64,1202,78,0.74,0.0085,0.000,40
850000,2798,1.443,0.015,8.70,313503,300253,1638,1013,10482,2606028,1578511.2,195437.7,0.633,0.084,0.084,0.100,0.099,454,9.50,10.52,2.06,7.33,0.58,2.63,0.11,1.46,6.74,4.77,0.18,0.76,0.015,0.071,653,0.078,0.770,0.085,0.005,0.140,303009,287598,7,0.620,0.003,0.017,376834,0.013,0.085,0.000,162.50,95995,330,0.075,0.380,0.055,99485237,1.43,18.37,0.002,0.391,0.064,3,6,19,64,1291,65,0.94,0.0084,0.008,58
860000,2694,1.436,0.014,8.73,304441,292287,1274,1760,9224,2576193,1591250.8,200071.3,0.625,0.095,0.096,0.093,0.091,468,10.24,11.19,2.28,7.70,0.54,2.55,0.39,2.40,7.03,5.62,0.16,0.74,0.017,0.078,924,0.056,0.794,0.084,0.007,0.114,294017,276499,7,0.607,0.023,0.072,442357,0.017,0.067,0.000,162.40,90369,418,0.078,0.373,0.057,112216491,1.52,17.88,0.002,0.503,0.055,3,7,22,64,1191,85,1.04,0.0084,0.034,48
870000,2685,1.443,0.015,8.89,293653,283629,1019,910,8104,2749873,1609053.4,200484.0,0.568,0.114,0.113,0.104,0.101,469,10.31,11.55,2.14,7.83,0.61,2.75,0.12,1.15,7.45,6.33,0.18,0.77,0.016,0.071,762,0.052,0.762,0.081,0.007,0.149,283003,261910,8,0.575,0.025,0.019,449445,0.017,0.088,0.000,162.58,88018,313,0.073,0.373,0.054,106324800,1.47,17.95,0.003,0.410,0.056,3,6,21,64,1197,69,0.86,0.0080,0.011,47
880000,2883,1.390,0.016,8.20,316757,304933,1452,861,9313,2375513,1604714.6,172238.9,0.644,0.090,0.090,0.089,0.087,511,9.02,9.61,1.37,5.94,0.43,2.32,0.12,1.31,7.09,5.78,0.11,0.60,0.014,0.082,647,0.093,0.750,0.060,0.006,0.184,306176,290382,9,0.653,0.023,0.020,409779,0.016,0.092,0.000,162.70,92914,260,0.073,0.465,0.031,89880941,1.29,18.64,0.003,0.322,0.037,3,6,16,64,1278,72,0.74,0.0078,0.004,70
890000,2702,1.474,0.015,9.41,336487,323982,1339,1171,10176,2120026,1605888.5,159062.2,0.668,0.088,0.089,0.079,0.076,499,9.63,10.56,2.43,7.50,0.55,2.67,0.11,1.58,6.54,4.96,0.19,0.77,0.016,0.070,811,0.062,0.785,0.119,0.005,0.091,325045,308601,10,0.437,0.118,0.015,540058,0.013,0.079,0.000,162.63,93558,296,0.075,0.408,0.069,81736315,1.56,18.18,0.002,0.477,0.071,3,6,20,64,1231,62,0.81,0.0091,0.007,76
900000,2696,1.466,0.016,8.83,312280,300923,1398,1172,8793,2336943,1609960.6,184669.6,0.656,0.093,0.093,0.080,0.078,467,9.66,11.10,2.27,7.54,0.59,2.81,0.17,1.86,6.64,5.22,0.18,0.78,0.016,0.074,666,0.093,0.763,0.094,0.007,0.135,301458,286122,9,0.611,0.024,0.022,738709,0.011,0.094,0.000,162.50,92190,198,0.079,0.506,0.056,108374459,1.50,18.42,0.002,0.425,0.056,3,6,19,64,1253,76,0.94,0.0090,0.016,77
910000,2750,1.432,0.017,8.59,303372,291902,1439,1115,8862,2775350,1594888.4,203205.4,0.634,0.090,0.090,0.094,0.092,476,9.79,11.69,2.19,7.58,0.66,3.34,0.16,1.53,6.78,6.73,0.18,0.79,0.017,0.077,829,0.060,0.779,0.092,0.003,0.127,292516,276645,12,0.617,0.045,0.021,579376,0.017,0.067,0.000,162.53,90321,271,0.073,0.476,0.056,114429618,1.49,18.19,0.006,0.451,0.063,3,6,21,64,1261,74,0.90,0.0086,0.012,56
920000,2644,1.436,0.012,9.30,297643,287756,1272,769,7952,2850659,1597498.9,201561.2,0.618,0.088,0.089,0.103,0.102,489,10.69,11.85,2.34,7.84,0.60,2.50,0.10,1.06,7.65,6.39,0.20,0.82,0.016,0.067,734,0.063,0.765,0.087,0.007,0.141,288409,267476,12,0.563,0.118,0.016,660507,0.013,0.072,0.000,162.52,84933,228,0.071,0.471,0.057,112990237,1.47,17.69,0.003,0.384,0.065,3,6,21,64,1139,78,0.92,0.0079,0.003,58
930000,2515,1.500,0.012,8.25,294115,283870,1106,2809,6459,3128578,1582845.0,223492.0,0.659,0.089,0.089,0.081,0.081,492,12.12,11.89,2.50,7.65,0.63,2.92,0.12,1.16,8.86,7.51,0.20,0.82,0.017,0.072,1224,0.034,0.727,0.123,0.008,0.142,288375,270660,6,0.636,0.181,0.022,599730,0.029,0.077,0.000,162.41,87382,475,0.071,0.314,0.056,137015707,1.58,16.23,0.002,0.733,0.066,3,8,25,64,997,84,1.03,0.0071,0.016,49
940000,2791,1.422,0.015,7.47,323089,309111,1599,1056,11047,2639968,1563175.1,196962.2,0.724,0.072,0.073,0.067,0.064,529,9.54,11.33,1.85,7.01,0.62,3.04,0.05,0.84,7.02,6.78,0.20,0.81,0.016,0.074,806,0.108,0.746,0.090,0.008,0.157,316889,304374,9,0.708,0.095,0.008,396366,0.019,0.152,0.000,162.53,90990,237,0.075,0.375,0.061,136539992,1.40,18.50,0.003,0.466,0.065,3,6,21,64,1124,67,0.90,0.0080,0.006,46
950000,2761,1.432,0.012,8.09,319038,305166,1884,1108,10910,3277386,1547339.8,230221.4,0.697,0.085,0.085,0.068,0.065,459,9.15,10.81,2.02,7.19,0.60,2.68,0.06,0.86,6.47,5.42,0.21,0.83,0.016,0.070,827,0.088,0.729,0.120,0.006,0.144,313140,300883,9,0.652,0.011,0.011,339580,0.017,0.097,0.000,162.13,97751,189,0.070,0.510,0.055,148440762,1.45,18.69,0.001,0.486,0.070,3,6,18,64,1133,76,1.31,0.0087,0.011,40
960000,2743,1.455,0.016,8.61,322892,309337,1885,1217,10471,2987481,1578875.0,217226.8,0.675,0.090,0.089,0.075,0.072,491,9.73,10.55,1.90,6.95,0.46,2.23,0.03,0.48,7.34,6.02,0.17,0.74,0.013,0.056,666,0.066,0.769,0.092,0.011,0.128,315610,301621,10,0.587,0.017,0.009,416240,0.016,0.120,0.000,162.49,100471,198,0.073,0.484,0.057,115030232,1.42,18.19,0.001,0.363,0.058,3,6,20,64,1241,64,0.95,0.0078,0.000,77
970000,2742,1.446,0.014,8.48,304492,292630,1506,975,9382,2857660,1573428.9,207981.7,0.615,0.099,0.100,0.095,0.091,499,9.74,11.43,1.82,7.38,0.50,2.46,0.08,1.24,7.35,6.32,0.15,0.74,0.012,0.059,766,0.082,0.777,0.067,0.009,0.148,295090,276994,10,0.589,0.010,0.016,491175,0.012,0.078,0.000,162.49,92010,209,0.073,0.452,0.047,117860318,1.35,18.32,0.006,0.367,0.045,3,6,20,64,1251,75,0.95,0.0078,0.001,59
980000,2648,1.495,0.014,8.23,307798,296372,1585,594,9341,2950531,1595378.2,199855.8,0.613,0.103,0.103,0.092,0.089,518,10.44,12.55,2.47,8.23,0.62,2.69,0.10,1.29,7.26,6.93,0.21,0.83,0.014,0.058,677,0.082,0.768,0.088,0.005,0.139,298242,280151,10,0.613,0.020,0.009,281406,0.022,0.099,0.000,162.80,90702,155,0.068,0.524,0.057,102231051,1.50,18.03,0.007,0.381,0.066,3,6,22,64,1241,103,0.64,0.0083,0.000,41
990000,2688,1.475,0.013,8.13,307745,296916,1438,488,8863,2907623,1587505.5,198583.9,0.604,0.103,0.102,0.097,0.095,513,9.96,11.73,2.03,7.71,0.66,2.91,0.03,0.70,7.24,6.05,0.18,0.79,0.016,0.074,636,0.137,0.765,0.073,0.008,0.154,299340,279754,12,0.635,0.029,0.003,276565,0.022,0.082,0.000,162.77,90749,213,0.068,0.342,0.049,95551684,1.39,18.18,0.004,0.333,0.056,3,6,22,64,1264,76,0.67,0.0082,0.001,56
1000000,2702,1.448,0.015,7.62,335593,322324,1809,566,10880,2482213,1578743.9,166248.4,0.673,0.081,0.080,0.084,0.081,553,10.04,11.29,1.62,6.85,0.77,4.22,0.15,1.64,7.50,6.56,0.14,0.70,0.024,0.128,513,0.123,0.754,0.059,0.005,0.182,328000,311469,11,0.654,0.013,0.016,274864,0.029,0.091,0.000,162.81,87818,200,0.067,0.403,0.037,93480417,1.32,18.16,0.003,0.241,0.042,3,6,18,64,1256,64,0.63,0.0078,0.014,53
