step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,3,3,0,0,0,3,0,1.00,24,0.000,3000,2.18,155.25,0.00,285,8,8
100000,6,6,1,0,0,5,0,1.43,18,0.000,2999,2.14,215.80,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2986,2.08,209.50,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2964,2.29,229.25,0.00,2,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2958,0.21,196.30,0.00,275,0,8
100000,6,6,1,0,0,5,0,1.43,18,0.000,2945,2.57,239.82,0.00,2,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2932,1.97,148.89,0.00,2,8,8
100000,10,10,0,0,0,10,0,1.00,14,0.000,2927,1.60,441.74,0.00,73,2,2
100000,4,4,0,0,0,4,0,1.00,22,0.000,2924,2.06,204.93,0.00,2,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2916,0.36,200.73,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2914,1.83,183.15,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2912,0.68,147.93,0.00,2,8,8
100000,6,6,1,0,0,5,0,1.43,18,0.000,2891,1.82,189.14,0.00,2,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2888,2.20,168.27,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2876,2.34,204.24,0.00,2,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2866,1.76,169.93,0.00,2,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2859,2.11,203.54,0.00,2,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2856,0.63,221.86,0.00,2,8,8
100000,9,9,3,0,0,6,0,2.15,12,0.000,2856,1.80,172.95,0.00,2,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2849,1.26,112.02,0.00,2,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2849,1.60,146.02,0.00,2,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2844,2.01,223.77,0.00,2,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2830,0.42,160.58,0.00,127,0,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2828,1.58,265.84,0.00,2,8,8
