step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
10000,8,6072,7.13,0.07,0.10,0.07,6.89,0.00,1.03,0.001,9,2507475.2,6553.1,15,25
10000,1,2871,30.79,1.78,0.95,0.94,27.12,0.10,1.40,0.033,60,3206154.2,70320.8,6,12
10000,0,305,13.50,0.31,0.71,0.45,12.02,0.02,1.06,0.007,3,381368.6,4241.9,13,304
20000,8,6572,6.42,0.08,0.09,0.11,6.14,0.00,1.03,0.002,9,2311796.2,998.2,29,140
20000,1,3102,25.96,2.32,1.26,0.51,21.86,0.16,1.53,0.050,65,3225634.8,123764.3,11,37
20000,0,216,16.38,0.90,0.33,0.49,14.66,0.05,1.12,0.014,8,2308.8,162.7,21,216
30000,8,6411,6.46,0.10,0.09,0.12,6.15,0.00,1.03,0.001,16,2280618.5,3579.9,44,96
30000,1,3066,25.82,2.27,0.62,0.55,22.38,0.15,1.46,0.049,75,3181885.8,176653.6,12,30
30000,0,206,16.17,1.21,0.76,0.45,13.75,0.09,1.23,0.024,4,2294.7,241.2,25,205
40000,8,6604,6.27,0.10,0.10,0.11,5.96,0.00,1.03,0.002,10,2292071.2,7745.4,48,122
40000,1,3441,22.85,2.07,0.72,0.45,19.61,0.14,1.42,0.037,65,3192432.2,208551.7,9,24
40000,0,176,12.10,0.53,0.21,0.24,11.11,0.03,1.13,0.011,3,2177.9,488.8,27,176
50000,8,6712,6.23,0.07,0.08,0.13,5.95,0.00,1.03,0.001,11,2289025.2,5390.2,40,123
50000,1,3678,20.23,2.37,0.76,0.42,16.67,0.16,1.55,0.051,84,3196250.2,224203.3,10,38
50000,0,159,12.77,0.47,0.01,0.51,11.78,0.01,1.10,0.006,4,2042.1,292.0,21,159
60000,8,6706,6.22,0.13,0.13,0.10,5.86,0.00,1.04,0.001,9,2324730.2,6318.7,39,73
60000,1,3523,21.39,2.24,1.38,0.38,17.40,0.17,1.51,0.052,94,3146125.8,277209.7,11,30
60000,0,176,16.09,0.34,0.56,0.71,14.48,0.01,1.07,0.006,5,2067.3,384.5,21,176
70000,8,6695,6.28,0.14,0.11,0.10,5.93,0.01,1.04,0.003,27,2298115.0,2860.6,48,113
70000,1,3053,25.11,2.69,0.94,0.51,20.97,0.20,1.60,0.068,73,3161865.0,291672.5,14,28
70000,0,157,13.48,1.55,0.39,0.50,11.04,0.12,1.31,0.038,3,1902.4,480.9,26,157
80000,8,6546,6.30,0.13,0.06,0.11,6.00,0.00,1.05,0.002,8,2323840.0,5026.7,37,33
80000,1,3003,26.91,3.77,1.52,0.52,21.09,0.28,1.81,0.087,66,3156370.0,324594.9,12,13
80000,0,187,15.06,1.73,1.57,0.32,11.44,0.26,1.34,0.059,5,2157.2,569.0,19,187
90000,8,6605,6.39,0.11,0.07,0.13,6.07,0.01,1.03,0.003,16,2302080.0,32502.6,29,130
90000,1,3475,20.54,5.62,1.55,0.18,13.19,0.45,2.29,0.135,98,3035093.8,566050.5,15,77
90000,0,192,14.49,2.79,0.68,0.52,10.50,0.26,1.58,0.073,5,2000.0,797.4,19,191
100000,8,5786,8.74,1.02,0.39,0.22,7.10,0.07,1.24,0.023,13,2473508.5,200146.2,28,151
100000,1,2810,27.15,8.30,1.46,0.25,17.14,0.37,2.90,0.137,78,3083444.8,471493.5,8,78
100000,0,232,21.20,5.05,1.18,0.25,14.72,0.18,2.17,0.060,7,2034.0,1035.2,21,231
110000,8,5782,8.60,1.19,0.45,0.18,6.79,0.10,1.27,0.031,6,2448747.0,167526.6,27,94
110000,1,2832,25.79,8.22,1.36,0.15,16.05,0.43,2.89,0.132,99,3080984.8,423988.8,9,27
110000,0,236,16.68,3.51,1.03,0.19,11.95,0.29,1.74,0.076,6,2554.8,1327.4,24,235
120000,8,5763,8.70,1.12,0.55,0.18,6.85,0.17,1.25,0.036,12,2421072.2,139279.5,32,105
120000,1,2752,28.00,8.81,1.40,0.13,17.66,0.45,3.09,0.144,77,3098695.0,460856.8,10,31
120000,0,190,19.28,4.47,0.95,0.37,13.49,0.24,2.02,0.089,4,2557.9,1723.3,23,190
130000,8,5713,8.61,1.17,0.39,0.19,6.86,0.14,1.30,0.028,6,2439191.0,176993.8,24,37
130000,1,2968,25.83,7.83,0.97,0.18,16.85,0.33,2.85,0.109,75,3092627.5,431360.3,10,10
130000,0,219,15.77,4.14,0.93,0.26,10.45,0.24,2.04,0.073,5,2612.9,1573.1,22,219
140000,8,5725,8.68,1.14,0.38,0.19,6.97,0.07,1.31,0.025,12,2470697.0,141091.7,24,132
140000,1,2943,25.50,7.09,1.16,0.22,17.03,0.37,2.73,0.122,78,3108452.2,437669.5,10,78
140000,0,230,18.61,3.59,0.82,0.24,13.96,0.20,1.81,0.048,6,2097.2,1007.9,19,230
150000,8,5998,7.64,0.90,0.28,0.20,6.26,0.05,1.26,0.017,10,2391911.8,118158.5,26,56
150000,1,3395,21.51,5.43,0.95,0.12,15.02,0.27,2.47,0.080,69,3115272.0,492807.3,14,20
150000,0,191,18.23,4.15,1.33,0.21,12.53,0.37,2.05,0.099,3,2103.6,824.9,20,190
160000,8,5417,9.63,1.71,0.42,0.30,7.20,0.11,1.45,0.037,10,2522348.0,190075.3,19,141
160000,1,3319,23.52,7.40,0.99,0.20,14.92,0.29,2.84,0.096,85,3105476.8,506484.8,17,40
160000,0,173,13.92,1.65,1.36,0.27,10.64,0.24,1.43,0.058,3,1709.2,588.9,12,169
170000,8,5959,8.09,0.85,0.24,0.13,6.86,0.05,1.26,0.015,8,2444440.8,145473.4,23,44
170000,1,2907,27.66,9.46,1.22,0.27,16.71,0.39,3.39,0.112,68,3119095.5,437410.8,15,16
170000,0,148,22.01,6.26,1.03,0.22,14.50,0.36,2.56,0.115,4,1713.8,574.1,15,148
180000,8,5984,7.70,0.80,0.26,0.12,6.52,0.06,1.22,0.017,8,2391331.8,134233.1,25,72
180000,1,3060,25.00,8.38,1.33,0.21,15.08,0.30,3.14,0.107,92,3041407.2,505537.5,18,32
180000,0,160,14.93,2.47,1.14,0.32,10.99,0.22,1.55,0.050,3,1891.2,799.5,19,159
190000,8,6481,6.88,0.52,0.19,0.13,6.04,0.06,1.13,0.017,15,2306351.2,99940.3,19,240
190000,1,2919,26.83,9.18,1.13,0.47,16.05,0.37,3.35,0.125,68,3021003.0,460151.6,17,42
190000,0,205,12.50,1.30,0.49,0.52,10.20,0.11,1.27,0.034,4,1937.2,609.5,14,204
200000,8,6539,6.34,0.23,0.08,0.13,5.90,0.02,1.07,0.006,10,2339041.5,58322.7,16,134
200000,1,3047,25.24,7.66,1.68,0.45,15.45,0.43,2.92,0.143,82,3070417.8,469744.4,15,49
200000,0,190,13.13,0.51,0.49,0.39,11.74,0.09,1.09,0.021,7,1935.5,528.2,11,190
210000,8,6718,6.09,0.11,0.07,0.09,5.82,0.01,1.04,0.004,8,2256978.0,11905.8,19,82
210000,1,3479,20.13,7.72,1.11,0.11,11.19,0.37,2.96,0.124,97,3015983.8,578613.1,19,20
210000,0,170,15.21,2.84,0.59,0.26,11.51,0.15,1.62,0.041,3,1960.4,626.6,16,169
220000,8,6510,6.74,0.75,0.29,0.09,5.62,0.08,1.18,0.024,28,2223210.5,13278.4,18,182
220000,1,3165,21.09,6.92,1.10,0.12,12.94,0.35,2.73,0.113,81,3036575.0,572259.6,18,45
220000,0,154,14.21,2.31,1.32,0.23,10.36,0.21,1.41,0.052,5,1905.5,637.1,14,153
230000,8,6763,6.14,0.20,0.05,0.08,5.81,0.01,1.07,0.002,6,2262019.2,55337.4,23,66
230000,1,3416,21.28,7.08,1.18,0.13,12.89,0.35,2.73,0.113,85,3096288.5,564764.1,19,24
230000,0,188,13.75,2.46,1.10,0.09,10.10,0.26,1.48,0.074,4,1821.1,613.2,16,187
240000,8,5809,8.01,0.60,0.31,0.25,6.85,0.08,1.14,0.019,6,2449672.0,67596.4,23,20
240000,1,3006,23.37,10.28,1.47,0.17,11.44,0.51,3.45,0.160,86,2983647.2,612422.2,21,21
240000,0,231,13.65,2.97,0.75,0.08,9.84,0.24,1.66,0.074,6,2052.6,1083.8,22,231
