step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
170000,8,1669,5.54,0.12,0.06,0.02,5.33,0.00,1.05,0.002,5,811572.4,336.0,9,0
170000,1,1030,15.50,3.63,1.21,0.06,10.59,0.28,1.75,0.078,79,823737.9,134109.5,5,0
170000,0,68,12.19,0.12,1.09,0.00,10.99,0.00,1.09,0.000,4,529.2,211.0,6,67
180000,8,1608,6.22,0.09,0.14,0.04,5.96,0.00,1.04,0.000,6,822706.8,2125.6,8,4
180000,1,1026,15.38,3.19,1.19,0.08,10.92,0.31,1.57,0.081,68,819779.2,132322.6,5,0
180000,0,72,13.40,0.82,2.26,0.01,10.31,0.06,1.18,0.014,3,480.5,227.6,7,72
190000,8,1671,6.13,0.17,0.22,0.03,5.71,0.01,1.04,0.002,5,819347.6,5736.2,8,52
190000,1,1146,13.84,2.21,1.08,0.10,10.44,0.20,1.40,0.050,78,824406.9,113666.0,7,12
190000,0,49,6.10,0.02,0.00,0.02,6.06,0.00,1.01,0.000,2,354.2,117.1,6,49
200000,8,1694,5.66,0.15,0.07,0.06,5.38,0.01,1.04,0.001,13,801942.6,4558.0,13,100
200000,1,1215,12.64,1.96,0.71,0.01,9.96,0.17,1.35,0.046,79,846570.9,105410.2,5,74
200000,0,52,6.27,0.06,0.00,0.00,6.21,0.00,1.04,0.000,2,299.6,8.5,7,52
210000,8,1694,6.08,0.18,0.17,0.08,5.65,0.01,1.05,0.003,9,806215.4,2663.2,10,72
210000,1,1122,14.20,2.54,1.49,0.07,10.09,0.25,1.35,0.069,80,847482.6,102539.9,6,17
210000,0,53,6.72,0.19,0.00,0.00,6.53,0.00,1.07,0.000,2,346.8,2.7,6,53
220000,8,1724,5.48,0.15,0.17,0.06,5.10,0.01,1.05,0.002,12,812841.9,1142.4,7,24
220000,1,1155,14.16,3.08,0.73,0.04,10.31,0.24,1.53,0.072,90,836152.2,99592.1,6,4
220000,0,39,8.56,0.79,0.00,0.46,7.31,0.00,1.23,0.000,1,354.1,57.5,5,38
230000,8,1780,4.85,0.06,0.15,0.06,4.58,0.00,1.03,0.000,6,826761.1,332.5,5,0
230000,1,1152,15.37,2.37,0.79,0.01,12.19,0.18,1.45,0.049,100,824985.7,113658.2,4,1
230000,0,53,6.72,0.75,0.00,0.00,5.96,0.00,1.33,0.000,3,501.1,147.0,6,53
240000,8,1801,4.63,0.11,0.08,0.03,4.41,0.00,1.04,0.000,5,824464.2,41.9,5,0
240000,1,1124,15.30,2.81,0.87,0.02,11.59,0.20,1.57,0.057,69,824082.3,100175.6,2,0
240000,0,43,8.33,1.88,0.79,0.00,5.65,0.19,1.54,0.047,2,467.0,100.6,6,42
250000,8,1749,4.91,0.08,0.08,0.06,4.69,0.00,1.03,0.001,5,822735.9,82.5,6,1
250000,1,1066,15.23,3.37,0.90,0.09,10.86,0.25,1.69,0.070,71,826603.9,101901.1,2,0
250000,0,51,11.61,1.49,2.14,0.00,7.98,0.04,1.49,0.020,2,541.7,92.3,6,50
260000,8,1759,4.79,0.05,0.08,0.06,4.60,0.00,1.02,0.000,5,821851.6,169.4,6,0
260000,1,1086,14.80,2.99,1.27,0.07,10.47,0.25,1.54,0.070,68,827067.9,105544.0,2,0
260000,0,62,14.26,1.82,2.90,0.16,9.37,0.05,1.57,0.016,3,500.9,85.1,6,62
270000,8,1775,4.71,0.03,0.13,0.10,4.45,0.00,1.01,0.001,6,827166.0,409.8,7,1
270000,1,966,17.55,4.70,1.17,0.10,11.59,0.36,1.92,0.116,64,822554.2,123671.8,3,0
270000,0,61,11.89,0.51,0.20,0.16,11.02,0.07,1.07,0.016,3,465.2,123.9,7,61
280000,8,1682,5.39,0.14,0.04,0.04,5.17,0.00,1.05,0.002,6,822014.7,2317.1,7,0
280000,1,1038,15.49,4.15,1.03,0.04,10.27,0.33,1.75,0.111,67,822609.4,115542.0,3,1
280000,0,48,11.27,1.44,0.00,0.00,9.83,0.00,1.50,0.000,3,473.6,134.2,7,47
290000,8,1764,5.22,0.21,0.08,0.03,4.90,0.00,1.07,0.001,5,825643.2,127.0,7,9
290000,1,1203,13.77,3.03,0.94,0.03,9.77,0.18,1.69,0.057,85,823076.9,123718.8,5,2
290000,0,56,7.95,0.04,0.86,0.00,7.05,0.00,1.02,0.000,3,468.4,137.8,4,55
300000,8,1795,5.14,0.22,0.07,0.07,4.78,0.02,1.06,0.007,5,826442.6,718.8,9,42
300000,1,1039,15.83,3.87,2.09,0.04,9.83,0.31,1.73,0.101,64,826788.4,109446.3,3,45
300000,0,29,13.38,3.62,2.66,0.00,7.10,0.38,1.39,0.103,1,441.9,95.5,7,29
310000,8,1804,4.52,0.10,0.03,0.04,4.35,0.00,1.04,0.001,7,828651.4,1122.9,8,8
310000,1,940,17.28,4.75,1.46,0.13,10.94,0.43,1.85,0.129,70,825612.8,128220.7,3,1
310000,0,53,10.62,1.51,0.57,0.15,8.40,0.13,1.32,0.057,3,413.0,99.7,9,52
320000,8,1742,5.46,0.12,0.11,0.11,5.12,0.00,1.04,0.001,8,831551.7,706.3,6,0
320000,1,1113,14.67,3.61,1.00,0.15,9.90,0.33,1.70,0.101,75,822933.9,117709.1,3,1
320000,0,46,19.35,2.85,3.70,1.13,11.67,0.54,1.46,0.152,3,446.5,113.0,4,46
330000,8,1696,5.55,0.06,0.05,0.13,5.31,0.00,1.02,0.000,6,829959.4,395.9,7,1
330000,1,1093,14.59,3.29,0.98,0.13,10.18,0.27,1.68,0.083,87,823323.9,136839.1,3,0
330000,0,46,12.20,2.09,0.59,0.48,9.04,0.09,1.62,0.022,3,430.7,155.2,6,46
340000,8,1685,5.28,0.04,0.03,0.05,5.16,0.00,1.01,0.001,5,826149.6,73.0,6,0
340000,1,1041,16.85,4.04,1.03,0.14,11.65,0.38,1.73,0.131,75,822044.9,125595.7,3,0
340000,0,42,8.93,0.62,0.00,0.31,8.00,0.00,1.19,0.000,3,509.8,139.6,6,42
350000,8,1673,5.91,0.20,0.04,0.03,5.64,0.01,1.04,0.004,9,818833.4,597.8,8,49
350000,1,1138,14.12,2.94,0.73,0.03,10.42,0.22,1.60,0.068,68,827505.3,105339.8,5,12
350000,0,66,7.88,1.67,0.15,0.00,6.06,0.00,1.52,0.000,2,513.8,131.0,7,66
360000,8,1662,6.21,0.13,0.04,0.07,5.96,0.00,1.04,0.001,6,804705.9,2859.1,8,39
360000,1,1128,13.82,4.27,0.89,0.04,8.61,0.31,1.97,0.117,76,838397.2,125493.6,4,7
360000,0,63,8.43,0.17,0.37,0.38,7.51,0.00,1.07,0.000,3,423.3,78.9,4,63
370000,8,1696,5.67,0.17,0.07,0.05,5.39,0.00,1.05,0.002,8,807698.8,1739.2,8,24
370000,1,1055,14.88,5.10,0.99,0.06,8.73,0.41,2.16,0.156,76,831027.4,154315.8,5,4
370000,0,70,10.19,1.43,1.30,0.00,7.46,0.14,1.30,0.057,3,450.7,120.1,7,69
380000,8,1671,5.60,0.14,0.07,0.07,5.32,0.01,1.05,0.003,17,807581.2,2700.2,8,77
380000,1,1083,14.04,4.93,0.87,0.24,8.00,0.34,2.19,0.135,98,832537.8,151235.9,5,37
380000,0,72,9.35,1.42,0.25,0.00,7.68,0.15,1.29,0.069,7,416.7,132.7,7,72
390000,8,1716,4.97,0.08,0.02,0.10,4.78,0.00,1.04,0.001,5,815195.8,622.3,7,0
390000,1,1104,13.89,3.45,0.99,0.08,9.38,0.31,1.77,0.117,76,823783.9,150155.7,3,0
390000,0,76,10.76,1.28,0.16,0.00,9.33,0.00,1.48,0.000,10,536.0,184.4,6,76
400000,8,1745,5.00,0.06,0.04,0.10,4.81,0.00,1.02,0.001,5,819072.1,24.3,6,1
400000,1,1133,13.56,3.28,0.94,0.05,9.30,0.31,1.69,0.124,66,822719.9,147291.7,3,0
400000,0,56,11.77,1.84,1.18,0.00,8.75,0.20,1.36,0.054,4,591.9,212.8,8,56
410000,8,1719,5.18,0.07,0.03,0.13,4.95,0.00,1.03,0.002,6,816364.1,14.4,6,0
410000,1,859,21.03,6.26,1.90,0.21,12.66,0.61,1.99,0.187,53,817745.4,159883.7,3,0
410000,0,60,15.97,2.43,0.70,0.00,12.83,0.18,1.48,0.067,2,592.6,256.0,8,60
420000,8,1724,5.55,0.10,0.04,0.23,5.18,0.00,1.04,0.000,5,816060.2,55.7,6,0
420000,1,1036,15.60,4.86,1.15,0.23,9.37,0.34,2.14,0.102,65,824122.6,147574.9,3,0
420000,0,62,9.42,0.53,1.32,0.00,7.56,0.03,1.19,0.016,4,597.2,218.6,7,61
430000,8,1705,5.78,0.09,0.03,0.23,5.44,0.00,1.04,0.000,8,818776.2,480.4,6,0
430000,1,1017,15.82,3.88,1.03,0.08,10.83,0.33,1.79,0.119,79,821815.9,160703.5,3,0
430000,0,38,13.84,0.84,1.58,0.00,11.42,0.08,1.14,0.026,4,575.8,288.1,8,38
440000,8,1699,5.71,0.05,0.02,0.16,5.49,0.00,1.02,0.000,5,816450.9,8.2,6,0
440000,1,1009,16.35,4.18,1.30,0.20,10.67,0.39,1.79,0.121,87,823634.1,140667.2,4,1
440000,0,43,13.93,0.63,0.58,0.09,12.63,0.00,1.22,0.000,3,502.5,260.6,6,43
450000,8,1801,5.04,0.05,0.02,0.09,4.88,0.00,1.02,0.001,7,822388.1,37.7,7,4
450000,1,991,15.53,4.44,1.23,0.23,9.63,0.41,1.92,0.137,69,823793.9,147411.5,4,1
450000,0,45,12.51,2.44,0.93,0.04,9.09,0.24,1.32,0.089,5,570.6,244.3,7,45
460000,8,1695,5.37,0.13,0.04,0.03,5.16,0.01,1.05,0.001,6,821165.1,6087.1,6,1
460000,1,1067,15.46,3.44,0.94,0.12,10.96,0.30,1.65,0.094,85,820829.8,172500.9,4,0
460000,0,51,15.98,5.12,1.33,0.27,9.25,0.18,1.57,0.059,3,429.4,290.6,8,51
470000,8,1770,5.07,0.04,0.08,0.10,4.84,0.00,1.02,0.000,6,826571.2,89.3,6,0
470000,1,1040,15.82,3.63,1.30,0.15,10.74,0.35,1.67,0.107,69,819376.8,159651.4,2,0
470000,0,49,15.57,1.65,2.39,0.02,11.51,0.00,1.35,0.000,3,535.6,281.5,7,49
480000,8,1790,4.68,0.06,0.02,0.02,4.58,0.00,1.02,0.000,5,826576.3,219.4,6,0
480000,1,1057,15.19,3.12,0.91,0.28,10.87,0.28,1.58,0.083,77,824970.8,127475.2,2,0
480000,0,50,10.62,0.40,0.62,0.32,9.28,0.08,1.09,0.020,3,518.9,141.2,5,49
490000,8,1726,5.44,0.13,0.10,0.11,5.11,0.01,1.05,0.002,7,823011.6,24.7,6,12
490000,1,1002,16.75,3.76,1.63,0.14,11.22,0.34,1.70,0.101,64,824776.1,107053.1,3,0
490000,0,44,9.41,0.00,1.23,0.00,8.18,0.00,1.00,0.000,5,580.9,101.2,7,44
500000,8,1730,5.25,0.11,0.01,0.02,5.11,0.00,1.04,0.000,6,821958.9,19.6,6,0
500000,1,1051,16.53,4.19,1.20,0.13,11.02,0.30,1.82,0.091,61,823565.8,103583.7,2,0
500000,0,45,11.87,4.00,1.27,0.51,6.09,0.29,1.99,0.067,2,546.9,78.1,7,44
510000,8,1692,5.30,0.13,0.04,0.02,5.10,0.00,1.06,0.001,5,823912.4,13.1,6,0
510000,1,1109,14.43,1.84,1.44,0.04,11.11,0.19,1.31,0.052,73,827371.9,102358.1,2,0
510000,0,67,12.40,0.84,2.55,0.00,9.01,0.06,1.19,0.015,4,572.4,131.5,7,67
520000,8,1693,5.04,0.11,0.05,0.06,4.81,0.00,1.05,0.000,5,817661.6,30.5,6,0
520000,1,967,17.25,4.70,1.25,0.07,11.23,0.32,2.01,0.086,58,823226.8,125561.2,3,1
520000,0,57,14.60,2.82,0.74,2.39,8.65,0.04,1.70,0.018,2,521.3,185.9,6,57
530000,8,1732,5.10,0.12,0.07,0.04,4.88,0.01,1.05,0.002,6,817104.2,62.3,6,0
530000,1,915,18.12,5.33,2.28,0.49,10.03,0.44,1.98,0.138,68,826770.5,106297.7,3,0
530000,0,62,8.56,0.13,0.47,0.35,7.61,0.00,1.06,0.000,3,560.5,133.8,8,62
540000,8,1758,4.85,0.05,0.09,0.05,4.66,0.00,1.02,0.001,5,820675.3,62.5,7,0
540000,1,862,19.98,5.32,1.84,0.87,11.96,0.50,1.82,0.137,50,823822.9,117969.3,3,0
540000,0,77,12.75,1.91,0.55,0.71,9.58,0.12,1.42,0.039,5,556.4,159.4,8,77
550000,8,1786,5.17,0.20,0.07,0.05,4.85,0.00,1.07,0.001,5,821511.9,68.4,8,0
550000,1,1014,15.94,3.67,1.17,0.02,11.08,0.31,1.64,0.089,75,825795.2,114403.1,3,0
550000,0,49,15.35,0.86,1.78,0.00,12.71,0.08,1.15,0.020,3,565.5,151.9,9,48
560000,8,1749,5.04,0.10,0.06,0.01,4.87,0.00,1.04,0.001,5,825244.8,19.5,6,5
560000,1,862,19.81,5.42,1.90,0.05,12.44,0.50,1.90,0.139,58,825756.9,101523.8,2,0
560000,0,66,11.67,2.32,1.05,0.00,8.30,0.20,1.52,0.061,5,558.0,110.5,6,66
570000,8,1781,5.16,0.11,0.05,0.03,4.97,0.00,1.05,0.001,5,822522.8,143.6,7,11
570000,1,972,17.87,3.82,1.37,0.10,12.58,0.36,1.59,0.106,57,827221.0,107077.9,2,0
570000,0,44,11.66,3.50,0.89,0.00,7.27,0.25,1.53,0.068,4,549.9,99.6,7,44
580000,8,1719,5.24,0.18,0.06,0.05,4.96,0.01,1.05,0.003,6,818094.6,223.4,7,18
580000,1,1051,15.29,3.21,1.65,0.09,10.34,0.28,1.63,0.082,73,827172.5,100239.3,3,1
580000,0,52,8.25,0.77,1.21,0.00,6.27,0.08,1.10,0.019,4,521.7,72.8,7,52
590000,8,1797,5.37,0.24,0.11,0.07,4.94,0.01,1.08,0.003,5,820916.2,1227.8,8,35
590000,1,1139,13.94,2.33,0.96,0.04,10.62,0.21,1.43,0.060,63,831520.1,96954.5,5,6
590000,0,42,6.48,0.60,0.00,0.00,5.88,0.00,1.26,0.000,2,366.8,26.0,7,42
600000,8,1771,5.06,0.13,0.09,0.02,4.82,0.00,1.05,0.001,5,819740.1,897.0,8,2
600000,1,955,19.37,4.61,1.61,0.05,13.10,0.44,1.73,0.123,64,827558.8,100407.0,4,2
600000,0,46,16.39,2.61,0.52,0.26,13.00,0.20,1.54,0.065,2,485.1,88.8,8,45
610000,8,1705,5.45,0.10,0.08,0.09,5.18,0.00,1.03,0.001,5,817893.9,500.9,8,6
610000,1,1098,13.64,2.67,0.85,0.18,9.95,0.25,1.49,0.077,68,826230.4,111782.2,2,0
610000,0,35,6.57,0.09,0.11,0.00,6.37,0.00,1.02,0.000,2,578.8,141.3,6,35
620000,8,1719,5.53,0.22,0.08,0.11,5.11,0.01,1.07,0.002,6,816534.1,736.7,8,28
620000,1,1056,14.78,3.40,0.87,0.12,10.38,0.26,1.66,0.069,75,826423.6,104653.5,4,3
620000,0,55,6.75,1.35,0.00,0.00,5.40,0.00,1.51,0.000,2,489.3,95.9,7,55
630000,8,1729,5.79,0.21,0.05,0.03,5.50,0.01,1.07,0.002,6,804439.6,2576.8,8,39
630000,1,1063,15.79,2.45,1.09,0.06,12.20,0.25,1.40,0.066,73,838685.7,96935.4,3,1
630000,0,27,5.56,0.11,0.00,0.00,5.44,0.00,1.07,0.000,2,331.3,26.9,5,27
640000,8,1684,5.89,0.21,0.05,0.07,5.57,0.00,1.07,0.002,8,811887.0,614.3,7,29
640000,1,1051,15.08,2.24,1.00,0.14,11.70,0.21,1.38,0.056,59,833921.4,86675.7,3,8
640000,0,42,12.33,2.00,1.55,0.10,8.69,0.00,1.59,0.000,3,417.3,41.6,6,42
650000,8,1715,5.37,0.10,0.11,0.11,5.05,0.01,1.04,0.001,5,811045.2,789.0,8,17
650000,1,1113,14.42,2.34,0.75,0.21,11.12,0.19,1.45,0.051,75,834324.1,95206.8,3,3
650000,0,51,9.12,2.57,0.00,0.00,6.55,0.00,1.70,0.000,3,457.4,37.6,7,51
660000,8,1695,5.72,0.10,0.03,0.22,5.38,0.00,1.03,0.001,5,819617.8,364.5,8,17
660000,1,1054,15.12,3.63,1.14,0.10,10.25,0.34,1.62,0.096,78,827673.8,106669.5,3,1
660000,0,51,9.06,1.63,0.53,0.31,6.59,0.04,1.35,0.020,2,521.6,64.9,7,51
670000,8,1696,5.92,0.16,0.12,0.12,5.52,0.01,1.05,0.002,7,817680.2,488.2,9,24
670000,1,1086,14.81,2.93,0.88,0.16,10.85,0.27,1.54,0.085,69,826582.9,105651.1,4,3
670000,0,40,8.02,0.45,0.00,0.17,7.40,0.00,1.21,0.000,3,481.8,80.9,7,40
680000,8,1677,5.70,0.10,0.03,0.10,5.46,0.00,1.04,0.000,8,820007.6,671.9,7,17
680000,1,1053,15.91,2.62,0.86,0.12,12.30,0.25,1.39,0.067,76,828143.0,103202.2,3,4
680000,0,36,10.14,2.25,0.67,0.11,7.11,0.22,1.43,0.056,3,473.7,70.1,7,36
690000,8,1632,5.77,0.08,0.06,0.02,5.62,0.00,1.03,0.000,7,815327.5,4825.6,10,8
690000,1,990,17.46,4.36,1.39,0.37,11.35,0.43,1.72,0.132,73,828015.9,132943.4,5,2
690000,0,67,8.40,0.81,0.28,0.33,6.99,0.06,1.17,0.015,3,405.2,77.0,10,67
700000,8,1585,6.53,0.19,0.08,0.07,6.19,0.01,1.07,0.003,7,818172.1,4055.6,10,15
700000,1,1074,15.39,4.23,1.25,0.33,9.58,0.39,1.80,0.128,82,822180.3,147908.5,4,2
700000,0,80,9.27,1.15,0.45,0.25,7.43,0.04,1.32,0.025,4,461.0,88.7,10,80
710000,8,1642,5.83,0.09,0.03,0.05,5.66,0.00,1.03,0.000,7,815636.4,850.0,9,2
710000,1,1137,13.55,3.51,0.98,0.12,8.94,0.32,1.76,0.100,72,822181.1,146455.0,5,2
710000,0,79,9.37,0.48,0.30,0.08,8.51,0.06,1.15,0.025,5,514.8,143.6,9,77
720000,8,1640,5.69,0.09,0.06,0.02,5.52,0.00,1.04,0.000,6,816892.4,329.4,8,0
720000,1,985,16.40,4.35,1.32,0.16,10.57,0.40,1.77,0.121,81,823541.9,142309.0,3,0
720000,0,74,13.50,0.54,1.22,0.89,10.85,0.03,1.21,0.014,3,617.6,153.5,9,74
730000,8,1639,5.87,0.05,0.09,0.09,5.65,0.00,1.02,0.001,5,819947.6,117.5,7,0
730000,1,1143,13.81,3.15,0.84,0.08,9.73,0.26,1.61,0.085,92,821352.1,131990.7,4,1
730000,0,57,10.42,0.91,1.54,1.07,6.89,0.16,1.16,0.035,3,601.1,137.0,8,57
740000,8,1692,5.78,0.08,0.07,0.11,5.52,0.00,1.03,0.000,5,815193.0,116.4,9,1
740000,1,1143,13.89,2.93,0.77,0.37,9.83,0.23,1.59,0.075,86,823642.5,122887.9,3,0
740000,0,63,11.95,2.63,0.16,0.27,8.89,0.08,1.65,0.032,3,605.8,140.9,8,63
750000,8,1659,5.82,0.12,0.04,0.08,5.59,0.00,1.05,0.000,8,813406.1,22.8,8,1
750000,1,1197,12.57,3.27,0.97,0.02,8.30,0.28,1.70,0.092,79,821525.7,134393.0,5,1
750000,0,79,8.96,0.43,1.70,0.00,6.84,0.01,1.18,0.013,3,531.2,170.5,9,79
760000,8,1673,5.73,0.14,0.08,0.06,5.44,0.00,1.05,0.000,8,820040.1,73.0,9,0
760000,1,1122,13.37,3.91,0.98,0.10,8.38,0.33,1.82,0.102,77,818973.8,185554.9,4,0
760000,0,57,7.82,0.74,0.21,0.00,6.88,0.11,1.20,0.053,3,486.5,295.1,9,56
770000,8,1340,9.61,0.16,0.12,0.04,9.28,0.01,1.05,0.005,5,817583.5,10108.4,5,4
770000,1,1108,13.35,3.86,0.87,0.05,8.57,0.29,1.82,0.097,70,816483.7,178810.9,4,0
770000,0,86,9.91,0.81,0.48,0.16,8.45,0.07,1.23,0.023,4,432.1,272.5,5,86
780000,8,1653,5.81,0.18,0.11,0.02,5.49,0.01,1.05,0.004,7,815240.6,443.7,9,20
780000,1,1005,15.13,5.01,1.28,0.01,8.82,0.46,1.97,0.144,79,817669.6,164371.9,5,9
780000,0,39,11.03,0.72,0.90,0.00,9.41,0.13,1.09,0.026,3,405.0,212.4,5,39
790000,8,1540,7.08,0.35,0.28,0.01,6.43,0.03,1.08,0.009,6,805318.8,8374.5,7,70
790000,1,1076,15.32,4.51,1.20,0.04,9.56,0.35,1.97,0.118,90,833403.1,173596.0,5,14
790000,0,46,7.50,0.93,0.13,0.00,6.43,0.07,1.27,0.022,4,248.0,45.7,4,46
800000,8,1491,8.57,0.84,0.49,0.00,7.24,0.11,1.18,0.031,13,808306.8,13330.7,8,108
800000,1,1091,14.58,3.94,1.13,0.02,9.48,0.31,1.86,0.106,85,831239.0,192554.8,6,29
800000,0,50,8.56,0.92,0.32,0.00,7.32,0.16,1.19,0.060,3,250.8,21.8,5,50
810000,8,1677,6.66,0.39,0.26,0.04,5.97,0.03,1.09,0.010,10,797578.4,9156.7,12,84
810000,1,958,15.98,5.00,1.48,0.18,9.32,0.44,1.96,0.136,84,841818.1,187333.4,6,36
810000,0,22,6.18,0.18,0.00,0.00,6.00,0.00,1.06,0.000,1,218.2,12.1,4,22
820000,8,1640,6.52,0.37,0.22,0.01,5.92,0.03,1.10,0.010,12,802902.4,7872.8,10,56
820000,1,936,17.40,5.59,1.62,0.04,10.15,0.53,2.08,0.165,66,843617.1,198520.5,8,21
820000,0,31,7.97,1.84,0.26,0.03,5.84,0.10,1.48,0.032,2,200.9,5.3,7,31
830000,8,1586,6.48,0.25,0.09,0.06,6.08,0.01,1.07,0.002,6,811089.6,4035.4,8,17
830000,1,961,16.80,5.39,1.67,0.12,9.61,0.47,2.05,0.146,72,833752.6,191557.7,4,3
830000,0,53,15.38,4.13,2.53,0.09,8.62,0.34,2.04,0.075,2,235.8,52.4,7,53
840000,8,1673,5.69,0.15,0.05,0.04,5.45,0.01,1.05,0.002,7,817968.2,1590.9,6,1
840000,1,968,18.26,6.80,1.87,0.02,9.56,0.53,2.47,0.166,78,822957.9,199501.4,3,0
840000,0,40,12.30,1.88,0.90,0.00,9.52,0.20,1.43,0.050,3,333.3,210.6,7,40
850000,8,1688,5.89,0.11,0.11,0.09,5.58,0.01,1.03,0.002,6,821172.3,1263.7,7,23
