step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
220000,0,72,10.33,0.18,0.76,0.68,8.71,0.07,1.06,0.014,2,927.4,3.3,14,72
230000,8,1556,7.14,0.06,0.18,0.32,6.58,0.00,1.02,0.000,9,818943.5,31.3,17,5
230000,2,1101,15.91,0.50,1.12,1.45,12.85,0.01,1.14,0.002,22,816209.1,139.4,3,14
230000,0,84,10.33,0.14,0.13,1.58,8.48,0.00,1.10,0.000,2,828.2,0.9,9,84
240000,8,1533,6.89,0.05,0.15,0.31,6.38,0.01,1.02,0.005,7,815851.6,16.9,18,4
240000,2,1027,17.72,0.08,0.66,1.09,15.89,0.01,1.02,0.003,20,811704.7,65.9,6,4
240000,0,87,11.93,0.10,0.08,0.61,11.14,0.00,1.02,0.000,2,977.7,0.2,14,87
250000,8,1633,6.24,0.06,0.18,0.22,5.79,0.00,1.02,0.002,8,812791.9,9.6,15,7
250000,2,939,21.08,0.16,0.49,1.74,18.69,0.01,1.04,0.002,21,816860.9,127.5,8,5
250000,0,95,11.53,0.09,0.35,1.07,10.01,0.00,1.03,0.000,3,978.5,0.9,14,95
260000,8,1530,6.72,0.04,0.18,0.20,6.31,0.00,1.02,0.002,7,816517.5,8.4,19,1
260000,2,1017,17.98,0.59,1.97,1.18,14.23,0.02,1.15,0.006,22,814732.6,484.2,6,16
260000,0,86,8.49,0.00,0.21,0.35,7.93,0.00,1.00,0.000,2,874.3,3.7,9,86
270000,8,1586,6.67,0.01,0.36,0.16,6.14,0.00,1.00,0.001,7,809240.4,37.6,13,18
270000,2,1140,15.51,0.12,1.11,0.27,14.01,0.01,1.03,0.003,28,815109.8,375.7,9,41
270000,0,70,8.16,0.00,0.29,0.20,7.67,0.00,1.00,0.000,2,550.8,4.0,11,70
280000,8,1588,6.41,0.01,0.18,0.26,5.96,0.00,1.00,0.000,6,803055.7,9.1,13,19
280000,2,1092,15.80,0.17,1.41,1.04,13.17,0.01,1.06,0.002,28,820490.0,530.4,7,13
280000,0,63,10.00,0.17,0.43,0.43,8.97,0.00,1.05,0.000,2,547.1,4.6,9,63
290000,8,1625,6.33,0.02,0.27,0.28,5.76,0.00,1.01,0.000,6,806466.0,43.0,9,6
290000,2,1119,15.65,0.31,2.30,0.65,12.39,0.02,1.08,0.008,23,826596.6,194.4,9,21
290000,0,39,9.59,0.10,0.33,0.05,9.10,0.00,1.03,0.000,1,568.6,0.9,7,39
300000,8,1629,6.23,0.03,0.19,0.11,5.89,0.00,1.01,0.001,6,821103.8,9.7,13,18
300000,2,1215,13.28,0.09,0.93,0.61,11.65,0.01,1.03,0.005,27,815425.2,96.8,8,28
300000,0,44,10.20,0.00,1.66,0.30,8.25,0.00,1.00,0.000,1,957.0,3.1,8,44
310000,8,1675,6.09,0.02,0.16,0.09,5.82,0.00,1.01,0.000,5,812893.1,9.7,15,50
310000,2,1008,17.94,0.33,1.49,0.54,15.58,0.03,1.09,0.008,19,822966.7,111.0,9,29
310000,0,57,9.12,0.12,0.32,0.05,8.63,0.00,1.02,0.000,3,883.9,0.3,9,57
320000,8,1575,6.20,0.02,0.21,0.11,5.87,0.00,1.01,0.000,8,800842.6,137.1,12,68
320000,2,1285,12.56,0.12,1.02,0.57,10.86,0.00,1.04,0.002,28,832705.1,344.1,6,46
320000,0,51,7.98,0.25,0.14,0.25,7.33,0.00,1.08,0.000,2,610.3,0.7,7,51
330000,8,1567,6.52,0.05,0.26,0.21,6.00,0.00,1.02,0.001,5,799602.6,26.7,15,40
330000,2,1348,11.38,0.02,0.97,0.23,10.17,0.00,1.00,0.000,27,835024.0,140.4,5,81
330000,0,69,8.32,0.00,0.19,0.49,7.64,0.00,1.00,0.000,2,565.7,0.5,8,69
340000,8,1579,6.66,0.08,0.23,0.26,6.08,0.00,1.03,0.001,6,790902.8,27.0,15,69
340000,2,1241,13.30,0.15,0.87,1.03,11.26,0.02,1.04,0.005,25,843631.0,130.1,6,74
340000,0,50,8.40,0.02,0.34,0.46,7.58,0.00,1.00,0.000,1,633.9,0.7,8,49
350000,8,1649,5.93,0.03,0.22,0.11,5.57,0.01,1.01,0.001,10,803784.2,30.0,11,32
350000,2,1194,13.09,0.18,1.38,0.56,10.98,0.02,1.06,0.007,25,825938.2,483.3,9,28
350000,0,74,10.66,0.00,0.16,0.09,10.41,0.00,1.00,0.000,4,675.6,4.2,7,74
360000,8,1663,6.35,0.03,0.32,0.28,5.72,0.00,1.01,0.000,6,808320.0,57.8,10,1
360000,2,1098,17.08,0.23,1.58,0.23,15.05,0.03,1.06,0.013,26,819518.7,209.6,5,3
360000,0,48,10.00,0.92,0.79,0.10,8.19,0.19,1.39,0.042,2,816.7,0.3,9,46
370000,8,1676,6.13,0.03,0.19,0.13,5.79,0.00,1.01,0.001,7,817930.1,66.7,13,4
370000,2,1271,11.94,0.26,1.35,0.19,10.15,0.01,1.08,0.004,31,814940.8,717.8,6,18
370000,0,37,9.76,0.30,0.51,0.08,8.86,0.00,1.23,0.000,2,1034.7,3.7,9,36
380000,8,1654,5.98,0.04,0.10,0.09,5.75,0.00,1.02,0.001,8,807393.8,19.7,13,49
380000,2,1156,14.06,0.52,1.50,1.15,10.89,0.04,1.17,0.023,21,827488.4,443.9,11,22
380000,0,29,6.90,0.00,0.07,0.21,6.62,0.00,1.00,0.000,1,936.9,1.6,7,29
390000,8,1586,6.54,0.05,0.16,0.27,6.07,0.00,1.02,0.002,8,788838.1,23.0,12,84
390000,2,1197,14.66,0.36,1.41,0.60,12.29,0.04,1.09,0.018,24,846975.0,301.9,7,95
390000,0,35,9.26,0.34,0.06,0.03,8.83,0.00,1.22,0.000,1,956.4,0.4,8,35
400000,8,1631,6.27,0.04,0.17,0.19,5.86,0.00,1.02,0.000,6,798916.1,10.5,14,34
400000,2,1186,14.17,0.27,0.85,0.66,12.38,0.02,1.09,0.008,26,831994.0,315.0,10,34
400000,0,63,10.22,0.14,0.68,0.54,8.86,0.00,1.02,0.000,3,653.0,1.7,10,62
410000,8,1665,5.90,0.07,0.10,0.22,5.52,0.00,1.03,0.001,6,808283.6,51.5,13,17
410000,2,1014,18.61,0.15,2.06,0.85,15.54,0.04,1.04,0.010,25,816392.2,31264.4,8,11
410000,0,68,9.49,0.15,0.44,0.22,8.68,0.09,1.03,0.015,2,736.9,26.7,10,67
420000,8,1576,6.66,0.05,0.19,0.13,6.28,0.00,1.03,0.001,6,812877.4,25.7,12,5
420000,2,1089,16.55,0.86,1.18,0.30,14.21,0.05,1.23,0.026,26,818171.5,147.6,7,12
420000,0,62,9.00,0.02,0.34,0.40,8.24,0.00,1.00,0.000,3,760.3,0.4,7,61
430000,8,1565,6.22,0.05,0.24,0.07,5.86,0.00,1.02,0.001,5,812589.2,59.4,12,11
430000,2,1179,14.56,1.49,1.57,0.28,11.23,0.12,1.45,0.039,24,816597.4,711.6,8,24
430000,0,55,10.07,0.38,0.24,0.09,9.36,0.02,1.09,0.018,5,988.9,6.4,8,55
440000,8,1619,5.92,0.04,0.15,0.04,5.70,0.00,1.02,0.001,5,808187.8,55.2,8,24
440000,2,1208,11.89,0.07,1.06,0.19,10.57,0.01,1.02,0.005,25,819310.7,774.1,4,13
440000,0,108,9.73,0.00,0.13,0.44,9.16,0.00,1.00,0.000,5,828.0,5.1,7,108
450000,8,1667,6.64,0.16,0.23,0.08,6.17,0.01,1.06,0.003,8,806909.4,249.1,9,73
450000,2,1057,16.56,0.09,0.78,0.14,15.54,0.01,1.03,0.003,25,824903.1,11248.2,6,27
450000,0,52,10.73,0.00,0.19,0.90,9.63,0.00,1.00,0.000,2,761.7,29.1,8,52
460000,8,1605,6.62,0.04,0.30,0.14,6.15,0.00,1.02,0.001,5,815450.7,112.5,8,46
460000,2,1115,15.26,0.28,1.00,0.17,13.82,0.02,1.07,0.011,28,818349.5,816.1,8,18
460000,0,56,8.75,0.46,0.09,0.11,8.09,0.00,1.14,0.000,2,1034.6,6.8,8,56
470000,8,1628,6.25,0.06,0.17,0.08,5.94,0.00,1.02,0.002,6,815520.9,162.1,10,2
470000,2,1107,15.51,0.36,1.11,0.99,13.06,0.03,1.09,0.006,21,812526.4,449.8,8,15
470000,0,69,9.41,0.74,0.48,0.42,7.77,0.00,1.21,0.000,2,1059.6,1.5,10,69
480000,8,1665,5.88,0.10,0.12,0.06,5.60,0.00,1.04,0.002,6,817619.9,57.1,10,0
480000,2,1206,13.62,0.32,1.14,0.55,11.61,0.00,1.11,0.002,27,816460.3,946.3,8,4
480000,0,65,9.40,0.15,0.66,0.34,8.25,0.00,1.06,0.000,2,1349.0,5.8,9,65
490000,8,1646,6.38,0.11,0.26,0.11,5.91,0.00,1.04,0.002,5,815808.2,94.0,8,0
490000,2,1063,16.77,0.09,1.05,0.29,15.33,0.01,1.03,0.003,22,815593.9,273.4,4,10
490000,0,40,9.30,0.70,0.28,0.15,8.18,0.00,1.20,0.000,3,1170.2,1.5,7,40
500000,8,1632,6.12,0.06,0.10,0.13,5.82,0.00,1.02,0.000,5,813353.3,28.6,9,24
500000,2,1014,19.35,0.23,1.27,0.42,17.43,0.01,1.08,0.002,26,816077.4,432.8,8,24
500000,0,34,9.56,0.00,0.59,0.00,8.97,0.00,1.00,0.000,2,978.5,1.1,6,34
510000,8,1535,7.07,0.07,0.14,0.14,6.72,0.01,1.03,0.005,7,793890.3,2466.0,10,209
510000,2,1217,13.52,0.23,0.74,0.16,12.39,0.02,1.07,0.007,27,846796.4,588.6,5,28
510000,0,27,9.07,0.63,0.15,0.11,8.19,0.00,1.15,0.000,2,717.9,5.7,7,26
520000,8,1585,6.26,0.05,0.14,0.05,6.02,0.00,1.02,0.001,7,774678.9,1980.3,8,65
520000,2,1264,12.42,0.36,0.52,0.66,10.89,0.01,1.14,0.006,23,871134.9,2867.1,8,72
520000,0,21,8.62,0.00,0.57,0.00,8.05,0.00,1.00,0.000,2,621.6,10.2,7,21
530000,8,1642,6.19,0.05,0.12,0.07,5.94,0.01,1.02,0.003,5,803950.2,50.3,6,120
530000,2,1346,10.82,0.06,1.27,0.05,9.44,0.01,1.02,0.002,31,833048.4,430.6,7,62
530000,0,40,10.38,0.00,0.15,0.08,10.15,0.00,1.00,0.000,2,365.3,0.2,6,40
540000,8,1656,6.43,0.03,0.14,0.14,6.13,0.01,1.01,0.002,7,795756.8,24.2,8,166
540000,2,1268,12.29,0.22,0.49,0.46,11.12,0.00,1.07,0.000,27,850942.1,225.2,5,55
540000,0,26,7.15,0.00,0.00,0.00,7.15,0.00,1.00,0.000,2,207.8,0.0,5,26
550000,8,1687,5.64,0.02,0.06,0.09,5.47,0.00,1.01,0.000,5,787989.7,180.0,7,43
550000,2,1203,14.32,0.62,1.07,1.00,11.63,0.04,1.19,0.017,28,850487.3,685.2,5,32
550000,0,32,10.56,0.00,0.09,1.09,9.38,0.00,1.00,0.000,3,282.2,0.5,5,32
560000,8,1731,6.05,0.02,0.07,0.06,5.89,0.00,1.01,0.001,6,808826.3,60.6,6,143
560000,2,1204,12.72,0.30,0.64,0.36,11.41,0.02,1.10,0.010,27,832084.0,464.2,5,48
560000,0,38,9.05,0.05,0.00,0.61,8.39,0.00,1.04,0.000,2,592.7,1.0,5,34
570000,8,1716,5.51,0.02,0.07,0.07,5.34,0.00,1.01,0.000,7,815663.7,45.7,7,38
570000,2,1266,12.17,0.31,0.72,0.49,10.65,0.01,1.09,0.007,28,825981.8,640.2,8,69
570000,0,55,7.02,0.00,0.16,0.02,6.84,0.00,1.00,0.000,1,413.7,0.7,7,55
580000,8,1681,5.84,0.06,0.11,0.10,5.57,0.00,1.02,0.001,5,815972.4,92.9,9,2
580000,2,1201,13.57,0.45,0.58,0.23,12.30,0.03,1.13,0.011,26,819296.9,580.6,6,22
580000,0,47,9.45,0.28,0.30,0.30,8.57,0.00,1.05,0.000,1,753.2,1.9,9,47
590000,8,1664,5.69,0.03,0.05,0.04,5.56,0.00,1.01,0.001,5,818038.9,46.9,8,0
590000,2,1067,15.84,0.82,0.65,0.80,13.56,0.03,1.23,0.010,22,813792.0,450.7,4,15
590000,0,76,11.11,0.21,0.03,0.24,10.63,0.00,1.06,0.000,2,747.6,3.7,6,75
600000,8,1667,5.83,0.05,0.05,0.05,5.68,0.00,1.01,0.001,5,821591.5,67.6,10,0
600000,2,1141,14.05,0.75,0.07,0.99,12.25,0.01,1.24,0.001,23,818465.6,332.0,1,0
600000,0,62,12.02,0.34,0.00,0.89,10.79,0.00,1.15,0.000,2,632.0,1.5,9,62
610000,8,1630,5.62,0.02,0.07,0.07,5.46,0.00,1.01,0.001,6,819098.6,64.5,8,16
610000,2,1112,14.66,0.53,0.40,0.30,13.44,0.02,1.14,0.009,26,821314.2,453.7,5,12
610000,0,61,10.39,0.00,0.08,0.05,10.26,0.00,1.00,0.000,2,823.8,5.1,8,61
620000,8,1726,5.73,0.00,0.06,0.08,5.59,0.00,1.00,0.000,4,820737.8,28.9,8,10
620000,2,1117,15.55,1.18,0.99,0.08,13.30,0.06,1.27,0.020,31,817182.0,1106.2,6,15
620000,0,46,10.65,0.43,0.00,0.00,10.22,0.00,1.13,0.000,1,935.9,9.7,8,45
630000,8,1690,5.73,0.02,0.08,0.06,5.56,0.01,1.01,0.002,6,817845.6,58.6,9,2
630000,2,1132,15.34,0.14,0.60,0.37,14.23,0.01,1.04,0.003,28,822179.9,378.7,4,6
630000,0,62,8.63,0.08,0.37,0.24,7.94,0.05,1.03,0.016,3,768.1,2.6,9,61
640000,8,1690,5.90,0.06,0.12,0.05,5.67,0.00,1.02,0.001,6,818009.2,11.7,9,0
640000,2,1074,16.53,0.08,0.71,0.28,15.46,0.01,1.02,0.004,27,816412.0,297.3,4,5
640000,0,64,9.20,0.03,0.19,0.00,8.98,0.00,1.01,0.000,1,915.9,1.9,7,64
650000,8,1715,5.69,0.01,0.06,0.04,5.58,0.00,1.01,0.001,5,822119.8,9.0,8,17
650000,2,1177,13.99,0.16,0.71,1.12,12.00,0.02,1.05,0.007,26,818012.5,281.0,5,17
650000,0,52,8.42,0.02,0.25,0.17,7.98,0.00,1.01,0.000,2,800.6,4.9,6,52
660000,8,1753,5.55,0.05,0.05,0.08,5.37,0.00,1.02,0.000,6,812450.9,25.4,6,5
660000,2,1178,14.94,0.22,0.25,0.25,14.22,0.02,1.06,0.006,26,815054.8,115.4,4,14
660000,0,47,11.57,0.09,0.49,0.62,10.38,0.00,1.04,0.000,2,829.3,1.0,6,46
670000,8,1736,5.68,0.02,0.05,0.10,5.50,0.00,1.01,0.001,7,818037.5,51.1,6,0
670000,2,1227,12.79,0.16,0.46,0.22,11.95,0.01,1.05,0.004,27,816630.4,222.7,6,7
670000,0,32,11.19,0.09,0.59,0.31,10.19,0.12,1.01,0.031,2,939.1,3.1,5,32
680000,8,1702,5.51,0.03,0.08,0.09,5.31,0.00,1.01,0.001,4,816086.4,184.6,5,4
680000,2,1097,16.71,0.38,0.56,0.45,15.33,0.00,1.10,0.001,22,812992.8,155.8,4,35
680000,0,66,8.95,0.00,0.95,0.02,7.98,0.00,1.00,0.000,3,805.1,0.0,6,66
690000,8,1678,5.84,0.02,0.01,0.06,5.74,0.00,1.01,0.001,7,826589.7,60.5,5,2
690000,2,1057,16.86,0.65,0.93,0.48,14.80,0.05,1.19,0.017,22,820896.1,303.8,5,11
690000,0,51,12.43,0.33,0.14,1.29,10.67,0.00,1.09,0.000,2,806.5,3.1,7,50
700000,8,1685,5.76,0.03,0.06,0.08,5.59,0.00,1.01,0.000,6,820812.3,7.0,7,0
700000,2,1283,12.13,0.17,0.40,0.20,11.36,0.00,1.05,0.000,27,815187.9,436.1,5,7
700000,0,41,9.51,0.59,0.37,0.00,8.56,0.00,1.14,0.000,2,905.6,2.0,7,41
710000,8,1740,5.23,0.01,0.06,0.10,5.06,0.00,1.01,0.001,7,822527.4,22.3,8,2
710000,2,1303,11.83,0.04,0.45,0.08,11.26,0.02,1.02,0.005,25,818222.5,226.8,4,11
710000,0,45,9.76,0.00,0.22,0.04,9.49,0.00,1.00,0.000,1,1089.9,0.8,7,44
720000,8,1675,5.57,0.03,0.13,0.11,5.30,0.00,1.02,0.002,6,820176.4,20.6,8,1
720000,2,1238,12.72,0.31,0.26,0.18,11.97,0.01,1.10,0.002,26,817169.8,160.2,5,7
720000,0,63,10.27,0.13,0.63,0.08,9.43,0.00,1.04,0.000,2,1303.4,0.9,7,62
730000,8,1668,5.84,0.02,0.04,0.08,5.71,0.00,1.01,0.001,5,819802.1,12.8,6,0
730000,2,1225,13.79,0.90,0.43,0.14,12.32,0.04,1.24,0.013,27,815755.0,212.1,2,2
730000,0,53,8.19,0.51,0.21,0.19,7.28,0.04,1.12,0.019,2,1326.1,0.3,5,53
740000,8,1686,5.61,0.05,0.05,0.09,5.42,0.00,1.02,0.001,4,819292.7,74.5,7,0
740000,2,1207,13.41,0.69,0.74,0.29,11.70,0.04,1.20,0.017,27,817221.8,1210.1,4,4
740000,0,66,8.74,0.20,0.42,0.33,7.79,0.05,1.04,0.015,2,769.5,4.2,7,65
750000,8,1710,5.54,0.05,0.11,0.10,5.27,0.00,1.02,0.001,6,816633.2,11.3,9,0
750000,2,1149,14.86,0.35,0.40,0.31,13.81,0.02,1.10,0.007,33,817849.3,415.8,3,5
750000,0,71,8.97,0.48,0.04,0.35,8.10,0.00,1.12,0.000,2,879.1,1.9,10,71
760000,8,1710,5.57,0.05,0.08,0.10,5.33,0.00,1.02,0.001,5,819630.1,40.7,8,0
760000,2,1103,16.53,0.60,1.76,0.15,14.02,0.03,1.19,0.015,28,813564.4,2218.6,3,11
760000,0,69,10.03,0.19,0.07,0.00,9.77,0.00,1.05,0.000,11,728.1,52.9,8,69
770000,8,1704,5.49,0.04,0.16,0.11,5.19,0.01,1.02,0.002,8,815644.2,6.8,9,1
770000,2,1292,11.83,0.61,0.09,0.39,10.74,0.01,1.20,0.005,25,820372.4,318.7,7,11
770000,0,66,8.18,0.27,0.03,0.33,7.55,0.00,1.09,0.000,2,757.0,1.1,9,66
780000,8,1679,5.45,0.10,0.05,0.08,5.22,0.00,1.04,0.001,7,821439.5,20.9,10,0
780000,2,1229,13.40,0.13,0.36,0.40,12.51,0.00,1.04,0.002,25,816008.6,114.1,5,5
780000,0,57,7.53,0.07,0.00,0.42,7.04,0.00,1.02,0.000,1,994.0,1.4,9,57
790000,8,1693,5.71,0.03,0.06,0.08,5.55,0.00,1.01,0.001,7,821218.4,17.0,8,4
790000,2,1226,12.92,0.64,0.25,0.38,11.65,0.01,1.16,0.004,24,817910.7,525.2,7,19
790000,0,56,9.25,0.75,0.36,0.04,8.11,0.00,1.18,0.000,2,948.7,3.2,9,56
800000,8,1702,5.61,0.03,0.05,0.05,5.48,0.00,1.01,0.000,7,818058.6,65.7,7,1
800000,2,1170,14.44,0.17,0.14,0.85,13.28,0.00,1.05,0.001,26,812649.2,1654.1,6,12
800000,0,93,8.55,0.08,0.04,0.26,8.17,0.00,1.02,0.000,4,918.6,2.3,8,92
810000,8,1702,5.39,0.03,0.05,0.16,5.16,0.00,1.01,0.000,6,816701.8,10.7,8,8
810000,2,1225,13.43,0.25,0.95,0.26,11.97,0.01,1.08,0.002,27,818788.6,172.2,6,9
810000,0,63,10.06,0.25,0.73,0.41,8.67,0.06,1.05,0.016,4,1040.0,2.7,7,63
820000,8,1762,5.41,0.03,0.12,0.15,5.12,0.00,1.01,0.001,6,821326.1,6.9,8,0
820000,2,1168,13.38,0.45,0.11,0.64,12.18,0.01,1.13,0.004,26,816254.2,411.5,3,0
820000,0,94,9.88,0.20,0.06,0.18,9.44,0.00,1.06,0.000,3,899.1,3.1,9,93
830000,8,1654,5.65,0.08,0.09,0.12,5.37,0.00,1.03,0.001,9,819163.4,18.6,9,1
830000,2,1045,17.01,0.79,0.10,0.22,15.89,0.00,1.24,0.001,27,813865.9,510.0,4,1
830000,0,70,8.83,0.24,0.00,0.01,8.57,0.00,1.07,0.000,2,878.6,4.2,7,69
840000,8,1713,5.61,0.02,0.06,0.10,5.43,0.00,1.01,0.001,8,821276.6,6.7,9,2
840000,2,1063,18.02,0.57,0.38,0.40,16.67,0.02,1.17,0.005,26,816920.8,334.2,5,7
840000,0,48,9.44,0.48,0.04,0.00,8.92,0.00,1.14,0.000,2,911.3,1.5,9,48
850000,8,1730,5.46,0.04,0.07,0.06,5.29,0.00,1.02,0.001,6,820898.1,15.4,8,0
850000,2,971,18.95,1.86,0.79,1.46,14.84,0.12,1.47,0.054,23,815403.6,4250.1,5,0
