step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
14000,32,72,6.5,0.0,0.0,0.0,6.5,0.0,1.00,19.2,17,394,24.76,0.00,70,0,2
15000,1,769,15.7,0.5,0.9,0.1,14.3,0.0,1.16,13.6,239,421,57.06,0.00,278,483,8
15000,34,307,6.6,1.5,0.0,0.1,5.0,0.0,1.56,18.6,72,980,63.04,0.01,307,0,0
15000,7,261,7.3,0.1,0.0,0.1,7.1,0.0,1.05,20.4,51,917,64.32,0.00,261,0,0
15000,35,260,13.6,0.0,0.6,0.2,12.8,0.0,1.00,12.8,97,233,41.30,0.00,0,259,1
15000,4,136,7.3,0.0,0.0,0.1,7.2,0.0,1.00,16.9,27,230,14.51,0.00,118,0,18
15000,30,120,7.9,0.0,0.0,0.0,7.9,0.0,1.00,15.9,12,223,14.69,0.00,104,4,12
15000,32,52,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.3,12,719,45.41,0.00,47,0,5
16000,1,709,15.8,0.4,0.5,0.0,14.9,0.0,1.13,13.5,244,463,64.98,0.00,227,473,9
16000,35,393,15.0,0.0,0.8,0.5,13.6,0.0,1.01,11.6,146,259,45.46,0.00,0,393,0
16000,34,358,4.9,0.3,0.0,0.0,4.6,0.0,1.12,21.0,53,543,31.61,0.00,355,0,3
16000,7,296,6.8,0.0,0.0,0.1,6.7,0.0,1.00,20.7,42,864,60.96,0.00,296,0,0
16000,30,132,8.3,0.0,0.0,0.0,8.3,0.0,1.00,15.9,21,195,13.05,0.00,112,2,18
16000,4,113,9.6,0.0,0.0,0.0,9.6,0.0,1.00,14.8,30,166,11.89,0.00,93,7,13
16000,37,34,7.6,0.0,0.0,0.0,7.6,0.0,1.00,18.9,9,465,33.88,0.00,33,0,1
16000,36,27,45.2,0.0,0.0,0.0,45.2,0.0,1.00,4.2,8,508,163.56,0.00,0,26,1
16000,32,22,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.1,4,705,41.13,0.00,18,0,4
17000,1,826,16.6,1.0,0.9,0.1,14.6,0.1,1.23,13.1,230,358,50.27,0.97,356,459,11
17000,35,462,15.6,0.2,0.6,0.5,14.3,0.0,1.04,11.8,175,291,62.55,0.00,0,457,5
17000,39,267,8.2,0.0,0.0,0.0,8.2,0.0,1.01,15.6,41,300,20.53,0.00,237,10,20
17000,34,244,4.0,0.3,0.0,0.0,3.7,0.0,1.11,22.5,28,659,37.73,0.00,244,0,0
17000,7,166,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.7,30,1126,77.83,0.00,166,0,0
17000,30,142,7.4,0.0,0.0,0.0,7.4,0.0,1.00,16.4,17,260,16.40,0.00,126,5,11
17000,32,93,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.2,14,283,17.99,0.00,91,0,2
17000,4,77,8.4,0.0,0.0,0.1,8.2,0.0,1.01,15.0,18,203,13.37,0.00,64,2,11
17000,41,25,9.4,0.0,0.0,0.4,9.0,0.0,1.02,19.0,16,230,22.52,0.00,0,24,1
17000,37,9,6.1,0.0,0.0,0.0,6.1,0.0,1.00,20.4,4,732,53.75,0.00,9,0,0
17000,36,6,41.0,0.0,0.0,0.0,41.0,0.0,1.00,5.7,4,960,263.54,0.00,0,6,0
18000,1,1100,14.2,1.2,0.6,0.1,12.3,0.1,1.27,15.4,244,413,50.09,1.43,583,500,17
18000,35,448,15.5,0.2,0.3,0.3,14.7,0.0,1.06,11.9,201,199,36.95,0.00,0,444,4
18000,34,224,4.1,0.5,0.0,0.0,3.6,0.0,1.22,22.5,32,850,47.01,0.00,224,0,0
18000,39,221,8.3,0.0,0.0,0.0,8.3,0.0,1.00,15.4,35,307,21.07,0.00,206,1,14
18000,7,177,5.9,0.0,0.0,0.0,5.9,0.0,1.00,21.0,32,837,55.69,0.00,177,0,0
18000,30,146,7.1,0.0,0.0,0.0,7.1,0.0,1.00,16.7,13,257,16.13,0.00,130,5,11
18000,4,90,8.6,0.0,0.0,0.0,8.6,0.0,1.02,15.1,23,194,13.66,0.00,81,5,4
18000,32,37,5.5,0.0,0.0,0.0,5.5,0.0,1.00,19.9,4,627,38.37,0.00,37,0,0
18000,37,20,7.3,0.0,0.3,0.0,7.1,0.0,1.00,19.4,7,315,21.53,0.00,18,0,2
18000,44,20,4.9,0.0,0.0,0.0,4.9,0.0,1.00,20.8,4,755,42.92,0.00,20,0,0
18000,41,8,14.6,3.5,0.0,0.0,11.1,0.0,2.53,14.0,8,158,23.55,0.00,0,8,0
19000,1,967,15.7,1.6,1.2,0.1,12.8,0.2,1.36,15.1,207,394,47.91,2.70,400,556,11
19000,35,364,15.8,0.2,0.2,0.3,15.1,0.0,1.04,11.1,162,275,51.98,0.00,0,361,3
19000,34,177,4.2,0.3,0.0,0.2,3.8,0.0,1.11,22.5,21,792,42.36,0.00,177,0,0
19000,30,173,7.7,0.0,0.0,0.0,7.7,0.0,1.00,16.3,25,198,13.27,0.00,155,0,18
19000,39,166,8.2,0.0,0.0,0.0,8.2,0.0,1.00,15.8,30,354,24.80,0.00,153,1,12
19000,7,118,5.6,0.0,0.0,0.1,5.5,0.0,1.00,20.6,24,977,60.67,0.00,118,0,0
19000,4,77,8.5,0.0,0.2,0.0,8.2,0.0,1.01,15.2,14,251,17.69,0.00,69,3,5
19000,32,66,6.3,0.0,0.0,0.0,6.2,0.0,1.01,19.1,14,351,21.61,0.00,62,0,4
19000,44,22,5.9,0.0,0.0,0.0,5.9,0.0,1.00,19.1,5,1057,63.17,0.00,22,0,0
19000,37,12,6.8,0.0,0.0,0.0,6.8,0.0,1.00,20.2,4,534,33.19,0.00,12,0,0
20000,1,877,19.9,3.5,2.8,0.2,13.4,0.6,1.62,13.2,309,205,26.73,6.40,452,379,46
20000,39,545,8.0,0.0,0.1,0.0,7.9,0.0,1.01,16.4,143,180,12.79,0.00,494,6,45
20000,35,355,18.5,1.2,0.1,0.6,16.7,0.0,1.34,10.4,167,211,38.21,0.02,0,344,11
20000,32,321,7.6,0.0,0.0,0.0,7.6,0.0,1.00,17.6,69,173,12.09,0.00,302,0,19
20000,4,40,7.4,0.0,0.0,0.0,7.4,0.0,1.00,16.3,14,119,9.57,0.00,35,0,5
20000,34,15,6.1,1.7,0.0,0.0,4.4,0.0,1.53,21.6,5,786,41.52,0.00,15,0,0
21000,1,855,25.5,3.1,2.1,0.4,20.0,0.4,1.66,9.5,391,233,41.94,4.01,145,700,10
21000,39,364,7.7,0.0,0.1,0.0,7.7,0.0,1.00,15.9,79,176,12.69,0.00,310,13,41
21000,32,291,7.5,0.0,0.0,0.0,7.4,0.0,1.00,17.9,65,281,19.98,0.00,272,1,18
21000,4,14,8.4,0.0,0.0,0.1,8.4,0.0,1.00,16.1,11,90,6.57,0.00,12,0,2
22000,1,384,16.5,1.3,0.3,0.3,14.6,0.0,1.39,11.6,164,350,71.98,0.06,0,383,1
22000,39,365,8.0,0.0,0.1,0.0,7.9,0.0,1.01,15.7,82,209,14.68,0.00,327,7,31
22000,32,311,7.0,0.0,0.0,0.0,7.0,0.0,1.00,18.4,63,307,21.29,0.00,303,0,8
23000,1,377,15.1,0.3,0.4,0.2,14.3,0.1,1.09,11.2,141,217,34.23,0.01,0,373,4
23000,32,314,6.9,0.0,0.2,0.1,6.6,0.0,1.00,18.7,70,368,25.89,0.00,288,13,13
23000,39,230,7.9,0.0,0.0,0.0,7.8,0.0,1.00,16.0,58,281,19.55,0.00,185,21,24
24000,32,447,6.5,0.0,0.1,0.0,6.3,0.0,1.01,19.3,86,289,20.17,0.00,394,27,26
24000,1,383,15.2,0.6,0.1,0.1,14.5,0.0,1.17,11.8,165,285,53.85,0.01,0,380,3
24000,39,146,7.5,0.0,0.1,0.0,7.4,0.0,1.00,15.9,34,282,18.70,0.00,129,0,17
25000,1,424,15.0,0.8,0.2,0.2,13.7,0.0,1.24,11.4,177,215,42.76,0.00,0,422,2
25000,32,421,7.2,0.0,0.1,0.1,7.0,0.0,1.00,18.4,78,307,21.42,0.00,351,46,24
25000,57,335,8.6,0.0,0.0,0.0,8.6,0.0,1.01,15.2,102,314,21.62,0.00,287,2,46
25000,39,144,8.0,0.0,0.1,0.0,7.9,0.0,1.00,15.4,39,231,15.71,0.00,126,3,15
25000,59,106,6.0,0.0,0.0,0.0,6.0,0.0,1.00,20.2,26,519,33.07,0.00,104,0,2
25000,60,84,8.5,0.0,0.3,0.1,8.1,0.0,1.00,16.6,35,248,16.99,0.00,79,0,5
25000,58,58,7.7,0.0,0.0,0.0,7.7,0.0,1.00,18.2,12,252,16.33,0.00,51,0,7
26000,32,537,6.9,0.0,0.0,0.1,6.7,0.0,1.01,18.9,111,344,23.17,0.00,415,94,28
26000,57,408,7.8,0.0,0.0,0.0,7.7,0.0,1.00,15.8,98,266,18.49,0.00,374,1,33
26000,62,372,36.1,7.6,6.3,0.1,22.1,1.1,2.39,6.9,124,360,81.33,18.81,39,328,5
26000,1,349,15.7,0.2,0.1,0.1,15.3,0.0,1.08,10.7,144,360,69.05,0.01,0,345,4
26000,58,99,5.9,0.0,0.0,0.0,5.9,0.0,1.00,20.4,20,258,14.99,0.00,83,1,15
26000,60,90,7.6,0.0,0.1,0.2,7.2,0.0,1.02,16.8,28,298,20.34,0.00,89,0,1
26000,55,25,7.6,0.0,0.0,0.2,7.4,0.0,1.00,18.3,12,234,19.14,0.00,24,1,0
27000,62,642,24.8,4.7,3.9,0.2,16.0,0.7,1.89,10.6,206,341,45.81,11.83,304,328,10
27000,32,480,7.4,0.1,0.1,0.1,7.2,0.0,1.03,18.1,97,297,19.95,0.00,406,52,22
27000,57,387,9.5,0.0,0.0,0.1,9.4,0.0,1.01,13.5,78,246,18.36,0.00,373,1,13
27000,1,370,15.1,0.4,0.5,0.0,14.3,0.0,1.10,10.5,136,409,81.99,0.01,1,368,1
27000,60,114,7.9,0.0,0.0,0.1,7.9,0.0,1.00,16.1,17,258,17.46,0.00,105,0,9
27000,55,58,9.0,0.1,0.0,0.8,8.1,0.0,1.02,15.8,15,227,19.09,0.00,54,0,4
27000,58,43,5.7,0.0,0.0,0.0,5.7,0.0,1.00,20.2,7,302,17.33,0.00,42,0,1
28000,62,704,23.4,3.4,3.9,0.1,16.0,0.6,1.56,11.1,199,487,62.10,10.63,369,324,11
28000,32,421,8.5,0.1,0.3,0.1,8.1,0.0,1.05,16.7,111,346,25.06,0.00,347,53,21
28000,1,402,14.1,0.5,0.0,0.2,13.4,0.0,1.19,11.0,142,329,59.24,0.00,0,399,3
28000,57,272,9.4,0.1,0.0,0.0,9.3,0.0,1.02,13.8,60,245,17.81,0.00,257,0,15
28000,60,121,8.5,0.2,0.0,0.0,8.3,0.0,1.06,15.3,26,285,19.81,0.00,115,0,6
28000,55,48,9.3,0.0,0.0,0.7,8.6,0.0,1.00,15.9,9,252,21.21,0.00,47,0,1
28000,58,34,5.3,0.0,0.0,0.0,5.3,0.0,1.00,20.3,4,337,18.54,0.00,32,0,2
29000,62,833,22.3,3.1,3.1,0.1,16.1,0.5,1.50,11.5,183,678,85.55,10.99,478,350,5
29000,1,413,14.5,0.8,0.2,0.0,13.5,0.0,1.27,11.4,180,495,88.06,0.02,0,407,6
29000,57,245,8.9,0.0,0.0,0.0,8.9,0.0,1.00,14.4,55,309,22.35,0.00,218,3,24
29000,32,212,6.6,0.0,0.0,0.0,6.6,0.0,1.02,18.8,49,476,33.74,0.00,190,10,12
29000,60,149,8.5,0.2,0.0,0.0,8.2,0.0,1.08,15.4,25,274,19.47,0.00,140,0,9
29000,55,35,8.8,0.0,0.0,0.6,8.3,0.0,1.00,16.5,7,330,28.13,0.00,33,0,2
29000,58,32,5.7,0.0,0.0,0.0,5.7,0.0,1.00,19.8,3,299,16.57,0.00,28,0,4
30000,62,1066,19.5,3.0,2.7,0.2,13.6,0.5,1.52,12.6,291,533,63.68,7.47,580,462,24
30000,1,297,11.9,0.2,0.3,0.1,11.3,0.0,1.07,12.0,122,251,41.25,0.01,0,295,2
30000,32,284,6.8,0.0,0.1,0.0,6.7,0.0,1.01,19.0,60,374,26.86,0.00,274,1,9
30000,57,133,8.9,0.1,0.0,0.0,8.7,0.0,1.04,13.8,38,264,18.86,0.01,117,0,16
30000,55,41,8.9,0.0,0.0,0.7,8.2,0.0,1.00,18.1,20,196,16.69,0.00,39,2,0
30000,58,5,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,675,35.06,0.00,5,0,0
31000,62,976,19.2,3.0,2.5,0.2,13.5,0.5,1.55,13.1,250,580,65.81,10.50,581,383,12
31000,1,434,11.8,0.1,0.1,0.1,11.5,0.0,1.06,12.1,157,350,51.82,0.01,0,432,2
31000,69,305,7.7,0.0,0.1,0.0,7.6,0.0,1.00,16.0,68,273,18.99,0.00,254,25,26
31000,32,302,7.0,0.0,0.0,0.0,6.9,0.0,1.00,18.3,73,427,28.67,0.00,292,0,10
31000,71,112,7.6,0.0,0.1,0.0,7.5,0.0,1.00,18.9,19,266,16.65,0.00,103,0,9
31000,57,67,8.4,0.0,0.1,0.1,8.2,0.1,1.00,14.3,25,280,19.62,0.00,52,0,15
31000,70,54,7.3,0.0,0.4,0.0,6.9,0.0,1.00,17.8,18,413,26.74,0.00,54,0,0
31000,55,16,10.7,0.0,0.0,1.2,9.5,0.0,1.00,14.8,10,554,50.02,0.00,16,0,0
31000,58,5,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,382,18.55,0.00,5,0,0
32000,62,1221,13.6,1.4,1.3,0.2,10.7,0.3,1.25,14.5,298,481,51.22,3.20,706,477,38
32000,32,431,6.9,0.0,0.1,0.2,6.6,0.0,1.01,18.6,89,448,29.18,0.00,418,0,13
32000,1,398,15.8,0.3,0.2,0.1,15.3,0.0,1.09,11.9,171,258,39.70,0.02,0,395,3
32000,71,89,6.3,0.0,0.1,0.0,6.2,0.0,1.00,20.1,22,328,18.95,0.00,76,0,13
32000,70,74,7.1,0.0,0.1,0.0,6.9,0.0,1.01,18.4,34,585,37.47,0.00,73,0,1
32000,69,55,7.4,0.0,0.0,0.0,7.4,0.0,1.00,16.8,23,510,33.31,0.00,54,0,1
32000,55,45,11.9,0.6,0.1,1.7,9.6,0.0,1.15,13.8,21,277,24.99,0.00,28,16,1
32000,57,22,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.5,11,213,14.75,0.00,17,4,1
32000,58,7,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,583,28.90,0.00,7,0,0
33000,62,970,15.9,2.6,2.2,0.1,11.0,0.5,1.48,13.7,290,357,38.57,7.88,402,535,33
33000,1,425,11.1,0.4,0.1,0.0,10.5,0.0,1.13,13.9,163,329,48.26,0.01,0,425,0
33000,32,289,6.8,0.1,0.2,0.0,6.5,0.0,1.03,18.6,64,409,26.62,0.00,279,0,10
33000,70,124,8.1,0.0,0.4,0.1,7.7,0.0,1.00,17.1,43,497,34.23,0.00,124,0,0
33000,71,117,7.7,0.0,0.0,0.1,7.6,0.0,1.00,18.6,24,244,15.08,0.00,103,0,14
33000,69,65,7.3,0.0,0.0,0.0,7.3,0.0,1.00,17.1,22,482,29.72,0.00,59,0,6
33000,55,21,11.6,0.0,0.0,1.0,10.6,0.0,1.00,13.0,10,241,19.54,0.00,8,10,3
33000,57,21,10.1,0.0,0.4,0.2,9.5,0.0,1.05,13.1,15,107,9.81,0.00,11,5,5
33000,58,15,4.1,0.0,0.0,0.0,4.1,0.0,1.00,21.9,2,343,17.55,0.00,13,0,2
34000,62,565,12.5,0.3,0.3,0.0,11.9,0.0,1.10,14.6,194,396,50.76,0.01,126,435,4
34000,1,408,13.4,0.4,0.2,0.0,12.8,0.0,1.12,13.4,176,353,47.42,0.00,0,406,2
34000,32,261,6.2,0.0,0.1,0.0,6.0,0.0,1.01,19.5,66,387,24.66,0.00,236,16,9
34000,70,147,5.7,0.0,0.0,0.0,5.6,0.0,1.01,20.4,50,584,38.45,0.00,137,0,10
34000,71,106,7.6,0.0,0.0,0.0,7.6,0.0,1.00,19.4,37,231,14.11,0.00,90,0,16
34000,69,100,7.2,0.1,0.0,0.0,7.1,0.0,1.02,17.7,25,369,23.12,0.00,95,0,5
34000,57,71,8.1,0.0,0.0,0.0,8.1,0.0,1.00,16.0,44,152,11.59,0.00,39,21,11
34000,58,20,8.4,0.0,0.0,0.0,8.4,0.0,1.00,18.6,4,123,7.25,0.00,19,0,1
34000,55,11,8.5,0.0,0.0,1.4,7.2,0.0,1.00,17.3,7,458,30.36,0.00,9,2,0
35000,62,716,15.9,3.6,2.5,0.0,9.7,0.6,1.65,12.2,225,286,38.70,6.32,13,695,8
35000,32,378,6.9,0.0,0.1,0.1,6.7,0.0,1.01,18.4,94,417,26.65,0.01,361,2,15
35000,1,375,14.4,0.3,0.2,0.1,13.8,0.0,1.09,11.8,145,202,43.41,0.04,0,369,6
35000,69,166,7.9,0.0,0.0,0.0,7.9,0.0,1.00,16.6,48,340,21.88,0.00,153,2,11
35000,71,98,7.7,0.0,0.0,0.0,7.7,0.0,1.00,18.9,18,173,10.94,0.00,85,0,13
35000,70,82,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.7,31,695,44.92,0.00,81,0,1
35000,78,65,7.9,0.2,0.0,0.0,7.7,0.0,1.09,16.1,14,373,24.10,0.00,60,0,5
35000,55,27,13.9,0.0,0.0,2.2,11.7,0.0,1.00,11.0,10,373,30.90,0.00,27,0,0
35000,58,8,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,296,15.29,0.00,7,0,1
36000,62,807,10.1,0.2,0.4,0.1,9.3,0.0,1.04,15.6,203,450,49.30,0.00,233,567,7
36000,32,382,7.3,0.1,0.0,0.2,7.1,0.0,1.04,17.9,98,429,29.16,0.00,360,2,20
36000,1,373,15.1,0.2,0.1,0.2,14.7,0.0,1.05,11.2,160,373,66.37,0.00,0,369,4
36000,70,113,7.4,0.0,0.4,0.0,7.0,0.0,1.00,18.3,33,377,24.02,0.00,110,1,2
36000,69,70,9.4,0.0,0.0,0.0,9.4,0.0,1.02,13.9,20,256,18.69,0.00,59,0,11
36000,71,67,9.0,0.0,0.1,0.0,8.8,0.0,1.00,19.0,19,210,12.82,0.00,52,0,15
36000,78,58,8.3,0.1,0.1,0.0,8.1,0.0,1.02,15.2,16,515,34.68,0.00,51,0,7
36000,58,30,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.1,2,228,11.51,0.00,28,0,2
36000,55,10,6.8,0.0,0.0,1.0,5.8,0.0,1.00,18.6,5,978,74.63,0.00,8,2,0
37000,62,597,11.8,0.1,0.5,0.0,11.3,0.0,1.02,13.1,153,246,37.25,0.00,3,588,6
37000,1,372,16.5,0.2,1.1,0.0,15.2,0.0,1.05,11.2,167,424,70.29,0.02,1,368,3
37000,32,354,6.6,0.1,0.1,0.0,6.4,0.0,1.04,18.9,84,487,33.36,0.00,341,0,13
37000,80,311,7.3,0.0,0.0,0.0,7.2,0.0,1.00,17.1,51,781,58.66,0.00,310,0,1
37000,70,136,7.7,0.0,0.4,0.0,7.3,0.0,1.00,18.0,46,362,25.39,0.00,134,0,2
37000,83,86,5.6,0.0,0.0,1.3,4.3,0.0,1.00,19.4,16,438,27.77,0.00,86,0,0
37000,71,83,7.1,0.0,0.1,0.0,7.0,0.0,1.00,19.7,22,221,14.23,0.00,73,0,10
37000,78,59,9.1,0.0,0.0,0.0,9.1,0.0,1.00,14.2,9,400,28.30,0.00,52,0,7
37000,69,27,9.2,0.0,0.0,0.0,9.2,0.0,1.00,14.9,10,314,21.52,0.00,26,0,1
37000,55,26,16.0,0.0,0.0,2.2,13.8,0.0,1.00,11.2,16,449,34.34,0.00,11,12,3
37000,58,12,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,278,13.82,0.00,12,0,0
38000,62,785,9.6,0.1,0.3,0.0,9.2,0.0,1.02,15.7,197,414,44.68,0.00,247,534,4
38000,1,367,18.9,0.2,0.3,0.1,18.4,0.0,1.04,10.3,156,329,60.26,0.02,3,360,4
38000,80,316,7.8,0.0,0.0,0.0,7.7,0.0,1.00,16.4,48,889,68.44,0.00,314,0,2
38000,32,251,6.7,0.1,0.0,0.1,6.5,0.0,1.02,18.8,58,563,37.17,0.00,238,4,9
38000,84,163,6.4,0.0,0.0,0.0,6.4,0.0,1.00,18.2,29,205,12.55,0.00,147,1,15
38000,70,161,7.9,0.0,0.0,0.1,7.7,0.0,1.00,17.6,65,457,33.86,0.00,156,5,0
38000,83,118,6.0,0.0,0.0,1.5,4.5,0.0,1.00,18.8,22,598,39.64,0.00,117,0,1
38000,71,93,7.8,0.0,0.0,0.0,7.8,0.0,1.00,19.5,26,181,10.50,0.00,86,0,7
38000,78,83,9.3,0.0,0.3,0.0,9.0,0.0,1.00,14.1,20,236,16.79,0.00,72,0,11
38000,69,41,12.1,0.0,0.0,0.0,12.1,0.0,1.00,14.1,13,96,7.88,0.00,14,19,8
39000,62,1136,12.9,1.6,1.7,0.1,9.4,0.3,1.31,14.6,278,503,48.66,6.34,553,576,7
39000,1,492,13.1,1.1,0.1,0.1,11.7,0.0,1.39,11.9,165,261,43.39,0.05,3,486,3
39000,84,197,6.2,0.0,0.0,0.0,6.2,0.0,1.00,18.6,39,256,15.45,0.00,168,12,17
39000,70,167,7.7,0.1,0.1,0.3,7.3,0.0,1.02,17.9,58,453,32.89,0.00,162,1,4
39000,83,135,6.5,0.0,0.0,1.0,5.5,0.0,1.00,18.5,29,832,55.42,0.00,132,0,3
39000,32,131,6.6,0.0,0.0,0.0,6.6,0.0,1.00,19.1,33,590,37.10,0.00,127,0,4
39000,71,91,8.4,0.0,0.0,0.0,8.4,0.0,1.02,18.3,20,222,13.76,0.00,65,15,11
39000,78,66,8.1,0.0,0.0,0.0,8.1,0.0,1.00,15.8,14,256,17.70,0.00,63,0,3
39000,81,63,5.2,0.0,0.0,0.1,5.1,0.0,1.00,21.5,13,548,29.69,0.00,60,0,3
39000,69,22,7.1,0.0,0.0,0.0,7.0,0.0,1.00,17.8,4,252,16.50,0.00,22,0,0
40000,62,644,10.1,0.6,0.7,0.1,8.7,0.0,1.20,15.2,196,200,25.12,0.03,13,623,8
40000,1,476,12.4,0.9,0.0,0.3,11.1,0.0,1.32,12.8,182,210,31.50,0.05,1,475,0
40000,84,288,6.4,0.0,0.0,0.0,6.4,0.0,1.01,18.6,61,215,13.37,0.00,243,10,35
40000,32,200,6.4,0.2,0.0,0.0,6.3,0.0,1.04,19.2,51,365,22.66,0.00,191,0,9
40000,91,165,6.3,0.0,0.0,0.0,6.3,0.0,1.00,18.7,53,264,16.53,0.00,149,0,16
40000,70,144,7.0,0.1,0.1,0.0,6.8,0.0,1.03,18.4,60,365,25.35,0.00,130,10,4
40000,71,105,8.1,0.0,0.0,0.0,8.1,0.0,1.00,19.0,31,173,11.09,0.00,97,3,5
40000,83,89,6.4,0.0,0.0,0.7,5.6,0.0,1.00,18.6,21,904,59.54,0.00,87,0,2
40000,81,70,5.7,0.0,0.0,0.0,5.7,0.0,1.00,21.0,11,508,27.36,0.00,69,0,1
