step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,2469,1.523,0.016,8.76,345052,336888,1097,6,7078,5248,1609311.1,336.7,0.747,0.064,0.032,0.078,0.080,593,12.71,12.17,0.33,2.17,0.19,1.46,0.33,2.23,11.87,11.02,0.00,0.14,0.011,0.077,423,0.103,0.708,0.000,0.000,0.292,333546,307266,10,0.307,0.065,0.049,1690215,0.056,0.059,0.000,163.32,109732,64,0.064,0.833,0.000,967818,1.06,15.69,0.009,0.003,0.001,4,7,29,64,1285,56,0.11,0.0055,0.013,80
120000,2399,1.541,0.016,8.91,349828,341208,1163,38,7489,8066,1612806.4,486.4,0.750,0.060,0.031,0.080,0.078,599,13.87,14.80,0.17,2.03,0.13,1.31,0.39,2.52,13.17,13.90,0.00,0.00,0.005,0.046,447,0.111,0.701,0.000,0.000,0.299,338931,313003,9,0.303,0.001,0.057,1338723,0.054,0.056,0.000,163.41,118340,244,0.060,0.500,0.000,988917,1.05,15.48,0.018,0.000,0.000,4,7,38,64,1299,41,0.03,0.0051,0.019,68
130000,2318,1.558,0.015,9.82,314639,306674,1097,8,6941,7433,1620623.5,524.2,0.722,0.066,0.036,0.087,0.088,596,14.82,16.02,0.17,1.60,0.24,1.95,0.41,2.30,14.01,15.46,0.00,0.08,0.010,0.074,422,0.085,0.714,0.000,0.000,0.286,303992,278018,9,0.290,0.057,0.098,1596377,0.063,0.063,0.000,163.35,110919,126,0.071,0.750,0.000,1552505,1.05,14.83,0.025,0.003,0.002,4,7,40,64,1264,46,0.09,0.0050,0.013,55
140000,2509,1.489,0.018,9.72,331738,322576,1182,5,7784,17595,1619168.5,1283.5,0.735,0.060,0.031,0.084,0.089,527,12.95,14.08,0.39,2.68,0.41,2.52,0.27,2.52,11.88,12.70,0.01,0.22,0.014,0.080,468,0.092,0.706,0.006,0.002,0.287,321180,294088,9,0.332,0.031,0.029,1321150,0.053,0.071,0.000,163.29,122083,19,0.073,1.000,0.002,2360677,1.11,15.56,0.026,0.013,0.004,4,7,28,64,1279,55,0.15,0.0054,0.031,82
150000,2617,1.460,0.018,9.89,369967,359612,1263,2,8982,16909,1604700.0,1232.3,0.761,0.053,0.030,0.075,0.080,426,11.74,11.07,0.26,2.39,0.54,3.63,0.24,1.60,10.69,9.90,0.01,0.14,0.023,0.113,487,0.079,0.690,0.002,0.001,0.307,359719,336450,13,0.209,0.043,0.035,774466,0.038,0.059,0.000,163.41,140296,95,0.073,0.500,0.001,2394189,1.08,15.88,0.008,0.006,0.003,3,7,24,64,1303,48,0.03,0.0057,0.014,73
160000,2730,1.408,0.016,10.19,360993,350777,1147,12,8944,15201,1603759.6,1302.1,0.744,0.057,0.032,0.080,0.088,403,10.69,8.10,0.26,1.70,0.07,1.14,0.13,1.03,10.23,7.60,0.00,0.09,0.003,0.040,564,0.082,0.696,0.003,0.000,0.301,351162,326820,11,0.256,0.077,0.029,652348,0.061,0.057,0.000,163.41,147655,172,0.086,0.250,0.000,5014604,1.08,16.00,0.000,0.009,0.001,4,7,21,60,1300,68,0.03,0.0057,0.013,70
170000,2526,1.514,0.015,10.77,303979,291466,1379,5264,6074,1323542,1582175.8,107873.3,0.682,0.085,0.054,0.086,0.093,454,12.59,14.44,2.04,6.34,0.52,2.68,0.13,1.08,9.91,10.27,0.19,0.86,0.015,0.076,585,0.076,0.688,0.068,0.008,0.236,293388,268153,17,0.202,0.149,0.025,786495,0.069,0.059,0.000,160.26,126198,65,0.082,0.654,0.023,22622505,1.48,15.81,0.025,0.111,0.054,4,7,32,64,1304,67,3.17,0.0063,0.001,70
180000,2332,1.604,0.018,9.87,286043,278186,1080,2149,4822,1027951,1597467.5,80789.0,0.694,0.074,0.049,0.089,0.094,505,14.82,17.04,3.03,8.51,0.33,2.22,0.20,1.34,11.25,10.68,0.11,0.63,0.011,0.074,674,0.066,0.711,0.054,0.003,0.232,276518,251990,11,0.217,0.290,0.036,928932,0.069,0.058,0.000,162.79,110965,286,0.079,0.391,0.016,16985957,1.69,15.24,0.060,0.216,0.034,4,7,44,64,1245,47,0.65,0.0061,0.009,67
190000,2428,1.545,0.017,9.73,294952,287963,1041,1012,4840,1052537,1601197.9,74036.3,0.684,0.081,0.053,0.089,0.093,546,13.26,14.84,2.23,8.10,0.33,2.11,0.24,1.14,10.46,10.38,0.10,0.68,0.008,0.046,577,0.095,0.724,0.028,0.006,0.242,285109,260512,14,0.273,0.049,0.068,1187849,0.075,0.061,0.000,162.76,110259,202,0.070,0.469,0.017,17058265,1.57,15.61,0.039,0.077,0.025,4,7,31,64,1236,58,0.67,0.0063,0.015,65
200000,2313,1.631,0.016,9.23,280927,272856,1097,1699,5390,1193157,1604516.4,87741.2,0.677,0.092,0.065,0.080,0.086,591,14.09,16.13,3.75,10.30,0.45,2.09,0.17,1.31,9.72,8.39,0.18,0.86,0.014,0.064,556,0.077,0.708,0.096,0.008,0.188,271488,247419,17,0.275,0.013,0.044,1472364,0.049,0.093,0.000,162.86,98316,213,0.074,0.390,0.025,22377146,1.93,15.51,0.055,0.214,0.049,4,7,35,64,1270,43,0.58,0.0071,0.025,48
210000,2272,1.660,0.021,10.50,242871,233268,1283,3787,4574,2104226,1580451.9,148981.7,0.636,0.105,0.084,0.084,0.091,550,13.27,16.98,4.00,10.69,0.80,2.82,0.30,1.53,8.17,9.67,0.34,1.12,0.020,0.071,498,0.094,0.757,0.114,0.006,0.123,233532,210070,14,0.173,0.139,0.092,2052148,0.029,0.137,0.000,160.23,96506,125,0.071,0.455,0.037,44260793,2.02,16.81,0.035,0.227,0.089,3,6,48,64,1275,57,3.21,0.0085,0.012,64
220000,2235,1.681,0.016,10.19,226574,214340,936,7752,3583,2730472,1566755.4,190431.8,0.599,0.117,0.097,0.087,0.099,546,14.91,18.07,4.53,10.99,0.78,2.76,0.25,1.44,9.36,10.42,0.27,0.96,0.022,0.082,610,0.123,0.747,0.106,0.011,0.136,217135,192787,12,0.170,0.144,0.071,2094288,0.043,0.099,0.000,158.60,94475,108,0.070,0.534,0.049,44800420,2.13,15.75,0.040,0.210,0.081,4,7,50,64,1265,42,4.83,0.0075,0.003,63
230000,2540,1.521,0.016,9.17,251442,245108,1222,619,4188,2151401,1599653.6,132827.0,0.642,0.097,0.081,0.086,0.094,576,12.89,15.65,2.66,8.09,0.48,2.33,0.30,1.81,9.45,10.14,0.15,0.72,0.015,0.069,680,0.115,0.718,0.066,0.017,0.200,244015,219486,10,0.464,0.107,0.061,1449711,0.054,0.067,0.000,162.23,97351,170,0.062,0.444,0.030,37948773,1.66,16.45,0.033,0.209,0.047,4,6,39,64,1301,78,1.21,0.0067,0.015,51
240000,2539,1.543,0.016,8.93,294493,286886,1375,547,5686,2277326,1601921.1,152518.7,0.688,0.091,0.077,0.069,0.074,515,11.57,13.17,2.62,7.48,0.90,3.45,0.24,1.49,7.81,7.18,0.28,1.03,0.026,0.099,617,0.138,0.726,0.101,0.009,0.165,286703,263316,13,0.247,0.000,0.048,1436782,0.043,0.096,0.000,162.50,112371,117,0.067,0.563,0.039,60128043,1.64,16.38,0.019,0.272,0.075,3,7,31,64,1279,71,0.93,0.0081,0.000,56
250000,2512,1.532,0.017,9.37,287771,280371,1534,1244,4649,2442081,1567002.5,169321.1,0.699,0.093,0.081,0.061,0.066,503,11.08,13.60,2.86,9.23,0.59,2.58,0.22,1.81,7.42,7.42,0.22,0.89,0.015,0.060,548,0.120,0.766,0.093,0.005,0.136,280743,259176,13,0.198,0.066,0.041,1150876,0.039,0.117,0.000,161.61,108588,148,0.069,0.491,0.042,56193202,1.78,17.08,0.027,0.293,0.061,3,6,25,64,1266,74,1.83,0.0084,0.000,52
260000,2233,1.601,0.017,9.59,272469,263871,1332,3398,4147,2467649,1576407.2,176357.9,0.649,0.102,0.089,0.077,0.083,533,14.01,17.68,4.02,10.80,0.65,3.06,0.13,1.07,9.21,10.67,0.23,0.86,0.013,0.060,462,0.138,0.744,0.085,0.009,0.163,264292,243019,11,0.330,0.084,0.031,1237660,0.032,0.141,0.000,160.25,105666,73,0.071,0.602,0.034,58993413,1.98,16.61,0.052,0.155,0.080,3,6,48,64,1312,46,3.19,0.0077,0.000,63
270000,2613,1.455,0.014,8.88,279596,271301,1294,1462,5159,2337411,1562776.2,155281.9,0.649,0.109,0.097,0.069,0.076,521,11.08,13.29,2.53,7.72,0.59,2.73,0.33,2.64,7.64,8.03,0.23,0.86,0.017,0.069,639,0.090,0.703,0.100,0.012,0.185,273308,252000,11,0.217,0.062,0.041,1069898,0.050,0.114,0.000,159.55,106326,82,0.066,0.609,0.047,70202110,1.67,16.80,0.016,0.333,0.074,3,6,27,64,1193,78,3.89,0.0078,0.002,44
280000,2508,1.523,0.013,9.26,315572,304909,1487,2276,7005,2801175,1604471.2,189162.4,0.725,0.083,0.068,0.060,0.064,476,11.48,13.92,2.10,7.76,0.54,2.47,0.17,1.33,8.68,10.29,0.20,0.78,0.019,0.078,627,0.119,0.719,0.082,0.006,0.194,309447,289601,11,0.158,0.120,0.040,1193227,0.055,0.101,0.000,161.43,120868,119,0.068,0.419,0.031,69136314,1.52,16.95,0.018,0.292,0.072,4,6,28,64,1280,60,2.01,0.0074,0.001,60
290000,2590,1.494,0.015,9.41,306119,296273,1594,778,7392,2679646,1576334.4,171363.7,0.686,0.084,0.067,0.079,0.084,464,10.89,13.23,2.61,9.25,0.58,2.63,0.16,1.37,7.54,7.06,0.25,0.89,0.016,0.066,584,0.111,0.756,0.078,0.013,0.153,298636,278982,14,0.260,0.007,0.037,925285,0.050,0.080,0.000,162.55,120729,150,0.064,0.424,0.051,67004560,1.68,17.14,0.021,0.325,0.078,3,6,24,64,1305,72,0.89,0.0081,0.002,67
300000,2616,1.462,0.012,9.20,339752,331701,1579,514,5932,2569945,1616708.2,134186.4,0.753,0.056,0.043,0.071,0.077,470,11.37,13.01,1.88,8.70,0.53,3.08,0.23,1.42,8.73,8.31,0.10,0.64,0.013,0.074,520,0.182,0.704,0.041,0.001,0.254,333458,314906,14,0.291,0.002,0.058,1307460,0.048,0.084,0.000,162.87,126488,290,0.052,0.284,0.024,27998038,1.55,17.26,0.026,0.120,0.028,4,6,20,64,1237,57,0.57,0.0071,0.007,24
310000,2639,1.493,0.013,9.87,334720,327714,1740,325,4918,2026527,1617919.0,111273.8,0.770,0.043,0.031,0.074,0.082,437,11.23,12.95,2.35,8.59,0.35,2.17,0.18,1.67,8.34,7.86,0.09,0.57,0.008,0.052,648,0.115,0.730,0.051,0.003,0.216,329377,312168,14,0.210,0.106,0.026,907899,0.060,0.064,0.000,162.84,129309,200,0.055,0.120,0.025,24234163,1.68,16.68,0.016,0.178,0.026,4,6,22,64,1358,55,0.60,0.0073,0.002,60
320000,2585,1.475,0.016,10.18,313194,305749,1582,225,5692,1802876,1605680.4,103022.6,0.714,0.059,0.043,0.087,0.096,448,11.41,13.90,2.05,8.65,0.28,1.82,0.16,1.26,8.92,9.85,0.10,0.62,0.008,0.057,615,0.125,0.747,0.044,0.002,0.206,305392,286065,12,0.189,0.000,0.031,869990,0.042,0.071,0.000,162.69,130688,209,0.057,0.138,0.027,22427886,1.60,16.61,0.017,0.119,0.030,4,6,28,64,1346,56,0.75,0.0070,0.001,77
330000,2385,1.545,0.018,10.19,296233,289389,1375,350,5319,1743513,1621392.4,99799.6,0.695,0.059,0.043,0.096,0.107,470,13.34,14.94,2.21,8.15,0.24,1.47,0.21,1.66,10.67,11.57,0.09,0.57,0.006,0.043,594,0.157,0.752,0.048,0.001,0.198,288764,269764,11,0.342,0.055,0.034,624050,0.065,0.064,0.000,162.85,122912,172,0.057,0.200,0.021,22651543,1.63,15.37,0.020,0.120,0.024,4,6,33,64,1261,42,0.59,0.0064,0.000,48
340000,2464,1.507,0.022,10.14,294188,287618,1443,69,4979,1529800,1616729.6,88040.4,0.698,0.059,0.046,0.092,0.106,478,12.90,14.48,2.40,8.23,0.22,1.36,0.50,2.69,9.78,9.70,0.08,0.56,0.006,0.044,607,0.149,0.727,0.046,0.002,0.225,286503,268183,13,0.363,0.004,0.075,726222,0.048,0.118,0.000,163.10,122043,356,0.058,0.043,0.021,17971349,1.62,15.37,0.017,0.120,0.023,4,6,32,64,1313,48,0.33,0.0067,0.000,54
350000,2524,1.474,0.022,10.13,299295,292637,1246,449,4903,1654815,1613037.2,97353.0,0.693,0.056,0.044,0.095,0.111,478,12.23,13.39,1.84,8.01,0.29,1.74,0.21,1.63,9.89,9.72,0.09,0.59,0.010,0.062,627,0.149,0.726,0.031,0.002,0.241,291696,271853,9,0.395,0.132,0.036,908948,0.050,0.106,0.000,162.93,119238,219,0.059,0.078,0.022,21609065,1.50,16.41,0.008,0.141,0.026,4,6,30,64,1343,62,0.51,0.0065,0.000,54
360000,2634,1.434,0.016,9.69,304746,296826,1254,1393,5163,1288786,1603835.6,94111.8,0.698,0.056,0.043,0.093,0.110,493,11.51,11.86,1.93,7.84,0.22,1.38,0.29,1.79,9.06,7.70,0.09,0.59,0.006,0.039,610,0.142,0.728,0.042,0.000,0.229,297042,273663,9,0.435,0.024,0.058,1121529,0.043,0.057,0.000,162.77,120448,236,0.073,0.101,0.024,24347099,1.58,17.15,0.001,0.166,0.026,4,6,25,64,1334,70,0.67,0.0067,0.005,36
370000,2568,1.481,0.015,10.01,328920,320559,1474,907,6046,1528515,1610079.9,105017.6,0.722,0.055,0.041,0.084,0.098,456,11.48,12.97,1.57,7.74,0.26,1.51,0.25,1.76,9.39,9.60,0.10,0.62,0.006,0.043,560,0.148,0.735,0.032,0.002,0.232,320973,298798,8,0.353,0.125,0.039,964207,0.046,0.064,0.000,163.01,128521,230,0.069,0.180,0.025,23573215,1.46,17.48,0.004,0.155,0.028,4,6,26,64,1351,61,0.43,0.0067,0.001,70
380000,2504,1.520,0.016,9.81,291547,284478,1611,1454,4068,3191015,1604133.6,197871.8,0.690,0.059,0.047,0.095,0.109,455,12.14,15.51,2.91,10.77,0.48,2.19,0.12,1.12,8.63,9.26,0.16,0.74,0.011,0.055,604,0.131,0.770,0.054,0.005,0.171,283806,261686,11,0.387,0.006,0.024,805602,0.050,0.072,0.000,162.76,119178,171,0.062,0.356,0.040,37854151,1.81,17.30,0.039,0.252,0.045,4,6,31,64,1330,60,0.67,0.0074,0.000,42
390000,2411,1.537,0.016,10.05,284199,277038,1788,1670,3796,3017418,1594740.5,193815.5,0.703,0.058,0.047,0.091,0.101,473,12.20,16.31,3.42,11.77,0.56,2.59,0.38,2.46,7.83,8.14,0.19,0.82,0.013,0.063,579,0.145,0.776,0.073,0.002,0.149,276922,254920,9,0.453,0.075,0.051,755989,0.039,0.090,0.000,162.12,108773,174,0.064,0.166,0.043,46243508,1.99,17.59,0.047,0.217,0.056,3,6,34,64,1345,50,1.32,0.0084,0.000,51
400000,2422,1.577,0.016,9.56,261752,255766,1264,1189,3522,3057008,1613465.2,187224.3,0.646,0.078,0.061,0.105,0.110,481,12.64,15.12,3.24,10.88,0.48,2.07,0.16,1.33,8.77,8.16,0.18,0.80,0.012,0.062,646,0.111,0.770,0.063,0.005,0.162,253388,228838,15,0.255,0.110,0.036,1324749,0.080,0.072,0.000,162.13,100799,213,0.061,0.175,0.038,47944613,1.92,16.47,0.052,0.251,0.051,4,7,29,64,1298,74,1.31,0.0076,0.001,62
410000,2462,1.530,0.017,9.39,281801,275532,1427,953,3849,2864532,1614688.8,178155.4,0.662,0.078,0.063,0.095,0.102,542,12.35,15.83,3.15,11.39,0.52,2.52,0.17,1.48,8.51,8.98,0.18,0.81,0.013,0.068,568,0.132,0.772,0.061,0.004,0.162,272686,252705,14,0.348,0.004,0.029,526548,0.074,0.094,0.000,162.40,96349,215,0.062,0.186,0.041,41037340,1.89,17.18,0.057,0.239,0.050,4,6,31,64,1297,63,1.04,0.0077,0.000,66
420000,2444,1.578,0.016,9.48,265313,257958,1386,1730,4257,2880136,1605543.0,181855.5,0.650,0.084,0.070,0.096,0.100,542,11.93,15.66,3.18,11.39,0.46,2.01,0.38,2.74,7.90,7.87,0.16,0.75,0.011,0.054,522,0.144,0.789,0.066,0.000,0.145,257173,235728,15,0.246,0.069,0.046,714448,0.057,0.063,0.000,162.19,94324,189,0.063,0.168,0.035,52644972,1.90,17.48,0.049,0.231,0.050,3,6,32,64,1310,70,1.25,0.0083,0.000,64
430000,2479,1.543,0.019,9.29,269988,262585,1519,1134,4715,2611329,1602236.4,166603.3,0.664,0.084,0.067,0.091,0.094,545,12.25,16.05,3.79,12.20,0.62,2.78,0.10,0.84,7.74,7.02,0.18,0.81,0.017,0.078,620,0.106,0.762,0.075,0.003,0.160,261944,239237,12,0.233,0.013,0.024,592682,0.067,0.080,0.000,162.38,96503,230,0.064,0.186,0.037,51326663,2.05,17.23,0.059,0.230,0.054,3,6,28,64,1330,48,1.06,0.0083,0.000,51
440000,2539,1.524,0.019,9.49,260040,252734,1520,1202,4524,2481821,1597582.9,164580.7,0.661,0.087,0.071,0.089,0.092,547,11.80,15.50,3.29,11.59,0.58,2.57,0.08,0.81,7.85,7.76,0.17,0.78,0.018,0.083,639,0.085,0.780,0.065,0.001,0.154,252234,230723,12,0.240,0.181,0.019,745728,0.053,0.098,0.000,161.80,94904,215,0.066,0.157,0.035,50951328,1.95,17.42,0.050,0.226,0.052,3,6,30,64,1350,57,1.64,0.0080,0.000,67
450000,2488,1.577,0.017,9.88,262034,255044,1672,1237,4132,2574667,1595363.4,170792.1,0.678,0.084,0.068,0.083,0.087,492,11.89,16.22,3.74,12.55,0.67,2.96,0.10,0.89,7.39,6.52,0.20,0.82,0.018,0.081,525,0.098,0.794,0.073,0.002,0.130,254192,233297,17,0.215,0.047,0.019,509564,0.065,0.074,0.000,161.90,101046,209,0.066,0.131,0.039,53216177,2.08,17.82,0.063,0.225,0.061,3,6,31,64,1339,60,1.54,0.0087,0.000,62
460000,2454,1.577,0.019,9.50,256375,249994,1401,868,4146,2513864,1599345.8,172485.5,0.677,0.082,0.066,0.085,0.090,509,12.08,15.99,3.91,12.53,0.51,2.39,0.10,0.76,7.56,6.59,0.16,0.70,0.013,0.067,584,0.077,0.788,0.081,0.002,0.130,248090,227962,15,0.231,0.032,0.030,766209,0.058,0.088,0.000,161.91,98847,247,0.069,0.135,0.035,54363679,2.12,17.33,0.061,0.282,0.059,3,6,33,64,1283,55,1.53,0.0086,0.006,52
470000,2395,1.600,0.020,9.25,252747,246543,1293,1296,3674,2704852,1607400.1,179282.7,0.651,0.083,0.069,0.096,0.101,542,12.66,16.66,3.76,12.59,0.46,1.98,0.29,1.47,8.14,8.47,0.15,0.68,0.015,0.079,613,0.090,0.792,0.077,0.002,0.130,243672,223677,16,0.222,0.073,0.112,1220656,0.066,0.080,0.000,161.48,93424,253,0.066,0.177,0.031,52137735,2.10,17.28,0.070,0.256,0.053,3,7,38,64,1306,58,1.96,0.0082,0.004,58
480000,2391,1.606,0.020,10.31,231709,225442,1274,1204,3793,2632296,1581275.9,173506.2,0.631,0.083,0.071,0.104,0.111,568,13.01,17.59,4.80,13.61,0.58,2.31,0.13,1.00,7.50,7.19,0.18,0.71,0.013,0.056,628,0.100,0.778,0.096,0.005,0.121,223532,204494,14,0.199,0.026,0.032,1376773,0.058,0.090,0.000,161.34,84548,294,0.066,0.117,0.031,52694817,2.39,17.36,0.071,0.314,0.068,3,6,47,64,1299,56,2.10,0.0088,0.016,56
490000,2329,1.620,0.018,9.95,227549,222011,1435,812,3353,2216119,1598935.5,152492.7,0.638,0.087,0.072,0.099,0.104,556,13.37,18.01,4.31,13.36,0.56,2.82,0.16,1.96,8.34,9.00,0.16,0.71,0.013,0.064,559,0.093,0.774,0.081,0.004,0.141,219251,198430,15,0.182,0.136,0.024,606851,0.058,0.076,0.000,160.81,86990,329,0.069,0.085,0.028,49218865,2.24,17.07,0.078,0.253,0.061,3,6,49,64,1306,43,2.63,0.0082,0.000,73
500000,2279,1.545,0.021,9.46,227080,220543,1372,1042,4173,2118436,1575081.0,154471.3,0.645,0.082,0.067,0.100,0.106,565,12.08,16.38,3.95,12.59,0.45,2.07,0.16,1.40,7.51,6.95,0.12,0.57,0.014,0.070,583,0.100,0.789,0.080,0.003,0.128,219069,199146,17,0.212,0.012,0.035,920401,0.047,0.193,0.001,160.11,85548,341,0.073,0.155,0.021,50690824,2.14,17.47,0.061,0.303,0.045,3,6,33,64,1273,61,3.33,0.0092,0.020,47
510000,2437,1.591,0.017,10.18,227180,220426,1337,1488,3771,1994821,1560714.9,152768.3,0.649,0.087,0.069,0.095,0.101,556,12.28,16.69,3.79,12.49,0.65,3.09,0.13,1.30,7.72,7.69,0.17,0.76,0.017,0.078,607,0.133,0.806,0.071,0.000,0.122,219019,197086,18,0.159,0.124,0.020,891679,0.044,0.074,0.000,159.98,84812,267,0.077,0.156,0.030,52140320,2.06,17.71,0.057,0.359,0.055,3,6,37,64,1263,41,3.46,0.0083,0.011,50
