step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,3,3,0,0,0,3,0,1.00,24,0.000,2992,1.50,165.63,0.00,170,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2989,2.40,250.57,0.00,152,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2975,1.93,205.42,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2962,2.15,232.14,0.00,111,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2955,1.40,195.27,0.00,111,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2955,2.05,118.16,0.00,111,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2952,2.01,164.26,0.00,152,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2949,1.58,200.15,0.00,111,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2930,1.73,168.34,0.00,111,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2904,2.26,148.41,0.00,111,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2899,2.42,267.68,0.00,111,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2876,1.80,146.47,0.00,111,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2859,1.89,169.83,0.00,152,8,8
100000,8,8,0,0,0,8,0,1.00,16,0.000,2848,1.38,190.56,0.00,111,8,8
100000,10,10,0,0,0,10,0,1.00,16,0.000,2845,2.91,207.69,0.00,152,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2841,1.42,156.18,0.00,111,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2841,2.07,198.13,0.00,152,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2836,1.10,173.47,0.00,111,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2830,2.48,260.41,0.00,111,8,8
100000,11,11,0,0,0,11,0,1.00,14,0.000,2830,0.66,195.83,0.00,146,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2820,2.07,153.86,0.00,152,8,8
100000,26,26,0,0,0,26,0,1.00,0,0.000,2807,2.17,256.26,0.00,111,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2797,1.14,218.20,0.00,111,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2786,1.82,241.74,0.00,152,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2773,1.80,166.25,0.00,152,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2760,1.54,160.55,0.00,152,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2756,1.73,154.85,0.00,111,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2753,1.24,161.29,0.00,152,8,8
100000,8,8,0,0,0,8,0,1.00,14,0.000,2747,2.26,258.82,0.00,152,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2746,1.11,179.07,0.00,152,8,8
