step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,4,4,0,0,0,4,0,1.00,24,0.000,3000,2.12,215.51,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2998,2.00,205.73,0.00,455,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2997,1.90,169.02,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2991,0.67,182.94,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2988,1.42,298.51,0.00,1,8,8
100000,4,5,0,0,0,4,0,1.00,22,0.000,2988,2.02,214.16,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2986,1.86,197.57,0.00,585,8,8
100000,7,7,0,0,0,7,0,1.00,16,0.000,2986,0.47,342.28,0.00,1,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2986,1.84,235.87,0.00,643,8,8
100000,12,12,0,0,0,12,0,1.00,16,0.000,2985,2.82,182.18,0.00,1,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2983,1.68,236.40,0.00,1,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2979,1.66,221.29,0.00,1,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2979,1.34,176.09,0.00,1,8,8
100000,4,4,0,0,0,4,0,1.00,24,0.000,2979,2.32,214.06,0.00,1,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2976,1.07,178.44,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2975,1.72,251.50,0.00,1,8,8
100000,15,15,0,2,1,12,0,1.00,10,0.133,2973,3.17,209.91,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2973,1.74,271.82,0.00,623,8,8
100000,6,6,0,1,0,5,0,1.00,20,0.167,2973,2.30,182.68,0.00,585,8,8
100000,8,8,0,0,0,8,0,1.00,18,0.000,2969,2.48,222.10,0.00,1,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2968,2.03,164.73,0.00,1,8,8
100000,8,8,0,0,0,8,0,1.00,18,0.000,2964,2.37,289.26,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2964,1.97,159.85,0.00,1,8,8
100000,6,6,0,1,0,5,0,1.00,18,0.167,2961,1.49,247.71,0.00,1,8,8
100000,11,11,0,0,0,11,0,1.00,12,0.000,2961,2.78,238.68,0.00,1,8,8
100000,13,13,0,0,0,13,0,1.00,16,0.000,2961,2.85,187.92,0.00,1,8,8
100000,11,11,0,0,0,11,0,1.00,18,0.000,2961,2.09,180.23,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2960,2.26,157.25,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2959,1.43,180.30,0.00,1,8,8
100000,4,8,0,0,0,4,0,1.00,22,0.000,2959,0.49,212.20,0.00,1,8,8
