step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,3,3,0,0,0,3,0,1.00,24,0.000,2994,0.87,150.59,0.00,29,0,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2993,1.18,240.87,0.00,71,8,8
100000,12,12,0,0,0,12,0,1.00,14,0.000,2984,1.79,250.70,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2977,2.11,163.86,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2975,1.82,200.18,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2970,1.46,156.38,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2950,2.18,167.76,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2946,1.93,231.23,0.00,71,8,8
100000,14,14,0,0,0,14,0,1.00,10,0.000,2943,1.64,254.95,0.00,71,8,8
100000,8,8,0,0,0,8,0,1.00,18,0.000,2939,1.69,210.12,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2928,2.16,195.20,0.00,29,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2925,2.09,162.58,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2919,2.13,171.67,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2919,1.10,162.27,0.00,71,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2894,1.74,162.42,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2888,2.05,155.89,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2834,1.36,170.46,0.00,71,8,8
100000,7,8,0,3,0,4,0,1.00,18,0.429,2823,1.98,211.48,0.00,71,8,8
100000,64,64,48,11,0,5,4,15.00,0,0.172,2808,4.43,270.15,600.64,199,1,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2801,1.60,183.85,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2797,2.08,149.87,0.00,71,8,8
100000,6,6,0,1,0,5,0,1.00,20,0.167,2778,1.27,173.99,0.00,111,0,8
100000,9,9,0,0,0,9,0,1.00,18,0.000,2777,1.31,171.41,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2775,1.22,155.68,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2735,1.15,186.65,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2714,1.28,194.35,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2712,1.99,189.55,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2709,2.28,153.77,0.00,71,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2697,1.10,105.27,0.00,71,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2695,1.27,163.25,0.00,71,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2685,1.26,213.12,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2670,2.01,168.35,0.00,71,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2645,1.88,104.10,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2644,1.79,172.09,0.00,29,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2642,2.38,135.37,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2634,2.37,171.20,0.00,71,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2630,1.57,180.49,0.00,29,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2616,2.02,133.33,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2601,2.13,155.64,0.00,71,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2585,2.35,220.29,0.00,71,8,8
100000,64,64,48,11,0,5,4,15.00,0,0.172,2584,3.29,252.65,507.33,199,1,1
100000,13,13,0,1,0,12,0,1.00,14,0.077,2534,2.79,217.13,0.00,71,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2529,1.71,145.49,0.00,29,8,8
100000,2,3,0,0,0,2,0,1.00,24,0.000,2505,1.82,97.95,0.00,71,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2495,2.16,227.86,0.00,71,8,8
100000,10,10,0,0,0,10,0,1.00,16,0.000,2494,1.74,215.88,0.00,71,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2492,1.21,136.46,0.00,71,8,8
100000,64,64,50,2,0,12,2,15.38,0,0.031,2486,6.91,589.01,3.37,142,1,1
