step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,3029,1.376,0.022,9.28,379313,364966,1576,13,12513,3855,1602648.4,192.5,0.759,0.069,0.062,0.054,0.055,460,8.61,6.77,0.04,0.57,0.20,1.59,0.15,1.61,8.22,6.30,0.00,0.04,0.013,0.081,512,0.087,0.694,0.000,0.000,0.306,370947,350957,15,0.235,0.073,0.027,569410,0.038,0.115,0.000,163.30,146349,247,0.050,0.615,0.000,950191,1.01,16.91,0.000,0.002,0.001,3,6,16,64,1424,26,0.02,0.0064,0.008,54
120000,2851,1.381,0.019,8.73,377828,362915,1713,2,13376,631,1615126.0,53.4,0.753,0.072,0.064,0.055,0.056,443,9.93,8.81,0.06,0.67,0.16,1.28,0.07,0.72,9.63,8.64,0.00,0.05,0.011,0.073,481,0.041,0.720,0.000,0.000,0.279,369722,349061,13,0.226,0.051,0.014,528239,0.029,0.089,0.000,163.29,147774,37,0.085,1.000,0.000,1512362,1.02,16.27,0.001,0.001,0.001,4,7,21,64,1421,27,0.02,0.0059,0.005,67
130000,3001,1.358,0.020,9.36,379343,364284,1654,1,13254,1065,1567813.8,106.0,0.744,0.076,0.066,0.058,0.057,445,8.63,7.59,0.20,2.06,0.39,2.55,0.20,1.70,7.83,5.99,0.00,0.10,0.025,0.108,489,0.098,0.717,0.002,0.000,0.281,371835,351379,15,0.261,0.099,0.033,589373,0.029,0.101,0.000,163.28,140557,103,0.100,0.000,0.001,1546676,1.05,17.22,0.000,0.006,0.001,3,6,15,64,1431,28,0.04,0.0067,0.007,52
140000,2905,1.376,0.016,9.40,383375,369787,1545,2,12137,3746,1608158.0,336.9,0.767,0.064,0.055,0.055,0.057,442,9.44,7.71,0.18,1.66,0.24,1.54,0.24,1.85,8.77,6.78,0.00,0.02,0.014,0.082,521,0.055,0.696,0.001,0.000,0.302,376761,357023,16,0.212,0.154,0.031,853972,0.024,0.064,0.000,163.30,141997,34,0.090,1.000,0.000,1243755,1.05,16.28,0.000,0.025,0.000,3,7,19,64,1405,24,0.02,0.0063,0.018,39
150000,2650,1.475,0.019,9.42,366911,353777,1661,3,11725,2912,1598959.9,255.7,0.762,0.073,0.062,0.051,0.052,416,11.62,11.80,0.17,1.54,0.50,2.58,0.43,2.58,10.52,10.34,0.01,0.16,0.025,0.101,653,0.082,0.734,0.004,0.000,0.262,360331,340038,13,0.195,0.165,0.053,1054126,0.017,0.113,0.000,163.28,144134,586,0.088,0.667,0.000,1177852,1.04,16.09,0.006,0.032,0.005,3,7,30,64,1418,21,0.03,0.0057,0.008,66
160000,2668,1.478,0.023,9.59,351504,339282,1591,3,10610,5353,1600105.4,378.0,0.744,0.069,0.062,0.062,0.063,435,11.79,12.25,0.57,2.69,0.88,3.97,0.33,2.20,10.01,8.97,0.02,0.35,0.032,0.118,676,0.088,0.722,0.001,0.001,0.276,343645,323976,13,0.167,0.065,0.049,1120608,0.020,0.151,0.000,163.21,144051,22,0.071,1.000,0.001,1166442,1.16,16.27,0.009,0.015,0.006,3,6,29,64,1456,20,0.11,0.0060,0.006,73
170000,2845,1.413,0.019,8.33,362311,350167,1548,2,10417,4502,1587079.6,326.7,0.743,0.072,0.067,0.059,0.059,482,9.78,7.90,0.19,1.65,0.41,1.76,0.38,2.17,8.80,6.44,0.07,0.49,0.029,0.115,533,0.090,0.702,0.005,0.000,0.292,355386,336881,14,0.196,0.021,0.053,1229776,0.020,0.101,0.000,163.22,137852,20,0.073,1.000,0.000,866636,1.06,17.60,0.001,0.009,0.022,3,7,20,64,1383,24,0.10,0.0063,0.001,60
180000,2782,1.423,0.019,8.64,397598,383474,1952,9,12226,4201,1594391.9,323.3,0.809,0.045,0.040,0.052,0.054,505,10.38,9.36,0.18,1.26,0.26,1.96,0.05,0.68,9.89,9.05,0.00,0.10,0.019,0.102,596,0.105,0.678,0.006,0.000,0.316,392392,377754,12,0.300,0.015,0.013,768621,0.016,0.113,0.000,163.25,140513,234,0.077,0.778,0.000,820911,1.06,16.84,0.001,0.020,0.003,3,7,24,64,1297,24,0.06,0.0058,0.006,56
190000,2743,1.454,0.016,8.53,389270,373850,1735,4,13720,3707,1609269.5,353.4,0.789,0.047,0.045,0.059,0.060,490,10.69,9.74,0.65,2.80,0.42,2.17,0.13,0.99,9.49,8.33,0.04,0.37,0.027,0.114,668,0.052,0.703,0.009,0.001,0.287,383660,368569,12,0.308,0.007,0.024,478612,0.027,0.106,0.000,163.30,141482,58,0.095,0.750,0.001,999951,1.18,16.20,0.001,0.029,0.020,4,7,23,64,1387,25,0.01,0.0062,0.044,45
200000,2801,1.387,0.020,8.88,398699,379839,1633,18,17151,8433,1603798.6,830.5,0.757,0.057,0.056,0.065,0.065,427,9.98,7.97,0.43,1.72,0.07,0.68,0.01,0.30,9.47,7.62,0.00,0.14,0.007,0.055,601,0.069,0.679,0.005,0.000,0.316,391574,376018,8,0.567,0.056,0.002,492031,0.031,0.094,0.000,163.30,148619,112,0.098,0.778,0.000,1300478,1.17,17.06,0.003,0.036,0.001,3,8,19,64,1252,22,0.01,0.0060,0.075,56
210000,3012,1.324,0.022,8.99,412915,393806,1781,3,17114,3983,1614065.9,458.0,0.775,0.046,0.044,0.067,0.068,477,8.93,6.81,0.26,1.46,0.11,1.04,0.03,0.35,8.54,6.43,0.00,0.06,0.008,0.055,561,0.072,0.674,0.003,0.000,0.322,405007,391085,9,0.614,0.012,0.008,136427,0.060,0.121,0.000,163.30,143182,90,0.115,0.667,0.000,1068816,1.11,17.44,0.000,0.007,0.001,4,7,17,63,1275,25,0.01,0.0063,0.039,41
220000,2835,1.401,0.018,9.22,398961,382953,1617,32,14536,5722,1620378.9,583.2,0.756,0.064,0.055,0.060,0.064,473,9.66,7.48,0.17,1.23,0.09,0.80,0.10,1.02,9.29,7.31,0.00,0.08,0.009,0.059,580,0.099,0.703,0.003,0.000,0.294,390897,372834,11,0.134,0.426,0.018,440071,0.038,0.131,0.000,163.30,140778,882,0.102,0.312,0.000,1345304,1.07,17.31,0.002,0.015,0.001,4,7,19,64,1398,25,0.02,0.0062,0.024,59
230000,2859,1.371,0.017,8.91,392307,378035,1707,4,12537,1922,1604932.2,202.3,0.761,0.055,0.047,0.066,0.071,424,9.84,7.91,0.05,0.56,0.13,1.12,0.04,0.89,9.63,7.81,0.00,0.02,0.012,0.073,460,0.143,0.670,0.001,0.000,0.329,385515,367337,13,0.323,0.054,0.006,460715,0.050,0.079,0.000,163.28,148036,1724,0.105,0.250,0.000,1334827,1.02,17.01,0.000,0.006,0.000,4,7,18,64,1337,38,0.03,0.0058,0.000,49
240000,2916,1.366,0.019,8.47,401617,384891,1863,3,14803,846,1597634.5,125.5,0.766,0.056,0.048,0.062,0.067,526,9.38,8.05,0.07,0.93,0.23,1.74,0.15,1.61,8.94,7.44,0.00,0.11,0.015,0.090,479,0.129,0.686,0.002,0.000,0.312,394621,378912,13,0.368,0.046,0.016,497310,0.054,0.151,0.000,163.31,126681,734,0.148,0.000,0.000,1282887,1.02,18.10,0.000,0.004,0.002,3,6,17,64,1426,24,0.01,0.0061,0.004,54
250000,2700,1.427,0.032,8.28,382669,365239,1727,3,15916,1880,1601539.0,227.4,0.752,0.059,0.052,0.067,0.070,583,10.72,10.53,0.07,0.85,0.35,2.43,0.19,2.15,10.11,9.72,0.00,0.11,0.018,0.095,447,0.117,0.730,0.000,0.000,0.269,375936,358238,11,0.377,0.133,0.027,644899,0.044,0.204,0.001,163.29,112184,490,0.121,0.333,0.000,1082514,1.02,17.27,0.004,0.007,0.001,3,6,24,64,1340,24,0.02,0.0059,0.003,46
260000,2949,1.352,0.020,8.27,386857,369158,1872,2,15576,1703,1586928.5,215.5,0.755,0.053,0.047,0.070,0.075,597,8.80,7.12,0.11,1.21,0.14,1.28,0.18,1.80,8.37,6.55,0.01,0.16,0.011,0.075,425,0.085,0.687,0.001,0.000,0.312,379485,361525,13,0.420,0.028,0.022,534847,0.032,0.115,0.000,163.28,109694,30,0.127,1.000,0.000,814693,1.04,18.42,0.002,0.007,0.001,3,7,18,64,1355,27,0.03,0.0064,0.003,37
270000,2730,1.440,0.018,8.81,379453,362768,1935,3,14966,2187,1600133.2,257.2,0.781,0.036,0.034,0.072,0.077,572,10.56,10.89,0.28,2.09,0.24,1.56,0.47,2.41,9.57,9.35,0.03,0.34,0.017,0.091,503,0.128,0.720,0.002,0.000,0.278,372892,356000,10,0.374,0.005,0.063,1033028,0.026,0.097,0.000,163.29,116984,38,0.118,0.667,0.000,737806,1.08,17.76,0.002,0.016,0.007,3,6,30,64,1346,28,0.03,0.0061,0.005,65
280000,2655,1.452,0.021,8.86,354862,339206,1881,5,13845,3673,1594381.2,227.1,0.764,0.037,0.036,0.078,0.085,561,11.08,11.23,0.37,2.46,0.27,1.62,0.26,2.46,10.18,10.08,0.02,0.22,0.018,0.096,542,0.113,0.727,0.003,0.000,0.270,348394,328659,11,0.342,0.032,0.031,1671092,0.020,0.124,0.000,163.30,120410,618,0.062,0.800,0.000,1536405,1.11,17.20,0.006,0.009,0.009,3,6,26,64,1380,25,0.02,0.0059,0.003,51
290000,2683,1.466,0.022,8.37,343820,329141,1927,2,12722,2943,1584674.0,206.9,0.746,0.044,0.041,0.081,0.088,606,11.05,11.98,0.15,1.25,0.25,1.64,0.45,2.79,10.20,10.88,0.01,0.26,0.019,0.098,463,0.102,0.718,0.003,0.000,0.279,337027,318258,12,0.357,0.028,0.048,963649,0.033,0.132,0.000,163.29,112800,36,0.070,1.000,0.000,746600,1.07,17.52,0.010,0.005,0.004,3,7,30,64,1428,26,0.02,0.0058,0.025,64
300000,2987,1.378,0.020,8.61,353987,334339,1970,7,17367,1482,1576603.6,149.6,0.756,0.051,0.044,0.071,0.078,567,8.38,8.28,0.09,0.99,0.23,1.53,0.13,1.23,7.93,7.58,0.00,0.05,0.021,0.102,473,0.112,0.712,0.000,0.000,0.287,346832,329629,14,0.340,0.017,0.021,1154121,0.039,0.085,0.000,163.31,110538,568,0.101,0.286,0.000,634660,1.03,18.86,0.003,0.006,0.000,3,6,16,64,1370,30,0.01,0.0067,0.039,44
310000,2824,1.426,0.017,8.78,374930,355727,1956,7,17403,2197,1612412.4,183.5,0.770,0.049,0.045,0.064,0.071,551,9.70,9.49,0.19,1.96,0.25,1.60,0.06,1.28,9.20,8.91,0.01,0.17,0.021,0.094,536,0.072,0.715,0.004,0.000,0.282,367852,350344,16,0.221,0.221,0.011,728369,0.032,0.092,0.000,163.31,116746,32,0.084,0.571,0.000,762998,1.06,17.45,0.003,0.012,0.002,3,7,19,64,1436,24,0.01,0.0062,0.005,77
320000,2954,1.340,0.014,8.79,399220,381424,1814,6,15846,3352,1610730.9,289.3,0.806,0.036,0.034,0.059,0.065,484,9.37,7.77,0.13,1.25,0.46,2.04,0.05,0.95,8.73,6.94,0.02,0.32,0.035,0.128,594,0.190,0.646,0.002,0.000,0.351,393592,377947,14,0.410,0.048,0.004,268838,0.046,0.082,0.000,163.29,135709,27,0.086,0.833,0.000,752179,1.04,17.29,0.001,0.007,0.005,4,7,17,64,1158,27,0.02,0.0062,0.005,20
330000,3014,1.336,0.021,8.47,431862,412380,2214,6,17202,4587,1620783.9,343.0,0.864,0.018,0.022,0.045,0.050,468,8.69,6.88,0.13,1.09,0.24,1.63,0.06,0.90,8.27,6.44,0.01,0.18,0.021,0.102,563,0.140,0.657,0.003,0.000,0.340,427207,416375,13,0.351,0.142,0.015,347820,0.066,0.154,0.000,163.30,144629,434,0.075,0.667,0.000,1019646,1.04,17.25,0.001,0.012,0.003,4,6,16,64,1289,26,0.02,0.0065,0.003,40
340000,2714,1.436,0.021,8.71,398870,382607,2253,21,14289,4429,1629790.9,220.8,0.815,0.024,0.028,0.064,0.070,500,10.41,9.22,0.18,1.75,0.29,1.91,0.22,2.28,9.72,8.36,0.01,0.26,0.023,0.115,515,0.176,0.707,0.000,0.000,0.293,393249,379421,15,0.371,0.001,0.049,984963,0.117,0.095,0.000,163.30,134129,168,0.050,0.714,0.000,828116,1.05,16.28,0.004,0.007,0.003,4,6,21,64,1396,21,0.02,0.0062,0.001,36
350000,2695,1.433,0.023,9.23,366503,351350,1667,5,13500,3259,1602309.2,138.4,0.752,0.037,0.041,0.081,0.088,520,11.49,10.19,0.10,1.09,0.27,2.04,0.11,1.64,11.01,9.73,0.00,0.06,0.017,0.095,654,0.108,0.709,0.001,0.000,0.290,358711,342178,12,0.327,0.117,0.016,906039,0.095,0.096,0.000,163.29,121483,10,0.042,1.000,0.000,847325,1.02,15.82,0.005,0.010,0.002,4,7,26,64,1346,23,0.02,0.0054,0.050,74
360000,2825,1.397,0.033,10.30,375211,357475,1492,15,16099,3997,1603293.5,233.8,0.761,0.032,0.038,0.080,0.090,385,10.15,7.92,0.05,0.69,0.15,1.31,0.07,1.04,9.88,7.65,0.00,0.09,0.010,0.072,640,0.069,0.689,0.000,0.000,0.311,365751,349692,9,0.337,0.074,0.011,352077,0.056,0.143,0.000,163.30,150380,230,0.058,0.467,0.000,1167544,1.02,16.70,0.001,0.006,0.002,3,7,21,64,1341,32,0.02,0.0057,0.031,44
370000,2804,1.421,0.025,10.34,389737,371804,1831,3,16120,3145,1624216.2,202.7,0.776,0.030,0.036,0.075,0.082,322,9.88,7.95,0.21,1.44,0.12,1.31,0.15,1.75,9.40,7.32,0.00,0.09,0.008,0.067,645,0.076,0.712,0.000,0.000,0.287,380270,364742,8,0.377,0.097,0.029,315452,0.046,0.129,0.000,163.28,163752,10,0.064,1.000,0.000,945251,1.06,16.46,0.001,0.014,0.001,3,7,20,64,1328,24,0.03,0.0062,0.020,52
380000,2858,1.388,0.022,8.85,387059,368438,1701,5,16861,1794,1614534.6,123.6,0.771,0.023,0.030,0.084,0.092,411,9.87,8.73,0.15,1.56,0.15,1.20,0.17,1.48,9.40,8.26,0.01,0.16,0.011,0.074,530,0.084,0.700,0.001,0.000,0.298,378302,363870,6,0.425,0.019,0.032,602162,0.043,0.077,0.000,163.29,149341,529,0.069,0.400,0.000,849269,1.05,16.67,0.003,0.016,0.001,4,7,24,64,1314,33,0.03,0.0060,0.049,45
390000,2791,1.400,0.031,8.48,378512,362397,1605,17,14560,6373,1613996.1,486.7,0.761,0.020,0.027,0.093,0.100,456,9.98,8.02,0.24,1.87,0.22,1.82,0.07,0.93,9.45,7.56,0.00,0.15,0.014,0.095,518,0.127,0.694,0.004,0.000,0.302,368888,354010,7,0.397,0.016,0.012,656688,0.042,0.177,0.000,163.13,142575,539,0.076,0.529,0.000,1561093,1.09,16.73,0.003,0.009,0.001,4,7,20,64,1369,25,0.18,0.0061,0.000,74
400000,2806,1.449,0.031,9.10,382201,366343,1638,16,14189,3325,1590050.2,174.0,0.773,0.020,0.027,0.086,0.094,411,9.95,9.87,0.37,2.12,0.24,1.58,0.20,1.49,9.13,8.74,0.00,0.14,0.019,0.089,557,0.092,0.712,0.007,0.000,0.282,372889,359023,9,0.402,0.162,0.059,1135286,0.040,0.175,0.000,163.12,144310,340,0.052,0.562,0.000,1370865,1.09,16.82,0.008,0.011,0.001,3,7,19,64,1408,23,0.19,0.0062,0.000,42
410000,2613,1.468,0.031,8.82,364527,348402,1552,0,14766,1934,1596523.1,104.9,0.751,0.024,0.028,0.095,0.102,423,11.47,10.85,0.46,2.33,0.38,2.66,0.32,2.69,10.31,8.91,0.02,0.23,0.019,0.076,500,0.095,0.721,0.004,0.000,0.275,356191,342159,8,0.360,0.034,0.052,1281117,0.067,0.179,0.001,163.18,134450,0,0.054,0.000,0.000,1157553,1.08,15.44,0.006,0.005,0.008,3,8,23,64,1333,18,0.14,0.0059,0.001,39
420000,3047,1.346,0.033,8.81,375532,359322,1630,0,14146,2268,1615419.6,162.0,0.756,0.023,0.025,0.096,0.101,456,8.50,7.22,0.12,1.62,0.09,0.96,0.24,2.37,8.05,6.58,0.00,0.08,0.008,0.059,525,0.109,0.706,0.001,0.000,0.293,367573,349569,9,0.404,0.078,0.031,1395177,0.034,0.215,0.001,163.23,129549,0,0.071,0.000,0.000,1261650,1.04,17.91,0.002,0.007,0.001,3,6,15,64,1458,32,0.08,0.0066,0.000,58
430000,2802,1.367,0.028,8.68,392655,373945,1805,7,17143,1761,1592827.4,166.3,0.765,0.018,0.019,0.096,0.103,506,9.73,8.64,0.12,0.92,0.29,1.99,0.34,2.51,8.98,7.50,0.02,0.22,0.014,0.081,435,0.112,0.699,0.005,0.000,0.296,384622,366253,9,0.381,0.017,0.060,1299579,0.089,0.173,0.000,163.28,127178,119,0.094,0.571,0.000,1160307,1.04,16.44,0.005,0.003,0.006,3,7,17,64,1330,18,0.04,0.0063,0.000,35
440000,2749,1.435,0.027,8.55,394797,375641,2051,58,17100,14099,1597239.1,1237.7,0.821,0.017,0.020,0.068,0.074,542,10.47,9.88,0.53,2.65,0.34,2.50,0.24,2.12,9.35,8.49,0.01,0.18,0.017,0.091,650,0.071,0.708,0.006,0.000,0.286,388650,376468,9,0.311,0.081,0.052,1075089,0.098,0.188,0.001,163.23,122769,50,0.088,0.690,0.000,818161,1.17,15.99,0.005,0.039,0.004,3,7,22,64,1385,21,0.08,0.0062,0.003,27
450000,2752,1.418,0.025,9.35,365274,351089,1863,79,12240,27794,1583039.5,1835.6,0.782,0.024,0.027,0.079,0.088,507,10.37,9.16,0.56,3.07,0.28,2.07,0.11,0.91,9.42,7.85,0.01,0.23,0.014,0.079,680,0.105,0.697,0.005,0.000,0.298,357800,342606,9,0.292,0.037,0.046,1382404,0.119,0.191,0.001,163.24,120221,439,0.066,0.443,0.000,851861,1.17,15.94,0.001,0.045,0.004,3,6,22,64,1314,27,0.07,0.0061,0.006,36
460000,2739,1.419,0.020,8.73,377893,362345,1876,110,13575,27616,1610553.0,2257.2,0.800,0.026,0.026,0.072,0.077,514,10.51,9.60,0.21,1.99,0.26,1.72,0.16,1.91,9.87,8.54,0.01,0.18,0.014,0.076,621,0.090,0.710,0.004,0.000,0.286,372064,355113,9,0.447,0.070,0.022,644656,0.069,0.110,0.000,163.26,125989,360,0.082,0.355,0.001,729364,1.07,16.49,0.004,0.063,0.003,4,7,22,64,1389,22,0.06,0.0060,0.005,52
470000,2794,1.398,0.022,7.45,390649,372915,1788,77,15814,13417,1615241.6,700.3,0.791,0.023,0.026,0.076,0.083,566,9.92,9.14,0.15,1.72,0.22,1.60,0.12,1.41,9.43,8.70,0.00,0.09,0.012,0.082,561,0.060,0.681,0.000,0.000,0.319,384563,367522,14,0.602,0.005,0.016,636106,0.034,0.136,0.000,163.28,122718,284,0.052,0.623,0.000,771055,1.05,16.89,0.005,0.024,0.000,3,6,20,64,1319,26,0.04,0.0061,0.000,39
480000,2904,1.388,0.028,7.29,381231,362775,1860,28,16458,4876,1619145.2,315.7,0.764,0.024,0.026,0.088,0.098,638,9.31,8.28,0.07,0.74,0.10,1.09,0.24,1.61,8.90,7.88,0.00,0.00,0.007,0.056,494,0.123,0.701,0.002,0.000,0.297,372601,353864,9,0.647,0.023,0.065,970905,0.063,0.162,0.000,163.20,111458,30,0.065,0.857,0.000,694326,1.02,17.24,0.002,0.010,0.000,4,7,19,64,1426,26,0.12,0.0063,0.001,63
490000,2808,1.359,0.027,7.76,383743,364135,1815,50,17839,7318,1605375.0,383.8,0.763,0.025,0.030,0.087,0.095,648,9.85,9.57,0.18,1.59,0.12,1.05,0.09,0.99,9.46,9.26,0.01,0.16,0.006,0.048,536,0.091,0.714,0.001,0.000,0.285,374992,358968,8,0.203,0.361,0.019,816973,0.043,0.148,0.000,163.21,111528,231,0.052,0.640,0.000,705011,1.07,17.06,0.004,0.026,0.002,3,6,20,64,1388,30,0.10,0.0060,0.004,47
500000,2901,1.375,0.027,7.72,377324,360326,1719,97,15089,16635,1600743.6,835.8,0.758,0.026,0.030,0.089,0.098,564,9.51,8.00,0.28,2.41,0.07,0.74,0.25,2.16,8.90,7.46,0.00,0.11,0.006,0.059,534,0.081,0.698,0.002,0.000,0.300,368550,350692,6,0.389,0.372,0.025,542228,0.022,0.203,0.001,163.22,113348,325,0.050,0.670,0.000,718312,1.10,16.56,0.003,0.020,0.001,3,6,20,64,1388,26,0.09,0.0062,0.000,42
510000,2773,1.408,0.023,7.73,372706,357523,1677,24,13610,6088,1594762.2,267.3,0.758,0.022,0.028,0.092,0.101,621,10.78,9.68,0.19,2.00,0.14,1.37,0.27,1.95,10.18,9.11,0.00,0.11,0.008,0.069,469,0.068,0.699,0.000,0.000,0.301,363842,346461,7,0.524,0.009,0.040,743582,0.026,0.139,0.000,163.26,114412,67,0.044,0.625,0.000,1014351,1.06,16.20,0.006,0.007,0.001,3,7,24,64,1394,24,0.06,0.0057,0.001,42
520000,2821,1.342,0.025,8.11,369635,355084,1794,19,12690,7417,1595963.8,421.8,0.761,0.023,0.028,0.089,0.100,613,9.77,9.16,0.46,4.04,0.22,1.64,0.46,3.08,8.63,7.16,0.00,0.08,0.015,0.087,491,0.084,0.717,0.001,0.000,0.282,360105,344205,9,0.192,0.565,0.054,1356347,0.017,0.161,0.000,163.27,108070,357,0.057,0.474,0.000,1186902,1.12,17.54,0.007,0.035,0.002,3,6,17,64,1387,24,0.05,0.0066,0.002,49
