step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,2650,2.352,0.619,6.47,262465,213402,1,40198,9079,2499432,995527.5,2535221.8,0.070,0.730,0.091,0.110,117,26.17,21.32,3.78,6.88,4.50,8.05,0.08,1.00,17.80,11.58,0.71,1.29,0.078,0.136,1128,0.096,0.025,0.953,0.000,0.022,470267,359269,2,0.669,0.000,0.014,450716,0.180,1.935,0.045,18.12,121579,120,1.014,0.339,0.780,15031402,1.98,10.14,0.142,0.426,0.250,6.0,16.0,64.0,64.0,69339,0.265,0.00,0.0021,0.074,548,0.647,0.001,0.723,0.467,4.36,4.76,6.20,0.74,0.251,2.09,1.30,2.40,0.678,0.00958,2.90,243.9096,7248.13,100796.3,139700.7,38.627,96.9972,245.414,325.425,0.979,0.342,25.2,25.393,157.388,340,762.0,39.08,11.479,104.195,1764.7,85.801,0.135,2.00,7.9659,21109.6,0.6525,0.4023,26.17,1.000,0.000
120000,2506,2.381,0.689,6.65,263872,214312,1,40127,9576,2539087,998908.9,2590007.8,0.056,0.736,0.082,0.126,115,26.89,21.58,3.96,6.61,4.86,8.51,0.13,1.40,17.95,11.77,0.77,1.35,0.086,0.148,1038,0.100,0.034,0.942,0.000,0.024,479114,368727,2,0.640,0.004,0.017,430638,0.179,2.285,0.047,18.14,128492,121,1.020,0.337,0.758,15449129,2.01,10.05,0.149,0.440,0.259,6.0,15.0,64.0,64.0,67396,0.257,0.00,0.0022,0.082,477,0.651,0.001,0.721,0.473,4.52,4.68,6.33,0.79,0.260,2.11,1.29,2.48,0.682,0.01022,3.08,248.5663,8077.73,99956.8,139700.7,38.486,96.5627,248.704,328.124,0.967,0.338,24.7,25.623,157.038,311,741.8,45.63,11.124,104.132,2051.5,86.294,0.135,2.00,8.4239,21110.3,0.6466,0.4021,26.89,1.000,0.000
130000,2595,2.317,0.641,6.45,270011,217358,2,42748,9814,2525587,994340.1,2585296.2,0.072,0.728,0.076,0.124,118,24.96,21.17,3.65,6.86,4.35,8.17,0.16,1.59,16.80,11.33,0.68,1.27,0.078,0.145,967,0.092,0.031,0.949,0.000,0.020,479867,378925,2,0.643,0.034,0.037,430468,0.182,2.223,0.043,17.97,127711,122,1.024,0.341,0.766,15500211,1.94,10.93,0.129,0.413,0.237,6.0,15.0,64.0,64.0,64759,0.247,0.00,0.0023,0.068,553,0.650,0.001,0.714,0.463,4.28,4.49,6.07,0.71,0.239,2.03,1.30,2.36,0.680,0.00984,3.05,247.9152,7670.66,100850.2,139700.7,39.225,96.1334,249.459,325.334,0.975,0.344,25.9,25.525,157.171,269,650.7,61.32,10.956,103.602,1780.6,86.033,0.135,2.00,8.0975,21012.9,0.6774,0.4062,24.96,1.000,0.000
140000,2831,2.309,0.661,6.57,263553,214716,0,39721,8880,2488653,995736.9,2548173.0,0.067,0.723,0.081,0.129,118,24.27,20.29,3.37,6.61,3.76,7.72,0.13,1.73,17.02,11.01,0.59,1.20,0.067,0.134,1086,0.085,0.034,0.944,0.000,0.022,473532,386526,2,0.711,0.016,0.017,557085,0.189,2.368,0.047,18.00,126057,120,1.024,0.344,0.773,14980971,1.86,11.03,0.124,0.383,0.204,6.0,15.0,64.0,64.0,68721,0.262,0.00,0.0021,0.079,528,0.648,0.001,0.718,0.469,4.17,4.46,6.05,0.61,0.206,1.94,1.29,2.21,0.679,0.00890,2.86,245.9187,8214.17,99213.2,139700.7,38.932,96.6935,246.070,326.957,0.965,0.339,23.8,25.193,157.565,243,577.8,90.90,11.422,104.052,1663.2,86.066,0.134,2.00,7.6759,21730.4,0.6464,0.4020,24.27,1.000,0.000
150000,2669,2.325,0.663,6.71,268880,219074,2,40853,9113,2443223,993949.4,2587692.2,0.061,0.725,0.088,0.126,116,25.38,20.96,3.69,6.47,4.31,8.20,0.18,1.63,17.21,11.27,0.68,1.27,0.077,0.144,1023,0.091,0.033,0.941,0.000,0.026,486486,389324,1,0.667,0.333,0.037,935316,0.185,2.535,0.045,17.45,130668,123,1.059,0.337,0.761,15519899,1.97,10.61,0.146,0.402,0.233,6.0,16.0,64.0,64.0,67739,0.258,0.00,0.0022,0.084,520,0.650,0.001,0.712,0.472,4.30,4.73,6.00,0.70,0.235,2.03,1.31,2.43,0.679,0.00935,2.95,250.2402,8132.13,100122.0,139700.7,38.816,97.2051,248.742,327.547,0.969,0.342,28.5,24.954,157.037,240,491.5,69.73,10.363,104.624,1875.8,86.509,0.135,2.00,7.9149,21124.8,0.6468,0.4120,25.38,1.000,0.000
160000,2785,2.284,0.661,6.63,267800,215761,2,42341,9580,2464502,991855.1,2528083.2,0.066,0.728,0.090,0.116,117,24.28,20.72,3.31,6.70,4.01,7.92,0.23,2.07,16.73,11.27,0.63,1.25,0.072,0.141,1117,0.085,0.038,0.937,0.000,0.025,473344,377982,2,0.707,0.002,0.057,1127058,0.171,2.321,0.046,17.75,128127,120,1.026,0.350,0.751,14772044,1.85,11.12,0.132,0.377,0.214,6.0,15.0,64.0,64.0,67616,0.258,0.00,0.0021,0.085,543,0.633,0.001,0.716,0.461,4.21,4.79,5.69,0.65,0.215,1.97,1.26,2.20,0.663,0.00921,2.95,243.5424,8222.97,99619.5,139700.7,38.833,96.3455,245.629,327.010,0.960,0.339,27.8,25.658,157.274,206,451.7,56.17,10.728,104.308,1774.1,85.994,0.134,2.00,7.7248,21513.6,0.6561,0.4071,24.28,1.000,0.000
170000,2691,2.204,0.665,7.00,264278,213653,4,40531,10184,2413142,993972.9,2528757.0,0.052,0.738,0.096,0.113,117,24.13,20.17,2.99,5.96,3.96,8.05,0.17,1.38,17.02,11.07,0.61,1.24,0.071,0.142,1143,0.081,0.035,0.944,0.000,0.021,473961,369765,2,0.713,0.004,0.043,1386995,0.164,2.396,0.046,17.76,131886,121,1.048,0.348,0.765,14581103,1.76,11.38,0.119,0.385,0.210,6.0,16.0,64.0,64.0,64946,0.248,0.00,0.0022,0.085,510,0.625,0.001,0.725,0.469,4.10,4.77,5.56,0.64,0.211,1.86,1.19,2.11,0.654,0.00959,3.07,244.9960,8148.86,99580.8,139700.7,38.910,96.0533,244.275,324.903,0.982,0.339,24.5,25.799,156.644,211,443.0,55.99,10.205,104.094,1925.5,86.064,0.135,2.00,8.1662,21975.1,0.6924,0.4068,24.13,1.000,0.000
180000,2644,2.332,0.632,7.11,258454,209006,1,39994,9500,2450585,994988.0,2495516.0,0.052,0.747,0.096,0.105,116,25.20,20.68,3.21,6.20,4.17,8.10,0.30,2.07,17.52,11.36,0.65,1.27,0.075,0.143,1072,0.085,0.029,0.948,0.000,0.023,462005,362859,3,0.680,0.009,0.056,1335132,0.175,2.276,0.044,18.00,129034,120,1.018,0.346,0.756,14219011,1.82,10.96,0.134,0.373,0.220,6.0,16.0,64.0,64.0,66630,0.254,0.00,0.0021,0.082,548,0.619,0.001,0.726,0.468,4.22,4.73,5.81,0.66,0.222,1.92,1.24,2.18,0.649,0.00990,3.00,240.6363,7548.36,99666.2,139700.7,38.334,96.3305,242.083,328.437,0.966,0.342,23.7,26.188,156.733,191,427.3,75.24,10.530,104.509,1976.7,85.745,0.134,2.00,8.3784,22152.5,0.6894,0.4000,25.20,1.000,0.000
190000,2744,2.264,0.668,7.07,265525,215587,6,40391,9441,2433456,996683.9,2543265.8,0.046,0.743,0.103,0.109,116,24.99,20.88,3.41,6.76,4.23,8.13,0.25,1.99,17.10,11.33,0.65,1.26,0.077,0.146,1124,0.086,0.038,0.934,0.000,0.028,476142,370964,2,0.615,0.090,0.060,1385359,0.182,2.415,0.045,17.48,133375,122,1.045,0.346,0.764,14624451,1.87,10.97,0.131,0.402,0.222,6.0,15.0,64.0,64.0,68572,0.262,0.00,0.0021,0.079,498,0.617,0.001,0.730,0.469,4.27,4.65,5.90,0.68,0.225,1.97,1.27,2.25,0.647,0.00958,3.17,245.9981,8292.02,99524.9,139700.7,38.280,96.0789,246.314,328.424,0.962,0.339,27.2,26.293,156.552,201,419.4,57.12,9.803,104.902,1858.0,86.735,0.134,2.00,7.8760,21611.9,0.6591,0.4063,24.99,1.000,0.000
200000,2649,2.322,0.663,7.01,263333,214278,0,39926,9224,2508681,1000139.3,2569171.0,0.038,0.754,0.103,0.105,116,24.69,20.05,3.21,6.35,3.89,7.78,0.25,1.57,17.34,10.97,0.60,1.21,0.073,0.142,1064,0.084,0.033,0.941,0.000,0.026,474915,366526,2,0.712,0.004,0.052,1212685,0.179,2.434,0.045,17.91,131033,121,1.024,0.341,0.754,14785745,1.83,10.87,0.114,0.396,0.211,6.0,16.0,64.0,64.0,65406,0.250,0.00,0.0022,0.089,520,0.620,0.001,0.719,0.472,4.23,4.68,5.92,0.64,0.219,1.92,1.29,2.16,0.650,0.01011,3.31,246.2285,8284.88,99662.5,139700.7,38.092,95.6569,247.622,324.768,0.967,0.341,22.9,26.793,156.203,180,404.6,71.40,10.000,104.530,1786.5,86.438,0.134,2.00,8.1907,21697.1,0.6694,0.4019,24.69,1.000,0.000
