step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
10000,4883,1.760,0.652,6.55,342305,312847,67,14,25914,3648,1048564.3,2565703.0,0.132,0.530,0.175,0.163,89,13.37,5.36,0.13,1.49,0.09,1.17,0.04,0.66,13.11,5.14,0.00,0.03,0.005,0.055,560,0.177,0.018,0.958,0.000,0.023,688467,609106,16,0.574,0.276,0.007,1000614,0.217,2.103,0.044,14.90,205991,30,703.318,0.786,0.875,25430047,1.04,12.84,0.000,0.001,0.000,8.0,12.0,19.0,64.0,65287,0.249,0.00,0.0016,0.045,517,0.858,0.000,0.868,0.513,4.12,6.16,4.70,0.00,0.001,1.03,1.06,1.04,0.858,0.00119,2.74,388.2813,8730.94,56805.3,139700.7,45.528,115.4498,308.262,354.695,0.872,0.186,5.2,5.803,158.092,258,571.4,45.74,27.122,100.674,940.5,88.521,0.134,2.00,12.7596,62305.3,1.2027,0.2412,13.37,1.000,0.000
20000,4568,1.783,0.612,6.08,308268,278733,291,24,29535,1513,802792.8,2371170.0,0.096,0.621,0.079,0.205,113,12.75,4.16,0.09,1.08,0.02,0.51,0.02,0.78,12.61,3.98,0.00,0.03,0.002,0.036,302,0.483,0.011,0.975,0.000,0.014,655018,603012,6,0.865,0.003,0.002,201293,0.232,2.168,0.041,10.92,166095,149,1567.198,0.417,0.902,35609085,1.03,14.63,0.001,0.001,0.000,9.0,12.0,16.0,64.0,58222,0.222,0.00,0.0014,0.030,365,0.883,0.000,0.833,0.540,5.36,6.96,6.16,0.00,0.000,1.03,1.03,1.04,0.883,0.00099,2.97,349.2294,8134.99,41219.2,139700.7,63.488,91.2800,280.546,192.145,0.743,0.131,3.7,4.545,155.424,251,617.9,45.93,5.691,86.461,837.6,77.781,0.135,2.00,17.3269,79149.5,1.5847,0.4245,12.75,1.000,0.000
30000,4672,1.773,0.633,6.37,316292,273336,99,21167,21586,882055,862202.8,2632357.2,0.076,0.662,0.084,0.178,110,14.02,8.64,0.37,2.09,0.77,5.36,0.02,0.34,12.86,6.30,0.10,0.80,0.016,0.103,842,0.093,0.021,0.953,0.000,0.026,637774,554271,2,0.506,0.484,0.004,150557,0.221,2.182,0.044,12.18,155270,191,2.984,0.270,0.846,31679136,1.12,13.14,0.009,0.142,0.019,6.0,12.0,22.0,64.0,65486,0.250,0.00,0.0014,0.042,662,0.832,0.001,0.790,0.517,3.89,4.15,6.22,0.11,0.019,1.11,1.08,1.17,0.841,0.00194,3.15,320.2677,8650.60,75973.0,139700.7,51.689,103.4369,270.419,282.797,0.917,0.263,9.0,9.042,156.094,120,240.3,58.02,6.384,96.828,1188.7,81.888,0.135,2.00,9.3665,43760.4,0.9830,0.6782,14.02,1.000,0.000
40000,4588,1.805,0.698,6.21,369377,318222,5,31051,20183,1064147,899571.4,2841173.2,0.082,0.630,0.112,0.176,108,15.32,11.82,1.09,4.59,1.66,7.81,0.02,0.47,12.55,6.97,0.22,1.11,0.029,0.133,937,0.146,0.021,0.954,0.000,0.025,683917,562192,5,0.540,0.403,0.004,173106,0.234,2.133,0.050,11.09,168665,158,2.670,0.295,0.836,29525722,1.30,13.01,0.032,0.231,0.039,6.0,13.0,22.0,64.0,70286,0.268,0.00,0.0016,0.051,786,0.811,0.001,0.803,0.471,3.79,3.86,6.18,0.23,0.041,1.34,1.11,1.40,0.821,0.00233,3.40,338.7535,9285.85,85382.4,139700.7,46.508,104.1717,295.323,277.835,0.958,0.293,14.2,10.702,157.574,119,238.5,44.33,5.233,102.838,1618.8,88.164,0.134,2.00,7.2316,33178.7,0.8257,0.6265,15.32,1.000,0.000
50000,3541,2.002,0.724,5.80,386622,320700,0,50037,16932,1646903,920623.6,2922992.2,0.094,0.614,0.118,0.173,107,19.00,17.17,2.26,5.37,4.16,10.28,0.02,0.48,12.56,7.51,0.64,1.60,0.079,0.185,1246,0.045,0.033,0.946,0.000,0.020,675119,549171,1,0.632,0.368,0.005,239699,0.217,2.215,0.052,11.35,164814,138,1.775,0.314,0.792,25395074,1.54,12.60,0.058,0.358,0.151,5.0,13.0,54.0,64.0,67282,0.257,0.00,0.0021,0.064,611,0.764,0.001,0.790,0.442,3.91,4.14,5.65,0.65,0.152,1.67,1.18,1.71,0.780,0.00392,3.23,320.3886,8958.53,94458.9,139700.7,43.033,104.5892,294.210,290.293,0.949,0.325,15.7,13.891,158.191,222,442.0,47.68,5.460,106.227,2106.5,89.295,0.135,2.00,7.0420,24935.8,0.7433,0.5442,19.00,1.000,0.000
60000,3335,2.022,0.657,6.06,328527,267590,0,49176,11967,2071734,937222.8,2678752.2,0.117,0.630,0.116,0.138,109,20.15,18.81,3.16,6.99,3.56,8.16,0.04,0.66,13.39,8.33,0.58,1.33,0.063,0.139,1191,0.050,0.034,0.940,0.000,0.025,556297,448993,2,0.735,0.254,0.008,237576,0.212,2.157,0.047,13.76,141761,133,1.293,0.326,0.773,19392498,1.76,12.60,0.082,0.366,0.169,5.0,12.0,62.0,64.0,67212,0.256,0.00,0.0021,0.066,506,0.714,0.002,0.764,0.433,3.84,4.18,5.58,0.60,0.171,1.96,1.27,1.95,0.737,0.00513,3.00,271.3305,8026.18,96809.0,139700.7,41.380,102.5784,264.927,285.316,0.961,0.333,20.3,17.112,157.499,224,516.0,41.02,7.397,105.692,1853.8,86.407,0.135,2.00,7.2010,24015.4,0.7426,0.4851,20.15,1.000,0.000
70000,2580,2.292,0.651,6.53,285718,232144,4,44497,9828,2195621,973866.1,2562815.5,0.121,0.663,0.100,0.116,116,25.64,21.49,3.84,7.01,4.39,8.00,0.13,1.79,17.29,11.77,0.70,1.25,0.078,0.140,1035,0.103,0.031,0.947,0.000,0.022,502326,401176,2,0.572,0.082,0.011,225384,0.194,2.190,0.046,16.07,134659,128,1.167,0.332,0.741,16224132,2.01,10.61,0.143,0.410,0.251,6.0,16.0,64.0,64.0,66162,0.252,0.00,0.0022,0.079,506,0.674,0.001,0.760,0.456,4.32,4.70,6.03,0.72,0.252,2.08,1.36,2.45,0.701,0.00833,2.87,253.8943,7592.62,100931.9,139700.7,39.548,100.3382,250.530,312.115,0.979,0.343,23.9,21.492,157.471,316,814.5,49.98,9.412,105.348,1864.3,86.316,0.134,2.00,8.0812,20849.6,0.6626,0.4486,25.64,1.000,0.000
80000,2585,2.274,0.664,6.32,254185,205988,2,40347,7843,2510122,993395.7,2470283.0,0.101,0.707,0.092,0.100,119,24.97,21.40,3.75,6.43,4.50,8.27,0.09,1.16,16.62,11.25,0.73,1.32,0.079,0.142,1033,0.091,0.028,0.952,0.000,0.020,453584,367105,1,0.648,0.352,0.014,248208,0.192,2.292,0.045,18.68,124687,118,0.984,0.352,0.769,13959999,1.94,11.05,0.130,0.421,0.251,5.0,15.0,64.0,64.0,64539,0.246,0.00,0.0023,0.074,459,0.645,0.001,0.740,0.465,4.25,4.62,5.88,0.75,0.252,2.07,1.24,2.36,0.678,0.00979,2.69,237.4885,7805.95,100417.0,139700.7,38.505,97.2740,240.820,332.906,0.977,0.341,25.2,25.316,157.778,315,766.7,53.29,12.484,103.962,1911.2,84.882,0.135,2.00,8.2054,21211.0,0.6959,0.3948,24.97,1.000,0.000
90000,2593,2.374,0.652,6.13,253812,204930,0,40810,8064,2549697,997263.5,2499048.0,0.088,0.717,0.097,0.098,118,26.34,21.35,3.72,6.96,4.56,8.24,0.10,1.32,17.96,11.67,0.71,1.28,0.079,0.140,1113,0.090,0.036,0.939,0.000,0.024,460759,367657,1,0.570,0.430,0.019,303196,0.184,2.199,0.047,19.15,121856,119,0.980,0.346,0.771,14289632,1.95,10.11,0.157,0.428,0.245,6.0,17.0,64.0,64.0,68298,0.261,0.00,0.0021,0.085,586,0.647,0.001,0.750,0.473,4.43,4.86,6.12,0.73,0.246,2.07,1.30,2.33,0.680,0.00989,2.79,239.1272,7717.74,101567.6,139700.7,38.827,96.6997,241.802,328.167,0.975,0.342,27.6,25.638,157.407,275,659.6,42.06,12.637,103.077,1922.6,84.693,0.134,2.00,7.6761,19904.2,0.6351,0.3951,26.34,1.000,0.000
100000,2865,2.206,0.636,6.16,251649,204489,1,38522,8365,2486403,994196.8,2461129.2,0.070,0.737,0.093,0.100,116,23.14,20.34,3.08,6.21,3.67,7.62,0.09,1.14,16.29,11.05,0.58,1.19,0.065,0.132,1137,0.079,0.032,0.948,0.000,0.020,453512,347605,2,0.686,0.040,0.019,550398,0.168,2.066,0.045,18.71,119065,120,0.990,0.345,0.745,14526123,1.78,11.30,0.120,0.378,0.199,6.0,14.0,64.0,64.0,66282,0.253,0.00,0.0021,0.082,542,0.647,0.001,0.730,0.470,4.13,4.57,5.82,0.59,0.199,1.87,1.26,2.08,0.679,0.00885,2.81,237.3736,7609.63,100050.8,139700.7,37.946,97.5679,240.120,329.506,0.965,0.339,22.7,25.364,157.376,246,544.5,39.93,12.254,104.376,1869.1,84.961,0.135,2.00,7.5268,21564.4,0.6662,0.3961,23.14,1.000,0.000
