step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,4809,1.676,0.599,5.18,338520,318359,91,0,20229,3,767614.6,2421499.8,0.106,0.597,0.080,0.217,107,12.31,4.53,0.03,0.52,0.00,0.01,0.19,1.68,12.09,4.24,0.00,0.00,0.000,0.002,357,0.209,0.017,0.961,0.000,0.021,648457,584222,1,0.996,0.004,0.040,1553855,0.224,2.280,0.038,10.48,130310,0,807166.583,0.000,0.890,29084243,1.01,13.18,0.000,0.000,0.000,8.0,12.0,16.0,63.0,59204,0.226,0.00,0.0013,0.032,525,0.873,0.000,0.946,0.489,3.91,6.45,3.90,0.00,0.000,1.01,1.01,1.01,0.873,0.00101,3.82,346.1079,8158.12,60628.9,140227.0,66.971,87.9251,283.697,190.916,0.751,0.207,4.4,4.869,151.235,163,330.1,50.95,4.546,82.567,889.4,74.554,0.135,2.00,12.5886,60538.7,1.2705,0.1873,12.31,1.000,0.000
120000,4674,1.660,0.594,5.25,313095,293517,222,0,19491,24,751393.3,2250986.2,0.116,0.574,0.081,0.230,108,11.38,4.81,0.06,1.00,0.00,0.01,0.18,1.72,11.15,4.46,0.00,0.00,0.000,0.007,315,0.185,0.014,0.967,0.000,0.019,605304,559829,1,1.000,0.000,0.033,1652162,0.221,2.198,0.037,10.46,121514,0,93791.094,0.000,0.888,29805024,1.02,14.21,0.001,0.000,0.000,6.0,12.0,16.0,64.0,53196,0.203,0.00,0.0014,0.025,428,0.885,0.000,0.942,0.494,4.03,6.73,4.25,0.00,0.000,1.02,1.02,1.02,0.885,0.00087,4.28,325.1377,8066.40,57478.2,140227.0,68.110,87.0623,268.043,168.711,0.666,0.195,3.5,4.073,148.444,180,362.8,48.67,4.389,80.991,785.7,72.633,0.135,2.00,13.7350,64197.2,1.5643,0.5176,11.38,1.000,0.000
130000,4348,1.640,0.558,5.33,268284,250417,398,0,17795,0,708117.8,2039783.5,0.120,0.613,0.069,0.198,108,10.43,4.24,0.03,0.55,0.00,0.00,0.12,1.09,10.28,4.00,0.00,0.00,0.000,0.000,238,0.198,0.011,0.978,0.000,0.011,529271,502218,1,0.895,0.105,0.031,1454913,0.211,2.197,0.034,10.16,108385,0,2039783.500,0.000,0.902,35794492,1.01,15.77,0.000,0.000,0.000,6.0,10.0,14.0,64.0,45361,0.173,0.00,0.0016,0.017,258,0.916,0.000,0.932,0.504,4.86,7.00,6.10,0.00,0.000,1.01,1.01,1.01,0.916,0.00069,4.26,294.0961,7164.67,49490.2,140227.0,73.575,82.2138,245.693,151.101,0.549,0.169,2.6,2.992,144.048,283,634.7,61.89,4.473,75.842,752.4,67.864,0.136,2.00,16.9158,73550.0,1.9955,0.0000,10.43,1.000,0.000
140000,3701,1.696,0.560,5.30,194264,177421,754,0,16736,2,636180.9,1809044.5,0.146,0.673,0.053,0.129,113,10.65,3.60,0.02,0.44,0.00,0.00,0.10,1.52,10.53,3.15,0.00,0.00,0.000,0.000,141,0.561,0.004,0.986,0.000,0.010,473104,466648,2,0.962,0.011,0.019,1026891,0.184,2.266,0.035,8.66,87371,0,904522.250,0.000,0.914,40923312,1.01,15.87,0.001,0.000,0.000,8.0,10.0,14.0,64.0,39406,0.150,0.00,0.0016,0.013,119,0.947,0.000,0.875,0.597,5.79,7.60,7.71,0.00,0.000,1.01,1.01,1.01,0.947,0.00049,3.35,261.3812,6914.15,42268.1,140227.0,84.074,73.8843,212.239,123.954,0.459,0.146,1.6,1.807,138.460,322,795.7,58.52,4.154,67.751,799.8,60.222,0.135,2.00,22.0791,81714.8,2.3553,0.0000,10.65,1.000,0.000
150000,3456,1.695,0.553,5.24,159146,140420,989,0,17982,0,593153.0,1715047.5,0.154,0.707,0.049,0.090,115,10.73,3.62,0.03,0.79,0.01,0.34,0.07,0.87,10.63,3.39,0.00,0.00,0.001,0.021,125,0.622,0.002,0.984,0.000,0.014,467927,465269,2,0.951,0.000,0.010,406861,0.223,2.130,0.034,7.45,79242,0,1715047.500,0.000,0.910,40473870,1.01,15.88,0.001,0.000,0.000,10.0,10.0,14.0,64.0,37066,0.141,0.00,0.0016,0.010,91,0.956,0.000,0.819,0.665,5.93,7.80,7.62,0.00,0.000,1.01,1.02,1.01,0.956,0.00039,2.31,244.7258,6633.14,43294.9,140227.0,90.648,69.6467,190.373,115.582,0.447,0.147,1.2,1.339,138.911,382,911.2,50.89,3.883,63.438,818.2,55.934,0.135,2.00,23.5163,81272.4,2.4126,0.0000,10.73,1.000,0.000
160000,3421,1.736,0.513,5.19,154508,134641,1023,0,18879,12,584108.6,1707095.8,0.148,0.726,0.046,0.080,117,10.67,3.10,0.02,0.50,0.01,0.11,0.03,0.64,10.62,3.04,0.00,0.00,0.001,0.012,103,0.579,0.004,0.988,0.000,0.008,472186,469488,2,0.950,0.000,0.005,224942,0.287,1.973,0.032,7.31,78007,0,142257.979,0.000,0.925,40552526,1.01,15.90,0.000,0.000,0.000,10.0,10.0,14.0,60.0,36510,0.139,0.00,0.0016,0.008,77,0.955,0.000,0.800,0.677,5.94,7.77,7.71,0.00,0.000,1.01,1.00,1.01,0.955,0.00038,1.96,242.3401,5849.28,43906.1,140227.0,92.209,68.4409,186.394,117.804,0.433,0.148,1.0,1.296,141.632,393,1100.6,38.45,3.942,62.368,712.3,55.034,0.134,2.00,23.7479,81241.4,2.4304,0.0921,10.67,1.000,0.000
170000,3450,1.756,0.488,5.25,157175,137334,1008,0,18804,3,589555.2,1709071.4,0.142,0.732,0.052,0.075,118,11.08,3.04,0.00,0.04,0.01,0.09,0.06,1.13,11.01,2.88,0.00,0.00,0.001,0.009,116,0.487,0.004,0.987,0.000,0.009,469514,466551,2,0.995,0.000,0.007,233763,0.255,1.895,0.031,7.61,78308,0,569690.458,0.000,0.923,40651762,1.00,15.72,0.000,0.000,0.000,10.0,10.0,14.0,64.0,38229,0.146,0.00,0.0016,0.011,103,0.953,0.000,0.783,0.670,6.04,7.65,7.72,0.00,0.000,1.00,1.00,1.00,0.953,0.00042,2.12,242.9057,5928.02,44756.5,140227.0,91.491,68.8752,187.621,122.901,0.444,0.149,1.5,1.442,141.278,286,733.0,45.14,4.097,62.621,684.2,55.201,0.135,2.00,23.3750,80643.6,2.3479,0.6266,11.08,1.000,0.000
180000,3390,1.763,0.532,5.29,156599,136453,969,0,19237,0,591179.4,1716890.0,0.134,0.738,0.054,0.074,117,11.11,3.75,0.02,0.80,0.00,0.00,0.11,1.38,10.98,3.54,0.00,0.00,0.000,0.000,129,0.481,0.003,0.984,0.000,0.013,474895,471761,2,0.939,0.021,0.023,436881,0.175,2.110,0.033,7.78,82957,0,1716890.000,0.000,0.927,40432157,1.00,15.65,0.001,0.000,0.000,10.0,10.0,14.0,64.0,37662,0.144,0.00,0.0016,0.011,92,0.953,0.000,0.773,0.675,5.99,7.67,7.73,0.00,0.000,1.00,1.01,1.00,0.953,0.00047,2.34,243.6391,6224.68,45062.8,140227.0,91.049,68.9064,186.877,125.898,0.448,0.150,1.7,1.579,136.702,362,1041.0,38.10,4.083,62.676,781.9,55.240,0.134,2.00,23.5132,79709.9,2.3558,0.0000,11.11,1.000,0.000
190000,3360,1.742,0.452,5.28,154382,133799,1009,0,19604,0,591116.1,1695192.9,0.143,0.736,0.052,0.069,118,11.13,3.29,0.02,0.44,0.02,0.44,0.04,0.61,11.05,3.24,0.00,0.00,0.001,0.021,131,0.444,0.002,0.990,0.000,0.007,473988,470944,3,0.932,0.000,0.008,367287,0.192,1.668,0.030,7.93,83436,0,1695192.875,0.000,0.920,39792436,1.01,15.66,0.000,0.000,0.000,10.0,10.0,14.0,64.0,37398,0.143,0.00,0.0016,0.013,92,0.952,0.000,0.776,0.679,6.03,7.70,7.79,0.00,0.000,1.01,1.01,1.01,0.952,0.00049,2.44,240.7432,5250.72,43064.8,140227.0,91.070,68.4676,184.327,126.443,0.428,0.141,1.6,1.661,135.631,335,879.5,36.80,4.129,62.395,585.0,55.007,0.135,2.00,24.7461,83146.9,2.4646,0.0000,11.13,1.000,0.000
200000,3325,1.779,0.531,5.32,155447,134444,1095,0,19943,0,594168.6,1694094.1,0.145,0.739,0.048,0.068,117,11.30,3.85,0.01,0.18,0.00,0.00,0.07,1.19,11.22,3.63,0.00,0.00,0.000,0.000,125,0.411,0.005,0.984,0.000,0.010,476091,473292,2,0.922,0.000,0.006,241012,0.249,2.026,0.037,8.42,85368,0,1694094.125,0.000,0.913,39559491,1.00,15.49,0.001,0.000,0.000,10.0,10.0,14.0,64.0,37565,0.143,0.00,0.0016,0.016,100,0.951,0.000,0.784,0.679,5.98,7.64,7.73,0.00,0.000,1.00,1.00,1.00,0.951,0.00053,2.61,241.3780,6591.65,45156.6,140227.0,90.611,69.0819,184.001,128.470,0.494,0.150,2.3,1.749,136.588,308,783.5,37.85,4.427,62.203,792.9,54.735,0.135,2.00,23.9712,79704.3,2.4014,0.0000,11.30,1.000,0.000
210000,3365,1.785,0.505,5.33,156199,135426,1091,0,19642,4,598592.6,1693636.4,0.143,0.739,0.053,0.064,118,11.54,4.10,0.01,0.31,0.00,0.03,0.03,0.47,11.50,4.10,0.00,0.00,0.000,0.017,118,0.366,0.003,0.986,0.000,0.011,473571,471040,2,0.932,0.000,0.006,214598,0.259,1.928,0.033,9.40,85602,0,423409.094,0.000,0.904,39134850,1.00,15.47,0.000,0.000,0.000,8.0,12.0,14.0,64.0,38834,0.148,0.00,0.0015,0.008,91,0.946,0.000,0.767,0.676,6.11,7.72,7.77,0.00,0.000,1.01,1.01,1.00,0.946,0.00061,2.92,240.9299,6086.48,46122.1,140227.0,89.587,69.3877,183.979,131.451,0.507,0.153,2.3,2.042,137.418,337,847.8,40.92,5.020,61.936,763.6,54.279,0.136,2.00,23.4885,79038.7,2.3100,0.0846,11.54,1.000,0.000
220000,3375,1.796,0.500,5.41,160497,139245,1041,0,20201,0,605429.2,1717643.2,0.150,0.727,0.057,0.066,118,11.65,3.78,0.01,0.49,0.00,0.00,0.03,0.52,11.61,3.66,0.00,0.00,0.000,0.000,134,0.315,0.004,0.988,0.000,0.007,477806,475055,1,0.904,0.096,0.004,236458,0.247,1.957,0.033,9.69,91857,0,1717643.250,0.000,0.921,38439265,1.00,15.35,0.001,0.000,0.000,10.0,12.0,14.0,64.0,39330,0.150,0.00,0.0015,0.011,82,0.937,0.000,0.776,0.671,6.10,7.66,7.67,0.00,0.000,1.00,1.00,1.01,0.937,0.00065,3.02,244.0696,6111.79,45349.5,140227.0,88.865,69.6676,186.756,128.942,0.488,0.151,2.2,2.208,138.528,299,778.3,42.08,5.113,62.261,786.3,54.760,0.135,2.00,23.6539,79832.0,2.3087,0.0000,11.65,1.000,0.000
230000,3400,1.836,0.541,5.47,161968,139529,1038,0,21376,2,605421.6,1722105.2,0.149,0.731,0.050,0.069,117,11.68,3.77,0.02,0.57,0.00,0.07,0.03,0.49,11.63,3.73,0.00,0.00,0.000,0.003,162,0.342,0.006,0.987,0.000,0.007,479264,475805,2,0.902,0.000,0.006,215055,0.240,2.128,0.037,9.63,95724,0,861052.625,0.000,0.917,38396716,1.01,15.40,0.001,0.000,0.000,8.0,12.0,14.0,64.0,39707,0.151,0.00,0.0015,0.010,136,0.935,0.000,0.769,0.669,6.07,7.61,7.68,0.00,0.000,1.02,1.02,1.00,0.935,0.00066,3.00,244.8518,6875.58,46444.5,140227.0,88.890,69.8096,186.993,133.435,0.527,0.156,2.0,2.254,139.200,288,775.9,43.04,5.022,62.323,718.1,54.811,0.134,2.00,22.9083,77888.1,2.2126,3.2808,11.68,1.000,0.000
240000,3406,1.755,0.438,5.52,162391,139612,1024,0,21749,9,605391.3,1722127.5,0.154,0.733,0.047,0.067,117,11.63,4.19,0.01,0.31,0.00,0.00,0.05,0.96,11.57,4.01,0.00,0.00,0.000,0.000,162,0.338,0.008,0.986,0.000,0.006,478545,474926,2,0.899,0.000,0.004,232970,0.204,1.767,0.029,9.45,94666,0,191347.500,0.000,0.907,38086978,1.00,15.60,0.000,0.000,0.000,8.0,12.0,14.0,64.0,39613,0.151,0.00,0.0015,0.011,132,0.934,0.000,0.757,0.668,6.03,7.59,7.61,0.00,0.000,1.00,1.00,1.00,0.934,0.00066,2.96,244.5487,5290.35,45405.9,140227.0,88.898,69.6424,187.148,129.953,0.460,0.150,2.2,2.239,138.158,267,714.7,42.52,4.847,62.538,662.5,54.954,0.135,2.00,23.7436,80870.7,2.3096,0.0171,11.63,1.000,0.000
250000,3343,1.794,0.486,5.43,160090,136905,1054,0,22194,0,599911.0,1717560.2,0.158,0.738,0.044,0.060,117,11.90,4.29,0.00,0.17,0.01,0.69,0.02,0.45,11.86,4.20,0.00,0.00,0.000,0.011,141,0.409,0.006,0.986,0.000,0.008,480576,476689,2,0.454,0.436,0.003,165676,0.232,1.875,0.032,9.06,96680,0,1717560.250,0.000,0.917,38240860,1.00,15.34,0.003,0.000,0.000,8.0,12.0,14.0,64.0,39778,0.152,0.00,0.0015,0.016,100,0.937,0.000,0.763,0.673,6.03,7.56,7.66,0.00,0.000,1.00,1.00,1.00,0.937,0.00063,2.81,243.6559,6078.13,45570.1,140227.0,89.760,69.1665,185.052,129.793,0.475,0.150,2.6,2.122,137.152,254,649.0,35.12,4.705,62.207,728.9,54.670,0.135,2.00,23.9019,79903.9,2.2812,0.0000,11.90,1.000,0.000
260000,3374,1.801,0.499,5.33,163075,139771,1022,0,22251,48,607395.7,1748482.4,0.136,0.773,0.042,0.048,119,11.73,3.61,0.01,0.25,0.01,0.25,0.04,0.76,11.67,3.54,0.00,0.00,0.000,0.007,146,0.469,0.006,0.988,0.000,0.006,487778,483170,1,0.523,0.477,0.008,203692,0.203,1.958,0.033,9.40,100545,0,36426.716,0.000,0.921,40119989,1.00,15.56,0.000,0.000,0.000,8.0,12.0,14.0,64.0,39575,0.151,0.00,0.0015,0.012,123,0.938,0.000,0.732,0.672,6.14,7.62,7.68,0.00,0.000,1.00,1.00,1.00,0.938,0.00070,3.36,247.5109,6088.11,45338.3,140227.0,88.271,69.8249,188.038,133.456,0.495,0.150,2.2,2.357,133.730,292,782.4,45.91,4.619,62.809,763.0,55.220,0.135,2.00,23.6637,79841.2,2.2570,0.0076,11.73,1.000,0.000
270000,3406,1.806,0.543,5.23,167684,143467,995,0,23190,3,603959.9,1765214.8,0.123,0.792,0.045,0.040,118,11.74,3.23,0.01,0.22,0.06,0.72,0.04,0.74,11.64,3.16,0.00,0.00,0.003,0.032,140,0.534,0.007,0.984,0.000,0.009,490657,486537,1,0.580,0.420,0.004,174875,0.208,2.152,0.035,8.98,100773,0,588404.917,0.000,0.921,41622961,1.00,15.40,0.000,0.000,0.000,10.0,12.0,14.0,51.0,39997,0.153,0.00,0.0015,0.011,147,0.943,0.000,0.719,0.664,6.23,7.55,7.78,0.00,0.000,1.00,1.00,1.01,0.943,0.00059,2.92,249.6953,6670.79,45208.8,140227.0,88.831,70.0690,190.035,132.297,0.446,0.150,1.7,2.010,136.763,296,776.5,42.25,4.549,63.110,802.5,55.440,0.135,2.00,23.2436,79167.8,2.2005,0.0525,11.74,1.000,0.000
280000,3313,1.823,0.518,5.17,158717,133699,974,0,24137,8,593162.7,1759180.0,0.114,0.820,0.032,0.034,118,11.92,3.22,0.01,0.29,0.08,0.70,0.04,0.68,11.79,3.15,0.00,0.00,0.006,0.048,142,0.597,0.005,0.985,0.000,0.010,492404,489690,1,0.727,0.273,0.007,137075,0.197,2.000,0.033,7.84,100170,0,219897.500,0.000,0.917,42292834,1.00,15.24,0.000,0.000,0.000,10.0,12.0,14.0,64.0,39480,0.151,0.00,0.0015,0.011,107,0.958,0.000,0.699,0.682,6.27,7.60,7.80,0.00,0.000,1.01,1.01,1.00,0.958,0.00047,2.75,247.4663,6386.86,44312.8,140227.0,90.454,68.9821,186.093,131.669,0.427,0.148,1.5,1.560,129.964,255,615.0,37.14,3.959,62.788,801.0,55.120,0.135,2.00,24.3279,80598.2,2.2485,0.0259,11.92,1.000,0.000
