step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,4607,13.7,0.0,0.1,0.1,13.4,0.0,1.02,15.1,579,164,4.20,12.17,2586,1460,561,0.0,1.01,1.02,1.02,3.29,4.44,4.06,24.1,1.000
5000,4,58,11.4,0.0,0.0,0.2,11.3,0.0,1.00,15.6,15,192,4.39,12.49,0,21,37,0.0,1.00,1.00,1.00,3.33,2.64,5.59,39.8,1.000
5000,2,30,13.5,0.0,0.2,0.2,13.1,0.0,1.00,15.1,12,235,7.48,17.55,7,23,0,0.0,1.00,1.00,1.00,3.60,5.50,2.93,26.0,1.000
5000,3,22,9.1,0.0,0.2,0.0,8.9,0.0,1.00,16.2,5,221,7.94,11.97,22,0,0,0.0,1.00,1.00,1.00,3.64,4.05,6.59,14.8,1.000
5000,8,22,24.0,0.0,0.0,0.0,24.0,0.0,1.00,7.5,9,94,3.04,8.59,0,3,19,0.0,1.00,1.00,1.00,4.73,8.00,4.23,40.7,1.000
5000,11,15,19.5,0.0,0.0,0.0,19.5,0.0,1.00,9.5,3,300,14.95,31.35,15,0,0,0.0,1.00,1.00,1.00,4.13,8.00,3.27,18.6,1.000
5000,6,14,11.3,0.0,0.0,0.0,11.3,0.0,1.00,14.1,8,304,8.83,22.78,14,0,0,0.0,1.00,1.00,1.00,3.36,6.00,3.07,12.7,1.000
5000,13,12,16.0,0.0,0.0,0.0,16.0,0.0,1.00,12.0,1,348,14.12,32.42,12,0,0,0.0,1.00,1.00,1.00,3.92,8.00,2.00,10.1,1.000
5000,7,7,10.6,0.0,0.0,0.0,10.6,0.0,1.00,12.3,2,217,4.64,12.38,0,0,7,0.0,1.00,1.00,1.00,3.14,8.00,1.86,41.2,1.000
6000,1,4791,13.5,0.0,0.0,0.1,13.2,0.0,1.01,15.3,582,184,4.66,13.46,2873,1430,488,0.0,1.01,1.01,1.01,3.26,4.41,3.98,23.1,1.000
6000,58,57,9.5,0.0,0.5,0.1,8.8,0.0,1.00,17.5,22,194,3.78,13.00,55,2,0,0.0,1.00,1.00,1.00,2.61,4.95,2.37,15.6,1.000
6000,4,30,13.3,0.0,0.0,0.0,13.3,0.0,1.00,14.1,10,287,7.76,19.48,0,15,15,0.0,1.00,1.00,1.00,3.53,3.43,5.50,40.1,1.000
6000,2,23,11.1,0.0,0.0,0.3,10.8,0.0,1.00,16.9,3,238,6.33,15.94,21,2,0,0.0,1.00,1.00,1.00,3.00,5.57,2.00,14.5,1.000
6000,60,15,12.4,0.0,0.0,1.4,11.0,0.0,1.00,12.3,6,164,4.50,10.27,0,15,0,0.0,1.00,1.00,1.00,3.47,3.00,7.27,35.8,1.000
6000,3,15,9.7,0.0,0.0,0.0,9.7,0.0,1.00,15.3,3,356,9.11,20.82,15,0,0,0.0,1.00,1.00,1.00,3.93,4.20,7.33,19.1,1.000
6000,8,14,17.9,1.1,0.0,1.6,15.2,0.0,1.20,10.6,6,162,3.67,12.47,0,5,9,0.0,1.64,1.00,1.14,4.07,7.21,3.50,39.8,1.000
6000,6,12,16.3,0.0,0.0,0.4,15.9,0.0,1.00,9.8,7,567,22.36,50.63,12,0,0,0.0,1.00,1.00,1.00,4.42,8.00,3.58,14.1,1.000
6000,13,7,11.1,0.0,0.0,0.0,11.1,0.0,1.00,14.9,3,438,15.09,35.05,7,0,0,0.0,1.00,1.00,1.00,3.57,6.86,1.71,9.1,1.000
7000,1,4681,13.3,0.1,0.0,0.1,13.1,0.0,1.02,15.6,504,182,4.65,13.37,2947,1303,431,0.0,1.02,1.02,1.02,3.24,4.45,3.78,22.4,1.000
7000,4,23,14.0,0.0,0.3,0.2,13.5,0.0,1.00,13.1,10,146,2.81,10.25,0,23,0,0.0,1.00,1.00,1.00,4.17,2.09,7.35,36.3,1.000
