step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,2,1249,14.9,0.0,4.6,0.0,2.9,0.0,1.00,18.1,550,62,1.53,5.78,604,497,148,0.0,1.00,1.00,1.00,2.89,6.84,2.38,26.4,1.996
5000,1,361,18.5,0.7,0.1,0.2,15.3,0.0,1.17,12.9,221,104,5.95,6.44,10,182,169,0.0,1.13,1.29,1.20,3.64,4.77,5.23,39.5,1.092
6000,2,1022,13.1,0.1,3.7,0.1,2.6,0.0,1.04,19.3,477,72,1.50,7.32,451,444,127,0.0,1.07,1.03,1.04,2.61,6.38,2.03,25.7,2.000
6000,1,427,19.0,0.8,0.4,0.1,15.6,0.0,1.21,13.1,289,126,8.00,8.11,66,181,180,0.0,1.12,1.28,1.24,3.77,4.92,5.12,37.6,1.069
6000,65,6,27.0,9.0,0.0,0.0,6.3,0.0,4.68,13.3,6,499,33.48,28.16,0,6,0,0.0,3.45,5.16,5.21,3.17,4.50,4.83,30.7,1.111
7000,2,1273,12.4,0.1,2.5,0.0,3.5,0.0,1.05,19.3,557,68,1.28,5.72,685,452,136,0.0,1.05,1.06,1.04,2.56,6.31,1.89,24.5,2.000
7000,1,515,17.8,0.9,0.5,0.1,14.5,0.0,1.26,13.9,394,132,8.10,8.87,121,179,215,0.1,1.14,1.33,1.31,3.58,4.54,5.33,36.8,1.065
7000,84,97,15.6,0.0,0.0,0.2,11.6,0.0,1.00,15.8,85,143,8.87,7.09,92,3,2,0.0,1.00,1.00,1.00,3.23,6.55,2.60,11.3,1.349
7000,99,22,16.9,0.0,0.0,1.3,12.3,0.0,1.00,12.8,18,81,6.67,5.14,1,21,0,0.0,1.00,1.00,1.00,3.14,3.23,6.45,30.3,1.307
8000,1,1214,15.6,0.5,0.2,0.0,13.3,0.0,1.17,15.0,917,123,5.70,8.05,415,425,374,0.0,1.11,1.22,1.19,3.35,4.10,5.29,31.4,1.069
8000,148,538,16.2,1.1,0.0,0.0,12.9,0.0,1.33,13.5,451,115,6.18,6.72,237,235,66,0.0,1.16,1.44,1.40,3.71,4.63,5.78,26.9,1.075
8000,84,53,13.7,0.0,0.1,0.0,10.5,0.0,1.00,16.4,45,124,7.42,7.50,48,5,0,0.0,1.00,1.00,1.00,2.96,5.79,2.58,16.1,1.271
8000,2,32,33.4,0.0,13.8,0.0,2.9,0.0,1.00,12.6,24,90,1.60,13.90,26,6,0,0.0,1.00,1.00,1.00,4.09,5.50,4.66,21.5,2.000
8000,99,6,14.2,0.0,0.0,0.0,10.5,0.0,1.00,16.3,6,151,6.19,5.84,6,0,0,0.0,1.00,1.00,1.00,2.67,2.67,5.33,19.9,1.352
9000,1,1444,15.7,0.7,0.3,0.0,13.0,0.0,1.25,14.9,1067,140,6.27,8.64,501,507,436,0.0,1.12,1.31,1.30,3.41,4.22,5.22,31.2,1.068
