step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
140000,4517,1.491,0.670,22.51,407241,361489,1,30266,15842,1543628,772871.6,2123178.8,0.002,0.845,0.082,0.070,44,12.34,10.00,0.55,1.63,1.23,2.35,0.03,0.64,6.14,6.54,0.71,1.23,0.088,0.121,1702,0.090,0.024,0.952,0.002,0.021,542937,339020,5,0.447,0.309,0.005,206699,0.188,2.365,0.041,18.50,272297,152,1.375,0.386,0.752,31026927,1.24,19.00,0.001,0.574,0.283,4.0,12.0,18.0,172.0,35912,0.137,0.00,0.0028,0.083,702,0.632,0.000,0.671,0.278,2.62,5.22,2.75,0.71,0.285,1.73,1.07,1.21,0.664,0.00468,3.20,194.4124,6444.53,100528.3,140456.7,45.958,93.6512,244.793,301.185,0.982,0.294,20.8,21.133,157.468,319,719.2,45.07,11.412,96.177,3373.3,66.483,0.135,2.00,4.6660,21076.4,1.3027,0.6994,7.95,1.577,0.470
150000,4412,1.502,0.618,20.52,389267,346012,0,27911,15449,1403740,761579.7,2043257.2,0.002,0.838,0.088,0.072,44,12.27,9.39,0.50,1.56,1.11,2.43,0.03,0.63,6.57,6.53,0.61,1.17,0.077,0.116,1680,0.086,0.028,0.942,0.002,0.028,520017,328799,7,0.494,0.273,0.006,204967,0.178,2.136,0.039,17.98,265051,161,1.456,0.376,0.729,30561725,1.22,18.80,0.001,0.561,0.240,4.0,12.0,18.0,148.0,36206,0.138,0.00,0.0026,0.074,723,0.646,0.000,0.673,0.280,2.63,5.18,2.76,0.62,0.243,1.67,1.09,1.19,0.676,0.00449,3.11,191.8124,6222.29,100779.7,140456.7,46.881,94.0525,238.071,292.010,0.978,0.297,18.6,19.825,157.429,264,598.2,40.14,10.896,95.874,2875.5,65.643,0.134,2.00,4.9455,21819.3,1.2843,0.7228,8.21,1.533,0.473
160000,4887,1.532,0.641,21.77,405101,358772,1,30079,15774,1480711,774560.2,2098692.5,0.002,0.841,0.092,0.065,44,12.21,9.11,0.51,1.26,1.23,3.12,0.03,0.68,6.16,6.09,0.67,1.23,0.079,0.121,1799,0.070,0.030,0.947,0.000,0.023,531248,341690,3,0.447,0.298,0.005,211539,0.170,2.187,0.041,18.37,273585,151,1.417,0.391,0.740,32385242,1.23,18.88,0.000,0.556,0.260,4.0,12.0,18.0,126.0,38711,0.148,0.00,0.0026,0.069,724,0.654,0.000,0.685,0.265,2.64,5.19,2.80,0.67,0.262,1.74,1.07,1.19,0.684,0.00414,3.15,195.3619,6486.39,97507.6,140456.7,46.288,93.8647,246.074,299.311,0.974,0.287,19.8,20.209,157.457,336,714.6,42.90,11.530,96.029,2869.3,67.071,0.135,2.00,4.8604,23753.0,1.3585,0.7218,7.92,1.579,0.468
170000,4615,1.492,0.659,20.96,408568,360724,1,31242,16873,1477895,770000.1,2113838.8,0.002,0.834,0.097,0.067,44,12.14,9.73,0.52,1.33,1.31,3.10,0.02,0.46,5.95,6.02,0.72,1.27,0.084,0.124,1755,0.076,0.026,0.947,0.003,0.024,538962,347117,5,0.478,0.208,0.006,234010,0.181,2.166,0.041,17.91,274145,151,1.430,0.389,0.746,32032679,1.24,19.09,0.000,0.581,0.276,4.0,11.8,18.0,130.0,36008,0.137,0.00,0.0028,0.087,742,0.655,0.000,0.681,0.269,2.62,5.05,2.76,0.72,0.277,1.78,1.06,1.20,0.685,0.00434,3.08,196.6022,6414.81,100763.7,140456.7,46.030,95.0290,245.409,295.576,0.981,0.293,20.3,20.024,157.530,328,713.7,39.64,11.044,96.821,3206.4,66.979,0.134,2.00,4.5210,20864.4,1.2380,0.7238,7.80,1.550,0.471
180000,4717,1.501,0.679,20.50,408897,359313,1,32727,16754,1523300,773859.6,2095161.2,0.002,0.841,0.091,0.066,45,12.00,9.65,0.56,1.64,1.24,2.53,0.02,0.43,5.94,6.29,0.76,1.27,0.086,0.122,1658,0.097,0.026,0.950,0.002,0.022,539609,346797,4,0.475,0.191,0.003,217711,0.170,2.299,0.042,18.50,269533,148,1.375,0.387,0.758,31130238,1.25,19.28,0.000,0.589,0.298,4.0,12.0,18.0,186.0,36602,0.140,0.00,0.0028,0.081,790,0.637,0.000,0.681,0.270,2.60,5.04,2.68,0.77,0.302,1.78,1.08,1.21,0.668,0.00436,3.18,191.8449,6784.30,100895.1,140456.7,44.761,95.3387,243.192,295.386,0.979,0.297,21.5,20.574,157.378,299,692.7,43.49,11.464,97.396,3196.5,66.597,0.135,2.00,4.2835,20205.2,1.2120,0.7163,7.76,1.551,0.473
190000,4672,1.491,0.689,20.92,420530,366912,0,35864,17799,1638367,777382.4,2150392.0,0.002,0.843,0.092,0.063,45,11.99,11.30,0.55,1.73,1.44,3.52,0.02,0.54,5.49,5.66,0.73,1.26,0.090,0.126,1403,0.096,0.023,0.955,0.001,0.020,562889,363553,5,0.463,0.043,0.003,225674,0.172,2.310,0.041,18.90,271089,145,1.313,0.384,0.756,30960935,1.24,19.48,0.001,0.575,0.283,4.0,10.6,17.9,204.0,35043,0.134,0.00,0.0030,0.084,755,0.622,0.000,0.689,0.278,2.60,4.97,2.69,0.74,0.287,1.76,1.08,1.20,0.655,0.00459,3.47,193.2020,6739.10,100758.4,140456.7,43.806,95.0827,247.428,298.302,0.983,0.294,21.2,21.468,156.993,382,859.7,37.15,11.737,97.663,3209.4,67.063,0.135,2.00,4.3474,20310.9,1.2371,0.7051,7.50,1.562,0.471
200000,4945,1.468,0.626,20.36,413577,359749,0,36158,17397,1592251,776762.0,2136684.5,0.002,0.838,0.097,0.063,46,11.59,9.98,0.48,1.50,1.28,3.03,0.03,0.61,5.78,6.20,0.70,1.22,0.083,0.120,1513,0.103,0.023,0.951,0.002,0.024,561605,396426,2,0.488,0.064,0.004,190960,0.191,2.168,0.039,18.34,265651,147,1.342,0.371,0.754,30374242,1.22,19.53,0.001,0.582,0.279,4.0,10.6,16.0,204.0,37440,0.143,0.00,0.0027,0.081,846,0.621,0.000,0.685,0.289,2.60,4.86,2.79,0.71,0.283,1.70,1.08,1.18,0.653,0.00425,3.43,192.0912,6132.25,100263.9,140456.7,43.718,95.6343,244.111,298.944,0.979,0.293,20.7,21.012,157.051,306,677.2,43.60,11.040,98.357,3021.0,67.238,0.135,2.00,4.3486,21504.0,1.2294,0.7146,7.57,1.540,0.472
210000,4683,1.468,0.622,19.14,408698,355568,0,35948,17444,1532666,769809.1,2107226.2,0.003,0.830,0.100,0.066,51,11.37,8.33,0.46,1.16,1.14,2.79,0.04,0.69,6.02,5.97,0.70,1.20,0.080,0.120,1379,0.109,0.028,0.949,0.001,0.022,556549,387670,2,0.524,0.083,0.005,200569,0.177,2.167,0.037,18.08,264908,145,1.375,0.379,0.744,29564559,1.23,19.44,0.000,0.574,0.283,4.0,11.6,16.0,124.0,35885,0.137,0.00,0.0027,0.069,781,0.617,0.000,0.677,0.291,2.59,4.83,2.82,0.70,0.286,1.72,1.07,1.19,0.648,0.00440,3.28,190.4666,6038.70,101630.6,140456.7,44.129,95.9874,240.718,298.226,0.983,0.294,21.0,20.584,157.373,265,590.3,41.06,11.040,98.357,3140.2,66.640,0.134,2.00,4.4135,20668.2,1.1943,0.7266,7.66,1.506,0.472
220000,4860,1.443,0.658,20.13,417180,362562,0,36659,17782,1575743,774415.1,2123963.8,0.002,0.832,0.100,0.066,52,11.27,9.17,0.50,1.39,1.24,2.91,0.03,0.60,5.50,5.60,0.69,1.21,0.083,0.121,1451,0.104,0.026,0.952,0.001,0.022,564649,364708,5,0.491,0.129,0.004,210922,0.182,2.180,0.040,18.14,271925,145,1.348,0.372,0.749,29811635,1.23,19.75,0.001,0.576,0.275,3.2,10.0,16.0,162.0,35307,0.135,0.00,0.0029,0.079,740,0.613,0.000,0.681,0.286,2.54,4.83,2.64,0.70,0.280,1.73,1.08,1.19,0.645,0.00432,3.40,190.9536,6500.01,99794.1,140456.7,43.492,95.7615,243.488,304.007,0.983,0.293,20.3,21.003,157.242,321,711.8,38.58,10.979,98.810,3130.5,67.297,0.135,2.00,4.4765,21755.9,1.2995,0.7221,7.26,1.537,0.471
230000,4618,1.478,0.621,18.99,409232,355522,0,36436,17516,1555904,769861.4,2110674.2,0.003,0.839,0.094,0.064,53,11.17,8.54,0.46,1.24,1.09,2.70,0.03,0.64,5.94,5.72,0.69,1.20,0.074,0.113,1341,0.112,0.023,0.957,0.001,0.019,557404,367214,4,0.530,0.184,0.003,208366,0.183,2.143,0.037,18.09,267844,147,1.357,0.379,0.762,29872542,1.22,19.58,0.001,0.585,0.279,4.0,11.6,16.0,146.0,34745,0.133,0.00,0.0028,0.074,840,0.616,0.000,0.678,0.291,2.57,4.76,2.82,0.70,0.281,1.72,1.07,1.19,0.648,0.00452,3.25,189.5144,5930.79,101939.7,140456.7,43.662,96.2653,240.763,301.633,0.970,0.297,20.6,20.874,157.358,290,650.0,41.94,10.995,98.835,3100.5,66.792,0.135,2.00,4.4331,20472.1,1.2314,0.7243,7.52,1.500,0.471
240000,4702,1.485,0.616,19.07,406125,353500,0,35203,17338,1577325,771492.9,2104895.0,0.003,0.840,0.093,0.065,53,11.53,9.49,0.49,1.52,1.17,2.76,0.03,0.54,6.03,5.97,0.67,1.18,0.081,0.120,1585,0.097,0.024,0.953,0.002,0.021,553151,377091,3,0.530,0.054,0.005,193599,0.193,2.171,0.038,18.58,268702,146,1.334,0.375,0.752,29243911,1.22,19.24,0.000,0.580,0.267,4.0,10.6,16.9,201.0,36248,0.138,0.00,0.0027,0.086,825,0.606,0.000,0.674,0.291,2.61,4.78,2.90,0.67,0.270,1.67,1.08,1.19,0.638,0.00454,3.38,188.2985,6040.90,101290.4,140456.7,43.836,95.2074,240.484,304.040,0.956,0.297,20.8,21.353,157.248,290,643.8,47.60,11.377,98.049,2946.0,66.436,0.135,2.00,4.4616,20978.3,1.2133,0.7129,7.71,1.499,0.472
250000,4672,1.472,0.647,19.45,413193,360276,0,35710,17237,1581584,775590.0,2126412.2,0.002,0.841,0.093,0.064,51,11.38,9.48,0.43,1.20,1.26,3.30,0.03,0.49,5.89,5.82,0.63,1.19,0.080,0.121,1388,0.116,0.027,0.949,0.002,0.022,559381,355439,2,0.515,0.205,0.005,195675,0.191,2.234,0.042,18.59,274786,148,1.344,0.367,0.755,30168641,1.20,19.57,0.001,0.572,0.246,4.0,10.5,16.0,150.0,35547,0.136,0.00,0.0028,0.081,828,0.613,0.000,0.680,0.287,2.59,4.80,2.75,0.64,0.249,1.63,1.07,1.17,0.645,0.00454,3.31,190.8638,6346.83,100612.8,140456.7,44.044,95.2104,244.040,302.914,0.975,0.292,21.5,21.208,157.419,300,704.5,42.60,11.515,97.895,3116.0,66.890,0.135,2.00,4.5545,21278.7,1.2605,0.7209,7.61,1.513,0.472
260000,4699,1.456,0.651,19.60,418740,364158,0,36558,17997,1593791,779508.8,2139720.2,0.003,0.838,0.095,0.064,51,11.20,9.36,0.50,1.58,1.15,2.47,0.02,0.39,5.69,5.78,0.66,1.17,0.081,0.118,1379,0.104,0.025,0.951,0.002,0.022,567812,362426,6,0.507,0.131,0.006,209230,0.181,2.285,0.038,18.46,274743,148,1.343,0.370,0.757,30090454,1.23,19.75,0.001,0.580,0.270,4.0,10.0,16.0,164.0,34601,0.132,0.00,0.0029,0.087,759,0.610,0.000,0.686,0.287,2.54,4.77,2.67,0.67,0.273,1.72,1.07,1.20,0.643,0.00458,3.37,191.5346,6394.60,100713.2,140456.7,43.054,95.9129,244.828,305.487,0.976,0.296,19.9,21.514,157.245,264,558.0,36.63,11.269,98.961,3254.1,67.497,0.135,2.00,4.5042,21165.2,1.2893,0.7222,7.36,1.522,0.472
270000,4647,1.442,0.673,19.99,419491,364354,0,37525,17664,1643669,776161.2,2143549.0,0.002,0.846,0.090,0.062,53,11.27,8.91,0.49,1.40,1.24,2.64,0.04,0.82,5.50,5.77,0.73,1.23,0.085,0.117,1372,0.099,0.025,0.955,0.002,0.018,568192,357865,5,0.492,0.095,0.006,202957,0.184,2.245,0.040,18.87,275276,145,1.304,0.367,0.751,29602539,1.23,19.70,0.001,0.596,0.292,3.2,10.5,16.0,124.0,33793,0.129,0.00,0.0030,0.091,801,0.599,0.000,0.682,0.286,2.58,4.91,2.66,0.74,0.295,1.74,1.07,1.19,0.632,0.00473,3.53,189.2851,6545.04,102667.8,140456.7,42.823,95.7044,244.242,303.924,0.972,0.297,22.7,21.982,157.032,345,748.8,47.63,11.510,98.619,3226.4,66.772,0.134,2.00,4.0859,18987.0,1.1643,0.7123,7.27,1.535,0.472
280000,4688,1.442,0.657,20.90,422724,367404,0,37738,17541,1651152,779759.1,2157167.2,0.003,0.849,0.088,0.061,52,11.30,8.18,0.49,1.22,1.24,2.51,0.02,0.52,5.54,5.85,0.75,1.25,0.088,0.122,1447,0.103,0.029,0.950,0.002,0.019,573826,356120,6,0.465,0.062,0.003,208878,0.177,2.101,0.040,19.01,280755,143,1.306,0.380,0.754,30348626,1.24,19.62,0.000,0.590,0.297,4.0,10.6,16.0,94.0,34201,0.130,0.00,0.0030,0.077,885,0.602,0.000,0.681,0.287,2.57,5.03,2.63,0.76,0.299,1.77,1.08,1.20,0.635,0.00472,3.57,191.1553,6257.72,102034.9,140456.7,42.779,95.2940,246.902,306.281,0.976,0.299,21.1,22.135,156.971,329,725.4,40.10,11.646,98.479,3283.7,67.306,0.135,2.00,4.2272,19817.0,1.2179,0.7147,7.30,1.562,0.470
