step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,4064,12.9,0.1,0.1,0.1,12.6,0.0,1.04,12.5,615,176,4.89,12.25,2070,1548,446,0.0,1.04,1.05,1.04,3.76,5.81,4.39,25.3,1.000
5000,11,87,14.3,0.3,0.0,0.5,13.5,0.0,1.09,10.3,31,342,16.26,26.30,77,10,0,0.0,1.13,1.04,1.09,4.87,7.15,6.38,17.4,1.000
5000,4,60,9.4,0.0,0.0,0.0,9.4,0.0,1.00,14.3,23,297,7.58,19.01,1,59,0,0.0,1.00,1.00,1.00,3.65,6.92,3.08,28.5,1.000
5000,80,55,6.6,0.0,0.0,0.0,6.6,0.0,1.00,19.3,12,387,14.92,23.08,44,11,0,0.0,1.00,1.00,1.00,2.31,1.64,4.69,25.5,1.000
5000,71,51,9.1,0.0,0.0,0.1,9.0,0.0,1.00,14.2,17,249,6.90,15.29,51,0,0,0.0,1.00,1.00,1.00,4.24,7.22,7.02,21.2,1.000
5000,16,51,12.9,0.0,0.0,0.0,12.9,0.0,1.00,10.2,16,199,5.51,15.63,51,0,0,0.0,1.00,1.00,1.01,4.14,2.94,8.00,11.7,1.000
5000,24,19,7.9,0.0,0.0,0.0,7.9,0.0,1.00,20.0,3,149,3.65,8.68,19,0,0,0.0,1.00,1.00,1.00,2.79,3.00,3.00,8.8,1.000
5000,12,19,7.2,0.7,0.0,0.0,6.5,0.0,1.20,19.6,8,151,2.42,7.23,0,19,0,0.0,1.20,1.07,1.31,2.42,3.47,2.89,32.6,1.000
5000,30,18,9.4,0.0,0.0,0.0,9.4,0.0,1.00,13.6,5,294,8.08,20.15,18,0,0,0.0,1.00,1.00,1.00,3.11,7.33,1.89,14.6,1.000
5000,20,15,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.8,2,261,7.38,17.96,0,15,0,0.0,1.00,1.00,1.00,3.80,8.00,3.80,30.5,1.000
5000,79,14,9.4,0.0,0.0,0.0,9.4,0.0,1.00,20.7,3,786,58.25,84.88,7,7,0,0.0,1.00,1.00,1.00,2.93,2.57,3.07,26.0,1.000
5000,35,11,18.5,0.0,0.0,0.0,18.5,0.0,1.00,10.0,4,176,5.52,15.37,11,0,0,0.0,1.00,1.00,1.00,4.36,5.00,6.00,6.2,1.000
5000,33,8,12.9,0.0,0.0,0.0,12.9,0.0,1.00,11.0,4,113,2.29,9.47,8,0,0,0.0,1.00,1.00,1.00,3.38,3.12,7.38,14.4,1.000
5000,3,5,9.0,0.0,0.0,0.0,9.0,0.0,1.00,14.0,1,98,1.88,6.58,0,5,0,0.0,1.00,1.00,1.00,2.40,8.00,3.00,33.9,1.000
5000,36,5,10.0,0.0,0.0,0.0,10.0,0.0,1.00,12.0,1,184,2.60,11.12,0,0,5,0.0,1.00,1.00,1.00,3.60,7.00,3.00,42.6,1.000
6000,1,3870,12.6,0.0,0.0,0.1,12.4,0.0,1.01,12.7,529,189,5.08,13.41,2090,1397,383,0.0,1.02,1.02,1.01,3.72,6.13,4.02,24.7,1.000
6000,11,83,12.5,0.1,0.0,0.2,12.2,0.0,1.00,11.9,27,326,14.46,23.35,77,6,0,0.0,1.00,1.01,1.00,4.73,7.70,6.12,18.9,1.000
6000,90,75,11.7,0.3,0.2,0.1,11.0,0.0,1.07,11.9,30,293,9.81,20.85,75,0,0,0.1,1.02,1.11,1.07,5.25,7.68,7.77,5.9,1.000
6000,71,55,9.6,0.0,0.0,0.0,9.6,0.0,1.00,13.5,12,415,13.63,22.57,55,0,0,0.0,1.00,1.00,1.00,4.42,7.89,7.67,21.0,1.000
6000,16,52,13.4,0.3,0.0,0.3,12.8,0.0,1.05,10.3,14,280,7.04,19.34,51,1,0,0.0,1.09,1.01,1.05,4.17,2.96,8.00,11.9,1.000
6000,80,41,7.9,0.0,0.0,0.0,7.8,0.0,1.02,17.4,10,554,21.04,33.58,29,12,0,0.0,1.02,1.00,1.03,2.46,1.78,5.51,25.9,1.000
6000,30,27,7.3,0.0,0.0,0.0,7.3,0.0,1.00,16.3,5,229,7.86,13.90,27,0,0,0.0,1.00,1.00,1.00,2.56,6.41,1.44,15.2,1.000
