step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,19.00,50,6,0,0,7,0,3.33,14,0.000,2765,2.66,226.97,424.69,187,1,0,0,3.00,1.67,5.33,4,3,6,32.6,133.471,13,1.000
100000,29.00,50,8,0,0,13,0,3.00,6,0.000,2246,4.71,411.20,268.01,187,0,0,0,3.00,1.75,4.00,5,5,8,23.0,155.486,21,1.000
100000,46.00,50,8,7,0,23,3,2.53,2,0.152,2183,4.25,462.80,225.17,187,0,0,3,3.00,1.00,3.14,6,7,8,22.6,232.870,38,1.000
100000,34.00,64,13,0,0,8,0,4.91,10,0.000,2085,3.60,169.85,155.40,187,0,0,0,5.00,3.62,6.50,3,3,8,4.1,146.054,21,1.000
100000,19.00,50,8,0,0,3,0,3.33,8,0.000,1886,0.80,108.13,24.91,187,0,0,0,3.00,2.25,4.75,5,4,8,20.5,92.076,11,1.000
100000,25.00,50,8,0,0,9,0,3.25,8,0.000,1792,4.06,108.73,209.90,187,0,1,0,3.00,2.00,4.75,3,4,8,24.1,103.756,17,1.000
100000,35.00,56,16,0,0,3,0,8.14,10,0.000,1623,1.97,147.57,131.67,223,0,0,0,6.00,4.12,16.33,3,3,8,20.4,99.911,19,1.000
100000,43.00,50,8,7,0,20,2,2.60,2,0.163,1622,4.32,292.97,80.05,187,0,1,2,3.00,1.25,3.14,5,7,8,23.6,162.250,35,1.000
100000,25.00,50,7,1,0,10,1,2.77,6,0.040,1491,2.40,164.75,58.64,187,0,0,1,3.00,1.57,3.33,5,6,7,15.2,90.143,18,1.000
100000,6.00,9,0,0,0,6,0,1.00,20,0.000,1401,0.68,83.18,77.03,1,1,1,0,1.00,1.00,1.00,2,4,2,30.9,50.455,6,1.000
100000,8.00,9,0,0,0,8,0,1.00,18,0.000,1387,1.52,95.61,80.42,1,0,0,0,1.00,1.00,1.00,2,5,2,18.7,62.658,8,1.000
100000,28.00,50,8,2,0,10,2,2.73,2,0.071,1326,1.21,124.52,108.50,187,1,0,2,3.00,1.75,3.14,4,7,8,29.0,90.117,20,1.000
100000,24.00,50,8,0,0,8,0,3.17,8,0.000,1306,2.92,113.32,117.05,187,0,0,0,3.00,1.75,4.75,4,4,8,20.5,74.139,16,1.000
100000,32.00,50,8,0,0,16,0,3.08,8,0.000,1289,4.07,215.86,150.34,187,0,0,0,3.00,1.50,4.75,3,4,8,12.4,95.216,24,1.000
100000,47.00,50,8,11,0,20,3,2.60,2,0.234,1262,4.65,166.38,119.75,187,1,0,3,3.00,1.25,3.14,5,7,8,28.6,137.309,39,1.000
100000,5.00,11,0,0,0,5,0,1.00,22,0.000,1257,1.42,61.65,61.86,1,0,1,0,1.00,1.00,1.00,1,3,2,13.4,42.508,5,1.000
100000,58.00,64,16,4,0,22,2,4.56,0,0.069,1245,3.91,263.48,123.13,187,0,1,2,6.00,2.00,5.12,8,8,8,22.0,138.632,42,1.000
100000,11.00,11,0,0,0,11,0,1.00,14,0.000,1187,1.41,81.27,90.57,1,1,0,0,1.00,1.00,1.00,3,5,4,30.4,64.098,11,1.000
100000,7.00,7,0,0,0,7,0,1.00,18,0.000,1181,1.59,66.58,48.82,1,1,1,0,1.00,1.00,1.00,4,4,3,32.0,54.326,7,1.000
100000,26.00,50,8,0,0,10,0,3.17,8,0.000,1168,4.25,225.44,132.75,187,0,0,0,3.00,1.75,4.75,2,4,8,22.5,69.886,18,1.000
100000,36.00,50,8,4,0,16,2,3.36,4,0.111,1115,1.05,130.60,125.30,187,0,0,2,3.57,1.57,4.14,5,7,7,20.4,90.083,28,1.000
100000,3.00,11,0,0,0,3,0,1.00,24,0.000,1092,1.55,55.94,43.99,1,1,1,0,1.00,1.00,1.00,2,2,2,29.0,28.204,3,1.000
100000,26.00,50,8,0,0,10,0,3.25,8,0.000,1087,1.26,123.51,123.18,187,0,0,0,3.00,2.00,4.75,4,4,8,23.7,62.695,18,1.000
100000,2.00,20,0,0,0,2,0,1.00,26,0.000,1086,1.26,55.25,158.11,1,1,1,0,1.00,1.00,1.00,1,2,1,35.1,10.756,2,1.000
100000,48.00,64,18,0,4,10,0,4.97,0,0.000,1042,0.30,158.23,39.81,187,1,0,0,6.75,2.38,5.38,7,8,8,26.1,86.750,32,1.000
100000,2.00,20,0,0,0,2,0,1.00,26,0.000,1041,1.24,46.28,94.34,1,0,0,0,1.00,1.00,1.00,1,2,1,15.7,16.095,2,1.000
100000,62.00,64,28,0,0,6,0,10.54,6,0.000,1003,6.02,142.04,139.67,187,0,0,0,10.50,7.25,13.20,4,5,8,7.4,91.481,34,1.000
100000,27.00,52,10,0,0,7,0,4.18,10,0.000,991,4.41,71.50,134.26,187,0,0,0,3.75,2.50,7.00,4,3,8,16.5,62.511,17,1.000
100000,5.00,13,0,0,0,5,0,1.00,20,0.000,987,0.14,36.24,35.96,1,0,0,0,1.00,1.00,1.00,2,4,2,18.7,38.866,5,1.000
100000,22.00,52,7,4,0,4,2,3.04,8,0.182,975,2.96,37.94,124.17,187,0,1,2,3.00,1.86,3.90,4,5,7,24.7,54.319,15,1.000
100000,39.00,50,8,4,0,19,3,2.60,2,0.103,964,4.43,166.66,198.37,187,1,1,3,3.00,1.25,3.14,4,7,8,30.5,87.312,31,1.000
100000,8.00,8,1,0,0,6,0,1.43,18,0.000,953,2.15,43.23,40.53,1,0,0,0,1.67,1.67,1.25,2,4,5,21.0,40.946,7,1.000
100000,3.00,10,0,0,0,3,0,1.00,24,0.000,908,2.22,19.68,40.26,1,0,0,0,1.00,1.00,1.00,1,3,1,6.0,27.262,3,1.000
100000,5.00,11,0,0,0,5,0,1.00,20,0.000,908,1.96,52.26,24.19,1,0,0,0,1.00,1.00,1.00,1,4,2,24.7,37.233,5,1.000
100000,37.00,50,8,4,0,17,2,2.67,2,0.108,907,0.61,77.72,156.13,187,1,0,2,3.00,1.50,3.14,5,7,8,30.5,78.096,29,1.000
100000,6.00,11,0,0,0,6,0,1.00,20,0.000,895,1.47,59.74,60.55,1,0,0,0,1.00,1.00,1.00,3,4,2,23.7,32.032,6,1.000
100000,7.00,11,0,0,0,7,0,1.00,20,0.000,890,2.67,59.63,48.78,1,1,1,0,1.00,1.00,1.00,4,4,2,30.1,39.344,7,1.000
100000,28.00,64,12,0,0,4,0,6.20,12,0.000,881,3.53,151.95,150.88,187,0,0,0,4.50,3.50,15.00,3,2,8,12.4,40.803,16,1.000
100000,3.00,10,0,0,0,3,0,1.00,24,0.000,868,1.82,34.70,16.52,1,0,0,0,1.00,1.00,1.00,1,1,3,5.5,32.362,3,1.000
100000,5.00,11,0,0,0,5,0,1.00,22,0.000,861,1.59,42.71,30.72,1,0,0,0,1.00,1.00,1.00,4,2,3,17.3,32.161,5,1.000
100000,20.00,52,8,0,0,4,0,3.80,12,0.000,857,3.32,31.60,51.67,187,2,1,0,3.00,2.00,9.00,4,2,8,38.0,47.508,12,1.000
