step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1833,18.50,1.92,2.41,0.08,12.20,0.38,1.45,0.093,0.348,480894.5,1323979.8,3,106,3.39,1.62,1.11,144.1303,4124.57,80214.4,0.1271,4.1187,5462,4.5417,51,52.9526,434439.4
10000,1,1339,19.66,2.02,2.50,0.13,13.05,0.37,1.48,0.091,0.271,400216.3,1055296.2,2,126,3.63,1.65,1.12,115.7512,3259.95,12930.9,10.2884,5.7488,5461,4.5408,93,40.1742,329846.3
10000,2,610,21.62,1.71,2.10,0.29,15.94,0.30,1.40,0.077,0.141,223195.0,570589.6,2,73,4.06,1.54,1.10,70.9129,1594.33,525.3,26.3678,7.4997,5461,4.5408,163,14.1977,117922.0
20000,0,1460,22.55,2.82,3.84,0.07,13.05,0.60,1.66,0.192,0.328,445918.3,1329374.5,1,131,3.67,1.85,1.18,128.6802,4212.55,81468.5,0.0000,3.3594,5462,5.6077,54,54.9722,441027.7
20000,1,1101,22.07,2.20,2.80,0.20,14.77,0.45,1.52,0.147,0.255,353595.7,1000656.9,1,107,3.88,1.64,1.16,95.1180,2734.31,12663.7,11.6714,5.1550,5461,5.6066,97,39.8599,321897.7
20000,2,436,25.09,2.05,3.14,0.10,17.80,0.53,1.46,0.154,0.115,145241.2,439815.6,1,76,4.47,1.61,1.11,45.7867,1297.54,351.3,29.9094,7.3738,5461,5.6066,155,8.7872,75683.5
30000,0,1546,21.85,2.46,3.39,0.08,13.49,0.56,1.56,0.188,0.342,462191.0,1300898.5,2,129,3.63,1.70,1.14,129.9800,4811.32,81203.1,0.0000,2.9062,5462,5.2176,56,56.3602,462675.9
30000,1,1069,21.99,2.10,3.09,0.14,14.64,0.50,1.47,0.166,0.248,356849.1,956834.2,2,96,3.80,1.60,1.11,93.4240,3044.47,12490.4,12.5713,4.8888,5461,5.2167,80,39.5690,326907.7
30000,2,534,24.12,1.78,2.87,0.23,17.56,0.47,1.39,0.155,0.135,131140.3,375587.6,2,82,4.26,1.50,1.11,38.3839,1130.43,300.8,30.5749,7.4636,5461,5.2167,125,6.8191,59223.0
40000,0,1520,21.83,2.24,3.19,0.07,14.12,0.56,1.51,0.189,0.341,476605.9,1380163.2,1,108,3.82,1.62,1.13,137.7372,4538.32,81863.6,0.0018,2.6190,5462,5.2223,46,57.9386,481376.1
40000,1,990,23.25,2.31,3.70,0.10,14.88,0.63,1.51,0.202,0.240,341380.7,952657.9,1,108,3.88,1.63,1.12,90.9453,2615.65,12718.4,13.4477,4.9379,5461,5.2213,87,37.1191,310426.9
40000,2,591,24.66,2.23,3.85,0.04,16.32,0.61,1.49,0.200,0.150,132171.5,400725.5,1,99,4.04,1.60,1.08,39.9860,1498.37,389.8,30.5694,7.2743,5461,5.2213,123,7.1379,62355.7
50000,0,1628,20.44,2.25,2.92,0.04,13.00,0.52,1.52,0.173,0.340,488886.2,1371088.6,2,121,3.63,1.64,1.11,138.2089,4252.55,80831.3,0.0102,2.6252,5462,5.1598,42,59.6784,494900.7
50000,1,1219,20.85,2.08,2.76,0.10,13.88,0.49,1.51,0.159,0.260,332148.6,943355.6,2,120,3.70,1.61,1.18,89.4987,2745.78,12405.8,12.2821,4.7944,5461,5.1588,77,36.2771,301716.9
50000,2,514,22.61,2.16,3.48,0.00,14.80,0.54,1.51,0.154,0.121,131459.2,389559.9,2,69,4.01,1.61,1.18,38.6150,1400.04,317.7,30.9098,7.3932,5461,5.1588,120,6.9478,60329.7
60000,0,1638,20.01,2.23,3.04,0.04,12.49,0.50,1.54,0.168,0.335,463709.8,1326413.8,2,110,3.65,1.63,1.18,132.0255,4159.93,79953.0,0.0004,2.5539,5462,5.1595,39,56.5879,467629.1
60000,1,1233,20.37,2.15,2.63,0.06,13.41,0.47,1.50,0.157,0.258,356077.4,988905.9,2,122,3.76,1.62,1.14,94.9458,3106.82,11855.9,13.0046,4.5977,5461,5.1586,77,39.7064,329540.0
60000,2,548,23.74,2.32,3.51,0.08,15.54,0.60,1.52,0.203,0.133,132153.1,397508.4,2,93,4.18,1.64,1.14,39.3077,1387.25,344.8,30.1343,7.1014,5461,5.1586,138,7.3367,64050.5
70000,0,1730,18.14,1.94,2.57,0.05,11.67,0.45,1.44,0.151,0.320,475342.7,1377445.9,2,133,3.44,1.55,1.10,137.5779,3793.91,79981.5,0.0060,2.4396,5462,5.2233,34,58.0799,482311.9
70000,1,1394,19.08,2.04,3.20,0.03,11.79,0.50,1.47,0.158,0.274,353192.2,1010098.1,2,116,3.58,1.57,1.12,94.7447,3026.22,11210.0,12.4728,4.3320,5461,5.2224,60,39.2261,329936.4
70000,2,599,18.62,1.39,2.67,0.08,13.14,0.42,1.30,0.129,0.118,132456.6,397577.1,2,95,3.59,1.38,1.05,38.7822,1293.77,339.0,29.9818,7.0473,5461,5.2224,84,7.4120,64660.5
80000,0,1742,17.87,1.81,2.58,0.02,11.66,0.43,1.41,0.145,0.321,466854.1,1386538.4,2,145,3.38,1.50,1.11,137.0932,3862.05,80170.5,0.0036,2.2489,5462,5.1973,32,57.1549,477083.9
80000,1,1368,17.69,1.45,2.20,0.04,12.57,0.37,1.33,0.117,0.253,355543.1,1007587.6,2,124,3.45,1.41,1.07,95.0171,2910.14,11624.4,12.7886,4.2752,5461,5.1963,64,39.6312,332995.8
80000,2,551,21.56,2.19,2.80,0.04,14.36,0.49,1.54,0.152,0.123,132308.9,382926.0,2,82,3.89,1.65,1.24,37.6289,1179.84,305.3,30.3314,7.0824,5461,5.1963,118,7.4438,64288.4
90000,0,1690,19.25,2.22,2.97,0.02,11.84,0.52,1.52,0.167,0.329,462233.7,1371802.9,2,110,3.52,1.64,1.11,133.3020,4436.68,81144.9,0.0018,2.2866,5462,5.4288,34,56.8232,469134.5
90000,1,1259,18.44,1.94,2.74,0.05,11.80,0.44,1.46,0.145,0.239,354283.4,1008279.4,2,134,3.50,1.55,1.13,93.3133,2942.05,12296.0,12.7863,4.4307,5461,5.4278,97,39.5540,329889.9
90000,2,590,21.72,2.42,3.07,0.05,13.78,0.51,1.58,0.171,0.130,136399.3,406814.2,2,94,3.86,1.71,1.15,39.2168,1146.39,325.2,30.0983,7.2570,5461,5.4278,104,7.6954,66884.5
100000,0,1664,17.12,1.70,2.26,0.00,11.46,0.39,1.41,0.129,0.296,458783.9,1369825.6,3,122,3.30,1.47,1.10,131.0302,3934.05,80789.7,0.0010,2.3426,5462,5.5940,40,56.5128,464740.4
100000,1,1299,18.82,1.88,2.90,0.03,12.16,0.47,1.44,0.153,0.250,351258.0,1000461.2,3,144,3.54,1.53,1.08,91.0766,3050.19,12229.3,12.6177,4.6607,5461,5.5930,64,39.4135,323982.0
100000,2,535,21.16,1.79,2.94,0.00,14.63,0.47,1.40,0.150,0.119,137183.1,416890.0,3,106,3.81,1.49,1.12,39.5331,1394.20,360.7,30.2126,7.2874,5461,5.5930,128,7.8038,67740.2
110000,0,1667,17.56,1.77,2.19,0.05,11.81,0.40,1.42,0.142,0.298,477620.8,1389656.0,2,120,3.34,1.49,1.11,138.8107,3855.80,79712.3,0.0019,2.1393,5462,5.0035,25,58.2626,488532.5
110000,1,1246,17.68,1.76,2.14,0.00,12.01,0.38,1.41,0.128,0.231,345027.4,986243.8,2,124,3.46,1.51,1.16,93.6468,2769.86,12091.6,12.7694,4.1807,5461,5.0026,78,38.5412,322337.7
110000,2,551,20.32,1.92,2.63,0.04,13.83,0.42,1.43,0.136,0.116,131322.8,382451.3,2,74,3.82,1.56,1.12,37.8754,1398.24,296.5,30.7012,6.9609,5461,5.0026,124,7.4152,64371.0
120000,0,1904,17.20,1.80,2.47,0.01,11.13,0.43,1.42,0.141,0.335,472259.8,1412756.9,2,119,3.34,1.52,1.13,140.4336,4202.82,81009.0,0.0000,2.0433,5462,5.1059,30,57.7994,484549.4
120000,1,1320,18.39,1.77,2.58,0.00,12.27,0.43,1.40,0.139,0.250,348212.4,1013577.0,2,139,3.54,1.49,1.11,94.7253,2390.34,12535.4,13.4726,4.3937,5461,5.1050,84,38.7194,324153.6
