step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,3783,13.0,0.1,0.1,0.1,12.7,0.0,1.04,14.8,705,169,4.14,11.90,2152,1243,388,0.0,1.03,1.05,1.04,3.39,4.69,4.30,24.7,1.000
5000,6,289,15.3,0.1,0.3,0.1,14.8,0.0,1.02,11.1,97,124,3.28,8.99,61,136,92,0.0,1.02,1.02,1.03,3.90,4.27,6.21,33.5,1.000
5000,4,111,12.1,0.0,0.0,0.1,12.0,0.0,1.00,13.9,33,237,8.36,17.74,0,111,0,0.0,1.00,1.00,1.00,3.40,5.69,3.37,30.4,1.000
5000,7,70,13.7,0.2,0.0,0.2,13.3,0.0,1.11,11.8,21,221,6.42,17.92,25,45,0,0.0,1.08,1.24,1.09,4.06,7.57,2.71,27.3,1.000
5000,70,61,9.9,0.0,0.2,0.0,9.7,0.0,1.00,12.9,19,275,6.78,18.97,61,0,0,0.0,1.00,1.00,1.00,3.70,7.84,3.33,6.6,1.000
5000,17,59,11.8,0.0,0.5,0.0,11.3,0.0,1.00,13.8,21,320,9.40,21.51,59,0,0,0.0,1.00,1.00,1.00,3.61,5.15,5.00,18.3,1.000
5000,9,57,9.9,0.0,0.0,0.0,9.9,0.0,1.00,17.5,13,272,6.39,15.99,18,39,0,0.0,1.00,1.00,1.00,2.89,5.14,2.09,27.7,1.000
5000,22,42,14.9,0.1,0.0,0.0,14.8,0.0,1.08,12.0,15,257,18.98,23.58,17,25,0,0.0,1.08,1.08,1.08,4.05,3.12,6.86,26.3,1.000
5000,2,32,19.7,0.0,0.0,0.2,19.6,0.0,1.00,8.8,19,200,5.38,17.09,12,7,13,0.0,1.00,1.00,1.00,4.25,3.72,8.00,30.4,1.000
5000,13,31,19.5,0.0,0.1,0.9,18.5,0.0,1.00,9.1,9,292,10.12,29.49,16,15,0,0.0,1.00,1.00,1.00,4.29,3.45,8.00,26.1,1.000
5000,12,26,11.4,0.6,0.0,0.2,10.6,0.0,1.28,16.9,10,344,15.31,24.69,17,9,0,0.0,1.18,1.31,1.32,2.88,3.46,4.08,20.1,1.000
5000,10,11,9.1,1.8,0.0,0.0,7.3,0.0,2.15,15.8,6,262,4.91,20.09,0,11,0,0.0,2.15,2.38,2.23,3.73,6.55,4.91,32.7,1.000
5000,15,9,10.0,0.0,0.0,0.0,10.0,0.0,1.00,17.1,2,111,2.87,6.74,9,0,0,0.0,1.00,1.00,1.00,2.89,2.22,5.22,13.8,1.000
5000,18,8,16.8,0.1,0.0,0.0,16.6,0.0,1.02,12.0,6,580,32.20,49.65,0,8,0,0.0,1.00,1.05,1.02,4.88,6.25,4.00,30.3,1.000
