step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,1887,2.392,0.672,5.82,164315,149255,3,13565,1311,1943956,748444.5,1430629.1,0.028,0.820,0.063,0.089,119,29.26,18.31,3.80,5.29,5.05,7.39,0.12,1.92,14.37,8.75,0.66,0.99,0.118,0.175,894,0.092,0.030,0.937,0.000,0.033,251543,206600,1,0.558,0.442,0.023,426778,0.181,2.280,0.045,18.40,65683,115,0.736,0.397,0.667,10525803,2.23,10.11,0.014,0.451,0.326,9.7,21.8,52.0,172.3,44060,0.168,0.00,0.0028,0.064,270,0.645,0.000,0.701,0.387,4.22,4.01,7.00,0.69,0.328,2.01,1.39,3.32,0.677,0.00975,2.76,135.8162,6440.94,107802.2,140277.1,53.186,89.2118,153.700,246.817,0.929,0.344,19.9,18.407,153.142,503,1306.6,67.11,11.812,89.493,2708.8,58.193,0.135,2.00,8.3880,15828.2,0.7024,0.3489,23.35,1.099,0.093
120000,1901,2.412,0.625,5.89,179091,163331,3,14062,1681,1938822,768629.2,1553517.5,0.031,0.798,0.068,0.103,116,28.07,18.56,3.36,4.81,4.43,6.96,0.27,2.21,14.56,9.25,0.58,0.95,0.102,0.160,824,0.118,0.033,0.941,0.000,0.027,287082,238224,3,0.456,0.024,0.032,557272,0.186,2.403,0.042,18.36,75772,116,0.801,0.399,0.680,12057816,2.06,10.34,0.023,0.435,0.287,8.1,20.8,52.1,99.9,43010,0.164,0.00,0.0028,0.058,298,0.673,0.001,0.741,0.410,4.23,4.15,6.74,0.61,0.291,1.87,1.39,2.97,0.703,0.00939,2.87,149.5518,5985.04,108484.5,140277.1,54.022,89.1563,163.780,246.634,0.884,0.345,16.3,17.860,152.741,340,895.2,62.64,11.805,88.589,2830.1,60.550,0.135,2.00,8.3592,15890.9,0.7364,0.3638,22.62,1.098,0.085
130000,2155,2.326,0.633,5.97,190673,174938,8,13654,1819,1806065,781064.7,1601202.1,0.030,0.778,0.077,0.115,115,26.37,18.14,2.98,4.66,3.80,6.82,0.13,1.40,14.17,9.18,0.50,0.93,0.088,0.164,868,0.087,0.034,0.941,0.000,0.025,300397,253388,3,0.641,0.006,0.015,335450,0.220,2.286,0.044,17.81,80491,115,0.887,0.410,0.656,12863525,1.93,11.51,0.018,0.392,0.245,7.8,19.7,50.9,95.4,45428,0.173,0.00,0.0026,0.049,308,0.675,0.001,0.761,0.401,4.04,3.79,6.53,0.54,0.251,1.75,1.33,2.66,0.701,0.00810,2.71,158.0781,6454.18,105724.1,140277.1,53.768,89.6255,170.825,253.665,0.920,0.340,15.3,17.459,154.269,369,910.2,69.40,11.327,89.555,2498.9,62.752,0.135,2.00,8.3621,18020.4,0.7730,0.3832,21.08,1.119,0.089
140000,2021,2.286,0.648,6.05,186630,169520,6,15347,1891,1847013,769299.4,1552306.5,0.026,0.785,0.079,0.109,116,26.74,19.77,3.09,4.82,4.29,7.41,0.18,1.59,13.56,9.39,0.52,0.91,0.096,0.169,843,0.074,0.028,0.944,0.000,0.028,285940,240862,2,0.644,0.000,0.029,374983,0.200,2.409,0.047,17.91,78424,115,0.840,0.404,0.672,12146763,1.98,11.85,0.032,0.404,0.257,7.3,19.5,51.9,137.0,42709,0.163,0.00,0.0028,0.054,298,0.660,0.001,0.749,0.388,3.94,3.86,6.28,0.55,0.261,1.80,1.36,2.82,0.687,0.00874,2.60,151.0976,6466.66,107749.8,140277.1,54.361,89.4227,165.668,250.346,0.927,0.343,18.5,17.659,154.313,395,1097.4,65.43,11.480,88.974,2597.0,61.273,0.134,2.00,8.0083,16184.8,0.7634,0.3780,21.13,1.136,0.096
150000,2261,2.245,0.653,6.00,192898,176279,3,14557,1819,1863691,771099.2,1574448.5,0.030,0.774,0.086,0.110,115,25.80,18.51,3.32,4.59,4.26,6.89,0.14,1.45,12.46,8.21,0.57,0.95,0.098,0.161,895,0.080,0.034,0.938,0.000,0.028,289805,239465,2,0.622,0.009,0.019,425665,0.197,2.365,0.044,18.13,78870,112,0.845,0.411,0.686,12515828,2.08,11.99,0.021,0.421,0.283,8.4,18.7,51.1,134.9,45611,0.174,0.00,0.0027,0.043,353,0.663,0.001,0.770,0.376,3.91,3.74,6.33,0.61,0.288,1.86,1.41,3.04,0.689,0.00781,2.61,153.0569,6751.61,104058.8,140277.1,54.506,88.7064,169.357,250.676,0.923,0.335,19.2,17.648,154.584,384,923.8,67.53,11.764,88.590,2516.6,61.436,0.134,2.00,8.5164,19255.6,0.7912,0.3768,20.17,1.119,0.083
160000,2227,2.353,0.665,6.02,209719,193709,7,14119,1918,1924925,794381.4,1714833.8,0.030,0.761,0.096,0.114,112,27.82,19.04,3.59,4.47,4.71,6.97,0.14,1.34,13.52,9.24,0.63,0.96,0.106,0.160,917,0.102,0.030,0.942,0.000,0.028,321213,264185,1,0.585,0.415,0.022,370390,0.209,2.178,0.048,17.76,88338,111,0.891,0.417,0.703,14285083,2.15,11.33,0.019,0.426,0.316,8.4,20.4,52.1,93.1,48892,0.187,0.00,0.0026,0.051,388,0.686,0.001,0.796,0.383,4.09,3.93,6.45,0.66,0.319,1.91,1.42,3.18,0.711,0.00783,2.64,168.3187,6767.04,104728.0,140277.1,54.163,89.6679,182.548,253.829,0.961,0.335,17.8,17.437,154.870,382,1014.3,36.11,11.353,89.278,2643.4,64.790,0.135,2.00,8.1533,18157.3,0.7499,0.3839,21.95,1.113,0.093
170000,2107,2.229,0.667,5.97,196913,179629,2,15734,1668,1905006,778457.4,1598258.5,0.028,0.772,0.086,0.114,114,24.76,17.96,3.21,4.66,4.14,7.03,0.16,1.66,12.04,7.82,0.53,0.94,0.094,0.161,832,0.083,0.034,0.936,0.000,0.029,295592,246504,1,0.658,0.342,0.021,397657,0.194,2.318,0.046,18.05,80697,111,0.839,0.407,0.673,12864899,2.05,12.47,0.010,0.395,0.258,8.1,16.8,50.9,99.2,41196,0.157,0.00,0.0031,0.063,289,0.666,0.001,0.774,0.374,3.76,3.82,5.98,0.58,0.262,1.83,1.47,2.83,0.693,0.00843,2.53,155.1541,6517.22,106167.5,140277.1,54.142,89.5462,171.678,255.880,0.927,0.338,15.8,17.760,155.155,426,1085.7,66.12,11.909,89.109,2797.7,62.320,0.135,2.00,8.2700,17425.0,0.7906,0.3775,19.55,1.118,0.086
180000,2038,2.336,0.667,5.95,200287,179483,2,19041,1830,1971172,775643.0,1623550.9,0.033,0.768,0.081,0.117,114,26.86,18.31,3.43,4.88,4.63,6.96,0.11,1.08,13.05,9.03,0.60,0.93,0.114,0.181,890,0.084,0.029,0.945,0.000,0.026,302038,251678,1,0.561,0.439,0.023,393532,0.198,2.130,0.049,18.62,83728,113,0.824,0.405,0.665,12848494,2.12,11.51,0.013,0.437,0.302,8.2,18.5,52.1,126.6,43245,0.165,0.00,0.0029,0.063,254,0.667,0.001,0.775,0.377,3.93,3.94,6.36,0.64,0.305,1.90,1.41,3.07,0.695,0.00874,2.63,155.1588,6062.38,108277.9,140277.1,54.564,89.0439,171.980,246.660,0.928,0.345,15.7,17.815,154.295,558,1518.5,39.76,12.274,88.031,2811.3,61.525,0.135,2.00,7.4599,15203.3,0.6929,0.3764,21.22,1.110,0.094
190000,2293,2.236,0.628,5.99,200445,182532,4,15966,1688,1982292,781277.1,1624774.6,0.032,0.770,0.086,0.112,112,25.47,17.86,3.27,4.44,4.36,6.80,0.15,1.58,12.25,7.94,0.54,0.91,0.108,0.180,925,0.102,0.023,0.948,0.000,0.029,302760,255438,2,0.636,0.000,0.017,474880,0.201,2.235,0.044,18.21,81469,113,0.820,0.404,0.698,13288827,2.06,11.80,0.013,0.426,0.274,8.0,18.0,51.1,96.3,45917,0.175,0.00,0.0028,0.049,260,0.679,0.001,0.785,0.374,3.88,3.76,6.40,0.58,0.280,1.80,1.38,3.06,0.707,0.00760,2.63,155.8787,6316.91,103980.3,140277.1,54.337,89.0108,173.492,249.753,0.916,0.339,17.7,17.432,154.523,437,1129.9,55.05,12.222,88.660,2322.6,62.409,0.135,2.00,8.5885,19693.4,0.8231,0.3732,20.02,1.117,0.090
200000,1954,2.374,0.651,5.89,190343,173216,7,15641,1818,1931210,778566.8,1602452.0,0.030,0.784,0.085,0.101,113,28.08,19.11,3.74,5.30,4.76,7.01,0.18,1.46,13.54,9.02,0.63,0.96,0.110,0.163,912,0.098,0.029,0.948,0.000,0.023,294160,243985,1,0.931,0.069,0.029,425481,0.199,2.315,0.046,18.04,79323,112,0.830,0.406,0.678,12850701,2.20,10.97,0.020,0.444,0.315,8.7,19.6,51.9,141.4,43418,0.166,0.00,0.0029,0.053,272,0.676,0.001,0.769,0.390,4.04,4.03,6.53,0.67,0.324,1.99,1.44,3.21,0.704,0.00898,2.57,154.9639,6010.02,107087.8,140277.1,53.928,90.1060,169.931,249.800,0.924,0.344,18.5,17.544,154.601,468,1242.8,74.68,11.813,89.302,2856.8,62.231,0.136,1.99,8.5831,16771.3,0.7748,0.3756,22.22,1.107,0.091
210000,1933,2.340,0.665,6.00,191985,175444,6,14766,1790,1913368,783617.2,1617536.5,0.030,0.776,0.092,0.103,115,27.37,18.09,3.48,4.51,4.71,7.11,0.25,1.37,13.29,8.51,0.62,0.96,0.111,0.174,872,0.087,0.025,0.948,0.000,0.027,303449,254758,2,0.554,0.411,0.098,1025939,0.166,2.192,0.048,17.70,81800,115,0.845,0.407,0.669,12617691,2.11,10.90,0.020,0.435,0.310,9.7,18.7,50.9,105.4,41988,0.160,0.00,0.0031,0.053,273,0.669,0.001,0.769,0.403,4.10,3.95,6.67,0.65,0.311,1.94,1.36,3.09,0.696,0.00908,2.61,157.6531,6155.94,107621.3,140277.1,53.891,89.8359,170.721,251.928,0.938,0.344,15.8,17.560,154.449,549,1554.3,53.67,11.285,89.643,2630.2,63.122,0.135,2.00,8.3617,16163.2,0.7467,0.3747,21.72,1.114,0.098
220000,2051,2.386,0.637,5.93,198419,180292,8,16033,1968,1972796,778226.5,1648328.6,0.027,0.779,0.088,0.107,114,28.60,18.02,3.85,5.03,5.44,7.45,0.15,1.12,13.20,8.88,0.72,1.01,0.129,0.179,900,0.105,0.030,0.949,0.000,0.020,305850,252111,2,0.536,0.461,0.047,1857937,0.126,2.123,0.047,18.09,80471,115,0.836,0.408,0.665,12995251,2.23,10.91,0.012,0.470,0.354,9.8,20.0,50.9,113.3,46434,0.177,0.00,0.0029,0.053,278,0.667,0.001,0.773,0.387,4.14,4.10,6.51,0.78,0.362,2.00,1.36,3.36,0.695,0.00880,2.88,157.2937,5664.55,108268.5,140277.1,54.058,88.9170,173.713,247.445,0.929,0.346,20.2,18.047,153.420,525,1433.5,46.70,11.329,88.811,2815.2,62.376,0.135,2.00,7.5496,15484.2,0.6631,0.3779,22.64,1.112,0.091
230000,2357,2.354,0.644,5.98,201765,185873,2,13661,1923,1937754,788889.1,1673705.2,0.026,0.784,0.082,0.108,113,27.40,18.46,3.55,4.91,4.75,7.15,0.13,1.10,13.07,8.56,0.61,0.97,0.115,0.183,952,0.101,0.031,0.941,0.000,0.028,312023,258582,2,0.595,0.000,0.028,864201,0.176,2.133,0.048,17.80,80618,112,0.864,0.422,0.712,13579823,2.13,11.38,0.017,0.452,0.300,8.9,19.1,50.9,153.1,50674,0.193,0.00,0.0026,0.050,320,0.677,0.001,0.766,0.389,4.05,3.91,6.47,0.64,0.307,1.90,1.43,3.12,0.703,0.00756,2.59,162.2722,6542.25,104264.6,140277.1,53.826,89.2113,177.362,256.335,0.941,0.337,16.9,17.815,154.874,392,1049.5,46.89,11.512,89.629,2460.8,63.776,0.135,2.00,7.8924,18602.4,0.7485,0.3774,21.50,1.124,0.099
240000,2105,2.356,0.691,5.95,205886,188417,6,15676,2039,1955824,783387.9,1680603.9,0.030,0.768,0.084,0.118,112,29.39,18.70,4.22,5.33,5.82,7.51,0.14,1.06,12.78,8.95,0.77,1.01,0.139,0.188,915,0.124,0.032,0.929,0.001,0.038,318635,261531,1,0.503,0.497,0.059,976086,0.161,2.224,0.048,17.91,83575,112,0.859,0.415,0.707,13546427,2.39,10.94,0.017,0.473,0.381,8.6,22.7,50.9,106.1,48343,0.184,0.00,0.0029,0.056,312,0.679,0.001,0.769,0.390,4.14,3.97,6.60,0.81,0.383,2.14,1.45,3.64,0.705,0.00833,2.65,162.2087,6896.63,107253.2,140277.1,54.046,89.9134,176.989,254.911,0.944,0.341,21.2,17.530,154.701,444,1134.1,45.32,11.570,89.235,2738.9,63.155,0.134,2.00,7.3541,15480.4,0.6618,0.3817,22.97,1.109,0.088
250000,2080,2.403,0.645,6.16,198633,180514,2,16098,2044,2039751,783602.2,1652220.6,0.032,0.772,0.083,0.113,112,28.94,18.01,3.89,5.07,5.26,7.27,0.21,1.35,13.27,8.38,0.72,1.01,0.121,0.170,959,0.103,0.034,0.943,0.000,0.024,308411,256687,2,0.431,0.144,0.069,1517773,0.136,2.071,0.045,18.63,84912,114,0.810,0.404,0.679,12739714,2.24,10.86,0.010,0.481,0.354,9.3,21.3,50.9,134.7,47053,0.179,0.00,0.0028,0.054,368,0.664,0.001,0.772,0.392,4.18,4.02,6.60,0.76,0.356,2.05,1.40,3.31,0.693,0.00891,3.03,156.5970,6266.31,107436.1,140277.1,52.696,89.5944,174.225,251.222,0.940,0.342,19.6,18.541,152.658,504,1262.6,58.49,11.552,89.483,2485.3,62.169,0.134,2.00,7.7197,16057.0,0.6951,0.3691,22.62,1.122,0.091
260000,2037,2.388,0.639,6.08,190823,171782,1,17158,1925,2068789,781015.2,1606108.2,0.031,0.783,0.077,0.109,114,29.18,19.19,3.61,5.06,4.97,7.47,0.24,1.73,13.92,9.16,0.65,0.99,0.110,0.166,914,0.109,0.034,0.944,0.000,0.022,286929,236515,1,0.584,0.416,0.084,1975279,0.134,2.404,0.042,19.17,78993,116,0.776,0.389,0.673,11935818,2.15,11.07,0.023,0.440,0.317,8.5,22.1,53.1,133.3,46323,0.177,0.00,0.0028,0.069,283,0.647,0.001,0.754,0.376,4.10,3.96,6.56,0.68,0.319,2.00,1.33,3.12,0.678,0.00953,3.00,150.5419,6168.04,106444.1,140277.1,51.987,89.3381,170.316,254.654,0.881,0.342,19.5,19.415,153.055,388,1085.6,104.06,12.154,89.683,2659.0,61.120,0.136,1.99,8.4854,17284.8,0.7864,0.3622,22.74,1.140,0.099
270000,2187,2.366,0.633,6.05,206886,188105,3,15625,3003,1911220,794936.8,1740004.2,0.038,0.773,0.085,0.105,113,28.43,18.28,3.39,4.57,4.80,7.41,0.33,1.87,13.85,9.06,0.62,1.02,0.111,0.175,1020,0.084,0.037,0.938,0.000,0.024,320447,265830,3,0.480,0.000,0.124,2227183,0.131,2.153,0.044,18.50,86220,118,0.910,0.394,0.716,14293216,2.07,11.00,0.022,0.466,0.293,9.8,21.9,50.9,130.2,48920,0.187,0.00,0.0026,0.055,310,0.684,0.001,0.778,0.390,4.13,3.93,6.65,0.68,0.299,1.95,1.29,3.06,0.709,0.00842,3.26,170.1593,6440.56,104935.2,140277.1,54.068,87.9531,184.321,245.795,0.899,0.336,20.4,18.406,151.476,375,970.5,48.52,10.895,88.009,2395.3,64.065,0.135,2.00,8.4760,18537.1,0.7438,0.3829,22.37,1.139,0.094
280000,2506,2.297,0.608,6.08,213938,193846,12,16609,3152,1984103,805309.7,1796800.5,0.040,0.765,0.092,0.104,111,26.28,18.87,3.38,5.18,4.19,7.53,0.33,1.73,12.66,8.19,0.56,1.01,0.095,0.171,1015,0.087,0.030,0.943,0.000,0.027,337097,273649,2,0.614,0.042,0.101,2954043,0.143,2.008,0.043,18.86,89491,120,0.906,0.390,0.713,14672713,2.10,12.12,0.022,0.419,0.256,8.0,19.3,50.9,157.3,51537,0.197,0.00,0.0025,0.062,329,0.684,0.001,0.784,0.398,3.86,3.72,6.28,0.60,0.257,1.97,1.33,3.08,0.710,0.00748,3.19,173.8736,6274.82,104295.8,140277.1,53.614,88.2359,188.256,251.855,0.904,0.336,22.3,18.737,151.941,467,1130.6,52.84,11.200,88.180,2001.8,64.897,0.134,2.00,7.5542,18930.7,0.7763,0.3843,20.57,1.133,0.101
