step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,3751,1.788,0.533,4.62,166732,148800,913,0,16974,17,598264.5,1894076.5,0.335,0.552,0.056,0.057,115,11.54,2.91,0.01,0.27,0.03,0.80,0.05,1.00,11.44,2.64,0.00,0.03,0.001,0.029,127,0.828,0.003,0.986,0.000,0.011,505231,501674,2,0.985,0.000,0.007,253573,0.212,2.055,0.036,7.28,91747,0,111416.265,0.000,0.927,31022613,1.00,16.19,0.000,0.000,0.000,10.0,12.0,12.0,64.0,43284,0.165,0.00,0.0014,0.012,62,0.943,0.000,0.324,0.674,6.44,7.79,7.66,0.00,0.000,1.00,1.00,1.00,0.943,0.00036,1.88,266.3387,6318.56,37239.5,139737.2,90.902,69.8381,205.154,124.723,0.427,0.120,1.1,1.360,144.338,413,1125.6,48.58,4.038,63.780,691.8,56.786,0.135,2.00,22.9774,86188.1,2.1296,0.1245,11.54,1.000,0.000
120000,3736,1.789,0.539,4.56,166948,149404,914,0,16645,49,599663.9,1897029.9,0.330,0.566,0.052,0.052,115,11.47,2.88,0.03,0.68,0.02,0.44,0.05,1.04,11.38,2.60,0.00,0.00,0.001,0.023,97,0.838,0.005,0.987,0.000,0.007,502794,499304,2,0.938,0.000,0.005,263800,0.223,1.931,0.037,7.45,87315,0,38714.895,0.000,0.934,31759828,1.01,16.34,0.000,0.000,0.000,9.0,12.0,12.0,64.0,42862,0.164,0.00,0.0014,0.014,94,0.945,0.000,0.243,0.673,6.45,7.77,7.63,0.00,0.000,1.00,1.01,1.01,0.945,0.00040,2.01,266.6382,6301.72,37254.8,139737.2,90.620,69.7335,206.013,127.365,0.467,0.122,1.3,1.483,142.645,432,1211.2,39.73,4.109,63.763,720.6,56.721,0.134,2.00,23.0509,86118.3,2.1498,0.1064,11.47,1.000,0.000
130000,3710,1.780,0.484,4.45,164958,147383,923,0,16678,30,593004.4,1886624.8,0.332,0.567,0.051,0.050,116,11.44,2.93,0.01,0.21,0.02,0.56,0.05,0.80,11.36,2.84,0.00,0.00,0.002,0.031,123,0.830,0.003,0.987,0.000,0.010,500508,496929,2,0.929,0.000,0.007,269054,0.204,1.851,0.035,7.16,89864,0,62887.492,0.000,0.923,31898085,1.00,16.33,0.000,0.000,0.000,8.0,12.0,12.0,60.0,42440,0.162,0.00,0.0014,0.019,87,0.945,0.000,0.222,0.675,6.42,7.76,7.57,0.00,0.000,1.00,1.00,1.00,0.945,0.00035,1.85,265.0275,5520.11,35935.9,139737.2,91.566,69.0068,204.737,126.830,0.436,0.116,1.2,1.285,143.964,386,1142.4,45.28,4.051,63.259,682.3,56.329,0.135,2.00,23.8331,88420.7,2.2160,0.1037,11.44,1.000,0.000
140000,3637,1.787,0.566,4.44,162907,145215,866,0,16899,37,591934.4,1890939.4,0.332,0.572,0.048,0.048,116,11.39,2.76,0.01,0.25,0.01,0.27,0.05,0.87,11.32,2.60,0.00,0.00,0.001,0.029,113,0.836,0.003,0.988,0.000,0.010,503637,500491,2,0.933,0.000,0.007,233859,0.212,2.120,0.039,6.81,92318,0,51106.470,0.000,0.930,31994736,1.00,16.35,0.000,0.000,0.000,8.0,12.0,12.0,62.0,41412,0.158,0.00,0.0014,0.017,66,0.948,0.000,0.208,0.681,6.38,7.75,7.54,0.00,0.000,1.00,1.00,1.00,0.948,0.00033,1.73,265.3803,6762.53,36334.5,139737.2,91.767,69.1825,203.795,125.101,0.430,0.117,1.2,1.205,144.007,381,1143.9,47.45,3.858,63.533,776.6,56.479,0.134,2.00,23.8663,86801.8,2.2295,0.0858,11.39,1.000,0.000
150000,3779,1.720,0.532,4.42,164577,146779,885,0,16771,59,592928.6,1894128.1,0.341,0.562,0.048,0.049,115,11.52,2.72,0.02,0.49,0.01,0.43,0.06,0.98,11.42,2.48,0.00,0.00,0.001,0.020,121,0.840,0.003,0.988,0.000,0.009,499669,496372,1,0.931,0.069,0.009,440217,0.157,2.157,0.036,7.01,92657,0,32103.867,0.000,0.934,31679629,1.01,16.26,0.000,0.000,0.000,10.0,12.0,12.0,50.0,43519,0.166,0.00,0.0014,0.017,79,0.947,0.000,0.223,0.675,6.35,7.78,7.59,0.00,0.000,1.01,1.01,1.01,0.947,0.00032,1.80,265.7751,6422.09,35942.1,139737.2,91.523,69.2506,205.432,126.804,0.431,0.115,1.4,1.227,143.950,366,1018.1,47.41,4.009,63.506,679.7,56.453,0.135,2.00,23.2079,87702.6,2.1530,0.2283,11.52,1.000,0.000
160000,3739,1.762,0.563,4.36,167618,150213,881,0,16564,11,601026.4,1906499.2,0.350,0.545,0.052,0.053,116,11.59,2.44,0.01,0.47,0.01,0.29,0.03,0.42,11.53,2.40,0.00,0.00,0.001,0.025,115,0.829,0.005,0.986,0.000,0.009,502328,498869,1,0.911,0.089,0.009,291459,0.213,2.122,0.040,7.51,94890,0,173318.114,0.000,0.932,30534852,1.00,16.05,0.000,0.000,0.000,11.0,12.0,12.0,50.0,43320,0.165,0.00,0.0014,0.015,98,0.940,0.000,0.234,0.671,6.39,7.73,7.51,0.00,0.000,1.00,1.01,1.00,0.940,0.00038,1.97,267.9890,6960.71,36215.3,139737.2,90.465,69.9995,207.397,127.110,0.451,0.117,1.6,1.428,143.937,337,975.4,38.98,4.243,63.891,735.5,56.878,0.134,2.00,23.2271,86846.1,2.1479,0.4037,11.59,1.000,0.000
170000,3717,1.743,0.549,4.29,165510,147311,936,0,17285,20,599482.9,1891028.2,0.365,0.520,0.060,0.054,117,11.44,3.09,0.02,0.91,0.02,0.66,0.04,0.66,11.36,2.85,0.00,0.11,0.001,0.017,99,0.827,0.005,0.986,0.000,0.009,503547,500045,1,1.000,0.000,0.007,262504,0.206,2.122,0.039,7.57,94010,0,94551.413,0.000,0.931,28550232,1.01,16.34,0.001,0.000,0.000,9.0,12.0,12.0,64.0,42533,0.162,0.00,0.0014,0.015,104,0.934,0.000,0.213,0.676,6.45,7.69,7.56,0.00,0.000,1.01,1.00,1.01,0.934,0.00039,1.87,265.6901,6489.51,36256.0,139737.2,90.613,69.9218,204.635,127.620,0.453,0.118,1.4,1.438,144.735,349,1094.7,36.20,4.298,63.783,843.8,56.594,0.135,2.00,23.4475,87154.2,2.1835,0.2322,11.44,1.000,0.000
180000,3661,1.751,0.526,4.24,164075,145699,1014,0,17418,25,596478.0,1882143.8,0.365,0.509,0.068,0.058,117,11.46,2.74,0.01,0.23,0.01,0.46,0.04,0.76,11.40,2.75,0.00,0.02,0.001,0.027,111,0.831,0.003,0.987,0.000,0.010,503387,499406,2,0.919,0.000,0.006,317943,0.193,2.027,0.037,7.66,91736,0,75285.750,0.000,0.919,27757359,1.00,16.29,0.000,0.000,0.000,9.0,12.0,12.0,60.0,41961,0.160,0.00,0.0014,0.015,93,0.931,0.000,0.203,0.679,6.43,7.72,7.51,0.00,0.000,1.00,1.01,1.00,0.931,0.00039,1.83,264.0099,6223.44,35757.3,139737.2,91.098,69.4253,202.769,129.710,0.466,0.112,1.4,1.440,145.294,413,1177.4,41.85,4.381,63.253,659.3,56.075,0.134,2.00,24.0665,88107.6,2.2306,0.8792,11.46,1.000,0.000
190000,3787,1.759,0.499,4.37,166206,147132,1016,0,17932,18,599028.6,1893149.9,0.373,0.502,0.070,0.056,118,11.42,2.51,0.00,0.13,0.02,0.47,0.04,0.77,11.37,2.40,0.00,0.00,0.001,0.029,99,0.822,0.004,0.986,0.000,0.010,504697,500624,2,0.909,0.006,0.004,361016,0.178,1.949,0.034,7.74,90620,0,105174.993,0.000,0.926,27261292,1.00,16.33,0.000,0.000,0.000,9.0,12.0,12.0,48.0,43265,0.165,0.00,0.0014,0.015,117,0.927,0.000,0.215,0.676,6.42,7.69,7.47,0.00,0.000,1.00,1.00,1.00,0.927,0.00039,1.90,265.6671,6119.00,35145.6,139737.2,90.711,69.7101,204.385,131.316,0.468,0.111,1.6,1.460,145.679,294,784.1,42.83,4.457,63.495,727.0,56.260,0.135,2.00,23.4721,88888.7,2.1848,0.1688,11.42,1.000,0.000
200000,3770,1.765,0.507,4.41,166816,147398,1000,0,18435,19,600509.9,1894152.1,0.365,0.514,0.066,0.054,116,11.45,2.85,0.01,0.27,0.01,0.37,0.03,0.90,11.39,2.79,0.00,0.00,0.001,0.022,112,0.813,0.005,0.986,0.000,0.008,507611,503536,2,0.902,0.000,0.004,249157,0.207,1.919,0.037,7.83,91033,0,99692.217,0.000,0.924,28122170,1.00,16.27,0.000,0.000,0.000,9.0,12.0,12.0,64.0,43155,0.165,0.00,0.0014,0.012,106,0.929,0.000,0.226,0.677,6.36,7.68,7.43,0.00,0.000,1.01,1.01,1.01,0.929,0.00038,1.92,266.0417,6155.92,35719.4,139737.2,90.576,69.9688,204.095,130.849,0.465,0.112,1.5,1.434,146.967,347,972.5,41.95,4.488,63.514,691.5,56.417,0.135,2.00,23.3923,88188.8,2.1755,1.3925,11.45,1.000,0.000
210000,3681,1.775,0.506,4.43,168952,149738,985,0,18318,9,601663.3,1896686.0,0.370,0.514,0.062,0.054,117,11.53,2.82,0.01,0.22,0.03,0.82,0.02,0.44,11.47,2.64,0.00,0.00,0.001,0.029,110,0.848,0.004,0.987,0.000,0.009,503539,499075,2,0.921,0.000,0.005,242729,0.201,1.980,0.036,8.00,91377,0,210742.889,0.000,0.932,28294772,1.00,16.28,0.001,0.000,0.000,9.0,12.0,12.0,64.0,42441,0.162,0.00,0.0014,0.014,94,0.926,0.000,0.249,0.670,6.57,7.71,7.51,0.00,0.000,1.00,1.00,1.00,0.926,0.00041,1.99,266.4912,5931.77,35525.8,139737.2,90.242,70.0845,205.658,130.535,0.459,0.114,1.2,1.509,147.557,413,1221.1,42.48,4.578,63.612,597.0,56.447,0.135,2.00,24.0542,88543.5,2.2228,0.1573,11.53,1.000,0.000
220000,3820,1.772,0.544,4.55,169600,150090,1005,0,18366,17,597000.9,1918785.5,0.399,0.501,0.051,0.049,118,11.44,3.05,0.01,0.30,0.01,0.27,0.02,0.42,11.39,3.01,0.00,0.03,0.001,0.023,116,0.825,0.005,0.984,0.000,0.010,500235,495770,1,1.000,0.000,0.006,268315,0.185,2.273,0.035,7.91,88362,0,112869.735,0.000,0.924,27847275,1.01,16.36,0.001,0.000,0.000,9.0,12.0,12.0,64.0,43695,0.167,0.00,0.0014,0.017,118,0.924,0.000,0.264,0.667,6.47,7.66,7.41,0.00,0.000,1.01,1.01,1.00,0.924,0.00040,2.00,268.6975,6734.68,34258.9,139737.2,90.968,69.2269,208.475,127.411,0.472,0.110,1.5,1.518,146.815,336,922.3,55.16,4.485,62.963,752.7,55.999,0.135,2.00,23.2784,88923.4,2.1723,1.1841,11.44,1.000,0.000
230000,3747,1.760,0.535,4.63,166134,147566,1020,0,17621,13,590456.2,1915235.6,0.432,0.469,0.051,0.047,119,11.45,2.67,0.02,1.05,0.02,0.68,0.02,0.44,11.38,2.51,0.00,0.00,0.001,0.033,116,0.831,0.007,0.986,0.000,0.007,494596,490041,2,0.912,0.004,0.005,227791,0.177,2.122,0.036,7.89,88418,0,147325.817,0.000,0.927,25752869,1.01,16.32,0.000,0.000,0.000,9.0,12.0,12.0,64.0,42885,0.164,0.00,0.0014,0.015,105,0.919,0.000,0.268,0.670,6.51,7.68,7.48,0.00,0.000,1.01,1.01,1.01,0.919,0.00040,1.90,267.3244,6516.09,34026.9,139737.2,92.030,68.3898,207.590,123.188,0.464,0.108,0.9,1.499,147.653,388,1052.2,39.16,4.500,62.020,682.6,55.265,0.136,2.00,23.8855,89499.0,2.2191,0.2021,11.45,1.000,0.000
240000,3680,1.793,0.501,4.70,165701,146954,1023,0,17791,35,586138.0,1917389.6,0.455,0.449,0.050,0.046,119,11.72,3.24,0.02,0.80,0.02,0.33,0.04,0.63,11.64,3.14,0.00,0.00,0.002,0.048,135,0.818,0.006,0.984,0.000,0.010,492485,487919,2,0.901,0.003,0.008,185966,0.208,2.058,0.033,7.78,87741,0,54782.561,0.000,0.927,24580945,1.01,16.15,0.001,0.000,0.000,10.0,12.0,12.0,64.0,43121,0.164,0.00,0.0014,0.015,102,0.916,0.000,0.286,0.670,6.65,7.68,7.43,0.00,0.000,1.01,1.01,1.01,0.916,0.00040,1.93,266.9142,6161.29,31656.4,139737.2,92.544,67.6472,207.582,125.309,0.456,0.102,1.8,1.478,146.922,320,878.3,40.22,4.412,61.578,673.2,54.877,0.135,2.00,25.1108,92407.8,2.3014,0.3886,11.72,1.000,0.000
250000,3652,1.779,0.483,4.66,161567,142329,1113,0,18153,16,578357.4,1910660.8,0.488,0.420,0.050,0.042,118,11.60,2.74,0.02,0.38,0.03,0.61,0.02,0.37,11.53,2.54,0.00,0.00,0.002,0.031,117,0.847,0.003,0.988,0.000,0.009,492960,488808,2,0.929,0.003,0.004,270438,0.194,1.791,0.034,7.57,86504,0,119416.297,0.000,0.941,22813986,1.00,16.20,0.000,0.000,0.000,10.0,12.0,12.0,52.0,42352,0.162,0.00,0.0014,0.012,68,0.919,0.000,0.272,0.678,6.71,7.75,7.55,0.00,0.000,1.00,1.00,1.00,0.919,0.00040,1.86,265.2046,5415.67,33376.1,139737.2,93.625,67.0749,204.780,124.248,0.453,0.108,1.3,1.452,145.791,426,1314.8,46.13,4.216,60.788,603.0,54.169,0.135,2.00,24.9455,91100.8,2.2933,0.1892,11.60,1.000,0.000
260000,3762,1.742,0.445,4.77,162338,142505,1120,0,18603,18,576488.8,1915972.1,0.499,0.409,0.051,0.040,121,11.64,2.23,0.00,0.07,0.03,1.10,0.03,0.51,11.58,2.08,0.00,0.00,0.002,0.038,114,0.839,0.005,0.989,0.000,0.007,487146,483039,2,0.903,0.000,0.005,202787,0.199,1.815,0.030,7.76,82906,0,106442.896,0.000,0.940,22166998,1.00,16.14,0.000,0.000,0.000,11.0,12.0,12.0,64.0,43774,0.167,0.00,0.0013,0.016,110,0.915,0.000,0.273,0.673,6.67,7.69,7.47,0.00,0.000,1.00,1.00,1.00,0.915,0.00039,1.89,265.5119,5483.37,32215.8,139737.2,94.092,66.2872,206.315,125.948,0.431,0.103,1.8,1.458,147.151,284,739.4,33.51,4.458,60.103,624.3,53.685,0.135,2.00,24.6652,92790.3,2.2571,0.3462,11.64,1.000,0.000
270000,3735,1.757,0.493,4.79,161312,141288,1121,0,18930,9,572917.2,1908665.5,0.517,0.393,0.052,0.038,121,11.64,2.31,0.01,0.43,0.02,0.38,0.06,0.91,11.55,2.15,0.00,0.00,0.002,0.035,121,0.836,0.006,0.986,0.000,0.008,484149,480349,1,0.910,0.090,0.009,187846,0.199,2.039,0.032,7.65,81862,0,212073.944,0.000,0.929,21212274,1.00,16.09,0.000,0.000,0.000,11.0,12.0,12.0,40.0,43470,0.166,0.00,0.0013,0.013,98,0.916,0.000,0.280,0.672,6.71,7.70,7.51,0.00,0.000,1.00,1.00,1.00,0.916,0.00037,1.90,264.5074,5982.11,32102.8,139737.2,94.432,66.1014,205.425,126.558,0.450,0.103,1.7,1.399,145.278,364,965.5,42.63,4.310,59.866,617.9,53.473,0.135,2.00,24.6636,92118.7,2.2634,0.2246,11.64,1.000,0.000
280000,3698,1.780,0.502,4.81,161499,141560,1108,0,18868,17,572887.1,1916485.8,0.514,0.394,0.053,0.039,121,11.69,2.69,0.01,0.57,0.05,1.29,0.04,0.64,11.59,2.45,0.00,0.00,0.002,0.038,122,0.830,0.006,0.985,0.000,0.009,487850,484201,1,1.000,0.000,0.008,195902,0.202,1.993,0.034,7.60,83702,0,112734.456,0.000,0.919,21218717,1.00,16.03,0.000,0.000,0.000,11.0,12.0,12.0,64.0,43220,0.165,0.00,0.0013,0.012,116,0.913,0.000,0.287,0.675,6.71,7.68,7.44,0.00,0.000,1.00,1.00,1.00,0.913,0.00039,1.95,265.4770,6164.03,33416.6,139737.2,94.475,66.1002,205.785,127.777,0.453,0.107,1.4,1.447,144.654,354,933.7,40.32,4.200,59.819,623.3,53.475,0.135,2.00,24.5102,90638.6,2.2545,0.2871,11.69,1.000,0.000
