step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1164,24.90,3.56,3.76,0.09,16.39,0.52,1.96,0.198,0.315,472476.1,1139326.1,9,111,4.12,2.05,1.26,114.7549,4188.68,85745.4,0.1309,4.5880,5462,6.6407,97,52.5985,406495.6
10000,1,854,26.98,3.06,4.11,0.05,19.26,0.53,1.78,0.189,0.260,418232.1,958392.7,12,112,4.39,1.89,1.24,95.5079,2621.95,14255.8,8.8954,6.4610,5461,6.6394,138,42.2295,330546.7
10000,2,405,26.44,2.38,3.54,0.08,21.01,0.42,1.59,0.148,0.126,225984.0,548703.0,10,80,4.56,1.69,1.14,61.2959,1093.94,322.7,25.2190,8.6962,5461,6.6394,120,12.6407,105564.5
20000,0,1084,25.84,3.85,4.25,0.11,15.36,0.68,2.00,0.214,0.295,445438.1,1123771.1,12,110,4.24,2.18,1.29,108.7948,4114.98,85745.8,0.0000,3.3544,5462,6.5987,86,54.8584,432973.6
20000,1,872,27.03,3.47,4.40,0.14,16.87,0.66,1.85,0.217,0.245,375253.7,870565.9,12,95,4.31,2.02,1.21,82.5617,2919.32,13835.2,11.0716,5.6591,5461,6.5975,150,41.7643,334451.1
20000,2,436,25.52,1.72,3.00,0.03,20.54,0.34,1.39,0.128,0.126,136122.1,342301.0,9,63,4.66,1.47,1.10,34.5524,1004.38,302.3,29.6167,8.5499,5461,6.5975,107,6.1328,53156.1
30000,0,947,33.72,4.89,4.78,0.22,20.29,0.63,2.26,0.291,0.328,465527.6,1193141.6,10,106,4.79,2.44,1.31,116.3491,4251.07,84813.1,0.0000,3.2195,5462,6.5493,67,56.9871,456736.4
30000,1,789,30.44,3.79,4.04,0.13,20.11,0.49,1.96,0.231,0.253,362468.8,861584.2,9,75,4.67,2.12,1.28,81.3847,2849.20,14454.2,11.2372,5.5077,5461,6.5481,115,39.7854,321761.0
30000,2,400,24.93,1.89,2.87,0.15,19.91,0.26,1.45,0.130,0.114,133726.3,337295.9,7,72,4.44,1.50,1.11,33.6329,1204.45,351.7,29.7832,8.3445,5461,6.5481,103,5.9993,52620.7
40000,0,1257,26.62,3.26,3.63,0.13,16.64,0.42,1.85,0.195,0.341,461894.2,1147865.8,8,78,4.09,1.95,1.21,112.3893,3852.39,83852.7,0.0000,2.9004,5462,6.4726,42,56.8322,454605.3
40000,1,934,27.44,3.28,3.39,0.12,17.67,0.44,1.86,0.203,0.260,362098.3,858495.3,8,111,4.20,1.93,1.26,81.2187,2671.29,13986.0,11.6270,5.2625,5461,6.4714,72,40.0234,324491.8
40000,2,403,26.61,2.06,3.16,0.31,18.97,0.35,1.49,0.151,0.114,134806.6,343846.8,8,52,4.25,1.59,1.16,34.4134,1221.34,366.4,29.7464,8.1404,5461,6.4714,112,6.3796,55844.9
50000,0,1220,25.14,2.81,3.11,0.23,15.89,0.44,1.72,0.189,0.309,453575.3,1196701.0,9,92,4.15,1.83,1.21,115.1661,4085.77,84239.6,0.0000,2.9217,5462,6.4745,41,54.5905,447433.5
50000,1,926,26.08,3.29,3.38,0.24,16.13,0.50,1.81,0.195,0.242,378344.2,910441.9,8,100,4.21,1.96,1.24,85.9831,3008.27,13893.0,11.8964,5.2075,5461,6.4733,82,42.2740,342989.7
50000,2,410,26.93,2.15,2.92,0.11,18.46,0.38,1.54,0.149,0.112,132019.8,334119.7,6,91,4.27,1.66,1.15,33.1953,1211.05,364.2,30.2597,8.0009,5461,6.4733,189,6.2114,54310.1
60000,0,1189,27.07,3.74,3.53,0.08,16.78,0.54,1.98,0.237,0.330,458453.1,1209487.2,5,107,4.24,2.06,1.26,117.0099,3951.63,84013.3,0.0000,2.8418,5462,6.3919,33,55.4975,453596.3
60000,1,1010,25.28,2.91,2.81,0.13,16.44,0.41,1.77,0.186,0.257,376419.9,890752.0,5,108,4.06,1.84,1.23,84.5005,2826.53,13320.5,11.7543,5.1807,5461,6.3907,101,41.8029,340581.5
60000,2,375,27.77,2.63,3.21,0.06,18.58,0.46,1.66,0.192,0.104,130938.8,319787.4,4,64,4.21,1.74,1.14,32.3158,1082.34,342.5,30.2727,8.0908,5461,6.3907,169,6.0219,52024.5
70000,0,1296,26.33,3.57,3.33,0.22,16.28,0.53,1.92,0.220,0.345,471163.7,1263021.6,3,92,4.19,2.02,1.31,124.6316,3867.82,83389.0,0.0000,2.6431,5462,6.1178,44,57.2345,471542.9
70000,1,970,24.37,3.03,2.84,0.08,15.56,0.48,1.77,0.195,0.242,355858.7,893401.0,3,113,4.00,1.87,1.28,83.7360,2450.94,13413.4,12.6756,5.1164,5461,6.1167,79,39.1244,320682.4
70000,2,398,30.27,3.37,4.06,0.22,18.99,0.52,1.80,0.211,0.120,126821.0,313024.5,2,73,4.34,1.90,1.27,31.6411,956.02,264.5,30.9325,7.8019,5461,6.1167,116,5.8564,50694.6
80000,0,1366,25.10,3.34,2.79,0.09,15.76,0.43,1.88,0.195,0.342,472152.8,1276129.4,2,114,4.00,1.96,1.29,125.2870,3838.52,81901.7,0.0002,2.4390,5462,6.1257,32,56.9916,473513.0
80000,1,1082,22.08,2.55,1.71,0.06,15.08,0.27,1.66,0.124,0.245,360661.5,914968.6,2,107,3.84,1.71,1.26,87.9381,3008.81,12988.8,12.4527,4.6654,5461,6.1246,76,40.0804,330758.4
