step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,2289,12.1,0.3,0.0,0.3,11.4,0.0,1.11,13.9,357,153,4.21,10.02,1133,642,514,0.0,1.13,1.14,1.10,3.30,5.83,3.48,26.9,1.000
5000,3,465,10.3,0.1,0.0,0.0,10.3,0.0,1.04,14.0,104,255,7.38,16.08,179,286,0,0.0,1.04,1.04,1.05,3.50,6.96,2.89,24.3,1.000
5000,31,174,9.5,0.0,0.1,0.0,9.3,0.0,1.00,14.5,43,235,5.68,14.85,174,0,0,0.0,1.00,1.00,1.00,3.53,7.17,2.96,5.2,1.000
5000,2,143,15.1,0.2,0.0,0.0,14.9,0.0,1.05,14.3,42,225,8.49,20.18,91,52,0,0.0,1.00,1.10,1.05,3.38,5.13,3.72,19.6,1.000
5000,13,121,12.4,0.0,0.0,0.4,12.0,0.0,1.00,12.0,46,300,7.84,19.13,76,45,0,0.0,1.01,1.00,1.00,3.95,7.57,4.31,16.6,1.000
5000,26,78,14.2,0.2,0.0,0.1,13.9,0.0,1.04,11.8,16,212,7.06,14.93,24,47,7,0.0,1.05,1.05,1.04,6.36,7.87,7.51,26.5,1.000
5000,30,71,9.3,0.0,0.1,0.0,9.2,0.0,1.01,13.0,14,324,8.48,17.97,31,40,0,0.0,1.02,1.01,1.01,4.96,7.92,7.68,24.2,1.000
5000,11,44,10.1,0.0,0.0,0.0,10.1,0.0,1.01,14.4,17,312,10.83,20.67,37,7,0,0.0,1.01,1.00,1.02,3.02,2.36,6.48,20.2,1.000
5000,14,43,14.5,0.0,0.0,0.2,14.3,0.0,1.00,11.3,14,171,5.72,10.32,43,0,0,0.0,1.00,1.00,1.00,4.07,7.86,2.88,11.3,1.000
5000,4,30,11.9,0.0,0.0,0.1,11.8,0.0,1.00,13.7,12,332,11.49,26.42,23,7,0,0.0,1.00,1.00,1.00,3.20,7.07,2.10,20.3,1.000
5000,50,22,15.8,0.0,0.0,0.0,15.8,0.0,1.00,9.1,10,660,31.61,63.20,10,12,0,0.0,1.00,1.00,1.00,6.09,6.59,6.64,23.9,1.000
5000,5,19,11.7,0.0,0.0,0.8,10.9,0.0,1.00,17.2,8,174,3.72,14.42,11,8,0,0.0,1.00,1.00,1.00,3.16,3.68,3.74,22.5,1.000
5000,47,11,9.7,0.0,0.0,0.0,9.7,0.0,1.00,13.1,6,216,4.93,12.97,11,0,0,0.0,1.00,1.00,1.00,3.27,6.82,3.45,18.4,1.000
5000,34,10,15.4,2.2,0.0,0.0,13.2,0.0,1.60,7.2,4,247,9.45,18.95,10,0,0,0.0,1.22,2.12,1.55,4.00,8.00,4.40,9.7,1.000
5000,7,9,18.2,0.0,0.0,0.0,18.2,0.0,1.00,8.9,3,297,7.73,23.98,5,4,0,0.0,1.00,1.00,1.00,4.22,8.00,3.56,24.0,1.000
6000,1,2318,11.2,0.2,0.0,0.2,10.8,0.0,1.07,14.5,319,152,4.00,9.46,1246,654,418,0.0,1.09,1.09,1.05,3.12,5.49,3.34,25.0,1.000
6000,3,514,10.0,0.1,0.0,0.0,9.9,0.0,1.05,14.1,103,253,6.72,15.44,236,278,0,0.0,1.04,1.04,1.10,3.63,7.08,3.12,23.6,1.000
6000,2,152,13.6,0.0,0.0,0.0,13.6,0.0,1.00,15.0,48,180,6.33,14.77,97,48,7,0.0,1.00,1.00,1.00,3.22,5.12,3.42,20.3,1.000
