step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
10000,4861,1.664,0.616,6.05,341289,322480,54,4,15395,2441,1012869.7,2512723.5,0.132,0.433,0.233,0.202,84,12.09,5.08,0.07,1.10,0.01,0.20,0.11,0.91,11.91,4.84,0.00,0.01,0.000,0.011,635,0.092,0.018,0.961,0.000,0.021,677780,610314,10,0.814,0.102,0.033,2476574,0.215,2.124,0.042,14.08,180183,8,1029.383,1.000,0.875,22043359,1.02,13.51,0.001,0.000,0.000,8.0,12.0,17.0,64.0,58767,0.224,0.00,0.0018,0.029,458,0.872,0.000,0.852,0.508,3.93,6.57,3.91,0.00,0.000,1.02,1.03,1.02,0.872,0.00087,2.45,385.0568,8163.53,59532.5,140221.0,48.980,114.1440,309.442,404.093,0.839,0.189,4.2,4.220,158.746,299,677.1,61.63,26.282,98.328,782.7,86.431,0.135,2.00,12.6155,61324.0,1.2719,0.3081,12.09,1.000,0.000
20000,4413,1.701,0.656,5.13,284640,267259,261,0,17568,83,751553.0,2162764.8,0.061,0.576,0.206,0.157,107,11.62,3.55,0.03,0.76,0.01,0.39,0.04,0.39,11.54,3.42,0.00,0.00,0.001,0.032,383,0.347,0.012,0.973,0.000,0.015,571995,511179,7,0.927,0.026,0.020,882810,0.195,2.466,0.043,12.59,129775,0,26057.407,0.000,0.883,31193770,1.01,14.81,0.000,0.000,0.000,8.0,12.0,14.0,64.0,51276,0.196,0.00,0.0015,0.021,343,0.881,0.000,0.847,0.518,4.93,7.14,5.43,0.00,0.000,1.01,1.01,1.00,0.881,0.00088,2.45,313.3918,8493.90,52799.6,140221.0,70.434,86.3828,257.859,178.538,0.787,0.171,3.7,3.905,156.978,394,972.6,55.18,7.329,78.368,799.0,70.050,0.134,2.00,15.4402,68137.5,1.5606,0.4057,11.62,1.000,0.000
30000,4038,1.721,0.520,3.94,225173,208745,434,0,16369,53,685830.9,2035658.6,0.033,0.765,0.113,0.089,114,11.64,3.15,0.05,1.15,0.02,0.84,0.02,0.17,11.55,2.92,0.00,0.00,0.001,0.019,222,0.655,0.009,0.980,0.000,0.010,510174,478058,4,0.950,0.040,0.013,1313699,0.152,1.809,0.036,12.46,82089,0,38408.653,0.000,0.904,44025223,1.01,15.79,0.000,0.000,0.000,8.0,12.0,12.0,50.0,47017,0.179,0.00,0.0015,0.018,266,0.915,0.000,0.755,0.573,5.72,7.37,6.79,0.00,0.000,1.02,1.01,1.01,0.915,0.00084,2.89,288.9219,6594.97,46197.4,140221.0,78.893,78.0193,236.004,150.077,0.672,0.152,2.8,3.379,153.869,300,720.8,58.12,7.034,69.597,748.9,62.174,0.135,2.00,19.2196,77608.8,1.8400,0.5660,11.64,1.000,0.000
40000,3730,1.727,0.565,3.60,182939,165134,636,0,17477,117,641354.8,1885739.4,0.015,0.884,0.055,0.045,121,11.58,2.90,0.04,1.11,0.02,0.48,0.02,0.42,11.50,2.69,0.00,0.00,0.002,0.043,131,0.770,0.008,0.986,0.000,0.006,476077,467582,1,0.850,0.150,0.004,228373,0.149,2.131,0.039,11.89,52623,0,16117.431,0.000,0.909,48635761,1.01,16.09,0.000,0.000,0.000,8.0,12.0,12.0,56.0,43203,0.165,0.00,0.0015,0.022,210,0.921,0.000,0.582,0.629,6.15,7.51,7.19,0.00,0.000,1.01,1.01,1.01,0.921,0.00078,2.74,268.1321,7033.64,44022.9,140221.0,84.875,73.1105,213.995,139.228,0.630,0.146,2.9,2.899,151.952,366,961.9,47.58,6.780,64.337,756.1,57.088,0.134,2.00,21.3484,79629.3,2.0108,0.6464,11.58,1.000,0.000
50000,3782,1.751,0.484,3.35,172420,155054,659,0,16655,27,627591.0,1872399.9,0.013,0.916,0.039,0.032,120,12.14,2.67,0.04,0.76,0.01,0.31,0.02,0.43,12.07,2.50,0.00,0.00,0.001,0.019,109,0.829,0.007,0.984,0.001,0.008,474444,469370,1,1.000,0.000,0.004,116473,0.184,1.778,0.033,11.29,49636,0,69348.144,0.000,0.920,49422928,1.01,15.17,0.001,0.000,0.000,12.0,12.0,12.0,64.0,45901,0.175,0.00,0.0014,0.022,243,0.928,0.000,0.598,0.646,6.45,7.56,7.83,0.00,0.000,1.01,1.01,1.01,0.928,0.00075,3.17,264.5510,6237.34,43008.4,140221.0,86.521,71.2042,209.801,132.653,0.537,0.143,3.0,2.848,146.261,274,598.8,29.80,5.975,62.867,595.9,56.068,0.134,2.00,21.6141,81744.4,1.9840,0.0990,12.14,1.000,0.000
60000,3686,1.766,0.542,3.34,170182,153689,618,0,15971,44,617979.6,1905120.4,0.015,0.931,0.030,0.024,121,12.07,2.41,0.03,0.56,0.01,0.41,0.01,0.28,12.02,2.34,0.00,0.00,0.001,0.026,97,0.855,0.002,0.992,0.000,0.006,479433,474720,1,1.000,0.000,0.001,136636,0.175,2.074,0.036,10.71,50740,0,43298.190,0.000,0.937,50451154,1.01,15.25,0.001,0.000,0.000,12.0,12.0,12.0,64.0,44494,0.170,0.00,0.0014,0.017,162,0.942,0.000,0.586,0.652,6.45,7.60,7.84,0.00,0.000,1.01,1.01,1.01,0.942,0.00076,3.82,267.7165,6813.11,43817.1,140221.0,87.200,70.0902,211.781,129.333,0.545,0.146,2.8,2.808,138.093,340,908.4,40.10,5.154,62.105,619.3,55.606,0.135,2.00,21.7375,80124.3,1.9944,0.2948,12.07,1.000,0.000
70000,3748,1.786,0.491,3.48,172871,156352,619,1,15837,165,627463.4,1915012.4,0.016,0.936,0.027,0.022,119,12.14,2.92,0.06,1.29,0.01,0.22,0.01,0.25,12.06,2.66,0.00,0.00,0.001,0.024,127,0.819,0.008,0.985,0.000,0.007,483204,479403,1,1.000,0.000,0.002,71889,0.207,1.760,0.033,11.35,52183,1977,11606.136,0.000,0.921,50927664,1.01,14.98,0.000,0.000,0.000,12.0,12.0,12.0,64.0,45490,0.174,0.00,0.0014,0.017,232,0.939,0.000,0.523,0.650,6.34,7.49,7.83,0.00,0.000,1.01,1.02,1.01,0.939,0.00078,4.06,269.6098,6223.40,45032.2,140221.0,85.792,71.1675,213.531,132.134,0.565,0.149,2.9,2.939,139.109,284,629.5,39.17,5.489,62.635,661.6,56.014,0.136,2.00,21.2208,79535.5,1.9495,1.4323,12.14,1.000,0.000
80000,3769,1.787,0.506,3.49,173526,156692,636,0,16177,21,628519.5,1904727.2,0.020,0.930,0.028,0.023,120,12.28,2.94,0.09,1.36,0.03,0.86,0.00,0.16,12.16,2.45,0.00,0.00,0.001,0.028,127,0.834,0.006,0.985,0.000,0.009,479386,474004,1,0.994,0.006,0.001,124644,0.167,1.808,0.034,11.38,54356,0,90701.298,0.000,0.909,50512430,1.02,14.85,0.001,0.000,0.000,12.0,12.0,13.0,64.0,46285,0.177,0.00,0.0014,0.018,305,0.938,0.000,0.503,0.646,6.40,7.52,7.85,0.00,0.000,1.01,1.02,1.01,0.938,0.00079,4.15,268.5016,6597.28,43707.8,140221.0,85.636,70.9441,213.300,132.728,0.555,0.145,3.4,2.975,139.464,241,540.5,32.37,5.416,62.674,642.4,56.055,0.136,2.00,21.3718,80550.4,1.9539,1.9075,12.28,1.000,0.000
90000,3908,1.776,0.509,3.74,174883,158007,631,0,16106,17,623939.9,1918747.4,0.036,0.905,0.033,0.026,119,12.18,3.11,0.06,1.38,0.03,0.58,0.01,0.25,12.09,2.79,0.00,0.00,0.002,0.032,151,0.841,0.005,0.986,0.000,0.009,480177,473791,1,0.998,0.002,0.003,86553,0.173,1.890,0.035,10.93,55077,0,112867.493,0.000,0.930,49407070,1.01,15.04,0.001,0.000,0.000,12.0,12.0,12.0,64.0,47618,0.182,0.00,0.0013,0.015,238,0.940,0.000,0.431,0.643,6.48,7.55,7.81,0.00,0.000,1.01,1.02,1.01,0.940,0.00071,4.05,270.0860,6748.93,42545.5,140221.0,86.224,70.6783,214.871,132.416,0.505,0.142,2.8,2.775,139.835,236,507.5,42.23,5.195,62.642,594.0,56.112,0.135,2.00,20.8403,81443.9,1.9141,0.1707,12.18,1.000,0.000
100000,3705,1.806,0.499,3.75,172410,155679,700,0,16234,29,614735.4,1919692.2,0.064,0.848,0.049,0.039,118,12.18,2.41,0.03,0.47,0.02,0.31,0.00,0.00,12.13,2.37,0.00,0.00,0.001,0.018,135,0.843,0.007,0.987,0.000,0.006,478810,472538,1,0.875,0.125,0.000,80770,0.193,1.850,0.035,10.58,56355,0,66196.284,0.000,0.924,45993336,1.01,14.98,0.000,0.000,0.000,12.0,12.0,13.0,52.0,45129,0.172,0.00,0.0014,0.017,184,0.937,0.000,0.321,0.647,6.54,7.56,7.85,0.00,0.000,1.00,1.01,1.01,0.937,0.00073,3.80,268.9057,6122.43,42642.0,140221.0,87.526,69.8337,213.371,131.655,0.534,0.141,2.7,2.691,139.763,322,883.8,46.71,5.067,61.940,643.4,55.437,0.135,2.00,22.0789,81802.4,2.0187,0.1704,12.18,1.000,0.000
