step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,3474,2.010,0.592,19.99,262350,223531,245,20733,17957,727402,811073.6,1767209.2,0.074,0.651,0.102,0.173,57,18.92,14.42,0.01,0.14,1.55,5.01,0.09,0.79,10.83,6.11,0.00,0.08,0.039,0.112,1042,0.119,0.028,0.943,0.001,0.029,382456,306404,20,0.548,0.048,0.036,1210429,0.201,2.046,0.044,16.36,183521,117,2.429,0.398,0.764,21843593,1.00,13.88,0.001,0.140,0.000,7.0,15.1,36.0,128.0,43341,0.165,0.00,0.0022,0.046,397,0.753,0.000,0.788,0.346,3.71,4.90,5.78,0.00,0.001,1.00,1.00,1.00,0.763,0.00382,3.28,222.8674,7047.86,77575.4,139958.7,56.552,90.7199,212.340,222.267,0.930,0.233,11.5,13.264,153.225,241,574.0,55.25,9.367,87.648,1680.7,70.373,0.134,2.00,12.7724,44371.4,1.4089,0.5136,12.48,1.509,0.426
120000,3876,1.930,0.612,17.77,265946,229693,302,16852,18697,596751,804166.9,1808103.8,0.075,0.649,0.111,0.164,58,17.32,12.28,0.01,0.35,1.04,4.02,0.09,0.80,10.76,5.31,0.00,0.03,0.030,0.104,1025,0.069,0.029,0.939,0.000,0.032,396228,330606,20,0.622,0.083,0.030,1284664,0.191,2.241,0.042,15.25,183078,120,3.030,0.391,0.791,23780044,1.00,14.41,0.001,0.099,0.000,7.7,14.4,28.0,128.0,46123,0.176,0.00,0.0019,0.042,391,0.761,0.000,0.781,0.358,3.73,5.05,5.86,0.00,0.001,1.00,1.01,1.00,0.769,0.00319,3.36,234.1279,7869.96,70714.7,139958.7,59.090,88.3387,218.607,215.758,0.902,0.213,10.1,12.361,153.098,210,457.6,57.42,8.107,86.140,1346.0,71.252,0.135,2.00,12.9985,50382.1,1.4438,0.5214,11.90,1.459,0.404
130000,3660,2.004,0.617,20.27,251307,217647,391,11576,21909,425859,776646.2,1707630.8,0.086,0.667,0.101,0.147,57,17.62,13.14,0.02,0.39,1.03,4.29,0.10,0.95,10.36,5.74,0.00,0.08,0.025,0.094,997,0.095,0.022,0.955,0.000,0.022,382310,331123,13,0.557,0.053,0.027,1232669,0.195,2.064,0.043,14.62,181817,126,4.010,0.380,0.784,26743376,1.01,14.54,0.002,0.104,0.001,7.5,14.0,29.4,128.0,42139,0.161,0.00,0.0020,0.043,368,0.797,0.000,0.785,0.367,3.98,5.46,6.31,0.00,0.001,1.01,1.01,1.01,0.802,0.00273,3.61,232.1727,7610.97,67291.6,139958.7,62.487,87.3976,212.421,198.857,0.869,0.206,9.0,10.006,151.518,307,722.4,43.00,7.657,83.125,1314.1,69.174,0.134,2.00,14.7320,53919.0,1.6940,0.5669,11.51,1.532,0.421
140000,4327,1.787,0.582,13.44,271019,245329,471,1956,22596,93975,755327.2,1768903.2,0.072,0.630,0.127,0.170,65,14.25,7.44,0.01,0.27,0.27,1.88,0.07,0.68,10.37,4.21,0.00,0.00,0.011,0.070,745,0.230,0.026,0.951,0.000,0.023,420918,386467,20,0.770,0.020,0.023,1265189,0.202,2.216,0.039,12.27,169243,125,18.823,0.383,0.839,29503193,1.01,14.78,0.000,0.033,0.000,8.2,12.8,24.0,102.0,46353,0.177,0.00,0.0017,0.034,415,0.823,0.000,0.836,0.374,3.83,4.88,6.38,0.00,0.000,1.01,1.01,1.01,0.824,0.00162,3.66,260.6348,7936.66,60373.0,139958.7,67.302,85.1652,228.838,169.990,0.826,0.191,6.3,7.025,150.711,167,342.1,49.75,5.731,80.616,924.9,70.405,0.134,2.00,14.1143,61072.5,1.5763,0.6021,10.71,1.345,0.362
150000,4417,1.788,0.539,13.20,277117,255945,366,347,20369,42355,763686.6,1874351.6,0.060,0.623,0.133,0.183,70,14.41,7.02,0.01,0.15,0.29,1.79,0.07,0.69,10.49,3.89,0.00,0.08,0.012,0.068,678,0.341,0.019,0.961,0.000,0.021,453125,426824,24,0.789,0.043,0.023,993909,0.207,1.924,0.038,11.33,147518,113,44.253,0.473,0.857,31431535,1.00,14.43,0.000,0.036,0.000,8.5,12.8,22.0,92.0,47956,0.183,0.00,0.0016,0.031,419,0.840,0.000,0.857,0.402,3.97,4.73,7.24,0.00,0.000,1.00,1.00,1.00,0.840,0.00142,3.64,279.4485,7331.01,60009.5,139958.7,66.717,87.1655,242.724,167.937,0.837,0.189,5.7,6.286,151.786,147,313.9,51.45,4.955,82.162,858.7,72.813,0.134,2.00,14.0223,61936.6,1.5397,0.7351,10.86,1.344,0.344
160000,4272,1.836,0.580,14.39,263270,242318,357,1066,19674,112780,766413.8,1869633.2,0.076,0.623,0.126,0.174,70,15.04,10.27,0.02,0.53,0.52,2.69,0.08,0.64,10.27,4.86,0.00,0.03,0.016,0.079,811,0.242,0.020,0.963,0.000,0.018,441488,415122,31,0.736,0.087,0.026,1097974,0.193,2.084,0.041,11.58,148139,188,16.578,0.279,0.858,31132439,1.01,14.71,0.003,0.064,0.000,8.1,12.8,24.0,153.4,46501,0.177,0.00,0.0017,0.037,339,0.847,0.000,0.865,0.417,4.07,4.87,7.10,0.00,0.000,1.01,1.01,1.00,0.849,0.00158,3.55,273.5416,7816.77,60192.6,139958.7,66.189,87.3807,240.066,170.504,0.814,0.189,6.7,6.737,150.777,156,319.8,54.25,5.245,82.518,989.0,72.595,0.134,2.01,14.3079,61123.5,1.6236,0.7620,10.89,1.384,0.363
170000,6263,1.548,0.685,13.74,333883,298398,341,8860,24293,581542,758227.1,2089168.2,0.084,0.647,0.125,0.144,61,13.04,9.98,0.61,1.07,1.51,2.99,0.11,0.97,5.40,5.28,0.70,1.19,0.088,0.120,2682,0.087,0.019,0.936,0.003,0.042,508801,458473,14,0.333,0.643,0.028,1383816,0.178,1.764,0.042,13.28,194777,169,3.592,0.344,0.790,31999609,1.34,18.35,0.000,0.603,0.316,4.7,10.8,25.6,126.9,47759,0.182,0.00,0.0022,0.085,911,0.798,0.000,0.835,0.357,2.69,4.70,3.54,0.70,0.316,1.88,1.11,1.30,0.811,0.00146,3.86,266.3994,7634.68,93342.9,139958.7,62.757,91.3758,249.808,192.895,0.972,0.282,26.0,9.164,151.237,410,1021.3,46.45,6.488,83.946,2010.8,71.320,0.135,2.00,3.8393,24045.2,1.0303,0.7566,7.63,1.608,0.332
180000,4552,1.548,0.647,11.54,448189,408181,1,32073,9645,2505720,832290.3,2353975.8,0.014,0.808,0.087,0.091,77,14.45,9.31,0.94,1.20,1.72,2.61,0.34,1.74,5.64,6.28,0.74,1.10,0.095,0.122,1752,0.165,0.024,0.914,0.003,0.059,551369,377975,2,0.620,0.001,0.079,3286661,0.064,1.917,0.040,21.17,199367,155,0.939,0.262,0.700,27715512,1.59,18.53,0.000,0.520,0.359,4.6,14.0,21.0,134.4,39337,0.150,0.00,0.0032,0.102,942,0.612,0.000,0.706,0.212,2.54,3.91,3.34,0.74,0.360,1.91,1.14,1.66,0.653,0.00626,4.06,185.6454,5761.56,105919.7,139958.7,40.562,91.9796,257.869,348.434,0.983,0.319,28.5,28.493,155.657,415,1070.2,30.52,13.541,98.043,3228.4,69.318,0.134,2.00,3.3066,15051.8,0.8221,0.5602,8.64,1.547,0.325
190000,4639,1.535,0.622,11.45,486913,443917,0,34605,8304,2521736,809109.1,2227982.8,0.011,0.833,0.073,0.083,82,14.51,8.95,0.99,1.22,1.77,2.49,0.28,1.57,5.60,6.23,0.75,1.03,0.098,0.117,1815,0.189,0.024,0.908,0.002,0.067,555727,365627,2,0.586,0.023,0.074,3526734,0.059,1.973,0.035,21.24,188602,143,0.884,0.269,0.690,26043744,1.62,18.59,0.000,0.543,0.383,4.4,14.1,21.2,93.3,40129,0.153,0.00,0.0031,0.103,847,0.568,0.000,0.684,0.152,2.55,3.88,3.34,0.75,0.384,1.94,1.15,1.69,0.608,0.00615,4.13,168.3312,5741.69,106256.1,139958.7,39.764,91.4330,250.696,343.848,0.953,0.326,28.5,28.543,155.338,366,854.8,31.08,13.249,98.698,3025.6,66.438,0.135,2.00,3.2364,15013.5,0.8011,0.5492,8.65,1.538,0.334
200000,4615,1.519,0.647,11.27,484812,441638,0,34976,8222,2558744,807557.2,2227091.0,0.013,0.833,0.072,0.082,81,14.42,8.72,0.99,1.24,1.69,2.44,0.30,1.46,5.78,6.53,0.78,1.07,0.095,0.117,1746,0.198,0.024,0.923,0.001,0.052,552016,355275,2,0.597,0.000,0.078,3324321,0.059,1.934,0.039,21.23,188123,142,0.870,0.275,0.717,25726514,1.62,18.59,0.000,0.535,0.389,4.7,14.1,20.6,101.2,40457,0.154,0.00,0.0030,0.103,916,0.564,0.000,0.675,0.150,2.56,3.94,3.23,0.78,0.389,1.96,1.13,1.70,0.606,0.00624,4.17,167.2321,5866.53,105950.8,139958.7,39.576,91.2585,250.050,341.896,0.978,0.324,29.5,28.801,155.340,381,907.8,33.10,13.116,98.857,3267.2,66.265,0.135,2.00,3.2594,15042.0,0.7985,0.5433,8.77,1.521,0.323
210000,4496,1.527,0.654,11.40,501315,455863,0,36435,9136,2647942,817246.2,2291067.2,0.015,0.835,0.069,0.081,82,14.32,8.86,0.96,1.33,1.80,2.69,0.23,1.19,5.74,6.48,0.71,1.04,0.106,0.132,1939,0.186,0.026,0.908,0.002,0.063,577147,369196,2,0.607,0.009,0.060,3469134,0.054,2.090,0.039,20.96,194806,142,0.865,0.268,0.707,26312840,1.61,18.71,0.000,0.547,0.361,4.6,14.5,21.0,114.8,39243,0.150,0.00,0.0032,0.100,920,0.564,0.000,0.686,0.159,2.53,3.89,3.24,0.71,0.361,1.91,1.14,1.69,0.606,0.00651,4.21,172.3700,5995.09,106534.5,139958.7,38.394,92.0205,255.883,351.773,0.987,0.327,29.4,29.275,155.325,373,922.5,49.05,12.691,100.274,3280.5,67.714,0.135,2.00,3.2297,14520.8,0.8061,0.5393,8.73,1.521,0.320
220000,4758,1.497,0.623,11.13,500209,455208,0,35747,8992,2692375,816375.6,2287975.0,0.017,0.827,0.069,0.087,83,13.91,8.40,0.99,1.29,1.76,2.39,0.28,1.48,5.68,6.38,0.79,1.10,0.108,0.132,1902,0.163,0.029,0.908,0.003,0.061,571986,351268,2,0.588,0.009,0.072,3366407,0.054,1.922,0.037,21.46,190910,140,0.850,0.280,0.712,25498297,1.62,18.73,0.000,0.544,0.389,4.6,13.7,21.0,127.6,41458,0.158,0.00,0.0030,0.100,1001,0.555,0.000,0.681,0.155,2.52,3.88,3.19,0.80,0.390,1.94,1.14,1.69,0.598,0.00618,4.19,172.0370,5841.90,106265.1,139958.7,39.756,90.4385,255.324,346.566,0.976,0.323,30.1,29.424,155.320,295,705.1,31.82,13.052,98.427,3144.8,67.125,0.135,2.00,3.1554,15013.4,0.7740,0.5266,8.71,1.472,0.308
230000,4430,1.525,0.628,11.11,494595,451485,0,34238,9200,2663453,814669.1,2275224.0,0.016,0.831,0.067,0.086,84,14.13,8.39,0.93,1.16,1.77,2.63,0.31,1.77,6.08,6.52,0.77,1.09,0.104,0.129,1811,0.161,0.027,0.920,0.003,0.050,570502,353883,2,0.572,0.009,0.070,3341475,0.055,1.987,0.039,21.04,187355,145,0.854,0.265,0.710,25149857,1.57,18.52,0.000,0.545,0.373,4.6,14.0,21.2,83.6,40259,0.154,0.00,0.0030,0.106,930,0.551,0.000,0.680,0.163,2.57,3.88,3.28,0.77,0.374,1.88,1.11,1.65,0.594,0.00663,4.16,172.1288,5743.26,106904.6,139958.7,39.386,91.0054,253.645,345.694,0.977,0.323,29.0,29.353,155.407,320,745.8,33.33,12.416,99.253,3312.2,67.145,0.136,2.00,3.3261,14734.5,0.8025,0.5246,9.09,1.455,0.305
240000,4296,1.528,0.629,11.35,514195,469121,0,35710,9498,2856193,804184.3,2318208.0,0.018,0.837,0.064,0.080,79,13.59,9.29,0.95,1.26,2.07,3.15,0.29,1.72,6.42,7.05,0.89,1.31,0.137,0.167,1983,0.097,0.026,0.914,0.004,0.057,603614,366851,3,0.409,0.172,0.063,3088771,0.053,2.030,0.036,20.83,207753,141,0.812,0.275,0.718,26223241,1.56,17.81,0.001,0.553,0.372,4.6,12.1,22.2,106.4,41827,0.160,0.00,0.0029,0.098,822,0.561,0.000,0.683,0.176,2.72,4.01,3.58,0.89,0.373,1.87,1.14,1.63,0.606,0.00638,4.36,175.6899,5813.69,108065.0,139958.7,38.991,93.1943,254.815,333.132,0.957,0.335,24.6,27.410,154.876,303,700.0,33.67,12.086,99.661,3263.9,66.662,0.135,2.00,3.2215,13839.6,0.7410,0.5004,9.74,1.291,0.222
250000,4411,1.465,0.651,11.19,525892,477097,0,39109,9571,2979342,794375.1,2298162.8,0.018,0.838,0.065,0.080,78,12.46,8.16,1.04,1.29,1.95,2.76,0.31,1.71,5.71,6.57,0.87,1.20,0.142,0.168,1862,0.158,0.027,0.901,0.003,0.068,622902,381143,3,0.408,0.059,0.066,2459134,0.054,2.051,0.037,20.32,211846,137,0.771,0.278,0.687,24871814,1.63,18.55,0.000,0.545,0.397,4.1,11.9,19.8,95.6,39723,0.152,0.00,0.0032,0.095,964,0.541,0.000,0.689,0.182,2.50,3.94,3.19,0.87,0.399,1.97,1.15,1.70,0.588,0.00597,4.44,172.3332,5852.28,108061.8,139958.7,38.293,94.7951,248.710,328.520,0.964,0.334,26.5,26.315,154.570,387,897.3,33.47,11.186,100.792,3339.2,65.768,0.135,2.00,3.0920,13638.7,0.7696,0.4778,9.01,1.260,0.138
260000,4415,1.434,0.682,11.12,541004,492812,0,38273,9915,2912152,794680.6,2298538.0,0.018,0.839,0.067,0.077,82,11.60,7.22,1.11,1.33,1.98,2.89,0.25,1.59,5.34,5.84,0.87,1.14,0.151,0.175,1743,0.186,0.027,0.901,0.002,0.070,626897,404441,2,0.481,0.150,0.045,2606511,0.054,2.145,0.040,20.20,199535,137,0.789,0.284,0.706,25627218,1.69,18.77,0.000,0.518,0.421,4.3,11.1,19.3,77.6,38318,0.146,0.00,0.0034,0.101,919,0.544,0.000,0.689,0.165,2.47,3.83,3.16,0.87,0.421,2.02,1.19,1.78,0.589,0.00591,4.30,173.3408,6303.48,107981.9,139958.7,38.296,95.1278,252.835,331.062,0.973,0.323,22.7,26.106,154.868,344,846.9,34.74,11.293,101.039,3487.6,65.845,0.135,2.00,3.0421,13430.9,0.7542,0.4907,8.68,1.194,0.112
270000,4592,1.417,0.635,10.89,542996,490892,0,42530,9397,3028791,783992.6,2308748.0,0.017,0.826,0.075,0.081,81,11.74,7.97,0.97,1.34,2.22,3.28,0.20,1.22,5.27,5.79,0.95,1.39,0.159,0.188,2040,0.103,0.027,0.906,0.004,0.063,637696,422513,2,0.586,0.039,0.051,2252765,0.062,2.090,0.034,19.89,213205,131,0.762,0.302,0.715,24678016,1.57,18.61,0.000,0.595,0.388,3.5,11.1,19.8,87.5,39771,0.152,0.00,0.0032,0.097,942,0.534,0.000,0.695,0.176,2.51,4.10,3.00,0.95,0.389,1.92,1.14,1.64,0.582,0.00556,4.65,172.2077,5852.06,108558.1,139958.7,38.678,95.0452,249.421,320.252,0.964,0.326,27.6,25.524,153.922,281,594.1,32.64,10.450,100.619,3429.8,65.165,0.135,2.00,2.9134,13378.2,0.7458,0.4752,8.66,1.216,0.154
280000,4246,1.476,0.659,10.55,534066,478419,0,46498,9495,3190716,795456.1,2348862.0,0.016,0.817,0.080,0.087,84,12.63,8.86,1.01,1.53,2.19,3.13,0.17,1.08,5.54,6.32,0.96,1.37,0.151,0.174,1939,0.104,0.016,0.921,0.002,0.060,631945,391311,3,0.384,0.089,0.056,1963741,0.071,2.161,0.038,20.19,199038,129,0.736,0.307,0.719,23762940,1.59,18.35,0.000,0.590,0.392,4.2,11.3,21.0,109.9,37840,0.144,0.00,0.0034,0.097,879,0.523,0.000,0.696,0.182,2.57,4.11,3.14,0.96,0.392,1.94,1.14,1.66,0.575,0.00646,4.74,170.6912,5833.63,109175.5,139958.7,38.231,93.4851,250.427,329.490,0.979,0.334,26.1,27.448,153.859,302,664.2,33.96,10.725,100.680,3748.2,66.211,0.135,2.00,2.9732,12624.4,0.7380,0.4702,8.91,1.272,0.222
