step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
10000,2923,2.253,0.644,11.83,252149,206306,0,32107,12233,2192571,1103414.0,2461121.8,0.126,0.567,0.143,0.163,87,24.89,27.30,0.28,2.18,3.57,8.66,0.13,1.40,16.16,10.23,0.00,0.00,0.061,0.138,1549,0.017,0.030,0.947,0.000,0.024,494755,392897,4,0.063,0.917,0.020,895146,0.223,2.235,0.046,20.91,175695,122,1.122,0.344,0.737,12299107,1.08,10.03,0.021,0.359,0.000,4.8,16.4,65.9,154.9,58847,0.224,0.00,0.0023,0.067,653,0.682,0.001,0.755,0.510,4.01,5.03,6.10,0.00,0.002,1.06,1.11,1.09,0.722,0.00749,2.42,260.2509,7224.24,99721.9,140064.9,33.892,115.5964,238.931,438.328,0.967,0.341,24.1,21.901,158.232,272,653.8,48.81,33.650,106.614,2263.4,81.965,0.134,2.00,7.4328,21726.1,0.6756,0.4063,20.13,1.090,0.492
20000,2824,2.400,0.627,12.48,254373,209443,3,31327,13699,1972589,975651.9,2353133.8,0.061,0.648,0.130,0.161,94,27.35,35.48,0.50,2.27,4.57,11.41,0.12,1.62,16.17,9.64,0.01,0.12,0.057,0.128,1596,0.014,0.028,0.949,0.000,0.023,458299,341253,10,0.449,0.339,0.012,415739,0.206,2.192,0.046,17.58,191248,131,1.193,0.342,0.735,13921921,1.13,10.39,0.060,0.411,0.007,4.4,13.3,98.0,128.0,60308,0.230,0.00,0.0021,0.071,588,0.670,0.000,0.771,0.468,4.13,4.93,6.01,0.03,0.020,1.08,1.17,1.14,0.702,0.00838,2.68,233.1438,7287.83,98585.7,140064.9,39.454,97.9163,225.967,332.174,0.975,0.339,29.0,23.678,157.627,263,636.7,45.26,11.739,104.128,1953.1,84.471,0.135,2.00,8.0946,22859.1,0.6984,0.4620,21.36,1.009,0.464
30000,2709,2.552,0.658,14.30,280464,225381,8,37980,17210,1916436,967878.4,2336817.0,0.058,0.648,0.121,0.173,87,30.12,38.10,0.49,2.45,4.18,8.36,0.11,1.05,16.46,12.45,0.01,0.17,0.106,0.176,1386,0.068,0.038,0.934,0.000,0.027,483167,358381,7,0.423,0.346,0.020,411102,0.221,2.298,0.048,16.17,200472,125,1.219,0.350,0.718,14698393,1.15,10.79,0.082,0.358,0.003,5.2,15.1,118.0,128.0,57529,0.219,0.00,0.0022,0.073,570,0.667,0.001,0.808,0.443,4.05,5.24,5.50,0.02,0.006,1.10,1.21,1.15,0.699,0.00863,2.72,233.9133,7535.59,96055.0,140064.9,39.346,98.1407,230.223,336.826,0.972,0.330,21.5,23.376,157.614,324,793.9,63.77,10.088,105.604,2007.7,85.281,0.134,2.00,9.1057,24667.4,0.6777,0.4647,21.24,1.137,0.478
40000,2589,2.638,0.677,14.61,257415,209723,23,31121,16668,1527033,960239.7,2072436.2,0.056,0.660,0.099,0.184,90,30.66,39.34,0.49,2.58,3.96,7.91,0.12,1.19,17.00,13.65,0.00,0.04,0.110,0.173,1233,0.048,0.034,0.938,0.000,0.028,419242,317899,9,0.362,0.201,0.018,485407,0.226,2.605,0.045,16.25,173857,117,1.357,0.368,0.730,13556273,1.15,11.20,0.093,0.318,0.001,5.6,14.5,124.0,128.0,55855,0.213,0.00,0.0022,0.070,572,0.665,0.001,0.804,0.414,4.07,5.16,5.33,0.02,0.010,1.10,1.21,1.15,0.693,0.00834,2.57,223.3045,7998.45,89770.7,140064.9,41.019,98.0340,215.418,324.386,0.953,0.309,19.1,21.593,157.113,276,689.6,62.68,10.238,104.005,1980.1,83.929,0.135,2.00,11.8822,30762.9,0.7875,0.4506,21.57,1.157,0.488
50000,2682,2.534,0.671,13.93,244055,201977,9,29410,12566,1461664,962339.5,1992234.6,0.048,0.631,0.116,0.205,92,29.71,37.20,0.57,2.56,4.20,8.30,0.11,1.26,16.21,12.96,0.00,0.07,0.106,0.167,1411,0.031,0.040,0.937,0.000,0.023,390463,295933,6,0.450,0.190,0.023,583620,0.215,2.515,0.044,16.89,156023,117,1.363,0.364,0.704,11986331,1.17,10.92,0.076,0.374,0.001,5.1,15.1,116.0,128.0,56549,0.216,0.00,0.0022,0.086,626,0.644,0.001,0.794,0.404,4.07,5.26,5.38,0.03,0.014,1.11,1.21,1.19,0.674,0.00821,2.36,218.4536,7585.62,94336.0,140064.9,40.384,99.5298,212.545,337.373,0.952,0.318,21.6,22.022,158.173,315,773.6,60.09,11.483,104.209,2208.9,83.176,0.135,2.00,9.8142,26321.6,0.7157,0.4501,21.08,1.141,0.462
60000,3614,2.072,0.675,16.83,274015,223852,36,23583,25612,1095365,908294.9,1973109.0,0.060,0.662,0.114,0.165,82,20.60,18.56,0.38,1.92,2.02,5.23,0.05,0.71,12.79,7.74,0.00,0.04,0.061,0.135,1294,0.038,0.024,0.951,0.000,0.025,434342,334404,5,0.440,0.173,0.009,532211,0.215,2.407,0.049,16.00,179781,120,1.801,0.373,0.780,17791876,1.12,12.01,0.006,0.185,0.001,6.7,15.7,42.0,128.0,55061,0.210,0.00,0.0020,0.065,544,0.732,0.001,0.824,0.394,3.65,4.97,5.35,0.01,0.005,1.07,1.15,1.13,0.750,0.00421,2.80,233.1575,8419.62,78624.5,140064.9,44.662,99.5867,219.499,272.656,0.919,0.269,11.9,15.220,156.434,265,636.2,95.34,9.908,100.373,1605.5,80.279,0.134,2.00,11.4513,41385.0,1.1239,0.4826,15.24,1.312,0.506
70000,3698,2.035,0.645,20.04,302062,248523,153,15601,37701,749063,885805.2,2082443.4,0.056,0.680,0.131,0.133,72,19.89,17.14,0.18,1.44,1.96,5.47,0.04,0.98,11.76,6.85,0.00,0.09,0.051,0.126,1125,0.054,0.018,0.954,0.000,0.028,488377,387574,13,0.318,0.087,0.006,274127,0.200,2.405,0.044,14.55,207563,126,2.780,0.372,0.792,24772502,1.06,12.59,0.006,0.160,0.001,6.1,15.3,46.0,128.0,51566,0.197,0.00,0.0020,0.053,565,0.781,0.000,0.836,0.404,3.56,4.93,5.29,0.01,0.005,1.04,1.08,1.06,0.792,0.00332,3.09,262.1027,8154.56,72976.9,140064.9,49.977,97.9197,235.870,227.710,0.895,0.252,12.7,12.289,154.801,211,476.4,82.88,7.718,96.225,1525.6,80.555,0.134,2.00,12.8483,47513.0,1.3566,0.5324,13.94,1.417,0.557
80000,3963,2.025,0.681,19.88,303800,248856,214,13571,40894,661779,875944.0,2063976.6,0.055,0.692,0.137,0.115,69,18.87,15.75,0.19,1.60,1.57,4.54,0.03,0.62,11.25,6.45,0.00,0.00,0.042,0.107,1132,0.045,0.019,0.956,0.000,0.025,490801,393265,15,0.343,0.111,0.006,279257,0.198,2.389,0.046,14.39,214516,126,3.119,0.362,0.820,27397237,1.07,13.02,0.003,0.146,0.000,6.2,15.0,40.0,128.0,51677,0.197,0.00,0.0020,0.055,427,0.798,0.000,0.836,0.404,3.52,4.95,5.14,0.00,0.003,1.06,1.09,1.07,0.807,0.00289,3.00,266.0866,8750.08,69725.2,140064.9,51.646,97.3991,237.081,221.447,0.904,0.239,11.6,11.467,154.740,204,436.5,52.68,7.623,94.800,1521.3,80.114,0.135,2.00,12.5308,49659.4,1.4326,0.5282,13.04,1.446,0.540
90000,4291,1.908,0.654,19.38,332359,275072,241,13709,43009,622746,873275.2,2179195.8,0.055,0.668,0.147,0.130,68,17.27,15.72,0.17,1.70,1.65,5.03,0.03,0.63,10.89,5.92,0.00,0.02,0.041,0.118,1203,0.042,0.026,0.953,0.000,0.021,527007,422617,14,0.319,0.106,0.004,242894,0.205,2.518,0.044,13.72,228041,126,3.499,0.370,0.834,28518511,1.05,13.41,0.003,0.159,0.000,5.5,12.3,44.0,128.0,54707,0.209,0.00,0.0019,0.057,616,0.787,0.000,0.828,0.394,3.43,4.78,5.09,0.01,0.002,1.03,1.07,1.05,0.795,0.00264,3.47,283.9117,8593.75,67925.9,140064.9,51.940,96.9168,253.287,222.866,0.933,0.231,12.7,11.336,154.384,186,395.9,87.38,6.495,94.712,1358.8,81.385,0.134,2.00,12.0596,51747.8,1.4145,0.5413,12.75,1.332,0.597
100000,4564,1.826,0.641,20.17,353433,294554,337,11992,46277,575308,860590.4,2188108.5,0.056,0.671,0.145,0.128,66,15.66,12.52,0.12,1.26,0.87,3.26,0.05,0.89,10.68,5.83,0.00,0.01,0.036,0.111,1272,0.050,0.018,0.957,0.000,0.025,550955,438429,17,0.276,0.251,0.008,248824,0.213,2.404,0.043,13.13,242531,125,3.803,0.369,0.835,31278609,1.04,13.68,0.003,0.139,0.000,6.0,13.5,24.0,128.0,53531,0.204,0.00,0.0018,0.049,562,0.796,0.000,0.815,0.383,3.41,4.83,5.03,0.01,0.003,1.02,1.06,1.04,0.803,0.00222,3.40,290.7455,8530.22,62938.7,140064.9,53.263,96.5503,259.134,217.838,0.881,0.213,9.4,10.123,154.839,146,289.4,59.70,6.125,94.041,1331.7,81.192,0.135,2.00,12.4574,56855.6,1.5267,0.5249,11.73,1.387,0.591
