step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,3437,1.772,0.493,6.41,136768,122481,1147,0,13074,25,533884.9,1802324.0,0.500,0.256,0.084,0.160,117,11.87,3.24,0.04,0.69,0.01,0.19,0.02,0.43,11.80,3.07,0.00,0.00,0.001,0.023,132,0.836,0.000,0.988,0.000,0.011,464149,462098,4,0.422,0.000,0.002,90324,0.294,1.935,0.035,5.88,107979,0,72092.960,0.000,0.943,12278595,1.01,15.98,0.001,0.000,0.000,12.0,12.0,12.0,64.0,40795,0.156,0.00,0.0013,0.007,35,0.909,0.000,0.232,0.708,7.10,7.83,7.69,0.00,0.001,1.00,1.01,1.01,0.909,0.00029,1.48,247.0848,5498.23,35904.7,140074.5,99.974,61.2480,188.761,128.505,0.372,0.118,0.7,0.998,141.932,473,1375.3,40.58,3.335,56.509,578.4,50.459,0.135,2.00,25.9506,89192.2,2.3507,0.0478,11.87,1.000,0.000
120000,3442,1.834,0.513,6.38,137669,123216,1148,0,13300,30,537388.0,1808585.6,0.508,0.253,0.078,0.161,118,11.79,2.77,0.06,0.63,0.01,0.18,0.02,0.47,11.70,2.71,0.00,0.03,0.001,0.024,149,0.791,0.002,0.988,0.000,0.011,465942,464018,4,0.422,0.000,0.003,88673,0.287,2.015,0.034,5.96,107784,0,60286.188,0.000,0.942,11879498,1.02,15.90,0.000,0.000,0.000,10.0,12.0,12.0,49.0,40590,0.155,0.00,0.0013,0.006,52,0.904,0.000,0.250,0.708,7.01,7.81,7.63,0.00,0.000,1.01,1.02,1.02,0.904,0.00032,1.67,248.3035,6251.67,36010.3,140074.5,99.485,61.6122,189.520,129.356,0.391,0.117,1.0,1.088,139.346,404,977.8,38.18,3.319,56.727,556.5,50.696,0.135,2.00,25.7233,88539.7,2.3428,0.1165,11.79,1.000,0.000
130000,3394,1.790,0.438,6.50,136054,120907,1150,0,14045,14,524940.2,1823157.9,0.523,0.234,0.074,0.169,118,11.75,2.68,0.03,0.49,0.01,0.57,0.02,0.65,11.68,2.43,0.00,0.00,0.001,0.025,123,0.858,0.002,0.988,0.000,0.011,464374,462382,4,0.414,0.032,0.004,81784,0.289,1.670,0.030,5.04,107364,0,130225.562,0.000,0.949,11423019,1.01,16.01,0.000,0.000,0.000,12.0,12.0,12.0,62.0,39864,0.152,0.00,0.0013,0.006,36,0.921,0.000,0.205,0.709,7.19,7.87,7.70,0.00,0.000,1.00,1.01,1.01,0.921,0.00025,1.46,248.5470,4690.22,34489.1,140074.5,101.187,60.2028,190.129,126.965,0.360,0.113,0.7,0.840,136.914,446,1221.3,33.68,2.783,56.151,574.9,50.332,0.134,2.00,26.9692,91533.5,2.4458,0.0551,11.75,1.000,0.000
140000,3430,1.835,0.489,6.45,134139,118387,1163,0,14553,11,504330.7,1823683.5,0.530,0.219,0.077,0.175,117,11.85,2.83,0.03,0.47,0.01,0.17,0.02,0.65,11.79,2.70,0.00,0.00,0.001,0.028,124,0.856,0.002,0.988,0.000,0.010,454440,452472,4,0.424,0.011,0.004,85357,0.276,1.929,0.034,3.83,105258,0,165789.409,0.000,0.945,10788388,1.01,15.86,0.000,0.000,0.000,12.0,12.0,12.0,62.0,40634,0.155,0.00,0.0012,0.006,37,0.942,0.000,0.178,0.706,7.19,7.86,7.73,0.00,0.000,1.00,1.01,1.01,0.942,0.00017,1.28,247.2604,5501.00,34049.6,140074.5,103.858,58.0895,189.732,124.616,0.371,0.110,0.9,0.567,138.816,450,1338.7,45.71,2.084,54.871,500.1,49.350,0.135,2.00,26.5043,90909.9,2.3989,0.0439,11.85,1.000,0.000
150000,3434,1.786,0.557,6.67,137511,121722,1170,0,14615,3,520760.5,1826410.2,0.518,0.223,0.080,0.180,116,11.90,3.63,0.05,1.02,0.02,0.43,0.01,0.41,11.82,3.43,0.00,0.00,0.002,0.037,130,0.867,0.002,0.991,0.000,0.007,458573,456533,4,0.415,0.028,0.001,93437,0.264,2.343,0.035,5.19,108845,0,608803.417,0.000,0.952,10711092,1.01,15.98,0.000,0.000,0.000,12.0,12.0,12.0,58.0,40860,0.156,0.00,0.0013,0.005,26,0.913,0.000,0.174,0.703,7.22,7.86,7.70,0.00,0.000,1.01,1.01,1.01,0.913,0.00024,1.50,248.8879,6329.39,33143.8,140074.5,101.764,59.6769,191.231,126.811,0.375,0.110,0.6,0.812,138.471,526,1526.5,47.46,2.885,55.392,594.5,49.710,0.135,2.00,26.4577,90855.8,2.4007,0.0000,11.90,1.000,0.000
160000,3514,1.753,0.506,6.75,134769,119130,1233,0,14326,10,513339.5,1829421.5,0.532,0.211,0.079,0.178,118,11.63,3.00,0.03,0.50,0.03,0.44,0.03,0.59,11.55,2.75,0.00,0.00,0.002,0.027,138,0.856,0.002,0.992,0.000,0.007,459455,457545,4,0.424,0.057,0.011,273187,0.138,2.145,0.034,4.74,108993,0,182942.150,0.000,0.951,10005135,1.01,16.08,0.000,0.000,0.000,10.0,12.0,12.0,64.0,40875,0.156,0.00,0.0013,0.004,43,0.913,0.000,0.157,0.709,7.08,7.83,7.62,0.00,0.001,1.00,1.01,1.01,0.913,0.00021,1.44,248.5483,6126.93,35139.6,140074.5,102.706,59.1618,190.243,126.701,0.387,0.114,0.8,0.731,136.322,355,963.9,43.39,2.651,54.957,629.3,49.299,0.135,2.00,25.5163,89664.3,2.3376,0.0878,11.63,1.000,0.000
170000,3400,1.772,0.516,6.74,135492,119774,1188,0,14644,7,514966.1,1830797.1,0.527,0.204,0.079,0.190,119,11.81,2.86,0.04,0.59,0.02,0.28,0.02,0.53,11.73,2.82,0.00,0.00,0.003,0.030,137,0.853,0.001,0.989,0.000,0.009,456758,454663,5,0.440,0.001,0.003,179693,0.168,2.184,0.034,4.79,108943,0,261542.446,0.000,0.951,9609965,1.01,15.92,0.000,0.000,0.000,12.0,12.0,12.0,51.0,40158,0.153,0.00,0.0013,0.007,54,0.905,0.000,0.172,0.706,7.19,7.83,7.69,0.00,0.000,1.01,1.01,1.01,0.905,0.00022,1.46,248.6285,6172.81,33666.7,140074.5,102.449,59.0304,191.072,126.106,0.373,0.110,0.9,0.753,136.085,368,1004.8,43.71,2.615,55.146,654.5,49.489,0.136,2.00,26.8019,91126.4,2.4251,0.1626,11.81,1.000,0.000
180000,3393,1.777,0.471,6.77,135530,119810,1200,0,14527,4,511291.5,1836817.6,0.525,0.208,0.079,0.188,118,11.65,2.71,0.04,0.63,0.02,0.39,0.01,0.21,11.58,2.65,0.00,0.00,0.002,0.032,108,0.867,0.001,0.988,0.000,0.011,457544,455656,4,0.464,0.000,0.008,349004,0.125,1.997,0.030,4.60,106337,0,459204.406,0.000,0.955,10039971,1.01,16.17,0.000,0.000,0.000,12.0,12.0,12.0,64.0,39545,0.151,0.00,0.0013,0.006,21,0.920,0.000,0.168,0.706,7.24,7.89,7.73,0.00,0.000,1.02,1.01,1.01,0.920,0.00022,1.41,248.9796,5286.04,33436.2,140074.5,102.907,58.7510,191.339,125.605,0.358,0.109,0.5,0.751,134.901,391,1159.7,46.37,2.474,54.929,589.9,49.316,0.135,2.00,27.1444,92100.8,2.4714,0.0000,11.65,1.000,0.000
190000,3510,1.742,0.480,6.78,135524,119569,1249,0,14589,11,510940.0,1825131.0,0.526,0.201,0.077,0.197,119,11.65,2.63,0.04,0.80,0.03,1.11,0.01,0.18,11.57,2.43,0.00,0.00,0.003,0.048,136,0.845,0.003,0.988,0.000,0.009,457930,456184,4,0.464,0.000,0.002,178340,0.160,1.906,0.034,4.84,103976,0,165921.000,0.000,0.946,9351570,1.01,16.03,0.000,0.000,0.000,11.0,12.0,12.0,64.0,40899,0.156,0.00,0.0013,0.007,43,0.899,0.000,0.179,0.707,7.20,7.83,7.63,0.00,0.000,1.02,1.02,1.01,0.899,0.00022,1.48,247.5561,5520.91,33592.6,140074.5,102.928,58.6831,189.646,120.883,0.384,0.110,0.6,0.767,136.072,389,1094.6,41.39,2.620,54.595,665.2,48.949,0.134,2.00,26.1214,91686.2,2.3716,0.0827,11.65,1.000,0.000
200000,3495,1.779,0.493,6.78,136428,120998,1239,0,14206,6,508589.7,1843614.9,0.532,0.194,0.072,0.202,118,11.86,3.03,0.03,0.50,0.01,0.23,0.03,0.46,11.79,2.98,0.00,0.00,0.001,0.027,135,0.838,0.002,0.987,0.000,0.011,454210,452611,4,0.474,0.000,0.016,164369,0.175,1.979,0.033,4.62,101364,0,307269.146,0.000,0.945,9268289,1.01,15.85,0.000,0.000,0.000,12.0,12.0,12.0,64.0,41440,0.158,0.00,0.0012,0.006,58,0.912,0.000,0.160,0.702,7.26,7.81,7.71,0.00,0.001,1.01,1.01,1.01,0.912,0.00020,1.46,249.6925,5801.19,33093.1,140074.5,103.219,58.4022,192.616,126.782,0.356,0.107,0.6,0.708,135.436,398,1049.4,40.60,2.486,54.536,557.6,49.050,0.135,2.00,26.2843,91863.8,2.3786,0.0367,11.86,1.000,0.000
210000,3355,1.782,0.503,6.68,132227,116754,1248,0,14365,9,499748.3,1833413.6,0.537,0.193,0.062,0.208,119,11.90,2.93,0.02,0.34,0.00,0.14,0.02,0.54,11.85,2.93,0.00,0.02,0.001,0.021,121,0.871,0.001,0.990,0.000,0.009,455313,453847,4,0.504,0.000,0.006,221041,0.149,2.209,0.031,4.14,99606,0,203712.625,0.000,0.951,9187928,1.01,15.95,0.001,0.000,0.000,12.0,12.0,12.0,64.0,39927,0.152,0.00,0.0013,0.006,50,0.925,0.000,0.161,0.711,7.34,7.87,7.70,0.00,0.000,1.01,1.01,1.01,0.925,0.00017,1.29,247.2272,5982.03,33139.8,140074.5,104.470,57.5037,189.296,122.333,0.355,0.107,0.7,0.580,137.067,373,1035.8,45.05,2.228,53.936,567.8,48.531,0.135,2.00,27.3981,91920.7,2.4628,1.2949,11.90,1.000,0.000
220000,3378,1.770,0.428,6.73,132370,116320,1272,0,14755,24,509293.7,1828147.4,0.538,0.190,0.058,0.215,120,11.68,2.46,0.02,0.32,0.00,0.11,0.03,0.64,11.63,2.48,0.00,0.00,0.001,0.020,109,0.866,0.001,0.989,0.000,0.010,457996,456338,4,0.532,0.000,0.010,469638,0.101,1.595,0.030,4.82,97169,0,76172.807,0.000,0.961,8816992,1.01,16.14,0.000,0.000,0.000,12.0,12.0,12.0,50.0,39465,0.151,0.00,0.0013,0.004,33,0.900,0.000,0.174,0.713,7.31,7.90,7.73,0.00,0.000,1.01,1.01,1.01,0.900,0.00023,1.46,247.3572,4690.86,32903.7,140074.5,103.080,58.4941,189.044,123.554,0.359,0.107,0.6,0.779,134.293,406,1153.2,33.27,2.579,54.474,480.3,48.850,0.135,2.00,27.6456,93387.0,2.5015,0.0657,11.68,1.000,0.000
230000,3402,1.766,0.459,6.80,130155,114158,1297,0,14676,14,492026.2,1831625.0,0.543,0.171,0.057,0.229,119,11.78,2.69,0.03,0.83,0.01,0.21,0.05,0.61,11.69,2.44,0.00,0.00,0.001,0.029,108,0.885,0.002,0.990,0.000,0.008,453017,451755,5,0.551,0.000,0.026,517713,0.104,1.942,0.030,3.70,96334,0,130830.357,0.000,0.952,8285088,1.01,16.00,0.001,0.000,0.000,12.0,12.0,12.0,64.0,40067,0.153,0.00,0.0012,0.005,38,0.933,0.000,0.150,0.714,7.33,7.88,7.73,0.00,0.000,1.00,1.01,1.01,0.933,0.00014,1.19,246.4813,5348.11,31592.8,140074.5,105.487,56.5609,188.678,122.345,0.357,0.104,0.6,0.467,136.328,367,967.2,45.96,2.032,53.461,525.7,48.176,0.136,2.00,27.6756,94152.4,2.5028,1.5915,11.78,1.000,0.000
240000,3352,1.774,0.446,6.72,132326,116304,1266,0,14806,7,501951.0,1835829.5,0.540,0.173,0.059,0.229,120,11.89,3.19,0.03,0.62,0.01,0.24,0.02,0.51,11.83,2.96,0.00,0.00,0.001,0.022,122,0.867,0.003,0.989,0.000,0.008,456247,454881,3,0.534,0.016,0.005,532409,0.108,1.694,0.030,4.19,95434,0,262261.357,0.000,0.961,8265285,1.01,15.98,0.001,0.000,0.000,12.0,12.0,12.0,64.0,39866,0.152,0.00,0.0013,0.004,11,0.913,0.000,0.154,0.712,7.34,7.88,7.73,0.00,0.000,1.01,1.01,1.01,0.913,0.00019,1.35,247.8656,4548.11,31712.0,140074.5,104.062,57.8084,189.864,122.066,0.338,0.102,0.3,0.631,131.092,506,1502.0,38.03,2.204,54.238,488.1,48.802,0.135,2.00,28.1367,94314.1,2.5288,0.2207,11.89,1.000,0.000
250000,3353,1.796,0.493,6.75,130363,113860,1286,0,15216,9,492604.1,1832147.2,0.545,0.164,0.061,0.229,117,11.80,2.91,0.02,0.46,0.00,0.08,0.03,0.90,11.74,2.80,0.00,0.00,0.001,0.023,108,0.854,0.000,0.990,0.000,0.009,455947,454555,4,0.553,0.005,0.002,229969,0.140,1.970,0.031,3.53,99450,0,203571.917,0.000,0.964,7947649,1.01,16.08,0.000,0.000,0.000,12.0,12.0,12.0,64.0,39549,0.151,0.00,0.0013,0.004,15,0.933,0.000,0.152,0.715,7.35,7.89,7.75,0.00,0.000,1.01,1.01,1.01,0.933,0.00014,1.09,246.7093,5059.64,31795.0,140074.5,105.466,56.8357,188.159,122.601,0.336,0.103,0.3,0.458,135.514,587,1626.9,41.52,1.904,53.752,551.0,48.449,0.135,2.00,27.8537,93393.5,2.5061,0.4902,11.80,1.000,0.000
260000,3301,1.790,0.494,6.62,130747,114421,1220,0,15158,7,491623.0,1827676.9,0.544,0.166,0.064,0.227,118,11.99,2.94,0.03,0.52,0.03,0.66,0.02,0.34,11.91,2.75,0.00,0.00,0.003,0.046,109,0.797,0.001,0.990,0.000,0.008,455706,454593,3,0.520,0.017,0.005,86707,0.244,2.044,0.032,3.41,100672,0,261096.696,0.000,0.959,7956724,1.01,15.82,0.000,0.000,0.000,12.0,12.0,14.0,62.0,39566,0.151,0.00,0.0013,0.006,12,0.944,0.000,0.225,0.714,7.37,7.92,7.74,0.00,0.000,1.01,1.01,1.01,0.944,0.00013,1.14,246.1499,5419.78,33637.2,140074.5,105.575,56.8642,187.490,124.373,0.345,0.109,0.4,0.443,140.552,498,1359.7,45.14,1.845,53.716,525.3,48.366,0.136,2.00,27.7649,91651.9,2.4801,0.0000,11.99,1.000,0.000
270000,3386,1.783,0.452,6.56,135301,118667,1154,0,15395,11,509686.8,1835350.0,0.534,0.185,0.066,0.215,120,11.95,3.36,0.03,0.53,0.01,0.20,0.04,1.24,11.88,3.10,0.00,0.00,0.001,0.015,130,0.740,0.001,0.986,0.000,0.013,459859,458476,3,0.492,0.019,0.004,107381,0.239,1.805,0.030,4.21,100439,0,166850.000,0.000,0.955,8838997,1.01,15.86,0.000,0.000,0.000,12.0,12.0,14.0,64.0,40470,0.154,0.00,0.0013,0.005,21,0.935,0.000,0.301,0.707,7.21,7.89,7.67,0.00,0.000,1.00,1.00,1.01,0.935,0.00019,1.41,248.4430,5097.41,33932.4,140074.5,103.218,58.6115,189.812,123.310,0.354,0.110,0.6,0.628,131.071,420,1095.7,47.42,2.247,54.999,550.4,49.463,0.135,2.00,27.1395,91894.4,2.4201,0.1074,11.95,1.000,0.000
280000,3304,1.770,0.524,6.62,130117,114225,1155,0,14819,8,491971.6,1830576.2,0.542,0.184,0.062,0.211,119,11.89,2.71,0.04,0.90,0.01,0.24,0.01,0.17,11.83,2.63,0.00,0.00,0.002,0.039,122,0.813,0.000,0.990,0.000,0.010,458857,457783,4,0.513,0.000,0.004,70955,0.263,1.853,0.033,2.72,99928,0,228822.031,0.000,0.969,9076622,1.01,15.97,0.000,0.000,0.000,12.0,12.0,14.0,62.0,39296,0.150,0.00,0.0013,0.003,0,0.968,0.000,0.306,0.717,7.40,7.94,7.74,0.00,0.000,1.02,1.02,1.01,0.968,0.00009,1.01,246.4734,4858.91,34416.9,140074.5,105.319,57.2637,186.972,122.775,0.344,0.113,0.2,0.296,135.767,708,1989.1,47.04,1.369,54.793,522.9,49.303,0.135,2.00,27.3716,90435.6,2.4384,0.2216,11.89,1.000,0.000
