step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,16.00,8,0,0,0,8,0,1.00,12,0.000,2951,1.77,106.48,158.08,1216,0,0,0,1.00,1.00,1.00,5,6,5,15.6,141.648,8,2.000
100000,22.00,11,0,0,0,11,0,1.00,12,0.000,2911,3.10,145.46,301.41,1442,0,0,0,1.00,1.00,1.00,3,6,5,15.5,157.194,11,2.000
100000,26.00,13,0,0,0,13,0,1.00,10,0.000,2904,4.39,162.63,228.08,1336,0,0,0,1.00,1.00,1.00,3,7,5,20.6,168.432,13,2.000
100000,26.00,13,0,0,0,13,0,1.00,10,0.000,2847,4.08,161.28,195.58,820,0,1,0,1.00,1.00,1.00,5,6,8,20.7,165.126,13,2.000
100000,16.00,8,0,0,0,8,0,1.00,14,0.000,2833,2.90,113.37,159.40,1336,0,0,0,1.00,1.00,1.00,3,6,5,11.3,135.984,8,2.000
100000,22.00,11,0,0,0,11,0,1.00,12,0.000,2751,2.26,94.89,201.10,1443,1,1,0,1.00,1.00,1.00,5,8,5,32.2,148.554,11,2.000
100000,22.00,11,0,0,0,11,0,1.00,8,0.000,2696,2.21,126.89,141.41,820,1,1,0,1.00,1.00,1.00,4,6,8,30.9,145.584,11,2.000
100000,18.00,9,0,0,0,9,0,1.00,14,0.000,2663,1.14,91.77,144.86,1268,1,1,0,1.00,1.00,1.00,4,5,8,26.0,133.150,9,2.000
100000,16.00,8,0,0,0,8,0,1.00,14,0.000,2656,3.05,94.58,140.43,1268,0,0,0,1.00,1.00,1.00,3,6,5,13.7,127.488,8,2.000
100000,11.00,15,0,0,0,15,0,1.00,8,0.000,2598,2.22,110.83,254.25,1408,0,0,0,1.00,1.00,1.00,4,8,4,23.3,161.076,15,0.734
100000,14.00,7,0,0,0,7,0,1.00,16,0.000,2591,2.07,60.12,174.20,820,0,0,0,1.00,1.00,1.00,3,5,5,13.5,119.186,7,2.000
100000,10.00,5,0,0,0,5,0,1.00,18,0.000,2576,1.95,79.27,90.46,1443,1,1,0,1.00,1.00,1.00,3,5,5,28.5,108.192,5,2.000
