step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,20.25,64,14,0,0,4,0,6.45,10,0.000,2417,3.13,153.82,73.84,947,1,2,0,5.25,4.25,11.00,2,3,8,30.6,163.861,18,1.125
100000,20.25,64,14,0,0,4,0,6.45,10,0.000,2408,3.02,161.71,41.88,947,1,1,0,5.25,4.25,11.00,2,3,8,31.8,163.318,18,1.125
100000,5.45,13,0,0,0,5,0,1.00,20,0.000,1929,2.34,141.50,95.87,519,1,1,0,1.00,1.00,1.00,3,3,3,28.0,53.762,5,1.091
100000,22.27,62,18,0,0,5,0,7.83,8,0.000,1805,3.95,185.46,104.65,519,1,1,0,11.00,11.00,6.25,5,8,4,27.5,129.593,23,0.968
100000,3.48,13,0,0,0,3,0,1.00,24,0.000,1758,1.06,82.30,79.52,519,0,0,0,1.00,1.00,1.00,2,2,2,21.3,44.987,3,1.159
100000,31.06,64,9,2,0,16,1,2.96,4,0.064,1528,2.94,475.21,226.60,947,1,0,1,3.86,2.71,2.64,4,7,8,25.8,116.894,27,1.150
100000,13.90,64,0,0,0,12,0,1.00,18,0.000,1449,2.70,169.03,172.30,947,0,0,0,1.00,1.00,1.00,4,4,3,13.2,73.717,12,1.158
100000,19.28,64,10,2,0,5,2,3.88,0,0.104,1417,2.03,181.35,173.23,947,0,0,2,3.75,3.50,4.12,5,8,8,20.9,66.680,17,1.134
100000,2.26,13,0,0,0,2,0,1.00,26,0.000,1384,0.61,97.67,42.13,519,1,1,0,1.00,1.00,1.00,1,2,1,26.5,18.810,2,1.129
100000,20.03,64,12,2,0,4,2,4.19,0,0.100,1351,3.09,49.11,131.38,947,1,0,2,4.50,3.25,4.50,4,8,8,32.6,81.684,18,1.113
100000,14.74,64,10,0,0,3,0,5.09,10,0.000,1335,1.95,236.71,72.41,947,1,1,0,3.75,3.25,9.33,6,3,8,29.4,55.689,13,1.134
100000,21.55,64,8,0,0,11,0,3.25,12,0.000,1321,2.85,283.45,112.06,947,1,1,0,4.00,2.17,3.50,5,6,8,26.1,78.455,19,1.134
100000,44.23,64,10,0,0,29,0,3.82,4,0.000,1300,2.88,324.23,176.27,947,0,0,0,3.75,1.88,5.17,9,6,8,21.7,136.442,39,1.134
100000,20.41,64,10,0,0,8,0,4.91,10,0.000,1285,2.88,157.28,143.03,947,1,1,0,3.75,2.75,9.33,6,3,8,26.5,78.629,18,1.134
100000,2.03,8,0,0,0,2,0,1.00,26,0.000,1284,1.11,73.59,28.41,519,1,1,0,1.00,1.00,1.00,2,2,1,27.3,25.389,2,1.016
100000,29.49,64,9,0,0,17,0,4.08,8,0.000,1274,4.59,218.28,219.97,947,0,0,0,3.38,1.88,7.00,4,4,8,18.0,98.431,26,1.134
100000,19.56,64,10,0,0,7,0,4.73,10,0.000,1263,3.42,231.00,242.24,947,0,0,0,3.75,2.25,9.33,3,3,8,23.4,59.558,17,1.150
100000,42.57,64,10,8,0,19,2,3.59,0,0.188,1202,4.92,225.21,88.92,947,1,2,2,3.75,2.38,4.12,8,8,8,32.9,122.316,37,1.150
100000,23.01,64,10,0,0,10,0,4.58,8,0.000,1164,4.13,238.23,339.39,947,1,1,0,3.75,2.75,7.25,4,4,8,25.9,66.532,20,1.150
100000,4.52,22,0,0,0,4,0,1.00,24,0.000,1158,1.24,56.94,37.55,519,1,1,0,1.00,1.00,1.00,1,2,2,31.6,44.156,4,1.129
100000,37.97,64,10,3,0,20,2,3.62,0,0.079,1084,5.29,184.27,125.17,947,1,2,2,3.75,2.50,4.12,5,8,8,30.3,96.931,33,1.150
100000,15.06,13,0,0,0,13,0,1.00,14,0.000,1080,3.30,113.90,57.33,519,0,0,0,1.00,1.00,1.00,4,5,4,21.4,62.640,13,1.159
100000,2.26,15,0,0,0,2,0,1.00,26,0.000,1071,0.83,121.39,27.63,519,0,0,0,1.00,1.00,1.00,1,2,1,21.5,17.902,2,1.129
100000,2.32,11,0,0,0,2,0,1.00,26,0.000,1049,1.50,41.86,8.64,519,1,1,0,1.00,1.00,1.00,1,1,2,30.6,31.317,2,1.159
100000,35.16,64,4,0,0,27,0,1.88,6,0.000,1002,3.21,330.23,200.62,947,0,1,0,2.25,1.62,1.80,6,5,8,17.0,85.542,31,1.134
100000,9.03,8,0,0,0,8,0,1.00,20,0.000,951,1.80,80.45,33.11,519,0,0,0,1.00,1.00,1.00,2,4,2,21.1,45.648,8,1.129
100000,13.91,13,0,0,0,12,0,1.00,16,0.000,939,2.52,76.67,79.04,519,1,0,0,1.00,1.00,1.00,3,5,3,27.3,52.119,12,1.159
100000,31.06,64,10,0,0,17,0,4.42,8,0.000,926,3.32,116.17,66.64,947,0,1,0,3.75,2.25,7.25,5,4,8,24.0,77.991,27,1.150
100000,6.78,22,0,0,0,6,0,1.00,22,0.000,914,1.64,67.83,39.78,519,0,1,0,1.00,1.00,1.00,2,3,2,20.7,23.105,6,1.129
100000,45.37,64,10,0,0,30,0,3.77,6,0.000,900,5.73,178.66,236.22,947,0,1,0,3.75,1.00,6.00,4,5,8,11.8,97.988,40,1.134
100000,13.61,64,0,6,0,6,0,1.00,16,0.441,899,2.33,49.62,93.44,947,0,0,0,1.00,1.00,1.00,3,2,6,14.2,37.542,12,1.134
100000,2.26,13,0,0,0,2,0,1.00,26,0.000,891,1.10,78.97,42.07,519,1,1,0,1.00,1.00,1.00,1,2,1,27.6,11.498,2,1.129
100000,14.68,15,0,0,0,13,0,1.00,16,0.000,887,1.33,49.89,44.53,519,1,1,0,1.00,1.00,1.00,3,3,5,32.3,47.723,13,1.129
100000,3.40,26,0,0,0,3,0,1.00,24,0.000,875,0.76,34.11,92.75,519,0,0,0,1.00,1.00,1.00,2,3,1,24.5,14.804,3,1.132
100000,11.34,64,8,0,0,2,0,4.70,12,0.000,874,1.91,106.68,183.30,947,1,1,0,3.00,2.50,12.50,2,4,8,27.4,29.855,10,1.134
100000,4.32,8,0,0,0,4,0,1.00,24,0.000,873,1.71,40.12,30.15,519,1,1,0,1.00,1.00,1.00,1,2,2,31.6,33.874,4,1.080
100000,65.78,64,9,16,0,33,2,3.09,0,0.243,854,8.22,201.38,214.04,947,0,0,2,3.38,1.00,4.00,9,8,8,16.9,125.223,58,1.134
100000,20.57,64,14,0,0,4,0,6.45,10,0.000,852,2.22,49.56,74.01,947,0,0,0,5.25,4.25,11.00,3,3,8,24.3,56.705,18,1.143
100000,16.94,15,0,0,0,15,0,1.00,14,0.000,833,2.26,38.26,64.56,519,1,1,0,1.00,1.00,1.00,4,4,5,32.3,51.646,15,1.129
100000,10.16,15,0,0,0,9,0,1.00,18,0.000,815,2.73,74.02,54.56,519,1,1,0,1.00,1.00,1.00,4,2,5,29.7,31.760,9,1.129
100000,28.76,64,10,0,0,15,0,4.21,8,0.000,815,3.73,172.93,32.95,947,0,0,0,3.75,1.62,7.25,3,4,8,25.5,65.290,25,1.150
100000,10.16,15,0,0,0,9,0,1.00,18,0.000,798,1.35,36.76,49.70,519,1,2,0,1.00,1.00,1.00,2,3,4,36.5,30.466,9,1.129
100000,5.65,15,0,0,0,5,0,1.00,20,0.000,796,1.76,42.60,49.47,519,0,0,0,1.00,1.00,1.00,2,1,5,14.9,27.694,5,1.129
100000,3.48,11,0,0,0,3,0,1.00,24,0.000,795,1.76,44.15,27.20,519,1,2,0,1.00,1.00,1.00,1,1,3,30.8,23.275,3,1.159
100000,13.61,64,9,0,0,3,0,4.73,10,0.000,793,0.81,66.88,107.55,947,1,0,0,3.38,2.62,9.33,2,4,8,25.9,32.215,12,1.134
100000,6.78,15,0,0,0,6,0,1.00,22,0.000,789,1.20,48.02,56.98,519,0,0,0,1.00,1.00,1.00,2,2,3,18.7,23.489,6,1.129
100000,24.95,64,10,4,0,8,2,3.59,0,0.160,764,2.34,91.07,61.93,947,0,0,2,3.75,2.38,4.12,7,8,8,10.5,54.904,22,1.134
100000,26.09,64,10,0,0,13,0,4.04,4,0.000,760,3.09,122.15,99.22,947,0,0,0,3.75,2.62,5.17,4,6,8,20.8,57.359,23,1.134
100000,29.49,64,10,0,0,16,0,4.29,8,0.000,750,3.89,166.55,69.87,947,0,0,0,3.75,1.88,7.25,4,4,8,20.8,59.251,26,1.134
100000,15.93,64,9,1,0,3,1,3.60,12,0.063,742,1.73,56.14,31.45,947,0,0,1,3.86,2.29,4.83,4,7,8,12.5,35.053,13,1.226
100000,6.95,8,0,0,0,6,0,1.00,20,0.000,723,1.88,16.50,30.67,519,1,0,0,1.00,1.00,1.00,3,4,2,25.9,27.423,6,1.159
100000,15.30,27,0,0,0,13,0,1.00,14,0.000,712,2.41,78.11,65.14,519,0,0,0,1.00,1.00,1.00,4,3,6,16.9,35.001,13,1.177
100000,9.27,15,0,0,0,8,0,1.00,20,0.000,704,2.19,49.49,60.88,519,0,0,0,1.00,1.00,1.00,4,4,2,18.7,24.386,8,1.159
100000,29.95,64,19,1,0,8,1,8.04,8,0.033,690,4.39,121.86,101.44,947,0,1,1,7.12,3.62,13.38,5,4,8,22.8,52.492,28,1.070
100000,35.16,64,10,0,0,21,0,3.96,6,0.000,687,5.11,159.44,176.23,947,1,1,0,3.75,1.62,6.00,4,5,8,28.8,57.528,31,1.134
100000,7.91,8,0,0,0,7,0,1.00,20,0.000,686,0.06,53.00,15.61,519,0,0,0,1.00,1.00,1.00,1,4,2,21.1,29.488,7,1.129
100000,52.64,64,20,10,0,16,2,6.25,0,0.190,682,7.22,147.95,99.10,947,1,0,2,7.50,2.88,7.31,7,8,8,28.8,83.769,46,1.144
100000,14.96,64,10,0,0,3,0,4.95,10,0.000,678,1.96,43.58,125.62,947,0,0,0,3.75,2.88,9.33,3,3,8,21.5,29.189,13,1.150
100000,7.91,15,0,0,0,7,0,1.00,20,0.000,674,2.26,27.09,71.63,519,0,0,0,1.00,1.00,1.00,2,3,3,16.4,22.181,7,1.129
100000,41.55,60,12,9,0,18,3,3.94,0,0.217,670,3.11,41.71,138.62,947,0,0,3,4.50,2.25,4.50,4,8,8,16.7,70.993,39,1.065
100000,7.23,13,0,0,0,6,0,1.00,20,0.000,664,2.67,33.34,36.66,519,0,0,0,1.00,1.00,1.00,2,3,3,4.8,26.636,6,1.205
100000,26.09,64,10,4,0,9,2,3.72,0,0.153,660,2.70,71.06,49.82,947,0,0,2,3.75,2.88,4.12,5,8,8,5.6,47.198,23,1.134
100000,33.03,64,12,10,0,8,4,4.50,4,0.303,656,3.13,78.51,47.04,947,1,1,4,4.50,2.75,5.67,3,6,8,25.8,58.155,30,1.101
100000,5.65,24,0,0,0,5,0,1.00,22,0.000,652,1.35,36.44,44.19,519,0,0,0,1.00,1.00,1.00,1,2,3,13.0,17.576,5,1.129
100000,18.41,64,10,0,0,6,0,5.10,12,0.000,646,0.44,24.57,60.78,947,1,1,0,3.75,2.25,13.50,3,2,8,30.6,37.979,16,1.150
100000,9.03,15,0,0,0,8,0,1.00,20,0.000,644,1.91,21.99,68.05,519,1,1,0,1.00,1.00,1.00,2,4,2,28.8,30.353,8,1.129
100000,43.72,64,10,3,0,25,1,3.73,2,0.069,635,3.22,50.18,84.80,947,1,1,1,3.75,2.25,4.57,8,7,8,31.8,66.212,38,1.150
100000,2.26,13,0,0,0,2,0,1.00,26,0.000,624,0.88,38.40,41.72,519,0,0,0,1.00,1.00,1.00,1,2,1,19.5,9.821,2,1.129
100000,17.01,64,10,0,0,5,0,4.62,8,0.000,620,2.78,29.44,105.03,947,1,1,0,3.75,2.88,7.25,5,4,8,34.4,31.145,15,1.134
