step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
10000,3459,2.159,0.667,10.70,308417,264016,0,33421,9004,2169667,1052576.8,2469263.0,0.073,0.659,0.136,0.132,74,24.80,18.81,1.26,2.68,3.21,6.02,0.30,2.29,11.70,7.41,0.46,1.16,0.077,0.135,2125,0.012,0.025,0.949,0.000,0.026,522785,403281,3,0.530,0.267,0.053,2383292,0.171,1.843,0.049,21.41,186157,126,1.138,0.349,0.729,20533435,1.43,12.57,0.003,0.488,0.156,6.4,18.6,53.5,130.0,56939,0.217,0.00,0.0026,0.052,584,0.748,0.001,0.768,0.430,3.56,4.54,5.32,0.48,0.160,1.45,1.23,1.55,0.780,0.00547,2.47,258.5293,7251.93,96944.7,140332.6,35.951,116.1822,258.818,498.667,0.971,0.310,19.1,18.933,158.477,478,1288.4,39.68,34.328,104.015,1905.7,78.758,0.135,2.00,6.7246,23260.2,0.7845,0.4632,16.46,1.351,0.409
20000,3458,2.170,0.716,9.02,314747,280729,3,25967,8049,2306542,888991.4,2398405.5,0.051,0.710,0.150,0.090,87,25.38,16.48,2.23,2.99,3.20,4.75,0.17,1.39,9.40,6.31,0.95,1.34,0.082,0.112,1938,0.037,0.021,0.948,0.000,0.031,466899,342905,3,0.550,0.116,0.033,1136568,0.177,1.901,0.051,21.41,160856,142,1.040,0.303,0.735,23005801,1.93,14.04,0.001,0.527,0.384,6.7,21.7,45.2,159.7,51872,0.198,0.00,0.0027,0.066,544,0.741,0.000,0.792,0.353,3.42,4.55,4.60,0.95,0.385,2.01,1.29,2.29,0.773,0.00616,2.92,219.1040,7112.99,98007.6,140332.6,44.373,95.3590,250.529,303.228,0.987,0.312,23.8,21.290,157.401,570,1561.2,29.22,15.791,95.128,2532.5,74.024,0.136,2.00,6.1649,21318.1,0.7790,0.4984,15.00,1.416,0.325
30000,4151,1.849,0.702,8.88,328419,299131,5,21721,6869,2434901,873365.5,2362640.8,0.041,0.759,0.127,0.074,92,19.27,12.58,1.75,2.50,2.50,3.55,0.25,1.57,7.20,6.78,0.91,1.15,0.103,0.120,1916,0.126,0.024,0.929,0.001,0.046,459470,347704,4,0.617,0.182,0.071,1171952,0.157,2.011,0.046,21.63,142157,150,0.970,0.286,0.753,24327415,1.86,16.61,0.001,0.536,0.447,6.5,18.2,36.5,164.7,48567,0.185,0.00,0.0029,0.076,661,0.723,0.000,0.785,0.316,2.96,4.35,3.64,0.92,0.448,2.14,1.30,2.04,0.756,0.00572,3.11,205.8609,6683.49,101645.1,140332.6,43.980,93.3551,249.867,308.625,0.990,0.320,26.8,23.756,156.777,495,1384.8,61.39,15.556,95.118,2893.1,71.988,0.135,2.00,4.3071,17878.9,0.7794,0.4977,11.70,1.452,0.290
40000,4353,1.680,0.681,8.89,438121,407915,0,20472,9532,2749557,826296.6,2309398.0,0.018,0.845,0.086,0.051,90,16.50,9.77,1.47,2.20,2.11,3.19,0.30,1.78,6.68,6.42,0.86,1.13,0.101,0.122,1878,0.165,0.028,0.924,0.001,0.047,522736,422446,4,0.608,0.009,0.078,3350392,0.086,2.001,0.042,22.28,149483,159,0.840,0.237,0.725,28227633,1.79,17.18,0.000,0.544,0.437,5.9,16.6,25.4,135.9,45967,0.175,0.00,0.0028,0.067,733,0.643,0.000,0.708,0.192,2.88,4.30,3.49,0.87,0.438,2.13,1.28,1.89,0.683,0.00615,3.74,179.6882,6279.08,104152.7,140332.6,39.716,93.8552,252.686,329.446,0.985,0.327,26.2,26.777,155.908,463,1163.5,34.25,15.371,98.099,3207.6,66.452,0.135,2.00,3.7320,16245.6,0.7658,0.4964,10.56,1.413,0.293
50000,4466,1.615,0.692,8.67,454844,421317,0,22068,11346,2780022,831715.3,2345354.2,0.017,0.844,0.085,0.054,89,16.06,9.88,1.40,2.04,2.09,3.03,0.31,1.90,6.16,5.94,0.88,1.10,0.103,0.124,1745,0.197,0.024,0.920,0.001,0.055,542647,443584,4,0.615,0.029,0.077,3406339,0.082,2.115,0.041,21.87,154599,162,0.844,0.235,0.730,28200662,1.76,17.98,0.000,0.545,0.452,5.2,16.3,23.5,153.3,44484,0.170,0.00,0.0030,0.072,845,0.627,0.000,0.702,0.193,2.73,4.23,3.11,0.88,0.452,2.13,1.22,1.86,0.669,0.00620,3.89,180.6854,6237.03,104021.6,140332.6,39.191,93.0421,255.700,336.187,0.977,0.331,28.3,27.706,155.625,460,1191.7,43.83,14.154,98.888,3368.6,67.593,0.135,2.00,3.6497,16299.8,0.7917,0.5045,9.96,1.439,0.267
60000,4249,1.660,0.661,8.56,453775,420092,0,23208,10692,2744825,831631.2,2331541.8,0.015,0.849,0.081,0.056,90,16.04,9.56,1.41,1.86,2.10,3.09,0.29,1.67,5.91,5.56,0.88,1.07,0.102,0.119,1461,0.213,0.027,0.924,0.001,0.048,535899,436597,3,0.637,0.000,0.076,3668705,0.086,1.929,0.039,21.71,152115,162,0.849,0.234,0.732,27903407,1.79,18.18,0.001,0.540,0.459,5.0,16.5,22.5,127.3,41270,0.157,0.00,0.0033,0.072,773,0.618,0.000,0.686,0.187,2.68,4.24,2.97,0.88,0.460,2.16,1.23,1.90,0.658,0.00661,3.62,179.0127,6223.43,105097.6,140332.6,39.651,92.5943,255.141,343.925,0.968,0.335,29.2,28.086,156.245,366,979.8,30.59,14.451,98.860,3065.7,67.661,0.134,2.00,3.7577,15966.6,0.8239,0.5091,9.71,1.458,0.250
70000,4480,1.654,0.627,8.51,456031,420414,0,24341,11045,2728857,828837.2,2345404.8,0.014,0.839,0.089,0.058,93,15.99,9.20,1.35,1.84,2.04,2.96,0.29,1.63,6.08,5.21,0.85,1.06,0.099,0.118,1553,0.204,0.033,0.914,0.001,0.051,539752,437876,2,0.620,0.002,0.077,3429297,0.088,1.955,0.037,21.38,148468,162,0.859,0.228,0.730,27198472,1.75,18.30,0.000,0.542,0.444,5.9,16.5,23.2,103.5,43690,0.167,0.00,0.0030,0.072,843,0.607,0.000,0.690,0.190,2.62,4.25,2.89,0.85,0.445,2.11,1.21,1.85,0.647,0.00636,3.75,179.4214,6045.88,104695.2,140332.6,40.109,91.4292,255.650,340.812,0.977,0.332,28.6,28.515,155.880,326,790.3,37.44,13.581,98.602,2922.9,67.717,0.135,2.00,3.6815,16493.2,0.7904,0.5139,9.75,1.457,0.248
80000,4561,1.628,0.645,8.45,459396,421992,0,25909,11414,2720461,830809.1,2346448.8,0.015,0.840,0.092,0.054,93,15.69,9.48,1.34,1.91,2.16,3.46,0.29,1.72,5.72,4.98,0.85,1.11,0.102,0.124,1594,0.193,0.029,0.918,0.001,0.052,544947,445401,2,0.617,0.000,0.073,3391660,0.089,2.020,0.040,21.22,145176,161,0.863,0.231,0.732,27421098,1.74,18.44,0.000,0.538,0.434,4.8,15.4,22.9,111.5,43381,0.165,0.00,0.0032,0.076,740,0.607,0.000,0.693,0.191,2.63,4.21,2.86,0.86,0.435,2.10,1.21,1.83,0.647,0.00628,3.67,179.7091,5988.29,103990.2,140332.6,40.054,91.4190,256.134,345.647,0.973,0.334,30.0,28.626,156.020,395,1042.6,48.58,13.346,98.894,3065.8,68.079,0.135,2.00,3.7015,16882.4,0.8386,0.5186,9.51,1.457,0.239
90000,4450,1.661,0.619,8.65,449411,413967,0,24677,10878,2695242,829301.7,2330580.0,0.017,0.833,0.091,0.060,94,16.36,9.90,1.38,1.96,2.24,3.28,0.26,1.59,6.01,5.40,0.87,1.08,0.106,0.125,1617,0.201,0.030,0.919,0.001,0.050,535657,435403,2,0.632,0.020,0.073,3388554,0.093,1.939,0.039,21.35,145377,162,0.865,0.234,0.734,26797898,1.76,18.14,0.000,0.547,0.446,5.7,16.6,24.5,116.2,43984,0.168,0.00,0.0031,0.072,813,0.608,0.000,0.693,0.196,2.67,4.28,2.92,0.87,0.447,2.13,1.21,1.86,0.648,0.00638,3.75,178.6971,5865.24,104363.1,140332.6,40.307,91.4385,253.258,337.718,0.988,0.332,29.5,28.386,155.709,338,858.5,32.97,13.209,98.436,2968.2,67.525,0.135,2.00,3.8093,16951.5,0.8267,0.5148,9.88,1.462,0.249
100000,4269,1.671,0.654,8.73,461286,425569,0,24405,11493,2805178,832110.1,2392951.2,0.013,0.839,0.088,0.060,90,16.63,10.12,1.44,1.97,2.23,3.21,0.27,1.50,6.00,5.19,0.91,1.13,0.102,0.118,1597,0.176,0.029,0.923,0.001,0.046,549498,445088,2,0.637,0.005,0.080,3490709,0.087,2.062,0.039,21.56,154387,162,0.853,0.225,0.736,28092505,1.77,18.08,0.000,0.554,0.453,5.8,16.6,26.4,118.0,42416,0.162,0.00,0.0033,0.079,723,0.616,0.000,0.693,0.194,2.66,4.32,2.92,0.92,0.454,2.14,1.22,1.88,0.657,0.00673,3.94,183.1623,6037.02,104285.3,140332.6,39.937,91.2343,259.808,334.194,0.977,0.326,28.2,28.722,155.417,353,944.6,46.44,13.494,98.404,3244.2,68.194,0.135,2.00,3.9241,16752.0,0.8166,0.5115,9.94,1.466,0.261
