step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,1476,1.533,1.247,19.11,55129,41241,0,13465,396,988623,600033.6,518487.0,0.140,0.670,0.089,0.101,99,30.72,16.48,0.03,0.54,8.39,6.37,0.54,2.10,6.71,5.74,0.01,0.27,0.261,0.136,986,0.031,0.047,0.926,0.003,0.024,118890,96284,1,0.227,0.773,0.179,4099727,0.218,2.576,0.146,45.27,50860,215,0.524,0.182,0.409,6100818,1.01,2.87,0.298,0.646,0.003,10.0,30.0,50.0,127.9,23125,0.088,0.00,0.0061,0.076,600,0.594,0.000,0.517,0.547,3.11,4.03,4.20,0.02,0.004,1.01,1.00,1.01,0.627,0.00353,31.46,28.5517,636.33,107454.6,140078.7,2.887,18.7730,117.869,0.000,1.000,0.319,35.6,47.275,144.081,3333,18631.3,14.85,54.241,6.20,10.031,534.2,3.887,0.135,2.00,6.0846,8980.8,0.6100,0.3662,15.67,1.994,0.031,1.5122,0.0000,0.845,0.120,0.966,0.0000,4.83,0.74,5,16,25,64,42.9250,0.0007,0.3726,0.0000,0.0000,158.1129,100.00,93.0442,182.4098,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3141,0.0000,0.0000,0.0030,0.0013,0.000004,0,0.0990,0.0142,0.0164,52,190,482,0.0000,0.0000,0.0195,0.067,2.1130,0.0039,0.8512,0.0251,0.2952,0.0835,0.6035,0.00142,0.123,0.0032,0.999,0.903,0.47,0.179,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2068,0.0000,1.8430,0.00000,0.05184,1.0000,1.0000
20000,1206,1.543,0.976,22.69,24002,18211,0,5980,78,353109,213396.5,192140.9,0.073,0.763,0.068,0.097,108,33.56,18.54,0.08,0.84,8.41,6.16,0.03,0.34,8.19,5.32,0.00,0.08,0.240,0.114,743,0.063,0.095,0.886,0.005,0.014,32610,25550,2,0.541,0.035,0.011,1171510,0.141,2.291,0.111,20.14,19255,241,0.544,0.245,0.396,2385633,1.04,2.82,0.318,0.631,0.004,12.0,32.0,50.0,204.0,20153,0.077,0.00,0.0022,0.099,237,0.428,0.000,0.346,0.306,3.19,4.21,4.25,0.01,0.007,1.04,1.02,1.04,0.454,0.00277,4.51,5.7358,550.71,111420.0,140078.7,0.005,4.7888,46.720,0.000,1.000,0.382,30.5,18.645,55.840,2662,14293.5,22.85,17.070,4.82,2.895,312.7,0.819,0.135,2.00,8.2665,9969.4,0.7042,0.4582,16.71,2.000,0.001,0.4878,0.0000,0.947,0.039,1.000,0.0000,4.94,0.91,6,16,25,95,16.1003,0.0000,0.3756,0.0000,0.0000,52.3620,100.00,100.8098,105.1434,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3019,0.0000,0.0000,0.0027,0.0011,0.000003,3,0.0679,0.0282,0.0172,47,174,595,0.0000,0.0000,0.0089,0.024,0.6178,0.0051,0.2833,0.0290,0.4333,0.0702,0.6042,0.00105,0.582,0.0222,1.000,0.908,0.03,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0867,0.0000,1.5147,0.00000,0.07426,1.0000,1.0000
30000,1366,1.097,1.470,27.95,65708,48119,0,17178,245,633301,494149.0,381398.3,0.071,0.765,0.062,0.102,75,27.56,7.84,0.03,0.41,6.54,3.69,0.03,0.34,7.16,3.51,0.00,0.04,0.231,0.114,404,0.225,0.096,0.892,0.000,0.012,91539,67332,2,0.956,0.038,0.009,452345,0.168,2.770,0.177,46.11,56669,191,0.602,0.298,0.184,9120068,1.02,0.95,0.632,0.343,0.001,14.0,32.0,32.0,48.0,18802,0.072,0.00,0.0051,0.108,427,0.605,0.000,0.306,0.306,2.56,3.74,3.78,0.01,0.006,1.02,1.01,1.03,0.623,0.00315,21.59,12.4567,159.22,99304.1,140078.7,3.453,12.8796,107.659,0.000,1.000,0.304,38.2,44.634,166.580,3824,22654.8,8.80,40.923,3.94,12.616,534.2,4.492,0.135,2.00,10.5367,14393.1,0.9052,0.4821,13.76,2.000,0.000,1.5122,0.0000,0.997,0.010,1.000,0.0000,4.00,0.04,7,16,16,21,41.2267,0.0002,0.4627,0.0000,0.0000,164.0023,100.00,89.7788,199.1381,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2978,0.0000,0.0000,0.0027,0.0011,0.000003,6,0.2105,0.0725,0.0163,45,177,575,0.0000,0.0000,0.0072,0.017,0.9662,0.0163,0.5925,0.0124,0.3028,0.1141,0.6792,0.00286,0.117,0.0039,0.985,0.826,0.03,0.009,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2013,0.0000,1.9261,0.00000,0.04516,1.0000,1.0000
40000,1337,1.075,0.919,29.90,18311,15280,0,2971,44,114691,220143.6,70494.6,0.068,0.728,0.044,0.160,89,28.42,7.37,0.09,0.76,6.61,2.88,0.01,0.18,7.41,2.63,0.01,0.10,0.229,0.086,341,0.463,0.135,0.857,0.004,0.004,18464,13248,2,0.972,0.016,0.002,121803,0.182,2.175,0.102,20.26,13367,181,0.615,0.380,0.129,2501319,1.04,0.76,0.666,0.332,0.010,16.0,32.0,32.0,50.0,18880,0.072,0.00,0.0022,0.111,337,0.449,0.000,0.110,0.136,2.83,3.80,3.82,0.02,0.016,1.06,1.01,1.05,0.458,0.00167,3.55,2.8605,186.09,105135.7,140078.7,0.177,3.5687,44.428,0.000,1.000,0.340,37.7,20.427,57.649,2588,13510.1,10.96,17.549,3.88,3.153,264.9,0.965,0.134,2.01,13.2050,17655.1,1.0445,0.4844,14.12,2.000,0.000,0.4878,0.0000,0.998,0.009,1.000,0.0000,4.00,0.00,8,16,16,16,18.8079,0.0024,0.4555,0.0000,0.0000,52.7700,100.00,97.1731,106.0919,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3033,0.0000,0.0000,0.0021,0.0009,0.000001,45,0.4096,0.0957,0.0504,58,198,902,0.0000,0.0000,0.0030,0.007,0.0853,0.0613,0.1003,0.0172,0.4274,0.0590,0.6009,0.00166,0.019,0.0004,0.999,0.875,0.01,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0722,0.0000,1.5053,0.00000,0.05536,1.0000,1.0000
50000,1426,0.879,0.683,29.47,41873,33985,0,7697,10,284715,535348.8,169938.6,0.100,0.768,0.046,0.086,110,28.62,6.67,0.07,0.59,6.69,2.60,0.03,0.39,7.47,2.32,0.01,0.10,0.230,0.078,411,0.435,0.092,0.902,0.001,0.005,48596,33318,1,0.421,0.579,0.008,95533,0.207,1.887,0.073,50.44,32952,139,0.597,0.352,0.060,8840540,1.03,0.59,0.636,0.362,0.006,18.0,32.0,32.0,56.0,20328,0.078,0.00,0.0050,0.125,453,0.607,0.000,0.176,0.199,2.86,3.83,3.87,0.03,0.013,1.04,1.01,1.03,0.616,0.00288,23.80,7.5100,273.20,104686.7,140078.7,7.412,5.7560,109.015,0.000,1.000,0.353,46.3,50.657,124.993,1916,9798.0,10.01,42.493,3.91,6.021,184.8,2.987,0.137,2.00,15.4882,22086.1,1.1984,0.4301,14.26,2.000,0.000,1.5122,0.0000,0.998,0.007,1.000,0.0000,4.00,0.00,9,16,16,16,47.7152,0.0031,0.5498,0.0000,0.0000,160.0930,100.00,91.3475,208.0188,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2746,0.0000,0.0000,0.0019,0.0008,0.000002,92,1.1555,0.1718,0.0640,56,190,1047,0.0000,0.0000,0.0005,0.001,0.2233,0.1486,0.2556,0.0288,0.3055,0.0994,0.6762,0.00325,0.011,0.0002,0.997,0.878,0.03,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9483,0.0000,1.3279,0.00000,0.04295,1.0000,1.0000
60000,1452,1.206,0.893,28.43,17773,15221,0,2411,19,107740,218297.0,76350.0,0.099,0.691,0.048,0.163,124,26.29,8.64,0.23,1.11,5.29,3.24,0.26,1.15,7.27,3.35,0.03,0.21,0.200,0.106,612,0.149,0.132,0.851,0.005,0.012,19023,13880,2,0.261,0.504,0.119,323476,0.169,2.144,0.094,21.50,13844,195,0.709,0.368,0.195,2563389,1.09,1.13,0.514,0.476,0.023,12.0,31.0,32.0,55.0,18936,0.072,0.00,0.0021,0.094,438,0.472,0.000,0.159,0.180,2.74,3.70,3.73,0.08,0.041,1.14,1.03,1.10,0.480,0.00134,4.46,3.7900,263.30,109813.1,140078.7,0.099,3.5758,45.357,0.000,1.000,0.348,34.8,21.016,43.939,2430,12616.2,15.80,17.080,3.90,2.580,380.5,0.704,0.133,2.01,9.0136,13087.8,0.8507,0.5174,13.04,2.000,0.000,0.4878,0.0000,0.995,0.015,1.000,0.0000,4.00,0.00,6,16,16,16,19.6206,0.0025,0.4360,0.0000,0.0000,51.2741,100.00,101.6056,109.4252,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2939,0.0000,0.0000,0.0021,0.0009,0.000001,96,0.5854,0.0455,0.0694,65,209,1149,0.0000,0.0000,0.0016,0.004,0.0842,0.0945,0.1187,0.0158,0.4166,0.0474,0.5639,0.00160,0.051,0.0017,0.995,0.872,0.23,0.119,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9552,0.0000,1.2653,0.00000,0.05153,1.0000,1.0000
70000,1410,0.965,0.650,30.73,51572,41433,0,10037,97,380225,532783.3,243517.4,0.056,0.771,0.063,0.110,104,27.74,7.49,0.01,0.21,6.62,2.75,0.03,0.36,7.21,2.53,0.00,0.06,0.234,0.084,385,0.458,0.094,0.897,0.001,0.008,65109,48016,3,0.928,0.006,0.011,862905,0.157,1.832,0.071,49.67,42789,193,0.640,0.336,0.126,9407658,1.00,0.85,0.622,0.377,0.001,16.0,32.0,32.0,42.0,19567,0.075,0.00,0.0052,0.103,446,0.617,0.000,0.251,0.250,2.98,3.77,3.81,0.00,0.001,1.00,1.00,1.00,0.627,0.00283,24.52,8.7087,190.38,108050.2,140078.7,5.349,7.0487,111.366,0.000,1.000,0.355,42.9,49.891,124.851,1896,9471.6,9.96,42.857,3.88,7.444,151.2,3.466,0.136,1.99,13.6144,19196.3,1.0855,0.4933,13.88,2.000,0.000,1.5122,0.0000,0.998,0.003,1.000,0.0000,4.00,0.00,8,16,16,16,46.9596,0.0016,0.5135,0.0000,0.0000,160.7763,100.00,92.9056,205.5505,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2838,0.0000,0.0000,0.0023,0.0010,0.000002,47,0.6403,0.1411,0.0383,54,193,798,0.0000,0.0000,0.0034,0.008,0.4003,0.0659,0.3273,0.0241,0.3007,0.0998,0.6800,0.00296,0.011,0.0003,0.999,0.967,0.03,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0260,0.0000,1.5382,0.00000,0.04480,1.0000,1.0000
80000,1372,1.120,0.830,30.63,16028,12854,0,3105,4,111229,227292.8,71273.6,0.012,0.807,0.037,0.143,132,27.72,7.74,0.00,0.10,6.58,2.74,0.07,0.51,7.23,2.51,0.00,0.00,0.232,0.082,357,0.520,0.113,0.875,0.001,0.011,15725,11345,1,0.584,0.416,0.031,116966,0.149,2.050,0.089,22.39,11717,170,0.641,0.351,0.120,3098461,1.00,0.90,0.665,0.333,0.000,14.0,32.0,32.0,38.0,19059,0.073,0.00,0.0023,0.103,487,0.488,0.000,0.123,0.127,2.98,3.74,3.81,0.00,0.001,1.00,1.00,1.00,0.495,0.00177,4.46,3.7166,267.08,105499.9,140078.7,0.097,3.0072,45.972,0.000,1.000,0.304,37.4,20.979,45.715,2309,11864.7,14.09,17.328,3.89,1.851,223.8,0.654,0.135,2.01,13.5932,18649.8,1.1060,0.4719,13.89,2.000,0.000,0.4878,0.0000,0.997,0.006,1.000,0.0000,4.00,0.00,7,16,16,16,19.2632,0.0066,0.4636,0.0000,0.0000,51.1119,100.00,100.9129,112.1960,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2960,0.0000,0.0000,0.0017,0.0008,0.000001,103,0.6994,0.0984,0.0790,53,193,1270,0.0000,0.0000,0.0027,0.008,0.0746,0.1070,0.1211,0.0197,0.3939,0.0623,0.5694,0.00129,0.000,0.0000,1.000,0.976,0.07,0.031,0.000,0.000,-0.0000,0.000,0.000,0.0000,1.0062,0.0000,1.2370,0.00000,0.06570,1.0000,1.0000
90000,1406,0.911,0.706,30.75,42360,32818,0,9360,15,314640,524129.8,184454.6,0.013,0.864,0.042,0.080,105,28.29,7.00,0.00,0.08,6.69,2.76,0.04,0.31,7.42,2.51,0.00,0.00,0.231,0.081,389,0.368,0.096,0.898,0.001,0.004,49255,33129,3,0.548,0.134,0.021,311787,0.152,1.966,0.078,49.77,34534,137,0.586,0.347,0.075,10071348,1.00,0.68,0.660,0.334,0.000,16.0,32.0,32.0,36.0,19909,0.076,0.00,0.0050,0.111,343,0.621,0.000,0.200,0.201,2.98,3.81,3.85,0.00,0.001,1.00,1.00,1.00,0.629,0.00316,24.52,7.6643,199.03,106279.5,140078.7,7.317,5.4030,107.765,0.000,1.000,0.332,43.3,49.776,123.201,1932,10368.9,14.83,41.300,3.90,5.335,234.8,2.658,0.131,2.01,14.3003,20106.3,1.1324,0.4303,14.16,2.000,0.000,1.5122,0.0000,0.997,0.005,1.000,0.0000,4.00,0.00,8,16,16,16,46.6718,0.0025,0.5220,0.0000,0.0000,160.8310,100.00,92.0739,205.1283,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2885,0.0000,0.0000,0.0019,0.0008,0.000002,133,1.1975,0.1401,0.0638,48,179,1065,0.0000,0.0000,0.0032,0.010,0.2164,0.1532,0.2551,0.0320,0.2938,0.1095,0.6794,0.00253,0.004,0.0001,1.000,0.969,0.04,0.021,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9521,0.0000,1.2996,0.00000,0.04876,1.0000,1.0000
100000,1531,1.224,0.882,30.92,17245,14289,0,2718,8,104830,229245.6,67822.7,0.035,0.794,0.030,0.141,129,27.08,7.83,0.01,0.23,6.11,3.03,0.49,1.67,7.17,2.84,0.00,0.03,0.218,0.095,460,0.338,0.120,0.864,0.001,0.014,16763,11063,3,0.502,0.082,0.142,592487,0.138,2.176,0.098,22.47,12777,170,0.647,0.350,0.133,2996053,1.00,0.94,0.647,0.351,0.001,13.0,32.0,32.0,50.0,21101,0.080,0.00,0.0021,0.089,602,0.476,0.000,0.117,0.126,2.90,3.74,3.80,0.00,0.001,1.00,1.00,1.00,0.483,0.00153,4.41,3.5316,228.71,105744.8,140078.7,0.054,3.1496,46.478,0.000,1.000,0.287,38.9,21.541,44.189,2398,12935.1,9.25,17.442,3.91,2.271,356.9,0.775,0.129,2.02,11.1969,17142.4,0.9433,0.4705,13.78,2.000,0.000,0.4878,0.0000,0.992,0.014,1.000,0.0000,4.00,0.03,7,16,16,16,19.9154,0.0051,0.4291,0.0000,0.0000,50.7033,100.00,101.4797,111.4708,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3203,0.0000,0.0000,0.0019,0.0008,0.000001,105,0.6453,0.0673,0.0729,59,197,1193,0.0000,0.0000,0.0020,0.005,0.0664,0.1017,0.1140,0.0111,0.4093,0.0535,0.5585,0.00104,0.001,0.0000,1.000,0.979,0.45,0.142,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9547,0.0000,1.2003,0.00000,0.05958,1.0000,1.0000
