step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,1019,1.916,1.000,9.53,34451,31029,0,3196,626,481881,564569.1,295008.2,0.180,0.550,0.148,0.122,121,51.78,22.95,0.75,2.43,12.83,10.17,0.08,0.84,20.67,12.49,0.01,0.15,0.242,0.148,741,0.030,0.048,0.932,0.001,0.019,97335,88135,1,0.606,0.394,0.026,1666854,0.224,2.352,0.115,40.46,32163,290,0.612,0.167,0.266,4011982,1.08,2.41,0.317,0.624,0.012,21.5,52.1,76.6,174.8,34987,0.133,0.00,0.0027,0.081,224,0.663,0.000,0.506,0.653,5.05,6.07,6.18,0.10,0.053,1.09,1.10,1.08,0.685,0.00240,38.74,25.7657,621.36,110543.2,140122.1,2.713,16.8624,101.866,0.000,1.000,0.363,34.0,45.691,130.696,2671,14753.4,19.03,50.796,6.87,11.038,378.9,5.080,0.134,2.00,9.9586,10147.9,0.4291,0.3070,34.33,1.513,0.247,1.5345,0.0000,0.520,0.093,0.543,0.0000,6.73,1.04,14,35,49,100,43.7623,0.0053,0.4377,0.0000,0.0000,158.4511,100.00,92.3493,178.5090,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2973,0.0000,0.0000,0.0031,0.0013,0.000003,2,0.1370,0.0334,0.0291,80,277,670,0.0000,0.0000,0.0286,0.076,1.0835,0.0136,0.3392,0.0226,0.2629,0.0486,0.5786,0.00146,0.637,0.0142,0.928,0.257,0.07,0.026,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9123,0.0000,1.5306,0.00000,0.04782,0.8042,0.8031
20000,861,2.251,0.826,8.98,11488,10439,0,1188,19,225850,204246.9,102101.4,0.111,0.678,0.142,0.069,158,55.22,27.89,0.63,2.50,15.58,12.57,0.06,0.68,19.92,14.92,0.10,0.65,0.274,0.168,680,0.028,0.064,0.925,0.002,0.009,17540,14244,2,0.460,0.530,0.021,258995,0.234,2.128,0.090,19.51,6621,370,0.452,0.157,0.332,1239451,1.16,3.66,0.220,0.679,0.033,16.0,55.0,89.5,120.7,31162,0.119,0.00,0.0012,0.109,263,0.462,0.000,0.509,0.394,5.49,6.43,6.59,0.39,0.093,1.17,1.18,1.16,0.486,0.00290,6.40,4.8658,699.68,114802.4,140122.1,0.001,3.8082,40.574,0.000,1.000,0.320,28.2,18.235,39.566,2203,11578.8,23.66,15.532,7.03,2.107,284.3,0.655,0.133,2.00,10.2923,8861.7,0.4313,0.3412,36.19,1.487,0.246,0.4655,0.0000,0.566,0.071,0.819,0.0000,7.43,0.72,11,37,59,85,16.4463,0.0008,0.4228,0.0000,0.0000,48.2567,100.00,104.9329,101.7931,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2900,0.0000,0.0000,0.0029,0.0012,0.000004,0,0.0705,0.0232,0.0413,91,282,916,0.0000,0.0000,0.0116,0.053,0.5951,0.0058,0.1608,0.0546,0.3996,0.0488,0.5523,0.00128,0.353,0.0037,0.950,0.273,0.05,0.021,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6270,0.0000,0.9338,0.00000,0.08866,0.7531,0.7521
30000,1249,1.630,1.402,15.98,34301,27066,0,6827,20,814352,468190.7,420081.2,0.118,0.684,0.152,0.046,122,41.53,19.04,0.44,2.01,9.50,7.96,0.27,1.78,10.71,8.80,0.07,0.46,0.233,0.146,897,0.037,0.036,0.953,0.002,0.010,71145,55442,3,0.275,0.720,0.060,848173,0.176,2.719,0.163,44.30,30489,329,0.516,0.119,0.259,4670592,1.15,1.75,0.405,0.594,0.029,16.7,43.6,66.6,126.9,26132,0.100,0.00,0.0035,0.049,386,0.598,0.000,0.676,0.532,3.59,4.75,4.74,0.13,0.054,1.21,1.12,1.14,0.630,0.00367,35.23,21.2217,528.06,104695.8,140122.1,0.315,15.6144,92.108,0.000,1.000,0.291,33.0,36.540,139.835,3620,20870.7,12.47,39.494,6.18,8.867,662.5,3.799,0.133,2.00,7.4863,9350.4,0.5475,0.3862,20.92,1.959,0.043,1.5345,0.0000,0.748,0.096,0.982,0.0000,5.18,0.69,9,22,33,64,32.6170,0.0001,0.4580,0.0000,0.0000,162.6990,100.00,93.2900,184.6991,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2895,0.0000,0.0000,0.0026,0.0010,0.000003,0,0.0986,0.0208,0.0238,77,283,804,0.0000,0.0000,0.0022,0.009,1.6354,0.0047,0.5765,0.0176,0.3033,0.0655,0.6198,0.00273,0.604,0.0178,0.980,0.512,0.20,0.060,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9594,0.0000,1.6867,0.00000,0.04301,0.7754,0.7743
40000,1180,1.663,1.411,19.25,15704,14018,0,1751,1,176224,189785.5,91042.6,0.199,0.664,0.128,0.009,85,43.32,19.16,0.45,2.24,8.33,6.37,0.66,2.34,12.33,8.09,0.04,0.35,0.194,0.120,821,0.042,0.077,0.903,0.003,0.017,20172,15969,1,0.562,0.438,0.169,827666,0.179,2.733,0.165,18.13,11594,307,0.517,0.206,0.257,1585663,1.11,1.48,0.419,0.581,0.017,20.0,45.7,63.7,137.0,25693,0.098,0.00,0.0013,0.103,276,0.462,0.000,0.452,0.291,3.71,4.79,4.84,0.10,0.036,1.15,1.07,1.12,0.481,0.00165,4.12,3.9625,514.01,104419.6,140122.1,0.001,5.3307,37.785,0.000,1.000,0.324,31.2,17.113,53.166,3636,21143.5,39.96,15.596,5.26,4.339,510.7,0.954,0.134,1.99,8.1040,9562.7,0.5494,0.4017,21.77,1.984,0.038,0.4655,0.0000,0.663,0.102,0.934,0.0000,5.19,0.76,10,23,31,66,15.6244,0.0000,0.4263,0.0000,0.0000,49.6842,100.00,95.2626,95.8391,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2997,0.0000,0.0000,0.0029,0.0013,0.000002,3,0.0654,0.0169,0.0254,85,276,791,0.0000,0.0000,0.0010,0.002,0.2437,0.0053,0.1148,0.0136,0.4259,0.0363,0.5549,0.00194,0.064,0.0018,0.574,0.172,0.53,0.169,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8775,0.0000,1.6844,0.00000,0.03992,0.7903,0.7892
50000,1451,1.685,1.808,26.42,55232,43413,0,11545,3,779645,463790.6,396403.2,0.200,0.714,0.083,0.004,68,33.05,25.73,0.14,1.04,6.72,6.48,1.01,2.72,9.07,9.64,0.00,0.09,0.215,0.131,924,0.029,0.033,0.941,0.007,0.019,87757,61709,1,0.274,0.726,0.319,2512461,0.168,3.013,0.225,42.70,52926,234,0.508,0.199,0.243,6086528,1.05,1.47,0.434,0.564,0.002,14.0,30.0,50.0,288.0,24589,0.094,0.00,0.0035,0.068,480,0.570,0.000,0.537,0.392,3.17,4.14,4.17,0.03,0.017,1.04,1.05,1.05,0.597,0.00286,27.13,17.9767,513.80,98426.9,140122.1,0.783,17.5702,94.550,0.000,0.999,0.254,31.7,38.538,170.144,4595,27844.1,14.78,39.645,4.94,14.010,707.7,4.771,0.134,2.00,5.9499,8633.3,0.5714,0.3864,16.95,1.995,0.015,1.5345,0.0000,0.658,0.209,0.800,0.0000,4.52,1.12,7,16,25,144,35.0569,0.0000,0.4114,0.0000,0.0000,166.7893,100.00,88.5816,182.3522,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3004,0.0000,0.0000,0.0032,0.0013,0.000004,0,0.0758,0.0145,0.0120,57,228,595,0.0000,0.0000,0.0002,0.000,1.3437,0.0033,0.6050,0.0090,0.3351,0.0759,0.6419,0.00261,0.209,0.0083,0.808,0.397,0.90,0.319,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0694,0.0000,2.4332,0.00000,0.02861,0.8327,0.8311
60000,1313,1.504,1.274,25.41,20115,17363,0,2874,13,217796,192407.6,108111.7,0.259,0.652,0.081,0.007,69,34.17,19.32,0.08,0.90,8.71,6.91,0.04,0.40,8.25,7.40,0.00,0.00,0.255,0.135,870,0.050,0.049,0.921,0.008,0.022,24642,16529,4,0.228,0.692,0.019,818988,0.196,2.604,0.151,17.46,16679,239,0.496,0.230,0.379,1734905,1.02,2.41,0.371,0.628,0.000,12.0,32.0,50.0,162.0,22412,0.085,0.00,0.0018,0.082,310,0.446,0.000,0.512,0.261,3.18,4.18,4.31,0.01,0.007,1.03,1.02,1.02,0.467,0.00162,3.72,4.1547,685.66,108209.7,140122.1,0.033,5.7875,39.042,0.000,1.000,0.320,30.0,17.365,54.060,3320,19038.3,13.87,15.956,4.91,4.709,430.6,1.001,0.134,2.01,6.2040,8145.9,0.5653,0.4010,17.07,1.997,0.022,0.4655,0.0000,0.909,0.084,0.996,0.0000,4.85,0.83,5,16,25,81,15.6950,0.0000,0.4090,0.0000,0.0000,50.3419,100.00,93.1435,93.7599,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2805,0.0000,0.0000,0.0032,0.0014,0.000002,3,0.0559,0.0122,0.0170,68,242,665,0.0000,0.0000,0.0037,0.010,0.3316,0.0056,0.1486,0.0137,0.4253,0.0428,0.5619,0.00087,0.173,0.0041,0.992,0.853,0.04,0.019,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9819,0.0000,1.8793,0.00000,0.04121,0.8299,0.8285
70000,1076,1.652,1.421,32.22,54263,40738,0,13756,6,874167,470881.2,452880.4,0.214,0.698,0.081,0.006,73,49.54,25.41,0.44,2.82,11.57,10.22,0.82,2.69,11.91,9.13,0.00,0.03,0.224,0.132,723,0.055,0.044,0.927,0.006,0.024,91278,59243,2,0.671,0.151,0.161,1611627,0.168,2.763,0.169,43.62,57973,241,0.518,0.190,0.283,5802423,1.17,1.94,0.470,0.530,0.001,20.0,50.0,72.0,206.0,26614,0.102,0.00,0.0037,0.074,418,0.554,0.000,0.573,0.423,4.09,5.02,5.07,0.05,0.026,1.18,1.15,1.17,0.586,0.00453,28.35,19.1597,377.79,103012.2,140122.1,0.847,16.3560,97.060,0.000,1.000,0.268,33.2,38.603,173.123,3649,21573.2,16.13,40.437,5.01,11.859,715.0,4.317,0.132,2.01,10.1797,10953.4,0.5771,0.4011,24.73,2.000,0.000,1.5345,0.0000,0.985,0.021,1.000,0.0000,5.53,0.97,10,25,36,95,34.4634,0.0000,0.5000,0.0000,0.0000,166.7319,100.00,89.6838,184.6771,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2935,0.0000,0.0000,0.0030,0.0012,0.000005,0,0.0868,0.0381,0.0136,56,223,610,0.0000,0.0000,0.0004,0.001,1.1463,0.0009,0.5072,0.0037,0.3401,0.1094,0.6407,0.00491,0.137,0.0054,1.000,0.968,0.66,0.161,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1018,0.0000,2.0809,0.00000,0.03453,0.8225,0.8210
80000,1109,1.938,1.324,32.93,13775,12201,0,1534,1,175898,189063.9,82940.1,0.191,0.724,0.080,0.005,87,50.15,21.80,0.38,2.39,10.23,6.45,0.84,3.11,13.67,7.97,0.00,0.04,0.205,0.099,626,0.178,0.099,0.886,0.001,0.014,16850,11296,1,0.884,0.116,0.170,385356,0.177,2.651,0.155,17.90,12053,244,0.472,0.236,0.197,1782609,1.13,1.35,0.559,0.441,0.002,24.0,50.0,72.0,261.0,27855,0.106,0.00,0.0012,0.109,251,0.526,0.000,0.392,0.277,4.09,5.11,5.12,0.06,0.026,1.12,1.12,1.14,0.542,0.00185,4.16,3.5919,331.35,103797.9,140122.1,0.000,5.0163,37.246,0.000,1.000,0.295,30.1,17.216,54.006,3494,20008.5,16.95,15.509,5.61,4.251,565.5,0.941,0.133,1.99,10.2259,11340.5,0.5642,0.3636,25.12,2.000,0.000,0.4655,0.0000,0.995,0.010,1.000,0.0000,5.45,0.88,12,25,36,131,15.6253,0.0000,0.4283,0.0000,0.0000,49.9604,100.00,96.1123,95.3059,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3078,0.0000,0.0000,0.0028,0.0012,0.000002,6,0.1161,0.0307,0.0355,81,278,849,0.0000,0.0000,0.0004,0.001,0.2450,0.0142,0.0903,0.0099,0.3727,0.0345,0.5463,0.00193,0.051,0.0015,1.000,0.973,0.63,0.170,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8476,0.0000,1.4150,0.00000,0.04679,0.7644,0.7634
90000,1016,1.762,1.338,32.92,32103,28934,0,3252,2,376416,451970.6,204327.5,0.217,0.713,0.062,0.007,86,55.99,28.10,0.46,2.19,10.62,8.09,1.59,3.75,15.66,11.16,0.00,0.03,0.191,0.103,672,0.071,0.070,0.918,0.001,0.011,50378,35580,2,0.536,0.176,0.329,2249765,0.183,2.697,0.157,40.65,33507,250,0.543,0.208,0.158,5477290,1.12,1.19,0.521,0.478,0.001,26.0,50.0,96.0,213.0,28788,0.110,0.00,0.0028,0.082,383,0.655,0.000,0.449,0.395,4.44,5.36,5.43,0.09,0.046,1.11,1.14,1.11,0.669,0.00279,30.19,11.4837,333.93,104176.0,140122.1,1.516,12.7208,89.490,0.000,1.000,0.285,32.5,41.293,168.238,3451,20283.5,21.81,37.645,5.50,13.322,657.7,5.192,0.136,1.99,10.8879,11062.1,0.5272,0.3610,28.33,2.000,0.000,1.5345,0.0000,0.987,0.032,1.000,0.0000,5.69,1.16,14,25,49,111,39.0583,0.0000,0.5049,0.0000,0.0000,165.7243,100.00,88.2573,187.6395,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2858,0.0000,0.0000,0.0027,0.0011,0.000003,8,0.2537,0.0600,0.0346,95,313,852,0.0000,0.0000,0.0002,0.001,0.4543,0.0233,0.1900,0.0059,0.2827,0.0547,0.6286,0.00308,0.265,0.0105,1.000,0.960,1.23,0.329,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8117,0.0000,1.5906,0.00000,0.02757,0.7677,0.7667
100000,836,1.964,1.411,32.53,11535,10553,0,1154,0,153036,190325.3,71794.0,0.195,0.715,0.080,0.011,107,67.37,35.67,0.52,2.49,12.74,10.78,1.33,3.47,19.24,13.31,0.01,0.12,0.183,0.113,613,0.038,0.085,0.901,0.000,0.014,13887,9333,2,0.453,0.280,0.285,1136963,0.195,2.756,0.163,18.25,10115,285,0.469,0.209,0.199,1467625,1.10,1.93,0.458,0.535,0.005,23.0,69.0,106.0,278.0,28285,0.108,0.00,0.0012,0.108,246,0.501,0.000,0.382,0.271,4.98,5.86,5.94,0.06,0.032,1.06,1.15,1.10,0.517,0.00244,4.52,3.5563,389.93,102493.8,140122.1,0.006,5.0958,36.939,0.000,1.000,0.276,30.7,17.261,52.417,3593,21107.9,15.85,15.568,6.17,4.277,698.5,0.961,0.135,2.01,14.0054,11708.5,0.5575,0.3541,33.83,2.000,0.001,0.4655,0.0000,0.984,0.021,1.000,0.0000,6.38,1.34,12,36,53,136,15.7201,0.0000,0.5084,0.0000,0.0000,49.2233,100.00,95.8817,96.7931,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2946,0.0000,0.0000,0.0027,0.0012,0.000003,8,0.1775,0.0502,0.0434,90,306,909,0.0000,0.0000,0.0015,0.004,0.2037,0.0247,0.0788,0.0167,0.4010,0.0381,0.5326,0.00162,0.610,0.0240,1.000,0.925,1.06,0.285,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7874,0.0000,1.2700,0.00000,0.04712,0.7357,0.7348
