step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,1134,1.200,1.072,14.49,38786,34430,0,4265,400,578603,614697.4,336411.1,0.205,0.576,0.130,0.089,116,38.78,15.47,1.44,2.99,7.79,4.90,0.38,1.28,10.79,6.09,0.06,0.31,0.204,0.111,865,0.024,0.035,0.959,0.001,0.005,93459,81193,1,0.526,0.474,0.134,2033563,0.224,2.381,0.124,45.85,34277,254,0.581,0.179,0.198,4716818,1.20,1.38,0.320,0.656,0.044,18.5,40.7,52.8,142.3,23131,0.088,0.00,0.0050,0.042,402,0.644,0.000,0.554,0.596,3.64,4.71,4.75,0.27,0.149,1.24,1.13,1.22,0.667,0.00312,32.14,25.0873,198.57,110349.4,140215.1,3.439,16.0188,115.607,0.000,1.000,0.383,42.7,51.377,142.873,2926,16167.9,14.37,54.736,7.25,10.506,355.5,4.791,0.137,2.00,8.8282,10011.2,0.5706,0.3286,20.40,1.805,0.103,1.5299,0.0000,0.621,0.083,0.907,0.0000,5.08,0.51,10,22,25,64,48.4785,0.0021,0.5450,0.0000,0.0000,158.7285,100.00,92.6905,189.7373,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2756,0.0000,0.0000,0.0030,0.0013,0.000003,0,0.1507,0.0291,0.0283,68,230,546,0.0000,0.0000,0.0223,0.093,2.2980,0.0126,0.6093,0.0132,0.2701,0.0618,0.5836,0.00213,0.996,0.0572,0.929,0.250,0.36,0.134,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9545,0.0000,1.6616,0.00000,0.04786,1.0000,1.0000
20000,890,1.417,0.606,13.75,13472,12930,0,773,7,130924,218312.5,72196.2,0.120,0.670,0.145,0.065,126,44.50,17.07,0.96,2.33,8.55,5.50,0.08,0.62,16.82,8.20,0.06,0.40,0.199,0.107,649,0.037,0.069,0.926,0.000,0.006,15587,12078,3,0.528,0.042,0.027,1248427,0.223,1.789,0.064,20.34,8156,350,0.551,0.185,0.102,1809345,1.10,1.07,0.294,0.621,0.026,23.4,42.5,63.0,131.1,23506,0.090,0.00,0.0015,0.058,197,0.506,0.000,0.361,0.243,4.41,5.43,5.42,0.20,0.078,1.11,1.08,1.11,0.517,0.00221,4.61,3.1956,175.99,117159.5,140215.1,0.061,2.9755,43.959,0.000,1.000,0.426,37.2,20.395,49.445,1727,8667.0,13.70,16.600,5.82,2.346,190.4,0.792,0.134,2.00,12.4059,11041.3,0.6132,0.4154,26.41,1.638,0.135,0.4701,0.0000,0.681,0.149,0.854,0.0000,5.70,0.73,14,25,36,64,18.9597,0.0005,0.5270,0.0000,0.0000,49.6556,100.00,100.0870,106.8266,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2817,0.0000,0.0000,0.0026,0.0012,0.000002,6,0.1387,0.0438,0.0418,81,239,800,0.0000,0.0000,0.0036,0.007,0.2458,0.0167,0.1183,0.0461,0.3882,0.0489,0.5898,0.00110,1.000,0.0676,0.526,0.116,0.08,0.027,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6877,0.0000,1.0357,0.00000,0.06750,1.0000,1.0000
30000,1328,1.272,1.123,22.23,49629,40903,0,8132,152,635173,535167.2,357703.9,0.076,0.700,0.161,0.063,116,26.79,15.02,0.61,2.43,6.99,5.26,0.30,1.96,8.95,10.31,0.09,0.50,0.255,0.150,980,0.021,0.034,0.923,0.013,0.030,81160,60807,3,0.402,0.454,0.049,1026426,0.186,2.455,0.131,50.93,40915,251,0.563,0.196,0.346,7050244,1.18,2.96,0.169,0.657,0.040,8.0,26.0,48.0,125.1,22381,0.085,0.00,0.0045,0.052,625,0.606,0.000,0.538,0.411,3.32,4.19,4.37,0.17,0.073,1.21,1.14,1.19,0.626,0.00310,29.84,17.0372,531.34,111593.8,140215.1,1.669,10.7708,111.934,0.000,1.000,0.318,36.4,47.436,118.349,2927,16623.6,14.44,43.752,5.37,7.829,369.0,3.738,0.135,1.99,5.8600,7782.1,0.6027,0.4028,16.85,1.770,0.446,1.5299,0.0000,0.716,0.145,0.918,0.0000,5.02,1.16,4,14,33,81,44.2067,0.0008,0.4300,0.0000,0.0000,160.3956,100.00,95.4353,205.3649,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3063,0.0000,0.0000,0.0027,0.0011,0.000004,4,0.2247,0.0090,0.0254,60,210,656,0.0000,0.0000,0.0128,0.022,1.9985,0.0287,0.9248,0.0482,0.3028,0.0875,0.6481,0.00170,0.898,0.0671,0.016,0.002,0.23,0.049,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8498,0.0000,1.3929,0.00000,0.04743,1.0000,1.0000
40000,924,1.295,0.461,12.29,19689,17434,0,2581,76,240614,222776.1,114886.6,0.055,0.766,0.132,0.047,144,29.72,15.15,0.59,2.21,10.50,8.56,0.85,2.76,13.56,10.00,0.09,0.58,0.338,0.203,728,0.047,0.075,0.897,0.003,0.025,25712,18897,4,0.618,0.148,0.152,1209288,0.152,1.504,0.043,20.64,13483,270,0.477,0.231,0.272,2164676,1.14,2.85,0.108,0.627,0.027,9.2,27.9,50.2,80.5,23571,0.090,0.00,0.0018,0.087,227,0.463,0.000,0.477,0.299,4.61,5.58,5.58,0.19,0.065,1.13,1.15,1.14,0.482,0.00274,5.76,4.8130,608.34,122406.3,140215.1,0.054,2.8977,46.624,0.000,1.000,0.426,31.6,20.296,36.616,1346,5881.3,18.05,15.741,6.12,1.472,69.9,0.611,0.135,1.99,9.1682,8471.4,0.5099,0.3617,25.51,1.164,0.165,0.4701,0.0000,0.646,0.096,0.919,0.0000,6.29,0.53,8,26,45,78,18.5650,0.0042,0.4426,0.0000,0.0000,49.0903,100.00,106.2876,109.1978,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3035,0.0000,0.0000,0.0031,0.0013,0.000005,2,0.0986,0.0379,0.0244,53,175,616,0.0000,0.0000,0.0694,0.111,1.3004,0.0191,0.4604,0.0693,0.3843,0.0921,0.5930,0.00081,0.739,0.0108,0.523,0.105,0.69,0.152,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6434,0.0000,0.8698,0.00000,0.09419,1.0000,1.0000
50000,1225,1.207,0.834,15.28,56077,44529,0,11054,189,937352,542166.6,450193.9,0.051,0.741,0.152,0.056,111,32.91,17.72,0.98,3.26,8.64,7.42,0.18,1.17,11.02,10.67,0.03,0.25,0.257,0.172,1022,0.011,0.032,0.944,0.006,0.018,99066,72306,3,0.137,0.785,0.039,1443840,0.155,2.165,0.092,51.73,46103,238,0.480,0.187,0.339,7185432,1.26,3.35,0.140,0.719,0.015,9.8,33.1,52.3,172.0,25510,0.097,0.00,0.0040,0.058,435,0.602,0.000,0.570,0.452,3.93,4.98,5.03,0.30,0.120,1.21,1.29,1.28,0.630,0.00412,32.43,22.1272,740.79,115539.8,140215.1,0.598,12.6138,113.212,0.000,1.000,0.324,41.4,45.267,97.665,2100,11739.4,16.46,44.428,5.83,6.835,344.2,3.383,0.134,2.00,7.0852,8679.4,0.5201,0.3438,20.82,1.581,0.372,1.5299,0.0000,0.587,0.195,0.656,0.0000,5.84,0.92,6,21,36,81,41.2770,0.0011,0.4800,0.0000,0.0000,159.0697,100.00,97.9839,199.9823,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3215,0.0000,0.0000,0.0031,0.0012,0.000007,4,0.1156,0.0163,0.0172,53,183,546,0.0000,0.0000,0.0444,0.094,4.0042,0.0135,1.4917,0.0800,0.2896,0.1188,0.6462,0.00281,0.633,0.0196,0.416,0.139,0.16,0.039,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8637,0.0000,1.2552,0.00000,0.05603,1.0000,1.0000
60000,1097,1.460,1.327,21.41,18521,15879,0,2724,46,286833,206092.2,128744.1,0.050,0.737,0.169,0.044,127,33.62,23.93,0.72,2.68,7.66,6.34,0.11,1.10,9.44,10.65,0.01,0.15,0.241,0.151,840,0.028,0.041,0.920,0.006,0.033,23488,16294,2,0.600,0.297,0.023,107914,0.195,2.655,0.150,20.63,13055,246,0.449,0.220,0.355,1868525,1.17,4.36,0.098,0.707,0.002,8.0,28.0,69.8,197.5,19664,0.075,0.00,0.0020,0.085,281,0.446,0.000,0.402,0.276,3.50,4.62,4.52,0.18,0.086,1.12,1.16,1.21,0.472,0.00262,4.38,4.8632,528.19,108213.0,140215.1,0.144,4.0643,42.802,0.000,0.998,0.355,29.9,18.408,44.442,3335,19440.6,11.90,15.636,5.99,2.576,649.3,0.823,0.136,2.00,7.1937,7891.5,0.6999,0.3606,17.93,1.877,0.195,0.4701,0.0000,0.511,0.138,0.509,0.0000,5.66,1.00,4,14,36,82,16.2577,0.0005,0.4248,0.0000,0.0000,49.2884,100.00,103.5507,106.5911,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3263,0.0000,0.0000,0.0031,0.0013,0.000003,0,0.0562,0.0128,0.0224,57,185,596,0.0000,0.0000,0.0432,0.082,1.0123,0.0035,0.3748,0.1376,0.4092,0.0623,0.5786,0.00149,0.336,0.0062,0.131,0.015,0.08,0.023,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7846,0.0000,1.0485,0.00000,0.07762,1.0000,1.0000
70000,1001,1.282,1.029,20.95,59503,46666,0,12457,476,821502,526676.9,423070.0,0.062,0.738,0.167,0.033,73,35.81,18.47,0.86,3.19,10.13,7.03,0.38,2.00,12.58,12.56,0.06,0.48,0.291,0.164,696,0.054,0.032,0.938,0.009,0.021,95543,65075,2,0.214,0.667,0.078,974760,0.169,2.351,0.115,48.17,53997,215,0.515,0.255,0.343,7359751,1.21,2.50,0.288,0.580,0.020,12.3,32.0,61.3,136.3,23976,0.091,0.00,0.0042,0.085,255,0.590,0.000,0.481,0.395,3.99,4.97,5.03,0.26,0.087,1.23,1.19,1.22,0.617,0.00458,27.06,19.6521,418.53,112965.9,140215.1,0.955,15.0533,109.595,0.000,1.000,0.371,37.4,44.472,163.183,2780,15258.8,16.87,44.201,5.72,10.877,300.6,4.418,0.135,2.00,8.3516,8359.9,0.5473,0.3818,23.95,1.611,0.420,1.5299,0.0000,0.654,0.147,0.908,0.0000,5.62,1.52,8,16,48,81,40.7338,0.0022,0.5075,0.0000,0.0000,163.6033,100.00,90.1739,193.8715,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2772,0.0000,0.0000,0.0031,0.0013,0.000005,0,0.0977,0.0320,0.0139,51,185,535,0.0000,0.0000,0.0504,0.108,3.4616,0.0101,1.3246,0.0230,0.3104,0.1361,0.6381,0.00395,0.221,0.0019,0.241,0.020,0.29,0.078,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0326,0.0000,1.6771,0.00000,0.04939,1.0000,1.0000
80000,895,1.511,0.907,29.33,12923,12008,0,980,31,169898,214853.1,76373.7,0.094,0.670,0.205,0.031,117,44.14,21.42,0.32,1.82,8.94,6.92,0.64,2.52,14.76,11.11,0.01,0.15,0.200,0.122,626,0.056,0.080,0.906,0.006,0.008,15526,10900,2,0.434,0.384,0.097,724977,0.173,2.220,0.101,20.58,9055,266,0.450,0.323,0.201,1463139,1.08,2.10,0.212,0.468,0.004,16.0,48.0,72.0,194.0,22068,0.084,0.00,0.0016,0.074,311,0.467,0.000,0.314,0.266,4.14,5.13,5.08,0.08,0.038,1.12,1.08,1.08,0.485,0.00259,4.45,3.4281,271.05,113079.9,140215.1,0.253,3.2952,42.714,0.000,1.000,0.400,34.1,19.758,47.955,2398,13300.9,17.63,16.401,6.67,2.460,310.8,0.780,0.132,2.02,11.2908,10105.3,0.6328,0.3425,24.66,1.860,0.298,0.4701,0.0000,0.758,0.158,0.954,0.0000,5.63,1.28,8,24,43,97,18.0315,0.0007,0.4503,0.0000,0.0000,49.2713,100.00,101.0535,109.6921,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2861,0.0000,0.0000,0.0028,0.0012,0.000003,10,0.1636,0.0547,0.0434,69,205,720,0.0000,0.0000,0.0190,0.046,0.4466,0.0243,0.1494,0.0380,0.4081,0.0495,0.5899,0.00109,0.057,0.0005,0.107,0.008,0.49,0.097,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6914,0.0000,0.8812,0.00000,0.08127,1.0000,1.0000
90000,1081,1.179,0.867,24.47,40897,35817,0,4701,156,356944,522024.3,205192.8,0.063,0.703,0.211,0.023,88,34.79,17.57,0.37,2.15,8.25,6.12,0.06,0.69,12.85,11.09,0.00,0.13,0.235,0.133,654,0.095,0.059,0.928,0.004,0.009,57308,40376,3,0.303,0.441,0.019,314077,0.209,2.153,0.099,48.58,37211,202,0.575,0.286,0.228,6738553,1.10,1.42,0.432,0.471,0.002,15.2,32.0,56.0,286.0,23287,0.089,0.00,0.0038,0.080,234,0.618,0.000,0.311,0.327,3.82,4.75,4.76,0.09,0.041,1.07,1.13,1.10,0.630,0.00326,25.32,10.4362,225.42,112304.4,140215.1,4.044,8.6996,105.725,0.000,1.000,0.391,38.2,48.741,161.778,2394,12957.8,11.59,42.183,5.15,8.935,228.0,3.940,0.135,2.00,10.7720,11644.5,0.6829,0.3875,21.54,1.697,0.432,1.5299,0.0000,0.764,0.178,0.936,0.0000,5.11,1.20,10,16,36,113,46.0779,0.0000,0.4931,0.0000,0.0000,163.7819,100.00,90.5370,203.5592,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2769,0.0000,0.0000,0.0025,0.0011,0.000003,37,0.5306,0.0731,0.0401,73,219,737,0.0000,0.0000,0.0182,0.041,0.9346,0.0935,0.4259,0.0231,0.3062,0.0853,0.6701,0.00152,0.212,0.0027,0.242,0.041,0.06,0.019,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8204,0.0000,1.0963,0.00000,0.04362,1.0000,1.0000
100000,1028,1.395,0.854,11.83,17786,15151,0,2647,31,249775,217636.5,114343.9,0.096,0.710,0.160,0.034,136,30.66,14.68,0.15,0.86,9.41,6.37,1.18,3.42,8.32,5.72,0.00,0.03,0.296,0.140,687,0.028,0.058,0.923,0.006,0.013,22573,16935,1,0.803,0.197,0.151,276303,0.204,2.123,0.096,21.14,9757,260,0.458,0.218,0.411,1826927,1.04,2.58,0.373,0.618,0.001,9.8,30.6,48.6,78.1,19594,0.075,0.00,0.0025,0.073,386,0.443,0.000,0.357,0.281,3.56,4.42,4.58,0.10,0.041,1.02,1.07,1.05,0.465,0.00294,5.21,4.0499,423.46,117586.1,140215.1,0.075,2.6852,45.938,0.000,1.000,0.320,30.7,20.597,42.226,2350,12382.0,16.64,15.070,5.76,1.617,222.8,0.612,0.135,1.99,6.3633,6541.5,0.4953,0.3640,19.06,1.643,0.100,0.4701,0.0000,0.639,0.113,0.841,0.0000,5.14,0.64,6,19,35,49,18.4147,0.0020,0.4037,0.0000,0.0000,48.9795,100.00,104.3011,108.3521,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2856,0.0000,0.0000,0.0028,0.0012,0.000004,10,0.1845,0.0195,0.0372,57,184,666,0.0000,0.0000,0.0078,0.022,0.4533,0.0405,0.2040,0.0233,0.3888,0.0797,0.5827,0.00169,0.818,0.0254,0.923,0.265,0.87,0.151,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6717,0.0000,0.8599,0.00000,0.10369,1.0000,1.0000
