step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,388,50.44,0.62,12.69,0.10,19.10,0.02,1.08,0.010,0.145,202383.5,104199.2,1,47,4.83,1.09,1.11,8.8615,183.20,37385.5,1.0154,15.1249,5462,15.2320,982,3.9557,17185.8,134.49,42.2572,0.0,0.0000,1.000,0.3015
10000,1,407,51.58,0.73,12.51,0.03,20.60,0.01,1.07,0.010,0.158,188522.0,96730.7,1,36,5.00,1.08,1.07,8.4697,271.05,35894.6,1.0454,13.4974,5461,15.2293,983,3.7711,17924.6,105.27,56.9338,0.0,0.0000,1.000,0.3481
10000,2,224,54.45,1.01,13.66,0.15,23.50,0.02,1.10,0.018,0.098,171951.2,94155.4,1,39,5.51,1.09,1.12,8.4345,167.10,37263.0,0.6523,11.8380,5461,15.2293,706,3.3114,15685.7,60.24,59.2602,0.0,0.0000,1.000,0.2423
20000,0,348,54.42,0.76,15.00,0.09,18.99,0.12,1.18,0.032,0.140,97628.4,51758.1,1,41,5.40,1.23,1.18,2.5801,346.85,39961.5,0.0014,9.3575,5462,6.0790,823,1.2581,3548.5,156.29,20.6726,0.0,0.0000,1.000,0.3396
20000,1,250,55.06,0.56,16.24,0.10,20.06,0.10,1.16,0.032,0.103,53089.9,24643.9,2,53,5.78,1.16,1.16,1.1320,169.32,41251.0,0.0000,4.9991,5461,6.0779,652,0.4133,1490.5,81.10,14.9486,0.0,0.0000,1.000,0.2609
20000,2,263,56.42,0.52,15.72,0.00,21.02,0.07,1.13,0.034,0.114,52741.6,25694.5,2,39,5.34,1.10,1.21,1.1537,183.51,33589.8,0.0000,5.1533,5461,6.0779,728,0.4358,1512.9,62.60,12.6355,0.0,0.0000,1.000,0.2694
30000,0,462,42.89,0.39,9.47,0.39,11.57,0.11,1.14,0.045,0.114,170782.1,139658.9,3,31,3.68,1.18,1.10,6.9171,203.86,36689.2,0.2343,16.1615,5462,12.1813,1144,3.2044,13248.1,139.45,44.0316,0.0,0.0000,1.000,0.2992
30000,1,401,42.14,0.57,9.35,0.31,10.92,0.04,1.20,0.020,0.098,158846.9,145895.8,2,30,3.65,1.30,1.15,7.4647,187.80,34899.0,0.0560,14.9216,5461,12.1791,1110,3.0878,13388.6,77.46,56.8155,0.0,0.0000,1.000,0.2247
30000,2,386,39.26,0.35,9.71,0.08,9.47,0.05,1.12,0.018,0.087,139071.3,134924.7,1,33,3.42,1.15,1.12,6.8399,136.40,33107.6,0.0251,13.2141,5461,12.1791,1366,2.5752,11357.9,83.08,61.8519,0.0,0.0000,1.000,0.3446
40000,0,551,40.24,0.42,7.81,1.03,11.08,0.04,1.10,0.015,0.129,92778.2,45086.9,1,68,3.56,1.14,1.05,1.9229,208.69,32078.8,0.0013,9.0006,5462,5.7050,1367,2.3816,5066.1,156.09,21.1259,0.0,0.0000,1.000,0.4176
