step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,1451,1.407,0.967,23.27,60016,44246,0,15404,396,1005858,630986.6,548720.6,0.116,0.676,0.092,0.115,99,30.35,19.38,0.18,1.59,8.40,6.80,0.11,0.85,6.39,6.04,0.02,0.25,0.272,0.133,996,0.028,0.048,0.921,0.003,0.028,127156,105080,1,0.390,0.610,0.027,4199324,0.256,2.296,0.110,48.25,53416,217,0.546,0.199,0.505,6217571,1.06,2.87,0.307,0.661,0.010,8.0,30.0,50.0,162.0,21878,0.083,0.00,0.0068,0.068,400,0.561,0.000,0.502,0.538,2.94,3.89,4.08,0.06,0.022,1.08,1.05,1.07,0.594,0.00367,35.01,30.4407,774.92,113259.3,140496.8,2.562,18.7679,125.031,0.000,1.000,0.362,37.6,49.838,145.446,2553,13939.8,22.54,56.808,6.27,9.034,303.9,3.804,0.134,2.00,5.8087,8428.4,0.6086,0.3811,15.08,1.997,0.018,1.5414,0.0000,0.020,0.024,0.000,0.0000,4.71,0.84,4,15,25,81,45.4237,0.0006,0.4011,0.0000,0.0000,157.6912,100.00,89.4373,188.1554,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2816,0.0000,0.0000,0.0030,0.0013,0.000004,1,0.1084,0.0076,0.0155,50,184,481,0.0000,0.0000,0.0131,0.056,2.2990,0.0060,0.9451,0.0234,0.3271,0.0917,0.5936,0.00283,0.553,0.0200,0.995,0.872,0.10,0.027,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1613,0.0000,1.8760,0.00000,0.05416,1.0000,1.0000
20000,1381,1.427,1.214,31.06,24246,18654,0,5647,6,294197,200337.8,154078.4,0.044,0.806,0.092,0.057,100,32.76,17.35,0.19,1.09,7.43,5.99,0.40,1.93,8.38,6.02,0.01,0.18,0.224,0.120,818,0.064,0.093,0.886,0.003,0.019,30620,20874,1,0.487,0.513,0.093,480477,0.137,2.530,0.136,19.58,21145,228,0.524,0.244,0.309,2415180,1.05,2.04,0.424,0.576,0.009,12.0,32.0,50.0,130.0,22645,0.086,0.00,0.0017,0.069,685,0.430,0.000,0.287,0.260,2.85,4.12,4.17,0.11,0.041,1.07,1.03,1.06,0.452,0.00213,3.67,4.7195,555.51,106807.9,140496.8,0.424,4.4884,43.052,0.000,1.000,0.367,37.0,17.711,48.824,3127,17705.5,13.17,15.952,4.64,3.264,465.9,0.962,0.137,2.00,7.8837,10887.4,0.6947,0.4381,16.40,2.000,0.002,0.4586,0.0000,0.008,0.019,0.000,0.0000,4.66,0.89,6,16,25,64,15.5950,0.0000,0.4048,0.0000,0.0000,48.1961,100.00,96.3721,108.0653,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2952,0.0000,0.0000,0.0029,0.0012,0.000004,9,0.0742,0.0362,0.0155,44,166,550,0.0000,0.0000,0.0003,0.001,0.4849,0.0051,0.2165,0.0130,0.4288,0.0644,0.5654,0.00201,0.785,0.0389,1.000,0.995,0.32,0.093,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0679,0.0000,1.5151,0.00000,0.06307,1.0000,1.0000
30000,939,1.244,1.198,34.60,49703,40581,0,9546,3,557441,532921.2,309723.0,0.018,0.800,0.118,0.064,76,43.48,22.41,0.00,0.00,9.34,6.42,0.01,0.15,12.39,8.13,0.00,0.00,0.214,0.094,420,0.147,0.079,0.902,0.003,0.016,73021,49406,3,0.282,0.476,0.004,666740,0.127,2.553,0.141,49.05,51131,212,0.556,0.250,0.135,8299217,1.00,1.09,0.651,0.349,0.000,20.0,40.0,72.0,196.0,20418,0.078,0.00,0.0046,0.078,84,0.627,0.000,0.261,0.352,3.36,4.67,4.65,0.00,0.000,1.00,1.00,1.00,0.642,0.00462,21.87,14.2008,215.71,106863.4,140496.8,5.321,12.0882,110.414,0.000,1.000,0.333,38.2,48.763,162.049,3143,18351.8,11.43,44.221,4.97,11.800,313.3,5.270,0.136,2.00,12.7681,11989.3,0.7290,0.4013,21.74,2.000,0.000,1.5414,0.0000,0.001,0.003,0.000,0.0000,4.93,0.99,10,20,36,98,45.4226,0.0001,0.5282,0.0000,0.0000,164.4998,100.00,87.4422,199.1459,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2672,0.0000,0.0000,0.0027,0.0011,0.000007,15,0.4392,0.0990,0.0279,51,195,633,0.0000,0.0000,0.0002,0.000,0.8190,0.0546,0.3507,0.0213,0.2946,0.1210,0.6697,0.00468,0.990,0.0815,1.000,0.979,0.01,0.004,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9298,0.0000,1.3472,0.00000,0.04569,1.0000,1.0000
40000,994,1.444,1.418,34.38,15020,13251,0,1682,0,134870,205779.5,67365.0,0.012,0.787,0.111,0.089,85,44.63,19.01,0.03,0.38,9.56,5.85,0.06,0.88,12.67,7.96,0.00,0.00,0.214,0.104,456,0.158,0.084,0.902,0.003,0.011,15699,10548,2,0.914,0.085,0.013,97714,0.136,2.741,0.167,19.93,12222,201,0.499,0.307,0.162,2077052,1.01,1.06,0.627,0.373,0.000,22.0,50.0,70.0,162.0,22183,0.085,0.00,0.0016,0.084,336,0.489,0.000,0.127,0.184,3.60,4.73,4.78,0.02,0.007,1.01,1.00,1.01,0.500,0.00227,2.97,3.1712,174.57,102272.2,140496.8,0.487,4.1301,40.695,0.000,1.000,0.255,38.0,19.147,52.585,3633,21598.3,10.69,16.254,5.24,3.805,537.0,1.096,0.138,2.00,12.7128,12636.5,0.6843,0.3716,22.32,2.000,0.000,0.4586,0.0000,0.001,0.002,0.000,0.0000,5.02,0.79,11,25,35,81,17.4539,0.0001,0.5000,0.0000,0.0000,47.9488,100.00,92.5045,111.5890,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3045,0.0000,0.0000,0.0026,0.0011,0.000003,32,0.2943,0.0795,0.0456,59,199,737,0.0000,0.0000,0.0000,0.000,0.1692,0.0581,0.0851,0.0060,0.4086,0.0493,0.5757,0.00173,0.979,0.0789,1.000,0.996,0.04,0.013,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7721,0.0000,0.9143,0.00000,0.06761,1.0000,1.0000
50000,966,1.449,1.101,35.09,40468,34002,0,6463,0,431416,518416.3,240324.3,0.013,0.839,0.094,0.054,74,45.10,20.47,0.35,1.81,8.71,6.01,0.17,1.47,13.06,6.95,0.14,0.63,0.192,0.097,519,0.082,0.099,0.886,0.002,0.012,57743,38733,4,0.195,0.729,0.036,297970,0.139,2.464,0.127,46.96,41283,185,0.557,0.260,0.113,8090548,1.10,0.91,0.606,0.394,0.056,24.0,48.0,62.0,206.0,21531,0.082,0.00,0.0041,0.097,80,0.656,0.000,0.248,0.341,3.67,4.77,4.77,0.31,0.095,1.15,1.03,1.11,0.668,0.00406,22.18,11.9488,176.30,108046.4,140496.8,5.468,10.6590,105.646,0.000,1.000,0.334,35.5,48.503,173.882,2883,16627.0,11.40,42.663,5.12,11.627,472.6,5.195,0.134,2.00,12.5245,12098.6,0.6918,0.3791,22.29,2.000,0.000,1.5414,0.0000,0.002,0.006,0.000,0.0000,5.00,0.86,12,24,31,103,45.5127,0.0000,0.4928,0.0000,0.0000,166.3117,100.00,87.3604,199.2828,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3038,0.0000,0.0000,0.0025,0.0010,0.000005,31,0.6524,0.0828,0.0411,60,212,687,0.0000,0.0000,0.0000,0.000,0.5621,0.1050,0.2828,0.0217,0.2786,0.0904,0.6811,0.00339,0.972,0.0704,1.000,0.997,0.11,0.036,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8057,0.0000,1.1857,0.00000,0.04312,1.0000,1.0000
60000,930,1.450,1.156,34.13,13813,12354,0,1454,0,127338,217630.6,66828.5,0.017,0.749,0.115,0.119,100,44.03,20.25,0.18,0.93,8.68,5.53,0.27,1.58,12.84,7.63,0.03,0.24,0.195,0.095,487,0.226,0.120,0.870,0.001,0.009,14419,9670,2,0.541,0.066,0.076,344991,0.165,2.478,0.131,20.96,11387,205,0.525,0.311,0.123,2090632,1.06,1.30,0.588,0.412,0.024,20.0,50.0,52.0,200.0,20435,0.078,0.00,0.0018,0.072,343,0.497,0.000,0.136,0.187,3.67,4.71,4.75,0.14,0.051,1.08,1.02,1.07,0.507,0.00236,3.57,3.3621,220.10,106650.6,140496.8,0.254,3.7710,43.209,0.000,1.000,0.241,33.6,20.320,50.796,3024,17166.9,13.23,17.022,5.30,3.267,408.7,0.975,0.134,1.98,13.6672,12710.5,0.7421,0.3775,21.97,2.000,0.001,0.4586,0.0000,0.002,0.005,0.000,0.0000,5.05,0.84,10,25,25,100,18.6959,0.0000,0.4742,0.0000,0.0000,47.0875,100.00,93.5465,109.1319,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2917,0.0000,0.0000,0.0023,0.0010,0.000002,41,0.3867,0.0699,0.0537,68,214,822,0.0000,0.0000,0.0000,0.000,0.1786,0.0747,0.1017,0.0108,0.4074,0.0482,0.5558,0.00262,0.939,0.0562,1.000,0.994,0.22,0.076,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7454,0.0000,0.8827,0.00000,0.07186,1.0000,1.0000
70000,1346,1.219,1.028,34.49,39964,33709,0,5777,0,377401,523531.4,212174.3,0.012,0.787,0.096,0.105,87,38.02,17.63,0.12,1.15,7.93,4.80,0.63,2.42,10.53,6.56,0.01,0.13,0.209,0.100,623,0.087,0.093,0.897,0.001,0.010,53474,35428,2,0.458,0.525,0.185,1501475,0.151,2.355,0.118,48.44,38926,182,0.562,0.280,0.129,8064617,1.03,1.12,0.612,0.386,0.003,18.0,32.0,50.0,198.0,25849,0.099,0.00,0.0037,0.100,355,0.647,0.000,0.199,0.302,3.37,4.38,4.45,0.04,0.016,1.04,1.02,1.04,0.658,0.00275,23.22,10.3121,244.96,104440.0,140496.8,6.841,8.4695,106.782,0.000,1.000,0.341,47.3,49.037,162.612,2749,15306.9,12.53,42.467,4.80,9.284,368.4,4.378,0.135,2.00,12.2663,16510.4,0.7906,0.3848,19.20,2.000,0.000,1.5414,0.0000,0.001,0.004,0.000,0.0000,4.70,0.80,9,16,25,99,46.2512,0.0014,0.5059,0.0000,0.0000,164.7580,100.00,89.4817,205.2361,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3220,0.0000,0.0000,0.0023,0.0010,0.000003,62,0.8302,0.1033,0.0475,64,212,769,0.0000,0.0000,0.0002,0.000,0.4975,0.1229,0.2895,0.0215,0.2850,0.0683,0.6866,0.00230,0.926,0.0500,1.000,0.997,0.49,0.185,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8211,0.0000,1.0568,0.00000,0.04915,1.0000,1.0000
80000,1361,1.250,1.190,35.73,15710,13852,0,1787,0,114515,216735.7,65708.7,0.013,0.776,0.083,0.129,97,29.64,9.50,0.18,1.09,6.41,3.24,0.30,1.22,7.89,4.11,0.00,0.05,0.217,0.100,470,0.240,0.155,0.830,0.003,0.012,15745,9645,3,0.514,0.090,0.147,1166379,0.120,2.497,0.137,21.08,12722,229,0.574,0.318,0.108,2585704,1.06,0.84,0.674,0.326,0.002,18.0,32.0,32.0,128.0,20128,0.077,0.00,0.0020,0.078,422,0.494,0.000,0.130,0.154,2.87,3.86,3.93,0.05,0.026,1.06,1.04,1.07,0.502,0.00154,3.63,3.1287,182.44,102358.5,140496.8,0.192,3.4921,43.780,0.000,1.000,0.304,34.8,20.386,51.609,3182,17875.3,12.26,16.742,4.47,3.005,435.7,0.932,0.136,2.00,11.8278,16097.6,0.9318,0.4255,14.79,2.000,0.000,0.4586,0.0000,0.002,0.006,0.000,0.0000,4.10,0.35,8,16,16,64,18.8687,0.0007,0.4364,0.0000,0.0000,47.2335,100.00,94.2373,107.2099,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2957,0.0000,0.0000,0.0022,0.0010,0.000001,56,0.4512,0.0720,0.0573,64,215,943,0.0000,0.0000,0.0001,0.000,0.1289,0.0813,0.1030,0.0044,0.4027,0.0449,0.5627,0.00213,0.901,0.0404,0.990,0.837,0.28,0.147,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9026,0.0000,1.1491,0.00000,0.06252,1.0000,1.0000
90000,1565,1.020,0.890,37.00,42483,35750,0,6421,0,313005,528787.3,181759.3,0.007,0.842,0.040,0.111,96,29.99,10.97,0.18,1.31,6.86,3.04,0.06,0.51,7.74,3.88,0.00,0.03,0.230,0.087,570,0.362,0.077,0.910,0.000,0.013,51146,30736,6,0.375,0.074,0.022,957289,0.101,2.166,0.097,49.22,38227,165,0.581,0.312,0.092,9795830,1.06,0.75,0.614,0.384,0.001,16.0,32.0,32.0,162.0,23231,0.089,0.00,0.0044,0.090,661,0.631,0.000,0.219,0.228,2.85,3.89,3.95,0.04,0.023,1.06,1.03,1.07,0.639,0.00260,22.80,8.3664,296.96,100187.7,140496.8,8.707,7.0351,107.969,0.000,1.000,0.327,48.1,49.721,160.905,2375,12841.0,12.13,41.921,4.07,7.753,267.4,3.646,0.135,2.00,14.7897,23145.9,1.1525,0.4084,14.84,2.000,0.000,1.5414,0.0000,0.001,0.001,0.000,0.0000,4.11,0.40,8,16,16,81,46.8524,0.0011,0.5010,0.0000,0.0000,164.0624,100.00,88.2934,206.1516,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2962,0.0000,0.0000,0.0021,0.0009,0.000003,108,1.0283,0.1495,0.0542,54,195,939,0.0000,0.0000,0.0000,0.000,0.2894,0.1341,0.2568,0.0300,0.2904,0.0863,0.6793,0.00302,0.732,0.0220,0.989,0.768,0.06,0.022,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9467,0.0000,1.3324,0.00000,0.04135,1.0000,1.0000
100000,1155,1.061,0.936,36.67,15192,13521,0,1969,0,102004,213909.2,64451.4,0.014,0.755,0.048,0.183,125,31.15,12.57,0.39,2.10,6.84,3.63,0.14,0.95,7.90,3.72,0.00,0.00,0.220,0.094,467,0.316,0.113,0.872,0.003,0.012,15208,9403,4,0.846,0.042,0.035,220849,0.136,2.224,0.106,20.74,12528,208,0.632,0.306,0.126,2559105,1.11,0.91,0.602,0.384,0.000,17.0,32.0,46.0,146.0,17623,0.067,0.00,0.0023,0.082,216,0.463,0.000,0.139,0.147,2.77,3.95,3.99,0.07,0.033,1.12,1.08,1.13,0.471,0.00193,3.89,3.6041,221.93,109002.1,140496.8,0.254,3.4413,43.982,0.000,0.997,0.416,35.9,20.671,46.355,2559,13856.2,16.61,16.198,4.08,2.490,265.5,0.808,0.133,2.02,12.2817,14185.3,0.9338,0.4513,15.26,2.000,0.000,0.4586,0.0000,0.002,0.006,0.000,0.0000,4.20,0.52,8,16,21,60,19.1162,0.0022,0.4970,0.0000,0.0000,47.7628,100.00,95.0771,106.8751,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2698,0.0000,0.0000,0.0020,0.0009,0.000002,112,0.6119,0.0961,0.0739,59,210,1190,0.0000,0.0000,0.0003,0.000,0.0953,0.1017,0.1178,0.0078,0.4197,0.0638,0.5537,0.00232,0.639,0.0125,0.990,0.772,0.12,0.035,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9551,0.0000,1.1972,0.00000,0.05889,1.0000,1.0000
