step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,776,0.2397,5233.6,149,375,232,169,17,8,8,33495,35034,32942,0,0,0,1.000,1.000,1.000,325,202,100,0.2776,0.1163,0.5282,0.0553
2000,1060,0.5028,10183.6,272,479,353,228,20,12,16,34081,37672,36790,0,0,0,1.000,1.000,1.000,372,262,147,0.1425,0.2476,0.3684,0.0770
3000,807,0.5304,9170.8,388,338,276,193,16,21,19,34609,35306,38976,0,0,0,1.000,1.000,1.000,262,236,162,0.1713,0.2044,0.4080,0.0723
4000,1107,0.4842,12127.7,347,344,372,391,27,28,33,35677,33749,36278,0,0,0,1.000,1.000,1.000,279,277,336,0.1814,0.2469,0.4094,0.0827
5000,1217,0.4659,12425.8,363,352,389,476,39,50,41,38355,34440,32385,0,0,0,1.000,1.000,1.000,252,270,373,0.1760,0.2149,0.3969,0.0809
6000,1241,0.5044,12492.1,349,368,363,510,33,39,47,39936,35788,31406,0,0,0,1.000,1.000,1.000,301,300,350,0.1572,0.2375,0.3581,0.0905
7000,1289,0.4236,11732.4,308,445,381,463,57,34,47,39020,35990,31001,0,0,0,1.000,1.000,1.000,311,255,350,0.1834,0.2214,0.3934,0.0794
8000,1155,0.4935,11326.6,346,444,361,350,50,38,43,36840,37767,31573,0,0,0,1.000,1.000,1.000,348,275,234,0.1811,0.2078,0.3830,0.0761
9000,1149,0.4256,11840.3,318,486,440,223,36,49,38,37096,36482,35310,0,0,0,1.000,1.000,1.000,346,346,159,0.1400,0.2569,0.3439,0.0966
10000,1019,0.4377,10147.9,354,388,407,224,47,36,39,37386,35895,37263,0,0,0,1.000,1.000,1.000,245,313,187,0.1639,0.2233,0.3562,0.0878
11000,787,0.5299,8511.0,395,284,235,268,21,28,32,39786,37683,35670,0,0,0,1.000,1.000,1.000,209,133,190,0.1641,0.2041,0.4226,0.0840
12000,579,0.5199,7671.7,479,250,144,185,13,30,35,42348,39790,36705,0,0,0,1.000,1.000,1.000,188,90,136,0.1054,0.2748,0.4227,0.1120
13000,427,0.5504,5986.8,529,227,111,89,30,37,32,43204,41859,38743,0,0,0,1.000,1.000,1.000,148,74,51,0.0676,0.4081,0.4320,0.1460
14000,237,0.4515,3790.3,548,148,59,30,14,22,13,43556,43980,39818,0,0,0,1.000,1.000,1.000,108,37,14,0.0602,0.3646,0.4617,0.1613
15000,203,0.6355,3837.1,635,162,35,6,12,25,5,43351,45355,40335,0,0,0,1.000,1.000,1.000,105,15,1,0.0447,0.5103,0.3950,0.1958
16000,187,0.4278,2751.6,536,149,36,2,4,14,2,42202,45898,40916,0,0,0,1.000,1.000,1.000,90,15,0,0.0618,0.5608,0.4573,0.1722
17000,113,0.5841,2092.5,729,79,22,12,5,15,9,41139,44268,38470,0,0,0,1.000,1.000,1.000,43,10,5,0.1232,0.3485,0.5607,0.1013
18000,562,0.4021,5909.4,299,130,132,300,17,23,28,42346,42563,36792,0,0,0,1.000,1.000,1.000,76,73,217,0.0999,0.3431,0.4605,0.1266
19000,599,0.4040,7208.8,369,220,196,183,21,34,31,42391,42277,35640,0,0,0,1.000,1.000,1.000,171,153,124,0.1226,0.2537,0.3990,0.1291
20000,861,0.4228,8861.7,320,348,250,263,41,53,39,39961,41251,33590,0,0,0,1.000,1.000,1.000,248,172,184,0.1558,0.2478,0.4296,0.1062
21000,1069,0.4266,11825.0,322,448,340,281,37,53,48,36510,40202,33955,0,0,0,1.000,1.000,1.000,347,251,171,0.1521,0.2284,0.3572,0.1091
22000,1150,0.4191,12899.1,355,476,443,231,40,53,34,35646,36892,36428,0,0,0,1.000,1.000,1.000,354,365,154,0.1360,0.2625,0.3517,0.1096
23000,1329,0.3958,14588.4,332,445,568,316,38,59,43,34924,34324,36457,0,0,0,1.000,1.000,1.000,312,406,270,0.1493,0.3131,0.3616,0.1016
24000,1434,0.4219,15134.6,352,410,467,557,47,44,54,37194,34569,31968,0,0,0,1.000,1.000,1.000,306,304,413,0.1479,0.2969,0.3802,0.1018
25000,1282,0.4431,13729.5,369,392,404,486,39,46,59,38288,35762,30182,0,0,0,1.000,1.000,1.000,321,305,335,0.1628,0.2283,0.3811,0.0859
26000,1428,0.4629,15541.8,410,473,481,474,53,57,63,37438,35625,29537,0,0,0,1.000,1.000,1.000,346,318,348,0.1541,0.2505,0.3937,0.0911
27000,1562,0.4174,14484.1,363,613,442,507,69,41,51,34538,36946,29463,0,0,0,1.000,1.000,1.000,487,323,324,0.1780,0.2068,0.4212,0.0832
28000,1465,0.4089,11669.3,336,597,529,339,52,54,40,34726,35931,34230,0,0,0,1.000,1.000,1.000,460,425,217,0.1850,0.2092,0.4136,0.0750
29000,1463,0.3992,10428.9,280,557,586,320,50,46,50,34077,34084,36111,0,0,0,1.000,1.000,1.000,368,482,259,0.2111,0.1832,0.4178,0.0679
30000,1249,0.4580,9350.4,336,462,401,386,31,30,33,36689,34899,33108,0,0,0,1.000,1.000,1.000,329,229,260,0.2370,0.1570,0.4815,0.0617
31000,1041,0.4659,7577.7,315,400,307,334,35,34,51,39005,36406,32540,0,0,0,1.000,1.000,1.000,327,216,236,0.2065,0.1760,0.4547,0.0630
32000,771,0.4540,6535.7,326,339,214,218,28,34,54,39311,37414,33054,0,0,0,1.000,1.000,1.000,248,157,137,0.1949,0.1868,0.4667,0.0631
33000,393,0.4682,3981.7,437,235,97,61,25,30,23,39479,39340,34420,0,0,0,1.000,1.000,1.000,191,63,37,0.2061,0.1970,0.5269,0.0610
34000,329,0.4711,3544.9,509,193,70,66,19,35,29,38016,39965,34765,0,0,0,1.000,1.000,1.000,155,44,21,0.1560,0.2352,0.4830,0.0582
35000,200,0.5900,2578.1,666,126,59,15,7,35,12,38450,41070,36608,0,0,0,1.000,1.000,1.000,71,16,5,0.1226,0.2972,0.4659,0.0640
36000,239,0.3891,2235.7,468,186,39,14,9,25,10,37739,41206,36219,0,0,0,1.000,1.000,1.000,120,11,5,0.1371,0.3341,0.4808,0.0626
37000,287,0.4843,3260.6,530,223,54,10,7,33,9,37740,40409,35788,0,0,0,1.000,1.000,1.000,156,32,7,0.2040,0.2413,0.5989,0.0607
38000,599,0.3606,6040.7,354,352,129,118,8,27,32,35566,38300,32905,0,0,0,1.000,1.000,1.000,298,102,57,0.2195,0.1531,0.5740,0.0531
39000,912,0.3871,7654.1,340,451,285,176,26,53,37,34342,38532,32790,0,0,0,1.000,1.000,1.000,302,188,121,0.2226,0.1429,0.5681,0.0563
40000,1180,0.4263,9562.7,327,551,353,276,68,53,39,32079,39038,33302,0,0,0,1.000,1.000,1.000,456,269,190,0.2057,0.1841,0.4998,0.0632
41000,1261,0.4377,9094.9,317,557,410,294,49,62,57,31828,36432,36266,0,0,0,1.000,1.000,1.000,413,309,176,0.2079,0.1639,0.4626,0.0626
42000,1425,0.4512,11061.3,300,491,589,345,50,43,57,31121,32984,36550,0,0,0,1.000,1.000,1.000,318,449,289,0.2148,0.1679,0.4243,0.0620
