step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,281,38.08,1.31,7.82,0.63,10.33,0.09,1.20,0.068,0.065,208662.3,120759.2,1,28,3.58,1.25,1.16,8.4895,53.09,44493.3,0.7242,15.9571,5462,17.1277,1028,3.3416,14649.9,123.75,44.0963,0.0,0.0000,1.000,0.2874
10000,1,451,38.54,1.59,7.54,0.46,10.52,0.06,1.22,0.038,0.105,212454.4,116872.1,1,20,3.63,1.26,1.13,8.7766,83.33,30578.3,1.5789,15.9507,5461,17.1245,861,3.6648,17543.3,86.06,54.1047,0.0,0.0000,1.000,0.2379
10000,2,402,39.54,1.36,8.04,0.12,11.43,0.05,1.17,0.035,0.095,190544.6,99250.1,1,43,3.69,1.22,1.11,7.8212,62.14,35277.8,1.1358,13.9471,5461,17.1245,1037,3.4993,15718.5,90.18,60.5276,0.0,0.0000,1.000,0.3016
20000,0,469,41.44,0.65,8.01,0.10,16.19,0.07,1.09,0.026,0.132,119506.6,44297.3,3,27,4.24,1.10,1.07,1.9060,108.24,28014.2,0.0598,11.3201,5462,6.7991,696,1.3518,4699.5,159.19,19.7652,0.0,0.0000,1.000,0.3863
20000,1,224,47.14,0.96,8.94,0.05,17.77,0.09,1.15,0.040,0.074,47950.7,12559.3,3,25,4.61,1.20,1.12,0.6018,33.30,46716.2,0.0007,4.4942,5461,6.7978,544,0.4748,1477.5,96.52,15.8938,0.0,0.0000,1.000,0.2793
20000,2,197,48.79,1.66,9.41,0.06,17.25,0.01,1.07,0.010,0.063,49878.9,15370.6,3,26,4.58,1.05,1.06,0.6878,34.45,42429.2,0.0000,4.5294,5461,6.7978,487,0.5190,1743.5,44.28,13.9967,0.0,0.0000,1.000,0.1795
30000,0,402,31.11,1.51,7.43,0.24,12.64,0.25,1.37,0.097,0.100,175321.7,106806.0,3,37,3.93,1.48,1.25,5.0360,150.96,42829.8,0.8453,16.8241,5462,15.8138,910,2.3221,10672.1,125.23,45.7889,0.0,0.0000,1.000,0.3363
30000,1,301,28.62,0.33,7.63,0.57,9.97,0.04,1.14,0.020,0.064,187622.7,131450.5,3,32,3.49,1.13,1.14,6.1407,87.62,34783.0,0.5090,17.8435,5461,15.8109,921,2.8133,13532.1,73.85,55.3547,0.0,0.0000,1.000,0.2366
30000,2,625,23.14,0.16,6.41,0.21,6.08,0.02,1.08,0.013,0.092,171036.2,120140.1,3,39,2.84,1.08,1.07,5.8605,292.76,33981.0,0.3151,16.2662,5461,15.8109,1096,2.6937,13180.3,100.91,59.2521,0.0,0.0000,1.000,0.3459
40000,0,323,28.58,0.28,10.54,0.75,11.37,0.01,1.10,0.006,0.086,122095.4,62056.6,4,39,4.28,1.09,1.10,2.6778,300.87,31474.7,0.0536,11.5438,5462,6.7661,373,0.7913,3559.5,89.71,19.7382,0.0,0.0000,1.000,0.2170
40000,1,374,31.75,0.73,11.93,1.11,14.01,0.19,1.14,0.053,0.118,52755.3,26159.3,2,41,4.83,1.15,1.12,1.0564,243.17,45195.8,0.0000,4.9801,5461,6.7648,611,0.3222,1236.2,144.87,15.0197,0.0,0.0000,1.000,0.4331
