step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,358,60.31,0.51,18.71,1.07,17.84,0.03,1.12,0.017,0.157,188046.7,119297.6,2,36,5.58,1.13,1.11,8.6922,329.35,44146.6,0.2905,14.0979,5462,14.6851,1342,3.8734,13700.0,177.50,46.0408,0.0,0.0000,1.000,0.4542
10000,1,259,66.33,0.32,18.71,0.66,17.83,0.00,1.07,0.000,0.110,192005.9,124285.5,3,18,5.69,1.09,1.06,9.3796,249.69,35712.3,0.6937,14.0327,5461,14.6825,1092,4.4369,16546.9,76.63,54.0971,0.0,0.0000,1.000,0.2357
10000,2,255,57.19,0.07,19.58,0.54,11.64,0.00,1.04,0.000,0.093,185385.0,102689.5,1,35,5.11,1.04,1.04,8.3789,281.08,26603.9,0.8771,13.2810,5461,14.6825,1017,4.2505,16955.5,45.85,57.0910,0.0,0.0000,1.000,0.1549
20000,0,216,78.44,0.47,17.06,0.77,23.26,0.03,1.09,0.014,0.105,104950.7,65691.3,1,32,6.03,1.08,1.14,2.8663,145.54,33287.3,0.0395,9.6479,5462,5.3956,716,1.9967,5133.4,57.44,19.6580,0.0,0.0000,1.000,0.1252
20000,1,309,74.88,0.22,17.22,0.72,21.73,0.02,1.04,0.010,0.137,50213.4,32337.7,1,48,5.68,1.04,1.06,1.4028,388.53,41333.6,0.0000,4.7575,5461,5.3946,992,0.7726,1843.9,108.10,14.1486,0.0,0.0000,1.000,0.3217
20000,2,414,68.07,0.10,16.56,0.95,18.89,0.02,1.02,0.007,0.175,39870.3,24901.9,1,54,5.57,1.01,1.02,1.0145,350.33,32396.5,0.0000,3.9274,5461,5.3946,1146,0.5755,1536.6,134.47,14.1592,0.0,0.0000,1.000,0.4387
30000,0,477,26.86,0.36,5.61,0.01,7.39,0.01,1.12,0.004,0.073,159434.0,176058.2,2,25,2.41,1.08,1.14,7.9118,110.77,35722.4,0.3419,15.4531,5462,12.2237,1929,5.2436,15304.7,212.47,45.9085,0.0,0.0000,1.000,0.5324
30000,1,404,29.30,0.25,5.67,0.00,9.58,0.01,1.07,0.005,0.072,165529.1,204970.3,1,20,2.72,1.02,1.10,9.3658,134.37,35446.1,0.3211,15.2699,5461,12.2215,1401,5.0834,17730.5,85.66,57.6343,0.0,0.0000,1.000,0.2628
30000,2,133,27.10,0.26,6.95,0.00,6.65,0.01,1.09,0.008,0.021,155215.0,179292.6,2,15,2.55,1.04,1.10,8.5208,39.45,32880.1,0.6000,13.8327,5461,12.2215,951,4.8109,16966.7,1.85,60.2749,0.0,0.0000,1.000,0.0064
40000,0,201,35.11,0.20,9.90,0.02,10.27,0.00,1.07,0.000,0.047,100772.1,76593.1,2,40,3.49,1.07,1.06,2.9264,86.82,36065.0,0.1255,8.8994,5462,6.0643,985,2.2555,5547.6,60.95,20.9462,0.0,0.0000,1.000,0.2120
40000,1,432,31.20,0.19,8.55,0.02,8.43,0.00,1.07,0.000,0.085,55712.8,39792.6,2,30,2.99,1.07,1.06,1.6359,180.59,41432.4,0.0000,5.1275,5461,6.0632,1150,1.1099,2512.2,137.32,13.1091,0.0,0.0000,1.000,0.3759
40000,2,463,31.34,0.20,8.52,0.00,8.77,0.00,1.08,0.000,0.092,50561.7,35168.6,2,63,3.11,1.09,1.08,1.3373,260.13,33212.7,0.0000,4.9633,5461,6.0632,1116,0.8359,1948.0,101.73,13.4761,0.0,0.0000,1.000,0.3256
50000,0,703,27.40,0.66,7.42,0.52,9.49,0.05,1.16,0.018,0.146,176812.6,131499.3,3,33,3.06,1.14,1.16,6.5060,267.39,32041.6,0.9250,16.3900,5462,13.6533,1324,4.9936,16719.6,173.53,43.3219,0.0,0.0000,1.000,0.4687
50000,1,436,27.16,0.53,8.16,0.54,10.70,0.09,1.14,0.030,0.100,167589.5,133734.8,3,44,3.33,1.18,1.10,6.9718,121.29,37171.8,0.5955,14.9212,5461,13.6508,1015,4.9992,18616.8,98.46,58.5465,0.0,0.0000,1.000,0.3146
50000,2,137,27.39,0.61,7.47,1.66,14.75,0.08,1.11,0.029,0.038,147937.8,129679.9,4,28,3.77,1.14,1.11,6.8275,31.30,41042.8,0.4670,12.9090,5461,13.6508,786,4.4112,16971.6,28.00,62.5510,0.0,0.0000,1.000,0.1280
60000,0,327,38.88,1.09,9.24,0.63,18.95,0.11,1.19,0.028,0.110,97293.8,50267.6,4,47,4.59,1.27,1.09,2.1138,139.16,38269.8,0.1249,9.0455,5462,6.7402,745,0.9533,3555.3,111.89,21.7880,0.0,0.0000,1.000,0.2732
60000,1,458,36.37,1.03,9.32,0.47,13.10,0.11,1.24,0.035,0.126,60839.7,32937.1,3,43,3.93,1.32,1.10,1.2695,217.09,42413.8,0.0000,5.7823,5461,6.7390,806,0.4919,1872.5,89.30,13.0092,0.0,0.0000,1.000,0.2743
60000,2,421,35.38,0.87,8.55,0.65,13.99,0.05,1.20,0.017,0.116,63815.2,34116.7,3,68,3.91,1.24,1.07,1.2710,148.29,34097.1,0.0000,6.2208,5461,6.7390,733,0.4728,1717.8,98.81,11.6717,0.0,0.0000,1.000,0.3278
70000,0,574,29.59,2.12,8.06,0.29,12.16,0.20,1.40,0.056,0.148,188326.0,149059.0,3,60,3.89,1.56,1.24,7.7083,221.89,31750.0,0.8396,17.6632,5462,13.8544,1014,3.9623,15077.6,104.80,43.0539,0.0,0.0000,1.000,0.3015
70000,1,485,27.46,0.60,8.17,0.27,10.28,0.03,1.12,0.008,0.109,169393.1,137261.5,3,77,3.39,1.13,1.09,7.4711,183.71,37429.8,0.4600,15.5573,5461,13.8519,1127,4.1065,16731.6,95.83,59.3139,0.0,0.0000,1.000,0.2860
70000,2,407,28.80,0.72,9.06,0.21,12.16,0.03,1.16,0.022,0.102,146406.6,123956.5,3,72,3.71,1.22,1.06,6.6987,171.60,38277.7,0.4599,13.3808,5461,13.8519,1068,3.4983,15124.7,99.37,62.3971,0.0,0.0000,1.000,0.3785
80000,0,438,35.14,0.05,9.28,1.23,13.22,0.01,1.01,0.005,0.120,90830.0,50346.4,2,37,3.88,1.02,1.01,2.0263,221.97,36777.4,0.0886,8.7898,5462,6.6610,980,1.0129,3427.8,157.46,22.0881,0.0,0.0000,1.000,0.4000
80000,1,284,38.63,0.33,9.96,1.03,14.41,0.06,1.09,0.018,0.083,58965.8,33979.4,2,30,4.20,1.14,1.02,1.2596,108.31,41799.6,0.0000,5.6154,5461,6.6597,907,0.6226,2087.7,67.94,13.6798,0.0,0.0000,1.000,0.2329
80000,2,387,37.71,0.58,9.79,0.75,13.28,0.11,1.16,0.047,0.108,66721.2,41755.5,2,42,4.25,1.22,1.04,1.4708,232.70,34971.6,0.0000,6.2690,5461,6.6597,710,0.7253,2420.3,74.59,11.1510,0.0,0.0000,1.000,0.2542
90000,0,512,29.53,0.04,6.99,0.00,8.25,0.01,1.01,0.004,0.090,183745.6,136835.4,3,75,2.83,1.02,1.00,5.7913,125.56,30253.2,1.0431,17.0423,5462,14.2218,1289,5.0003,17662.1,71.63,44.5383,0.0,0.0000,1.000,0.1432
90000,1,400,28.96,0.01,7.17,0.02,7.47,0.00,1.00,0.000,0.067,169295.3,151229.3,3,63,2.87,1.00,1.00,6.5626,94.40,35498.6,0.8937,15.5867,5461,14.2192,1379,4.4018,17623.9,84.71,57.9355,0.0,0.0000,1.000,0.2619
90000,2,725,31.41,0.12,7.96,0.01,8.87,0.00,1.03,0.003,0.141,147261.3,135906.6,3,123,2.97,1.03,1.01,5.6501,277.26,32728.4,0.9616,13.7825,5461,14.2192,1540,3.8448,15210.5,143.67,62.2369,0.0,0.0000,1.000,0.4836
