step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,348,35.54,0.39,9.63,0.26,8.99,0.07,1.12,0.023,0.077,189196.8,128547.7,2,28,3.64,1.14,1.06,8.8062,126.50,42036.4,0.4530,14.3635,5462,14.5112,1316,3.6185,12590.3,99.27,43.0800,0.0,0.0000,1.000,0.2968
10000,1,511,33.39,0.33,7.68,0.41,10.41,0.03,1.10,0.012,0.110,188950.8,131229.3,2,46,3.63,1.11,1.07,9.5315,217.73,31729.6,0.5419,13.8384,5461,14.5085,1135,4.2737,15418.1,112.30,53.4880,0.0,0.0000,1.000,0.3076
10000,2,548,31.04,0.15,8.78,0.08,8.63,0.01,1.04,0.004,0.110,175772.6,133157.6,2,45,3.41,1.04,1.02,9.2032,311.08,31195.9,0.5522,12.6886,5461,14.5085,1195,3.4590,13450.7,88.44,59.6048,0.0,0.0000,1.000,0.3379
20000,0,334,43.46,0.47,13.82,1.98,24.49,0.06,1.09,0.015,0.156,110878.3,44334.7,1,21,6.05,1.12,1.08,2.1822,76.81,32410.4,0.0231,10.2219,5462,6.4672,663,1.8438,5079.7,123.75,21.2776,0.0,0.0000,1.000,0.3226
20000,1,307,42.13,0.17,11.93,3.13,27.51,0.02,1.03,0.003,0.151,54272.5,23662.7,1,30,6.20,1.04,1.01,1.1621,74.75,41115.9,0.0000,5.0650,5461,6.4660,844,0.6973,2009.7,134.95,16.4100,0.0,0.0000,1.000,0.4182
20000,2,150,38.91,0.00,11.65,2.66,24.55,0.00,1.00,0.000,0.066,43375.9,18895.3,1,24,5.81,1.00,1.00,0.8831,30.77,42382.9,0.0000,3.9626,5461,6.4660,721,0.4779,1433.1,41.30,14.4441,0.0,0.0000,1.000,0.1650
30000,0,491,37.97,0.08,8.76,0.02,10.77,0.01,1.02,0.002,0.109,162941.1,154886.1,1,59,3.46,1.02,1.02,7.2723,187.48,41631.0,0.2316,15.6708,5462,12.6964,1086,2.6634,11009.1,121.69,43.4933,0.0,0.0000,1.000,0.3041
30000,1,467,37.06,0.08,9.30,0.00,9.48,0.00,1.02,0.002,0.101,164853.9,152262.0,1,59,3.46,1.02,1.03,7.5063,204.76,33636.2,0.1486,15.4620,5461,12.6941,1085,2.9204,12728.0,107.00,56.4741,0.0,0.0000,1.000,0.3166
30000,2,431,37.34,0.01,7.88,0.01,11.22,0.00,1.00,0.002,0.095,152900.2,142320.3,1,52,3.51,1.01,1.00,7.2899,180.10,31732.5,0.0378,14.3372,5461,12.6941,1065,2.6074,12230.8,71.30,59.6779,0.0,0.0000,1.000,0.2727
40000,0,579,29.41,0.21,7.10,0.16,7.13,0.00,1.07,0.002,0.097,104318.8,80616.1,2,93,2.98,1.04,1.07,2.9400,270.93,31274.7,0.0188,9.9643,5462,5.8233,1235,2.5956,6317.6,97.61,21.0247,0.0,0.0000,1.000,0.2706
40000,1,578,32.94,0.14,7.26,0.22,8.88,0.00,1.05,0.000,0.109,54115.2,42816.2,2,89,3.11,1.02,1.06,1.4785,194.48,35163.4,0.0000,5.3029,5461,5.8222,1238,1.0686,2623.8,144.22,16.3448,0.0,0.0000,1.000,0.4047
40000,2,288,38.10,0.45,8.03,0.31,10.08,0.02,1.10,0.010,0.062,37135.0,26886.6,2,74,3.43,1.10,1.08,0.9203,94.42,40326.9,0.0000,3.4559,5461,5.8222,889,0.6861,1731.0,58.17,15.2297,0.0,0.0000,1.000,0.2348
50000,0,303,36.20,0.02,6.99,1.65,10.33,0.00,1.00,0.000,0.066,152791.5,153304.3,1,36,3.38,1.00,1.01,5.6555,106.14,34751.1,0.4111,14.4001,5462,12.7822,1962,5.4616,15790.0,181.24,45.3331,0.0,0.0000,1.000,0.4150
50000,1,319,38.50,0.21,4.75,1.50,13.61,0.00,1.05,0.003,0.073,153866.7,162330.6,1,37,3.65,1.03,1.06,6.0686,147.17,32573.7,0.4077,13.9645,5461,12.7799,1565,5.6859,17082.9,58.69,57.3082,0.0,0.0000,1.000,0.1791
50000,2,315,35.94,0.30,7.08,1.90,10.32,0.00,1.07,0.000,0.071,149483.1,171297.5,1,45,3.43,1.02,1.09,6.5107,177.79,30041.7,0.2078,13.8107,5461,12.7799,1679,5.2346,16517.5,60.06,61.7195,0.0,0.0000,1.000,0.2296
60000,0,275,41.90,0.31,10.39,1.62,9.19,0.00,1.09,0.000,0.068,95416.1,51912.1,3,57,3.70,1.08,1.07,2.5063,66.33,31975.0,0.0182,8.7263,5462,5.5286,1597,3.6036,6148.2,126.10,21.7365,0.0,0.0000,1.000,0.2860
60000,1,388,40.11,0.04,8.66,1.49,10.58,0.00,1.01,0.000,0.092,54918.1,27334.8,3,64,3.56,1.00,1.02,1.1786,96.00,32465.6,0.0000,5.1145,5461,5.5276,1383,1.4464,2634.7,85.83,16.0292,0.0,0.0000,1.000,0.2505
60000,2,396,40.66,0.11,9.45,0.61,10.37,0.00,1.02,0.000,0.093,38365.9,19280.5,3,69,3.49,1.00,1.04,0.8105,119.61,36245.2,0.0000,3.3990,5461,5.5276,1286,0.9770,1822.2,88.06,14.9002,0.0,0.0000,1.000,0.3454
70000,0,743,29.41,0.27,7.96,0.47,8.19,0.00,1.07,0.003,0.144,156502.1,104698.5,1,51,3.15,1.03,1.10,4.7209,167.96,35157.6,0.5108,13.9809,5462,13.1736,1425,6.1725,17127.6,196.10,45.3475,0.0,0.0000,1.000,0.4621
70000,1,285,30.52,0.27,8.26,0.23,9.79,0.01,1.07,0.004,0.060,144330.9,100076.3,1,68,3.27,1.03,1.12,4.7252,62.82,37364.4,0.7321,12.5713,5461,13.1712,1243,6.0288,18397.2,45.75,57.9813,0.0,0.0000,1.000,0.1491
