step,event,lineage,other,size
5000,birth,1,0,111
7000,split,5,1,163
8000,split,7,5,620
10000,extinct,5,0,6
13000,split,48,7,18
16000,extinct,48,0,18
20000,extinct,7,0,5
37000,split,135,1,8
40000,split,142,1,9
40000,extinct,135,0,8
42000,extinct,142,0,9
44000,extinct,1,0,118
45000,split,158,1,1650
52000,split,235,158,648
53000,extinct,158,0,27
57000,split,301,235,96
58000,split,310,235,62
58000,extinct,235,0,7
59000,split,311,235,526
62000,extinct,301,0,12
67000,extinct,311,0,34
73000,split,468,415,15
74000,split,483,310,58
74000,extinct,468,0,15
75000,split,496,468,102
76000,split,499,468,66
77000,extinct,483,0,47
80000,split,511,483,498
84000,extinct,499,0,51
86000,split,557,499,59
87000,split,579,511,49
88000,split,592,496,19
88000,split,602,496,20
89000,extinct,496,0,5
89000,extinct,579,0,49
90000,split,621,511,78
90000,extinct,557,0,5
90000,extinct,592,0,19
90000,extinct,602,0,20
91000,split,639,511,34
92000,split,650,627,7
92000,split,651,627,46
93000,split,665,310,8
94000,extinct,639,0,11
95000,split,687,672,40
95000,split,691,310,6
95000,extinct,621,0,31
95000,extinct,665,0,7
96000,split,698,651,35
96000,extinct,511,0,5
97000,split,703,310,33
97000,extinct,691,0,6
98000,extinct,650,0,5
99000,split,713,698,11
99000,extinct,651,0,13
