step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,2.78,25,0,1,0,1,0,1.00,14,0.359,1847,0.00,80.41,29.75,663,2,2,0,1.00,1.00,1.00,2,1,2,47.4,1.338,2,1.391,0.382,5,1.000,0,20.57,20.50,0,0.0422,0.000,0.0000,1847,1.0000
100000,51.31,36,0,16,10,10,0,1.00,0,0.312,1368,0.00,56.05,52.65,644,2,1,0,1.00,1.00,1.00,9,6,6,47.7,11.512,36,1.655,0.473,6,1.000,0,43.25,-0.25,8,0.0527,0.104,0.0000,1368,1.0000
100000,14.66,25,0,3,0,6,0,1.00,8,0.205,1274,2.73,60.16,26.29,644,1,1,0,1.00,1.00,1.00,2,3,3,25.8,23.741,9,1.629,0.691,5,1.000,1,12.78,11.00,0,0.0257,0.288,0.0000,1274,1.0000
100000,18.46,36,0,6,0,8,0,1.00,6,0.325,1230,0.00,60.23,3.68,663,0,0,0,1.00,1.00,1.00,2,3,6,5.5,1.208,14,1.318,0.479,6,1.000,0,4.51,3.75,0,0.0271,0.191,0.0000,1230,1.0000
100000,25.70,25,0,10,0,6,0,1.00,0,0.389,1147,0.00,37.26,94.70,663,2,2,0,1.00,1.00,1.00,3,5,5,47.6,24.998,16,1.606,0.622,5,1.000,0,22.49,3.25,0,0.0023,0.108,0.0000,1147,1.0000
100000,28.03,25,0,8,0,9,0,1.00,2,0.285,1076,-0.00,31.27,43.41,644,1,2,0,1.00,1.00,1.00,2,4,5,31.2,3.284,17,1.649,0.691,5,1.000,0,10.25,10.00,0,0.0217,0.287,0.0000,1076,1.0000
100000,15.81,16,2,4,0,1,0,1.33,4,0.253,1070,0.00,10.15,119.97,644,0,1,1,1.00,2.00,1.00,1,2,4,17.9,19.057,7,1.756,0.849,4,1.000,0,18.03,17.25,0,0.0472,0.000,0.0000,1070,1.0000
100000,26.72,16,0,8,0,8,0,1.00,0,0.299,1065,1.08,43.41,10.17,644,0,1,0,1.00,1.00,1.00,2,4,4,24.2,11.534,16,1.670,0.764,4,1.000,0,41.49,-19.25,0,0.0375,0.327,0.0000,1065,1.0000
100000,51.31,36,0,16,10,10,0,1.00,0,0.312,1060,0.00,72.46,102.81,644,0,0,0,1.00,1.00,1.00,9,6,6,25.2,53.967,36,1.655,0.473,6,1.000,0,29.57,-28.25,8,0.0527,0.104,0.0000,1060,1.0000
100000,30.62,36,0,6,9,8,0,1.00,4,0.196,1055,0.00,61.34,105.84,644,2,0,0,1.00,1.00,1.00,6,4,6,53.3,54.648,23,1.655,0.473,6,1.000,1,43.75,0.00,8,0.0527,0.104,0.0000,1055,1.0000
