step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned
10000,872,2.305,1.345,14.29,40580,33480,0,7095,614,736335,567118.7,345962.9,0.176,0.622,0.129,0.073,102,61.19,34.26,0.33,2.54,18.97,15.64,0.79,3.02,16.03,12.94,0.01,0.14,0.292,0.163,740,0.019,0.018,0.952,0.001,0.029,99505,86176,3,0.475,0.427,0.111,2006185,0.174,2.697,0.159,41.41,36752,241,0.470,0.167,0.360,4652594,1.08,5.87,0.072,0.659,0.007,17.3,57.7,105.4,177.4,31489,0.120,0.00,0.0041,0.062,255,0.651,0.001,0.563,0.601,5.48,6.33,6.84,0.04,0.018,1.09,1.08,1.09,0.680,0.00448,39.48,26.4507,860.12,106462.8,140496.8,1.861,20.5685,102.233,0.000,1.000,0.345,31.3,44.050,146.243,3451,20071.5,20.11,51.001,6.82,12.561,472.4,4.720,0.134,2.00,10.1922,8887.6,0.4439,0.2865,36.11,1.701,0.249,1.5414,0.0000,0.636,0.095,0.894,0.0000,8.06,0.94,11,36,62,98,40.9539,0.0007,0.4209,0.0000,0.0000,157.2288,100.00,86.6603,175.3204,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2816,0.0000,0.0000,0.0033,0.0013,0.000008,1,0.0980,0.0229,0.0191,67,244,594,0.0000,0.0000,0.0213,0.075,2.2584,0.0083,0.7210,0.0585,0.2539,0.0881,0.5608,0.00350,0.161,0.0017,0.922,0.359,0.55,0.111,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0438,0.0000,2.0669,0.00000,0.04409,0.8054,0.8041
20000,939,2.678,1.080,15.40,12434,10185,0,2150,25,289973,195518.8,122972.6,0.098,0.807,0.063,0.032,111,72.70,40.86,0.22,1.33,16.89,14.04,0.83,3.05,20.83,14.09,0.02,0.22,0.220,0.127,769,0.014,0.064,0.927,0.000,0.010,18055,13118,1,0.562,0.438,0.127,353064,0.129,2.422,0.121,18.33,9675,319,0.424,0.133,0.350,1558731,1.04,4.79,0.042,0.642,0.010,20.7,69.9,124.0,278.1,36412,0.139,0.00,0.0010,0.085,414,0.488,0.000,0.523,0.355,5.71,6.76,7.05,0.16,0.042,1.04,1.06,1.04,0.514,0.00332,5.46,5.2836,884.40,107017.4,140496.8,0.040,5.5481,38.010,0.000,1.000,0.340,30.4,16.185,51.546,2854,15548.0,20.33,15.789,7.07,3.345,376.9,0.851,0.138,2.00,12.6475,11876.0,0.4904,0.3472,38.78,1.878,0.079,0.4586,0.0000,0.602,0.128,0.772,0.0000,8.10,1.38,11,38,65,144,13.9237,0.0000,0.4398,0.0000,0.0000,47.9658,100.00,94.5150,99.3157,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2952,0.0000,0.0000,0.0028,0.0011,0.000005,7,0.0747,0.0319,0.0314,80,272,795,0.0000,0.0000,0.0100,0.037,0.7723,0.0121,0.2548,0.0682,0.3804,0.0501,0.4911,0.00265,0.106,0.0013,0.980,0.467,0.62,0.127,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8425,0.0000,1.3209,0.00000,0.07309,0.7405,0.7395
30000,1014,1.119,1.786,24.12,66263,46721,0,19313,154,1138348,477404.1,560192.1,0.075,0.812,0.063,0.050,76,27.86,13.28,0.30,1.67,5.81,4.71,0.00,0.13,8.16,7.27,0.01,0.14,0.228,0.156,672,0.030,0.079,0.889,0.010,0.023,116179,85549,2,0.062,0.923,0.002,631557,0.179,3.088,0.214,44.56,64345,211,0.492,0.184,0.397,7282122,1.10,1.91,0.334,0.536,0.005,12.0,28.0,43.9,112.3,14480,0.055,0.00,0.0058,0.044,133,0.573,0.000,0.423,0.441,2.55,3.91,4.00,0.03,0.016,1.05,1.12,1.11,0.607,0.00585,27.77,25.7983,284.59,104048.6,140496.8,1.263,22.7301,98.779,0.000,1.000,0.238,27.8,36.667,160.222,4281,27451.9,10.15,40.994,5.40,15.138,864.6,5.000,0.136,2.00,5.3857,5461.1,0.5619,0.3769,14.28,1.942,0.144,1.5414,0.0000,0.109,0.138,0.027,0.0000,4.44,0.88,6,14,25,49,31.9232,0.0000,0.5138,0.0000,0.0000,163.8176,100.00,85.3788,175.7827,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2672,0.0000,0.0000,0.0033,0.0012,0.000010,0,0.0719,0.0099,0.0101,51,186,510,0.0000,0.0000,0.0079,0.028,3.1004,0.0040,1.2275,0.0158,0.3195,0.1446,0.6200,0.00529,0.586,0.0323,0.954,0.756,0.00,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1220,0.0000,1.9555,0.00000,0.03999,0.8413,0.8395
40000,1096,1.351,1.274,22.27,23342,19110,0,4078,72,338131,207870.4,151593.0,0.053,0.798,0.089,0.061,88,31.98,17.18,0.20,1.74,8.78,6.30,0.01,0.28,8.91,8.80,0.00,0.00,0.280,0.155,718,0.144,0.054,0.904,0.009,0.033,32448,23452,2,0.559,0.158,0.005,297606,0.101,2.635,0.148,18.99,18322,233,0.448,0.238,0.427,2273872,1.08,2.89,0.387,0.594,0.000,11.3,32.0,53.9,120.0,19623,0.075,0.00,0.0021,0.064,463,0.469,0.000,0.307,0.321,3.13,4.34,4.39,0.02,0.008,1.08,1.06,1.09,0.496,0.00268,4.29,5.8996,527.54,110710.1,140496.8,0.125,5.6669,43.418,0.000,1.000,0.308,28.4,18.191,49.386,3251,18940.9,12.01,16.374,6.02,4.201,736.7,1.001,0.136,1.99,6.1192,6706.6,0.5375,0.3474,17.90,1.824,0.231,0.4586,0.0000,0.140,0.154,0.007,0.0000,5.08,1.24,6,16,35,62,16.1474,0.0000,0.4334,0.0000,0.0000,47.5315,100.00,94.5956,101.8715,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3045,0.0000,0.0000,0.0034,0.0014,0.000005,0,0.0491,0.0128,0.0151,56,199,568,0.0000,0.0000,0.0082,0.014,1.0948,0.0022,0.3422,0.0164,0.3835,0.0737,0.5363,0.00155,0.178,0.0027,0.922,0.553,0.01,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7711,0.0000,1.1361,0.00000,0.07133,0.8363,0.8347
50000,1276,1.207,1.203,24.92,63340,50374,0,11677,1107,803423,490492.1,394544.9,0.039,0.832,0.087,0.042,72,27.32,17.82,0.61,2.95,7.68,6.19,0.65,2.12,10.46,10.02,0.07,0.47,0.289,0.200,842,0.061,0.038,0.914,0.012,0.037,105831,75515,4,0.313,0.503,0.147,587131,0.208,2.553,0.141,44.22,60379,214,0.491,0.230,0.301,8386523,1.14,1.90,0.437,0.538,0.024,8.5,28.0,40.0,207.7,24764,0.094,0.00,0.0037,0.060,137,0.628,0.000,0.356,0.418,3.23,4.48,4.49,0.13,0.051,1.15,1.13,1.15,0.651,0.00312,27.51,20.3053,419.97,110256.2,140496.8,1.988,17.6238,100.301,0.000,1.000,0.320,35.2,40.955,159.305,3125,18075.5,12.40,41.500,5.39,14.404,502.8,5.231,0.135,2.00,6.4768,8264.5,0.5249,0.3441,19.41,1.494,0.541,1.5414,0.0000,0.179,0.156,0.008,0.0000,4.96,1.03,6,16,36,104,38.0034,0.0009,0.4679,0.0000,0.0000,164.4194,100.00,88.0712,182.0595,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3038,0.0000,0.0000,0.0034,0.0014,0.000007,2,0.0924,0.0133,0.0122,52,199,545,0.0000,0.0000,0.0099,0.020,2.7459,0.0086,0.9766,0.0102,0.2834,0.1035,0.6253,0.00211,0.231,0.0037,0.799,0.352,0.58,0.147,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9725,0.0000,1.8269,0.00000,0.03392,0.8639,0.8622
60000,1206,1.745,0.839,22.42,20059,18102,0,1994,30,279348,223089.3,117323.8,0.095,0.728,0.102,0.076,127,36.70,19.27,0.99,4.28,9.03,7.52,0.58,2.53,15.00,14.46,0.09,0.58,0.249,0.165,876,0.036,0.075,0.886,0.004,0.036,26921,19395,4,0.551,0.097,0.111,1409390,0.260,2.106,0.092,21.05,14875,301,0.420,0.229,0.343,2204116,1.22,2.61,0.325,0.624,0.027,12.0,34.0,56.2,134.0,30870,0.118,0.00,0.0012,0.075,421,0.506,0.000,0.382,0.315,4.10,5.12,5.14,0.19,0.055,1.28,1.09,1.26,0.529,0.00189,5.58,4.6544,504.54,114780.8,140496.8,0.125,3.2010,46.564,0.000,1.000,0.253,29.7,20.218,44.486,2284,12012.2,12.67,16.508,6.09,1.918,239.1,0.715,0.135,1.99,7.4259,8955.6,0.5245,0.3247,25.60,1.614,0.524,0.4586,0.0000,0.181,0.146,0.023,0.0000,5.78,1.50,7,21,53,81,18.6318,0.0089,0.3524,0.0000,0.0000,46.4689,100.00,100.4574,109.9759,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2917,0.0000,0.0000,0.0033,0.0014,0.000004,3,0.0882,0.0100,0.0254,63,200,686,0.0000,0.0000,0.0053,0.013,1.0226,0.0084,0.3416,0.0149,0.3565,0.0578,0.5483,0.00183,0.042,0.0007,0.679,0.208,0.41,0.111,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6986,0.0000,1.0430,0.00000,0.07832,0.8609,0.8595
70000,1466,1.185,1.191,19.69,63097,50472,0,11296,1066,908005,501950.9,409891.7,0.043,0.831,0.055,0.071,78,28.67,14.34,1.23,3.75,8.37,6.27,0.26,1.25,11.54,10.42,0.10,0.61,0.287,0.170,1028,0.093,0.047,0.911,0.010,0.033,109655,78966,3,0.307,0.430,0.070,966418,0.192,2.498,0.142,46.60,59354,219,0.451,0.245,0.353,8089180,1.24,2.70,0.250,0.622,0.031,10.0,28.3,47.7,119.1,31379,0.120,0.00,0.0030,0.093,407,0.602,0.000,0.470,0.440,3.67,4.74,4.77,0.25,0.089,1.32,1.14,1.26,0.628,0.00300,27.85,21.8781,577.20,107457.5,140496.8,1.759,15.8781,102.928,0.000,1.000,0.303,43.1,41.558,162.499,3209,17874.3,15.30,42.492,5.76,11.567,366.1,4.693,0.133,2.01,7.4382,10904.4,0.5623,0.3111,21.40,1.464,0.480,1.5414,0.0000,0.247,0.208,0.102,0.0000,5.43,1.38,6,16,44,81,38.3348,0.0010,0.4864,0.0000,0.0000,164.7649,100.00,90.2116,189.4595,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3220,0.0000,0.0000,0.0034,0.0014,0.000006,3,0.1128,0.0293,0.0130,49,188,548,0.0000,0.0000,0.0151,0.035,4.2788,0.0110,1.3026,0.0286,0.2985,0.1016,0.6272,0.00347,0.248,0.0026,0.645,0.374,0.25,0.070,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9776,0.0000,1.6721,0.00000,0.03798,0.8763,0.8747
80000,1109,1.747,0.992,16.66,20387,17984,0,2577,177,328113,217188.5,126080.4,0.055,0.806,0.061,0.077,110,36.93,17.27,0.31,1.63,9.63,6.81,1.01,3.20,13.54,8.64,0.06,0.43,0.256,0.144,851,0.030,0.091,0.887,0.003,0.019,26535,18267,2,0.680,0.234,0.204,517348,0.152,2.338,0.114,20.67,13921,244,0.384,0.243,0.321,2230558,1.08,3.05,0.206,0.598,0.023,12.8,36.3,56.6,102.6,27165,0.104,0.00,0.0014,0.060,387,0.467,0.000,0.454,0.298,4.09,5.25,5.33,0.14,0.036,1.12,1.03,1.10,0.492,0.00277,5.10,4.7567,562.98,113548.6,140496.8,0.089,3.6635,45.374,0.000,1.000,0.351,28.1,19.980,49.157,2597,14611.5,15.07,16.322,5.97,2.361,353.3,0.794,0.134,2.00,7.1310,7908.3,0.4642,0.3034,24.50,1.549,0.193,0.4586,0.0000,0.320,0.119,0.042,0.0000,6.05,0.96,8,25,36,61,17.8410,0.0005,0.3706,0.0000,0.0000,46.9190,100.00,98.4668,104.9391,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2957,0.0000,0.0000,0.0033,0.0014,0.000005,6,0.0904,0.0171,0.0242,63,206,670,0.0000,0.0000,0.0091,0.023,0.8979,0.0086,0.3132,0.0523,0.3756,0.0786,0.5670,0.00184,0.199,0.0031,0.466,0.165,0.73,0.204,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7196,0.0000,0.9452,0.00000,0.08284,0.8456,0.8442
90000,1637,1.147,1.644,29.72,67440,50485,0,15751,670,834008,497590.4,423734.8,0.039,0.837,0.088,0.037,76,30.22,14.23,0.07,0.67,7.46,5.37,0.01,0.25,8.33,8.38,0.00,0.10,0.252,0.155,795,0.073,0.059,0.909,0.006,0.026,103927,74076,3,0.629,0.191,0.002,414639,0.145,2.897,0.198,46.41,60222,204,0.508,0.237,0.337,9133458,1.02,1.71,0.544,0.423,0.002,12.0,32.0,44.0,143.9,25986,0.099,0.00,0.0036,0.084,725,0.617,0.000,0.414,0.370,2.90,4.03,4.07,0.06,0.016,1.02,1.00,1.02,0.639,0.00287,25.27,18.0040,497.22,98480.2,140496.8,2.898,15.4914,105.052,0.000,1.000,0.279,42.6,42.660,164.204,4208,24931.5,10.85,41.559,4.76,13.247,758.1,5.050,0.132,2.00,7.4393,12178.1,0.6448,0.3812,15.87,1.945,0.165,1.5414,0.0000,0.098,0.135,0.021,0.0000,4.48,1.03,6,16,25,72,39.0680,0.0000,0.5089,0.0000,0.0000,164.7107,100.00,86.9301,193.1300,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2962,0.0000,0.0000,0.0031,0.0013,0.000005,6,0.1397,0.0415,0.0132,50,194,557,0.0000,0.0000,0.0137,0.028,1.8632,0.0072,0.8266,0.0128,0.2922,0.0908,0.6314,0.00407,0.071,0.0014,0.955,0.753,0.01,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0289,0.0000,1.8242,0.00000,0.03740,0.8655,0.8639
100000,1289,1.165,1.222,31.47,21167,18945,0,2504,56,164554,201908.8,82286.6,0.031,0.920,0.038,0.011,97,31.40,15.34,0.07,0.80,5.84,5.28,0.00,0.12,9.71,7.18,0.00,0.00,0.193,0.142,630,0.088,0.092,0.880,0.005,0.023,23704,16343,2,0.588,0.214,0.002,2516,0.023,2.558,0.144,18.56,17211,206,0.500,0.259,0.178,3044153,1.02,0.96,0.576,0.386,0.000,16.0,32.0,44.0,182.0,20147,0.077,0.00,0.0016,0.085,277,0.488,0.000,0.170,0.205,3.08,4.01,4.04,0.02,0.007,1.01,1.03,1.02,0.499,0.00179,3.50,3.5796,234.45,108285.2,140496.8,0.102,5.0566,41.213,0.000,0.999,0.400,33.1,19.065,52.405,3295,18622.8,8.99,16.312,4.38,4.581,531.0,1.079,0.133,2.00,7.6446,9853.8,0.6635,0.3746,15.63,2.000,0.000,0.4586,0.0000,0.071,0.083,0.006,0.0000,4.27,0.74,8,16,22,81,17.6510,0.0006,0.4942,0.0000,0.0000,48.3936,100.00,91.6300,96.1300,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2698,0.0000,0.0000,0.0029,0.0013,0.000004,10,0.1828,0.0442,0.0277,64,223,690,0.0000,0.0000,0.0030,0.006,0.3326,0.0237,0.1420,0.0078,0.4062,0.0588,0.5246,0.00359,0.011,0.0002,0.939,0.726,0.00,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8940,0.0000,1.5286,0.00000,0.05000,0.8573,0.8560
