step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
300000,4645,1.267,0.641,9.20,623123,563522,0,40521,18923,3169021,739654.1,2257264.8,0.012,0.852,0.086,0.050,82,8.76,5.53,1.37,1.75,2.20,3.07,0.31,1.90,4.89,5.53,1.05,1.28,0.247,0.255,1674,0.190,0.027,0.910,0.003,0.060,702779,398781,2,0.780,0.000,0.073,3176665,0.108,2.068,0.033,21.94,227773,124,0.712,0.314,0.740,23625117,1.78,19.00,0.000,0.528,0.477,3,8,16,60,40710,0.155,0.00,0.0033,0.077,982,0.497,0.002,0.719,0.146,2.45,4.08,2.68,1.05,0.477,2.26,1.19,1.86,0.546,0.00471,5.94,167.3250,5892.02,108781.3,138795.6,45.090,91.0382,247.774,274.236,0.927,0.346,20.9,21.668,150.884,324,725.9,40.78,10.289,90.869,3273.8,58.357,0.135,2.00,2.7532,12788.8,0.6459,0.4544
310000,4350,1.293,0.651,9.16,625985,566096,0,41098,19086,3258475,738328.3,2272057.2,0.012,0.854,0.084,0.051,82,8.97,5.77,1.36,1.95,2.31,3.38,0.37,2.34,4.93,5.59,1.06,1.34,0.249,0.260,1574,0.193,0.025,0.907,0.002,0.066,705321,393637,2,0.754,0.029,0.070,2957229,0.109,2.007,0.033,22.03,231140,122,0.697,0.311,0.721,23730885,1.77,18.88,0.000,0.522,0.470,3,8,16,64,39007,0.149,0.00,0.0034,0.084,1041,0.497,0.002,0.712,0.144,2.46,4.15,2.67,1.07,0.470,2.30,1.18,1.82,0.547,0.00506,5.84,166.8825,5687.09,110165.2,138738.7,44.201,92.0907,248.300,273.000,0.946,0.347,21.9,21.844,151.318,400,948.2,40.08,10.612,91.770,3365.6,58.342,0.135,2.00,2.6380,11475.2,0.6345,0.4489
320000,4493,1.284,0.641,9.06,604530,544610,0,40642,19135,3080734,731207.4,2204971.2,0.011,0.851,0.086,0.051,86,8.79,5.73,1.26,1.68,2.14,3.26,0.33,2.07,5.06,5.59,0.99,1.28,0.233,0.256,1525,0.176,0.027,0.908,0.002,0.063,684567,394127,2,0.719,0.027,0.070,3097681,0.114,2.013,0.035,21.53,223831,124,0.716,0.307,0.726,22615770,1.74,19.08,0.000,0.529,0.445,3,8,15,56,39514,0.151,0.00,0.0032,0.078,1051,0.490,0.002,0.714,0.151,2.45,4.09,2.61,0.99,0.445,2.23,1.19,1.80,0.539,0.00482,5.89,162.9499,5889.19,109556.2,138680.5,45.243,91.1666,240.970,268.213,0.941,0.347,21.6,21.484,150.909,287,703.9,34.01,9.832,91.177,3274.3,57.637,0.135,2.00,2.6813,12046.9,0.6464,0.4555
330000,4483,1.290,0.635,9.01,595780,532441,0,43954,19395,3093436,730045.8,2201517.0,0.011,0.849,0.087,0.052,93,8.92,5.62,1.33,1.98,2.14,3.15,0.33,1.81,5.12,5.55,1.00,1.30,0.232,0.254,1550,0.189,0.026,0.906,0.001,0.067,680338,390005,2,0.619,0.084,0.072,3044463,0.116,2.039,0.033,21.32,216278,121,0.712,0.315,0.714,21875813,1.76,18.91,0.000,0.529,0.450,3,8,15,64,39999,0.153,0.00,0.0032,0.079,1035,0.480,0.002,0.712,0.158,2.44,4.11,2.67,1.00,0.450,2.27,1.19,1.82,0.531,0.00490,5.85,161.3422,5657.08,109380.0,138618.8,44.938,91.2677,238.379,275.106,0.925,0.343,21.4,21.767,150.820,345,758.1,41.42,9.500,91.734,3345.9,57.561,0.135,2.00,2.7275,12227.3,0.6504,0.4539
340000,4785,1.237,0.652,9.17,603044,544192,0,39509,19041,3026383,726596.4,2194693.8,0.010,0.853,0.086,0.050,100,8.34,5.22,1.33,1.82,2.12,2.79,0.36,2.09,4.53,5.12,0.99,1.16,0.249,0.252,1521,0.255,0.026,0.906,0.002,0.066,682153,396555,2,0.768,0.004,0.066,3089663,0.115,2.095,0.033,21.46,223215,123,0.725,0.312,0.738,22743518,1.80,19.42,0.000,0.525,0.485,3,8,15,64,39893,0.152,0.00,0.0034,0.086,1073,0.492,0.002,0.709,0.150,2.39,3.94,2.58,1.00,0.486,2.24,1.20,1.90,0.541,0.00447,5.89,162.9987,5961.00,109129.8,138563.8,45.338,91.3741,240.305,271.139,0.930,0.344,21.5,21.210,150.765,325,737.7,35.03,9.730,91.150,3338.3,57.278,0.134,2.00,2.5124,12021.7,0.6296,0.4591
350000,4117,1.285,0.670,9.08,599578,540424,0,41352,18470,3078872,730002.7,2190736.8,0.012,0.853,0.085,0.050,99,8.69,5.34,1.31,1.85,2.10,3.08,0.30,1.78,4.98,5.48,0.99,1.26,0.238,0.255,1487,0.232,0.028,0.906,0.001,0.064,680123,393798,2,0.670,0.061,0.070,2973953,0.112,2.188,0.034,21.81,226196,121,0.712,0.316,0.724,22663890,1.76,19.07,0.000,0.518,0.453,3,8,16,55,35779,0.136,0.00,0.0036,0.079,946,0.494,0.002,0.721,0.150,2.41,3.96,2.78,1.00,0.456,2.23,1.19,1.82,0.544,0.00520,5.81,161.7336,5890.74,110021.4,138503.5,45.641,91.2412,239.339,271.879,0.944,0.345,20.3,21.235,151.096,378,855.7,36.71,10.194,90.580,3575.4,57.075,0.136,2.00,2.7885,11480.1,0.6555,0.4537
360000,4991,1.253,0.644,9.30,619671,561733,0,37688,19376,2990045,729168.9,2202551.0,0.013,0.855,0.083,0.049,98,8.40,5.40,1.31,1.81,2.10,2.88,0.31,2.16,4.68,5.31,0.97,1.17,0.248,0.254,1616,0.225,0.029,0.898,0.002,0.071,695674,421413,2,0.763,0.013,0.064,3098073,0.108,1.913,0.035,21.53,241618,127,0.737,0.300,0.737,23835226,1.78,19.42,0.000,0.522,0.475,3,8,15,64,41944,0.160,0.00,0.0031,0.076,1052,0.505,0.002,0.719,0.142,2.37,3.92,2.59,0.98,0.477,2.20,1.21,1.86,0.552,0.00417,5.71,165.7630,6082.31,108011.3,138450.4,45.507,91.7983,243.880,276.189,0.945,0.343,21.5,20.628,151.169,370,873.4,34.86,10.050,91.093,2991.8,57.694,0.134,2.00,2.5604,12778.9,0.6318,0.4655
370000,4750,1.262,0.664,9.15,636201,578219,0,38431,19792,3059944,733012.9,2233449.5,0.012,0.858,0.080,0.050,98,8.46,5.30,1.34,1.92,2.00,2.60,0.30,1.76,4.82,5.52,0.96,1.10,0.244,0.252,1494,0.256,0.027,0.904,0.002,0.067,707793,410755,2,0.752,0.011,0.070,3121734,0.103,2.035,0.036,21.92,243088,126,0.730,0.301,0.736,24584578,1.80,19.36,0.000,0.509,0.476,3,8,15,64,40181,0.153,0.00,0.0032,0.077,1104,0.509,0.002,0.720,0.134,2.37,3.93,2.58,0.96,0.477,2.19,1.22,1.89,0.555,0.00441,5.69,167.5874,6071.98,108242.9,138401.5,45.448,91.9365,248.101,274.528,0.938,0.343,20.3,20.792,151.475,348,828.0,32.50,10.701,90.786,3388.9,57.776,0.135,2.00,2.6237,12462.6,0.6388,0.4652
380000,4723,1.256,0.667,9.30,630736,574102,0,37842,18819,3040402,735239.9,2213629.8,0.012,0.861,0.081,0.045,99,8.42,5.49,1.29,1.67,2.15,3.00,0.30,1.98,4.69,5.28,0.98,1.15,0.251,0.253,1495,0.253,0.023,0.910,0.002,0.065,700721,405905,2,0.801,0.001,0.069,3361439,0.107,1.998,0.034,22.07,236067,126,0.728,0.299,0.735,24501717,1.78,19.37,0.000,0.516,0.483,3,8,15,60,39785,0.152,0.00,0.0033,0.080,1106,0.510,0.002,0.723,0.133,2.38,3.93,2.64,0.98,0.483,2.19,1.19,1.88,0.556,0.00442,5.51,166.2954,5867.43,108623.2,138349.7,44.927,92.7680,246.171,275.349,0.933,0.345,20.5,20.674,151.843,444,1050.6,33.95,11.046,91.339,3313.0,57.815,0.135,2.00,2.5526,12056.1,0.6327,0.4634
390000,4874,1.259,0.650,9.26,636906,580830,0,36950,18975,3090906,734643.4,2232828.0,0.012,0.862,0.081,0.045,101,8.51,5.57,1.35,1.78,2.10,2.97,0.34,2.19,4.73,5.56,0.99,1.15,0.250,0.254,1569,0.239,0.025,0.904,0.003,0.068,707830,400747,2,0.772,0.024,0.067,3244776,0.109,1.967,0.035,22.01,237215,126,0.722,0.303,0.727,25009711,1.80,19.29,0.000,0.514,0.483,3,8,15,63,41493,0.158,0.00,0.0032,0.082,1106,0.513,0.002,0.727,0.132,2.37,3.94,2.65,0.99,0.484,2.22,1.22,1.89,0.560,0.00429,5.71,167.4683,5962.25,108197.2,138299.0,44.926,92.4075,248.821,270.311,0.921,0.344,20.3,20.755,151.380,350,823.6,34.56,10.882,91.194,3234.5,57.975,0.135,2.00,2.5594,12474.6,0.6281,0.4625
400000,4196,1.264,0.647,9.14,618089,563563,0,36442,18762,2955433,726345.4,2190874.2,0.011,0.860,0.082,0.048,102,8.66,5.45,1.19,1.74,1.98,2.95,0.23,1.36,5.25,5.80,0.91,1.13,0.234,0.255,1427,0.221,0.029,0.909,0.002,0.060,691235,404526,2,0.748,0.009,0.056,3101443,0.109,2.095,0.035,21.44,229785,128,0.741,0.299,0.722,23991876,1.70,19.22,0.000,0.509,0.445,3,8,15,55,36324,0.139,0.00,0.0033,0.086,894,0.507,0.002,0.719,0.139,2.40,3.88,2.74,0.91,0.447,2.07,1.17,1.78,0.553,0.00492,5.58,165.0353,5773.54,109651.9,138246.3,46.254,91.6718,242.933,271.433,0.925,0.344,20.0,20.484,151.421,314,703.6,31.13,10.128,90.572,3510.3,57.212,0.134,2.00,2.8453,11938.8,0.6674,0.4672
410000,4345,1.319,0.624,8.98,612692,551958,0,41947,18638,3165188,733849.1,2226147.0,0.012,0.854,0.085,0.049,105,9.28,5.99,1.35,2.03,2.25,3.44,0.34,2.10,5.33,5.82,1.00,1.34,0.239,0.261,1677,0.210,0.028,0.907,0.002,0.063,690057,394539,2,0.579,0.137,0.067,2983294,0.109,1.984,0.033,21.92,226138,121,0.703,0.319,0.722,22930455,1.75,18.68,0.001,0.535,0.441,3,8,16,64,40309,0.154,0.00,0.0032,0.084,1031,0.490,0.002,0.710,0.145,2.50,4.15,2.79,1.00,0.443,2.28,1.20,1.80,0.541,0.00504,5.83,162.9743,5569.63,109403.7,138190.0,45.239,91.0371,243.056,276.785,0.913,0.343,22.2,21.706,151.257,335,716.7,29.68,10.419,90.851,3294.9,57.688,0.134,2.00,2.7631,12005.7,0.6434,0.4516
420000,4093,1.272,0.658,9.06,599642,542458,0,39438,17998,3079081,733453.6,2208348.8,0.011,0.849,0.090,0.050,106,9.31,5.86,1.42,1.95,2.25,3.43,0.28,1.71,5.37,5.99,1.03,1.35,0.237,0.260,1608,0.191,0.032,0.907,0.002,0.059,683786,393140,2,0.723,0.004,0.066,2960165,0.113,2.240,0.036,21.17,218348,125,0.717,0.314,0.718,22670202,1.80,18.51,0.000,0.536,0.445,3,8,17,56,38126,0.145,0.00,0.0033,0.089,921,0.494,0.002,0.718,0.155,2.55,4.16,2.86,1.03,0.446,2.34,1.23,1.85,0.544,0.00527,5.72,163.7314,5860.56,109515.8,138132.1,44.760,91.9892,241.198,280.103,0.932,0.346,20.9,21.384,151.318,285,663.4,40.29,9.763,92.196,3672.6,58.196,0.135,2.00,2.8950,11849.4,0.6600,0.4543
430000,4529,1.278,0.680,9.23,600857,547572,0,34624,18225,2926544,725535.8,2167518.5,0.012,0.854,0.087,0.047,104,8.68,5.67,1.31,1.73,2.09,2.88,0.34,2.08,4.94,5.77,0.99,1.15,0.247,0.254,1546,0.232,0.020,0.913,0.001,0.066,679508,395595,2,0.771,0.027,0.081,3168237,0.108,1.971,0.038,21.38,226152,129,0.741,0.300,0.728,23596278,1.78,19.13,0.001,0.503,0.482,3,8,16,64,39314,0.150,0.00,0.0032,0.081,1101,0.511,0.002,0.725,0.147,2.45,3.92,2.77,1.00,0.483,2.18,1.20,1.87,0.557,0.00453,5.67,164.2695,6110.98,108311.9,138078.5,45.823,91.8845,240.428,266.649,0.935,0.342,19.9,20.339,151.268,418,1001.4,34.17,10.001,90.967,3358.9,57.397,0.135,2.00,2.6559,12028.5,0.6397,0.4645
440000,4509,1.289,0.655,9.25,620987,567429,0,34900,18678,2988513,734294.4,2195103.0,0.012,0.866,0.077,0.044,101,8.70,5.40,1.27,1.72,2.04,2.98,0.27,1.50,5.13,5.67,0.94,1.14,0.238,0.254,1522,0.221,0.024,0.916,0.001,0.059,693498,415418,2,0.790,0.013,0.075,3511531,0.107,2.046,0.036,21.77,237044,127,0.735,0.297,0.738,24902672,1.75,19.08,0.000,0.509,0.459,4,8,15,59,39238,0.150,0.00,0.0032,0.076,1003,0.518,0.002,0.737,0.135,2.43,3.93,2.76,0.94,0.460,2.14,1.16,1.84,0.564,0.00456,5.50,166.3457,6027.12,107388.1,138027.3,45.085,92.7897,245.102,271.127,0.931,0.342,18.5,20.373,151.625,376,923.0,34.70,10.774,91.488,3159.9,57.904,0.135,2.00,2.9497,13300.1,0.6689,0.4637
450000,4307,1.290,0.672,9.17,614403,554722,0,42353,17530,3291507,743367.7,2264179.2,0.012,0.860,0.081,0.046,101,9.16,5.81,1.44,2.21,2.30,3.40,0.35,2.21,5.06,5.64,1.07,1.35,0.247,0.257,1635,0.175,0.026,0.902,0.003,0.069,701233,401670,2,0.768,0.015,0.061,3039563,0.107,2.090,0.037,21.74,232788,119,0.688,0.320,0.722,23697104,1.79,18.66,0.000,0.528,0.463,4,8,16,64,39433,0.150,0.00,0.0034,0.085,1004,0.500,0.002,0.731,0.153,2.49,4.14,2.80,1.08,0.463,2.33,1.23,1.84,0.552,0.00516,5.73,165.2294,5930.17,109175.9,137968.0,43.928,92.3069,245.776,281.902,0.940,0.345,21.1,22.055,151.494,327,763.0,31.32,10.711,92.445,3695.2,58.893,0.135,2.00,2.6491,11409.6,0.6183,0.4438
460000,4386,1.287,0.654,9.18,590624,532835,0,40105,17605,3127249,730702.8,2188397.2,0.012,0.858,0.085,0.046,104,9.05,5.71,1.28,1.75,2.17,3.05,0.37,2.18,5.24,5.79,1.01,1.25,0.245,0.256,1618,0.215,0.025,0.912,0.002,0.061,670503,386195,2,0.746,0.004,0.069,2934619,0.111,1.931,0.034,21.90,226260,119,0.700,0.323,0.723,22375117,1.75,18.72,0.000,0.518,0.464,4,8,16,64,39701,0.151,0.00,0.0032,0.084,1033,0.491,0.002,0.715,0.151,2.49,4.04,2.88,1.01,0.464,2.21,1.17,1.81,0.542,0.00498,5.77,160.3367,5967.07,108328.8,137908.2,45.022,91.2922,238.266,269.487,0.946,0.341,20.8,21.666,150.996,414,962.6,33.70,10.392,91.141,3130.8,57.072,0.134,2.00,2.8287,12406.7,0.6522,0.4453
470000,4431,1.273,0.650,9.32,624278,570050,0,35964,18219,3102311,734930.7,2208170.2,0.011,0.868,0.078,0.042,101,8.91,5.64,1.36,1.90,2.14,3.04,0.32,1.89,5.09,5.77,0.99,1.16,0.247,0.254,1532,0.210,0.024,0.910,0.002,0.064,696270,397058,2,0.800,0.020,0.070,3339377,0.108,1.941,0.037,22.28,231428,124,0.712,0.309,0.720,24855535,1.80,18.88,0.000,0.507,0.475,4,8,16,57,39501,0.151,0.00,0.0033,0.080,995,0.518,0.002,0.732,0.133,2.47,4.04,2.78,0.99,0.475,2.21,1.21,1.89,0.565,0.00470,5.57,165.3610,5716.09,108098.5,137859.2,45.238,92.3553,245.226,271.689,0.932,0.341,19.5,20.657,151.660,409,1027.7,32.14,11.451,90.757,3245.8,57.409,0.135,2.00,2.8586,12666.5,0.6518,0.4535
480000,4818,1.262,0.666,9.23,646119,591500,0,35620,18612,3212110,737553.6,2270154.0,0.011,0.870,0.075,0.043,100,8.77,5.65,1.37,1.86,2.13,3.00,0.36,2.05,4.91,5.71,1.01,1.19,0.251,0.255,1681,0.219,0.025,0.902,0.004,0.070,715840,413397,2,0.784,0.015,0.086,3564276,0.103,1.998,0.036,21.98,237096,125,0.707,0.302,0.736,25973706,1.80,19.03,0.000,0.525,0.484,3,8,16,64,42250,0.161,0.00,0.0031,0.077,1097,0.523,0.002,0.712,0.127,2.46,3.94,2.82,1.01,0.485,2.23,1.20,1.90,0.570,0.00439,5.78,169.3081,5902.50,107816.8,137810.4,44.704,92.3726,252.015,272.426,0.925,0.342,21.4,20.957,151.313,369,868.4,35.04,10.978,91.378,3505.0,58.365,0.135,2.00,2.5172,12127.8,0.5938,0.4524
490000,4656,1.268,0.664,9.16,620161,558745,0,43160,18418,3422998,747448.1,2291482.5,0.011,0.852,0.089,0.048,101,8.84,5.63,1.39,1.86,2.24,3.18,0.33,1.82,4.88,5.61,1.03,1.24,0.250,0.256,1689,0.212,0.025,0.901,0.002,0.072,703379,392632,2,0.781,0.011,0.077,3298085,0.111,1.974,0.035,22.40,231267,117,0.669,0.324,0.728,23624001,1.81,18.97,0.000,0.521,0.480,3,8,16,64,41152,0.157,0.00,0.0033,0.076,1029,0.496,0.002,0.711,0.149,2.46,4.03,2.77,1.03,0.483,2.30,1.20,1.88,0.549,0.00488,5.96,166.1964,6086.23,107907.0,137750.2,43.743,91.6225,249.321,279.436,0.942,0.343,21.6,22.521,151.299,423,972.8,31.03,11.217,91.731,3150.3,58.860,0.134,2.00,2.6225,12210.4,0.6218,0.4371
500000,4659,1.280,0.628,9.12,589198,530427,0,41014,17754,3140968,735580.8,2208775.0,0.012,0.845,0.094,0.049,103,8.85,5.55,1.35,1.75,2.29,3.29,0.31,1.83,4.90,5.50,1.03,1.31,0.250,0.261,1719,0.220,0.027,0.899,0.003,0.070,677533,392977,2,0.766,0.006,0.077,3045502,0.115,2.002,0.032,21.71,223815,121,0.703,0.320,0.720,22177577,1.78,18.91,0.000,0.531,0.463,3,8,16,64,41236,0.157,0.00,0.0032,0.074,1145,0.490,0.002,0.714,0.162,2.47,4.04,2.78,1.03,0.464,2.32,1.19,1.84,0.542,0.00470,5.91,162.1678,5832.35,108389.3,137688.4,45.112,91.1363,239.420,273.595,0.921,0.341,23.0,21.730,150.937,287,698.8,41.57,10.167,91.111,3155.7,57.818,0.134,2.00,2.6172,12193.5,0.6345,0.4483
