step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,2,15,0,0,0,2,0,1.00,26,0.000,2281,0.94,105.03,118.66,1,0,0,0,1.00,1.00,1.00,1,2,1,22.1,38.505
100000,13,18,2,0,0,11,0,1.41,10,0.000,2085,2.70,222.58,84.25,1,0,0,0,1.83,1.00,1.40,5,5,7,17.2,92.809
100000,12,25,1,0,0,11,0,1.40,12,0.000,1752,1.88,177.56,257.97,452,0,0,0,1.67,1.67,1.29,5,8,6,22.1,61.776
100000,20,39,2,0,0,18,0,1.45,12,0.000,1711,2.06,192.11,175.30,408,0,0,0,1.00,2.00,1.40,4,5,5,14.4,94.858
100000,9,12,1,0,0,8,0,1.38,16,0.000,1674,2.05,106.26,62.13,1,1,1,0,1.50,1.00,1.50,2,4,4,29.5,71.145
100000,10,11,1,0,0,9,0,1.38,16,0.000,1608,2.82,57.84,127.48,408,0,0,0,1.00,1.40,1.67,2,3,5,21.3,70.471
100000,12,12,1,0,0,11,0,1.25,16,0.000,1606,2.10,141.30,98.64,1,1,0,0,1.50,1.00,1.25,2,4,4,28.2,76.445
100000,11,12,1,0,0,10,0,1.25,16,0.000,1566,2.59,128.33,95.02,1,0,0,0,1.50,1.00,1.25,4,4,4,22.1,69.023
100000,4,13,0,0,0,4,0,1.00,24,0.000,1492,2.20,87.80,19.26,408,1,1,0,1.00,1.00,1.00,2,2,2,28.2,50.350
100000,41,64,15,14,0,12,4,4.53,0,0.341,1487,5.96,235.60,80.06,405,0,0,4,5.62,2.50,5.00,5,8,8,18.1,143.263
100000,18,18,2,0,0,16,0,1.38,8,0.000,1480,2.45,119.87,165.59,1,0,0,0,1.71,1.00,1.40,3,5,7,21.8,85.544
100000,4,18,0,0,0,4,0,1.00,20,0.000,1427,1.60,106.50,47.69,1,1,1,0,1.00,1.00,1.00,3,4,5,30.2,30.109
100000,11,13,1,0,0,10,0,1.38,16,0.000,1381,2.74,153.06,64.35,408,1,1,0,1.00,1.40,1.67,2,3,5,27.3,59.297
100000,2,12,0,0,0,2,0,1.00,26,0.000,1368,1.14,107.07,40.65,452,1,1,0,1.00,1.00,1.00,2,2,1,27.9,19.170
100000,7,14,0,0,0,7,0,1.00,20,0.000,1342,1.82,49.94,134.92,408,0,0,0,1.00,1.00,1.00,2,2,4,20.1,44.484
100000,15,18,2,0,0,13,0,1.64,10,0.000,1267,1.43,26.60,95.48,1,0,0,0,1.71,1.71,1.50,4,4,7,17.9,61.585
100000,18,64,8,0,0,10,0,3.64,4,0.000,1218,3.35,139.28,161.86,405,1,2,0,3.00,2.50,4.83,4,6,8,36.6,52.873
100000,4,11,0,0,0,4,0,1.00,22,0.000,1196,2.20,64.78,78.17,408,1,0,0,1.00,1.00,1.00,2,3,2,28.1,22.790
100000,18,64,8,0,0,10,0,4.00,10,0.000,1170,3.15,106.93,194.07,405,0,0,0,3.00,1.50,8.67,3,3,8,23.4,61.083
100000,6,14,1,0,0,5,0,1.57,18,0.000,1139,1.72,34.53,40.51,408,0,0,0,1.50,1.50,1.67,2,3,4,19.5,40.665
100000,8,29,0,0,0,8,0,1.00,14,0.000,1132,2.74,19.13,115.62,1,0,0,0,1.00,1.00,1.00,3,1,8,21.7,29.741
100000,15,18,2,0,0,13,0,1.64,10,0.000,1110,2.01,168.01,63.04,1,1,1,0,1.71,1.71,1.50,5,4,7,28.9,55.392
100000,17,20,1,0,0,16,0,1.30,12,0.000,1091,3.44,143.95,61.78,408,1,1,0,1.00,1.33,1.50,4,5,6,28.2,58.385
100000,11,14,0,0,0,11,0,1.00,16,0.000,1087,1.63,80.63,69.42,408,1,1,0,1.00,1.00,1.00,3,2,6,26.4,46.015
100000,11,64,8,0,0,3,0,4.36,10,0.000,1059,2.06,276.73,84.56,405,0,0,0,3.00,2.50,8.67,4,3,8,21.6,36.169
100000,6,8,0,0,0,6,0,1.00,22,0.000,973,2.06,78.06,55.64,408,0,0,0,1.00,1.00,1.00,2,3,2,18.5,31.640
100000,35,35,6,0,0,29,0,2.00,2,0.000,911,0.01,129.32,54.94,408,0,0,0,1.00,2.88,2.07,7,7,8,18.9,78.984
100000,64,64,30,17,0,17,3,8.31,0,0.266,878,4.92,171.39,188.13,405,0,0,3,11.25,1.00,10.50,6,8,8,17.4,119.409
100000,4,19,0,0,0,4,0,1.00,22,0.000,831,0.88,55.86,45.11,458,1,1,0,1.00,1.00,1.00,2,2,3,29.1,15.637
100000,9,9,0,0,0,9,0,1.00,18,0.000,820,1.15,35.86,31.39,1,0,0,0,1.00,1.00,1.00,2,4,3,24.4,34.850
100000,51,64,16,7,0,28,1,5.57,2,0.137,818,4.76,232.77,247.64,405,0,0,1,6.00,1.62,7.57,4,7,8,19.8,91.201
100000,57,64,22,15,0,20,4,5.31,0,0.263,806,6.34,181.01,129.58,405,1,1,4,6.75,1.00,6.75,8,8,8,30.6,99.517
100000,45,64,8,7,0,30,2,3.06,0,0.156,803,5.21,320.39,145.29,405,0,1,2,3.00,1.50,3.88,7,8,8,23.8,82.149
100000,17,18,2,0,0,15,0,1.41,10,0.000,796,2.33,104.42,69.67,1,1,0,0,1.71,1.00,1.50,4,4,7,29.2,44.204
100000,5,12,0,0,0,5,0,1.00,20,0.000,782,1.84,22.02,38.43,1,1,1,0,1.00,1.00,1.00,2,4,3,34.0,22.735
100000,64,64,8,16,0,40,2,2.94,0,0.250,768,3.10,256.90,251.92,405,1,0,2,3.00,1.00,3.88,9,8,8,36.3,104.449
100000,14,64,8,0,0,6,0,4.08,8,0.000,763,3.10,98.17,240.62,405,0,1,0,3.00,2.50,6.75,4,4,8,22.1,31.088
100000,13,40,0,5,0,8,0,1.00,14,0.385,760,2.68,60.87,18.51,1,0,0,0,1.00,1.00,1.00,4,5,4,15.9,36.147
100000,14,15,0,0,0,14,0,1.00,14,0.000,755,1.70,51.36,56.38,452,1,1,0,1.00,1.00,1.00,4,5,4,30.2,38.173
100000,34,64,24,0,0,10,0,8.77,6,0.000,745,4.79,134.82,72.45,405,0,0,0,9.00,4.50,12.00,6,5,8,13.2,58.211
100000,7,8,0,0,0,7,0,1.00,20,0.000,739,2.18,23.53,54.19,452,0,0,0,1.00,1.00,1.00,3,4,2,22.2,28.436
100000,6,12,1,0,0,5,0,1.40,22,0.000,720,2.30,31.73,42.95,1,0,0,0,1.67,1.00,1.50,2,2,3,22.6,19.802
100000,22,24,0,0,0,22,0,1.00,12,0.000,703,3.83,28.63,55.51,1,2,1,0,1.00,1.00,1.00,4,6,4,39.6,45.361
100000,11,15,1,0,0,10,0,1.33,14,0.000,693,2.19,51.75,38.44,1,1,2,0,1.50,1.00,1.40,3,5,4,34.3,28.409
100000,9,12,1,0,0,8,0,1.38,16,0.000,678,2.22,71.96,8.64,1,0,0,0,1.50,1.50,1.25,2,4,4,15.9,27.019
100000,13,13,1,0,0,12,0,1.22,14,0.000,672,2.90,27.06,56.23,408,0,0,0,1.00,1.33,1.33,4,3,6,19.6,33.129
100000,9,28,0,0,0,9,0,1.00,20,0.000,668,1.64,50.71,41.98,408,0,0,0,1.00,1.00,1.00,1,3,3,18.6,23.456
100000,7,10,2,1,0,4,1,1.79,18,0.143,667,2.61,33.92,10.95,1,1,1,1,2.67,1.00,1.75,4,4,3,28.1,26.015
100000,9,64,6,0,0,3,0,3.80,12,0.000,663,2.74,22.94,165.12,405,1,2,0,3.00,2.67,5.25,4,4,6,34.0,20.209
100000,50,64,8,7,0,35,2,3.00,0,0.140,663,6.92,191.36,126.15,405,0,1,2,3.00,1.25,3.88,6,8,8,22.7,71.664
100000,22,64,3,4,0,15,2,2.00,10,0.182,657,2.37,56.00,95.68,405,0,0,2,3.00,1.00,2.00,4,8,3,19.5,41.112
100000,18,20,0,0,0,18,0,1.00,12,0.000,650,2.08,86.73,34.55,408,0,0,0,1.00,1.00,1.00,4,4,6,21.4,36.349
100000,58,64,8,13,0,37,2,2.94,0,0.224,648,6.13,134.21,40.59,405,0,0,2,3.00,1.00,3.88,5,8,8,13.1,80.789
100000,2,4,0,0,0,2,0,1.00,26,0.000,646,2.16,18.32,8.52,408,1,1,0,1.00,1.00,1.00,1,2,1,28.3,18.738
100000,43,64,6,7,0,30,2,2.64,4,0.163,640,4.18,67.52,137.63,405,0,0,2,3.00,1.00,3.12,6,8,6,21.7,60.749
