step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,27,27,0,0,6,21,0,1.00,2,0.000,2962,4.06,612.11,580.32,1,1,1,0,1.00,1.00,1.00,4,8,7,30.6,178.313
100000,11,11,0,0,0,11,0,1.00,14,0.000,2934,1.82,443.03,87.35,1,1,1,0,1.00,1.00,1.00,3,4,5,33.3,110.909
100000,11,11,0,0,0,11,0,1.00,14,0.000,2833,1.56,289.47,41.10,1,1,1,0,1.00,1.00,1.00,2,3,6,28.5,107.091
100000,12,12,0,0,0,12,0,1.00,14,0.000,2823,2.29,201.53,71.23,1,1,1,0,1.00,1.00,1.00,3,4,5,34.2,110.661
100000,11,11,0,0,0,11,0,1.00,14,0.000,2804,2.62,184.69,51.10,1,1,1,0,1.00,1.00,1.00,5,3,6,29.7,105.995
100000,27,27,0,0,6,21,0,1.00,2,0.000,2782,4.58,742.49,177.20,1,1,1,0,1.00,1.00,1.00,5,8,7,31.5,167.477
100000,11,11,0,0,0,11,0,1.00,14,0.000,2709,2.33,256.59,102.40,1,1,1,0,1.00,1.00,1.00,3,3,6,32.6,102.404
100000,10,10,0,0,0,10,0,1.00,16,0.000,2437,1.81,384.51,37.83,1,1,1,0,1.00,1.00,1.00,2,2,6,30.8,88.706
100000,9,9,0,0,0,9,0,1.00,16,0.000,2386,2.74,278.69,65.69,1,1,1,0,1.00,1.00,1.00,2,3,5,28.5,83.512
100000,14,14,0,0,9,5,0,1.00,10,0.000,2250,3.00,167.76,15.19,1,1,1,0,1.00,1.00,1.00,4,8,3,31.6,94.500
100000,6,6,0,0,0,6,0,1.00,18,0.000,2096,2.54,118.46,103.52,1,1,1,0,1.00,1.00,1.00,2,1,6,26.3,64.557
100000,8,8,0,0,0,8,0,1.00,16,0.000,1873,0.51,97.12,134.41,1,1,1,0,1.00,1.00,1.00,2,8,4,28.2,62.933
100000,11,11,0,0,0,11,0,1.00,14,0.000,1619,2.40,106.45,164.17,1,1,1,0,1.00,1.00,1.00,2,3,6,31.9,61.198
100000,8,8,0,0,0,8,0,1.00,16,0.000,1512,1.81,52.40,57.25,1,0,0,0,1.00,1.00,1.00,3,2,6,7.6,50.803
100000,11,11,0,0,0,11,0,1.00,14,0.000,1406,1.12,63.82,52.20,1,0,0,0,1.00,1.00,1.00,3,3,6,3.0,53.147
100000,11,11,0,0,0,11,0,1.00,14,0.000,1336,2.01,66.65,78.31,1,0,0,0,1.00,1.00,1.00,4,3,6,16.7,50.501
100000,11,11,0,0,0,11,0,1.00,14,0.000,1320,1.70,49.24,64.67,1,2,1,0,1.00,1.00,1.00,5,3,6,38.6,49.896
100000,11,11,0,0,0,11,0,1.00,14,0.000,1320,0.35,42.97,62.34,1,1,1,0,1.00,1.00,1.00,3,3,6,36.4,49.896
100000,22,22,0,0,0,22,0,1.00,0,0.000,1273,1.89,154.91,124.86,1,0,0,0,1.00,1.00,1.00,5,8,8,24.2,67.723
100000,11,11,0,0,0,11,0,1.00,14,0.000,1266,1.83,49.51,57.29,1,1,1,0,1.00,1.00,1.00,5,3,6,33.6,47.855
100000,11,11,0,0,0,11,0,1.00,14,0.000,1254,2.15,56.43,73.20,1,0,0,0,1.00,1.00,1.00,2,3,6,15.8,47.401
100000,22,22,0,0,0,22,0,1.00,0,0.000,1237,3.03,234.21,118.12,1,0,0,0,1.00,1.00,1.00,6,8,8,23.8,65.808
100000,11,11,0,0,0,11,0,1.00,14,0.000,1139,0.15,53.89,51.17,1,1,0,0,1.00,1.00,1.00,3,3,6,25.6,43.054
100000,11,11,0,0,0,11,0,1.00,14,0.000,1116,2.38,70.28,59.04,1,1,0,0,1.00,1.00,1.00,4,3,6,25.8,42.185
100000,8,8,0,0,0,8,0,1.00,16,0.000,1098,1.69,77.39,35.60,1,1,1,0,1.00,1.00,1.00,4,8,4,27.5,36.893
