step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,2104,1.588,0.315,7.77,182688,171136,118,0,11507,510,1040932.2,483973.0,0.122,0.475,0.173,0.230,196,12.00,7.83,0.61,3.15,0.16,1.33,0.02,0.30,11.21,6.82,0.00,0.04,0.010,0.069,339,0.122,0.090,0.887,0.000,0.023,298026,283577,2,0.848,0.135,0.006,119451,0.225,1.688,0.020,29.38,93042,0,948.967,0.000,0.287,6791010,1.16,13.41,0.000,0.001,0.000,6,9,23,59,25247,0.096,0.00,0.0044,0.049,383,0.529,0.000,0.668,0.422,3.30,4.31,5.22,0.01,0.004,1.12,1.22,1.16,0.529,0.00236,9.79,67.3071,1987.75,121602.4,139698.5,28.344,38.4055,122.462,601.456,0.962,0.392,87.0,87.195,133.806,216,696.0,45.14,8.757,96.324,2048.8,76.667,0.135,2.00,4.2753,8995.3,0.6000,0.1085
120000,2346,1.557,0.283,7.75,181494,168651,214,0,12387,316,1032812.0,474658.6,0.122,0.473,0.166,0.239,197,11.03,7.00,0.43,2.46,0.24,1.70,0.03,0.42,10.32,5.83,0.00,0.04,0.018,0.105,315,0.102,0.099,0.874,0.000,0.027,293911,279604,1,0.761,0.239,0.008,297026,0.189,1.544,0.018,29.57,91035,0,1502.084,0.000,0.228,6653470,1.12,14.34,0.001,0.000,0.000,6,9,20,64,25880,0.099,0.00,0.0043,0.044,506,0.525,0.000,0.667,0.419,3.12,3.76,5.19,0.00,0.001,1.07,1.19,1.12,0.525,0.00217,10.06,66.1975,1678.80,120864.9,139698.0,27.743,39.5241,121.334,599.408,0.931,0.389,94.5,86.440,132.751,138,388.1,37.99,8.064,96.471,2077.7,75.599,0.135,2.00,4.2308,9925.4,0.6172,0.1360
130000,2211,1.585,0.277,7.70,187668,174599,179,0,13025,261,1063259.9,493626.7,0.115,0.473,0.167,0.245,199,11.82,8.41,0.55,2.99,0.11,1.10,0.04,0.64,11.12,6.99,0.00,0.00,0.007,0.070,292,0.195,0.099,0.875,0.000,0.026,298620,282151,4,0.882,0.052,0.006,107017,0.227,1.445,0.017,33.05,93716,0,1891.290,0.000,0.273,6625199,1.13,13.94,0.006,0.001,0.000,7,9,21,64,26128,0.100,0.00,0.0043,0.043,464,0.502,0.000,0.652,0.410,3.24,3.85,5.26,0.00,0.002,1.04,1.21,1.14,0.502,0.00244,11.84,68.0361,1761.73,122749.2,139697.6,25.728,36.4732,126.272,573.204,0.956,0.395,91.1,89.992,127.911,187,578.2,34.19,8.103,93.223,1716.8,75.342,0.135,2.00,3.7508,8293.1,0.5342,0.0849
140000,2227,1.595,0.293,7.93,184957,172409,140,0,12392,326,1053573.6,487901.1,0.119,0.476,0.163,0.242,198,11.45,7.13,0.51,2.82,0.18,1.20,0.03,0.55,10.74,6.19,0.00,0.00,0.012,0.085,347,0.123,0.078,0.892,0.000,0.030,292336,276411,2,0.423,0.569,0.005,282592,0.180,1.523,0.019,32.20,91677,0,1496.629,0.000,0.275,6805303,1.16,13.92,0.001,0.001,0.000,7,9,20,64,25501,0.097,0.00,0.0044,0.047,465,0.517,0.000,0.654,0.406,3.26,3.86,5.38,0.01,0.008,1.07,1.24,1.17,0.517,0.00236,11.41,67.0576,1799.57,121816.3,139697.1,26.732,36.3867,125.224,576.420,0.966,0.394,89.5,89.219,129.193,203,656.5,42.50,8.193,93.500,1859.4,75.251,0.135,2.00,4.0115,8933.6,0.5614,0.2051
150000,2054,1.596,0.328,7.50,185740,174244,158,0,11511,387,1044353.1,483194.0,0.124,0.468,0.163,0.246,195,11.66,7.85,0.47,2.99,0.19,1.43,0.07,0.99,10.94,6.66,0.00,0.00,0.011,0.080,297,0.199,0.084,0.886,0.000,0.031,295931,281382,2,0.866,0.129,0.011,205023,0.218,1.714,0.020,29.57,91946,0,1248.563,0.000,0.274,6904332,1.13,13.79,0.000,0.000,0.000,7,9,22,63,23955,0.091,0.00,0.0046,0.047,403,0.538,0.000,0.675,0.409,3.22,3.92,5.33,0.00,0.001,1.08,1.19,1.13,0.538,0.00240,9.92,67.0601,1883.82,122456.6,139696.7,27.651,38.3412,123.615,601.568,0.943,0.394,84.3,87.994,133.667,220,755.7,46.73,8.712,96.698,2227.1,76.933,0.135,2.00,3.9080,8027.0,0.5671,0.1550
160000,2226,1.562,0.311,7.41,186494,172819,140,3,13360,417,1055518.0,501701.2,0.111,0.480,0.164,0.245,197,11.25,7.66,0.44,2.61,0.15,1.25,0.04,0.69,10.62,6.80,0.00,0.00,0.008,0.058,318,0.197,0.090,0.879,0.000,0.031,309575,296340,1,0.977,0.023,0.007,193873,0.215,1.536,0.021,29.89,89614,376,1203.120,0.000,0.262,7438515,1.13,14.46,0.003,0.000,0.000,6,8,21,64,25036,0.096,0.00,0.0045,0.043,457,0.549,0.000,0.660,0.432,3.25,3.78,5.26,0.01,0.003,1.06,1.19,1.14,0.549,0.00225,10.19,69.4446,2144.32,121432.5,139696.3,26.598,38.3334,124.476,600.266,0.988,0.391,88.9,88.615,132.709,218,672.4,37.55,8.356,97.158,1809.3,77.997,0.134,2.00,4.0927,9110.3,0.6149,0.2293
170000,2049,1.641,0.323,6.98,179757,167367,139,0,12428,164,1050877.6,506541.7,0.126,0.463,0.169,0.243,198,12.38,8.19,0.36,2.88,0.12,0.98,0.03,0.55,11.87,7.45,0.00,0.00,0.009,0.055,280,0.161,0.079,0.903,0.000,0.018,309104,298474,1,0.649,0.351,0.008,140414,0.210,1.713,0.021,29.88,89307,0,3088.669,0.000,0.259,6985507,1.10,13.02,0.007,0.000,0.000,7,10,21,64,25367,0.097,0.00,0.0043,0.055,475,0.545,0.000,0.651,0.452,3.44,3.93,5.81,0.00,0.002,1.06,1.15,1.11,0.545,0.00237,10.39,70.5104,2180.31,122358.8,139696.0,26.758,39.2519,122.995,582.588,0.950,0.395,86.2,87.535,132.155,224,730.4,37.92,8.132,96.810,1916.5,77.334,0.135,2.00,3.9449,8083.2,0.5451,0.2415
180000,1985,1.665,0.311,6.73,179501,165430,206,0,13929,240,1052310.6,503716.3,0.093,0.512,0.169,0.226,200,12.37,8.69,0.32,2.21,0.13,0.95,0.07,0.85,11.85,7.93,0.00,0.00,0.010,0.076,237,0.144,0.083,0.898,0.000,0.020,301909,289871,1,0.994,0.006,0.011,360768,0.199,1.654,0.019,29.53,80828,0,2098.818,0.000,0.291,8078084,1.08,13.36,0.006,0.000,0.000,7,10,22,64,24557,0.094,0.00,0.0045,0.039,406,0.574,0.000,0.633,0.439,3.51,3.71,5.93,0.00,0.001,1.02,1.14,1.09,0.574,0.00259,10.39,70.3324,2047.76,122044.4,139696.0,27.545,38.5066,122.645,579.434,0.965,0.396,83.9,87.371,132.085,202,703.0,39.33,7.402,96.379,1843.5,77.742,0.135,2.00,4.3714,8677.3,0.5941,0.0909
190000,2156,1.629,0.306,6.84,182329,167527,124,0,14507,177,1058375.0,523284.9,0.093,0.524,0.173,0.210,199,12.15,8.60,0.39,2.62,0.10,1.13,0.02,0.40,11.64,7.76,0.00,0.00,0.007,0.064,289,0.158,0.072,0.905,0.001,0.022,313536,302874,1,0.987,0.013,0.002,129713,0.212,1.716,0.018,29.04,81311,0,2956.412,0.000,0.279,8961215,1.10,13.65,0.007,0.001,0.000,6,9,22,64,26194,0.100,0.00,0.0042,0.043,482,0.600,0.000,0.643,0.450,3.49,3.59,6.10,0.00,0.000,1.07,1.15,1.10,0.600,0.00236,10.06,71.6264,2045.45,120158.4,139696.2,27.489,37.6282,124.248,607.309,0.945,0.393,89.2,88.478,133.471,167,540.3,43.39,7.875,97.252,1940.6,78.820,0.134,2.00,4.8266,10406.2,0.6446,0.1307
200000,2189,1.648,0.288,6.45,181122,165933,187,0,14969,107,1058384.8,526000.3,0.083,0.525,0.190,0.202,200,12.06,7.52,0.27,2.32,0.14,1.69,0.03,0.57,11.63,6.78,0.00,0.02,0.007,0.064,273,0.161,0.080,0.901,0.001,0.018,318483,307511,1,0.960,0.040,0.003,141437,0.193,1.714,0.018,28.44,80175,0,4915.891,0.000,0.259,9137048,1.07,13.22,0.001,0.000,0.000,6,10,20,64,26393,0.101,0.00,0.0042,0.046,490,0.606,0.000,0.651,0.461,3.60,3.71,6.28,0.00,0.001,1.02,1.11,1.07,0.606,0.00228,9.65,72.7794,2098.46,121471.2,139696.0,28.169,38.3173,123.365,608.867,0.957,0.396,91.0,87.832,134.457,196,645.5,83.09,8.039,97.575,1488.7,79.348,0.134,2.00,4.2389,9278.9,0.5729,0.1027
