step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,17,64,13,0,0,4,0,5.95,10,0.000,2426,3.36,413.11,133.51,59,0,0,0,4.88,3.38,10.83,6,3,8,16.3,129.220
100000,13,64,10,0,0,3,0,5.40,12,0.000,2215,1.61,287.16,235.39,59,0,0,0,3.75,3.00,13.50,3,2,8,25.0,105.744
100000,12,64,10,0,0,2,0,5.50,12,0.000,1757,1.26,121.43,93.12,59,0,0,0,3.75,3.25,13.50,6,2,8,14.8,85.328
100000,10,64,10,0,0,0,0,5.70,12,0.000,1431,1.97,88.84,185.82,59,0,0,0,3.75,3.75,13.50,3,2,8,15.4,54.749
100000,25,64,10,0,0,15,0,4.12,6,0.000,1010,3.70,138.87,215.41,59,1,0,0,3.75,2.12,6.00,3,5,8,36.2,74.115
100000,20,54,0,0,0,20,0,1.00,14,0.000,995,1.70,164.76,177.83,59,1,1,0,1.00,1.00,1.00,4,4,5,28.8,54.260
100000,46,64,10,6,0,30,1,3.73,2,0.130,986,4.48,170.86,145.33,59,0,0,1,3.75,2.25,4.57,6,7,8,17.4,119.272
100000,15,64,10,0,0,5,0,5.20,12,0.000,957,2.12,87.27,109.52,59,1,1,0,3.75,2.50,13.50,6,2,8,27.1,52.678
100000,44,64,10,9,0,25,2,3.62,0,0.205,947,3.28,206.06,106.96,59,0,0,2,3.75,2.50,4.12,5,8,8,22.4,108.349
100000,28,64,10,0,0,18,0,4.21,8,0.000,913,3.27,256.10,186.06,59,0,0,0,3.75,1.62,7.25,4,4,8,16.9,74.150
100000,27,64,12,0,0,15,0,4.71,8,0.000,911,2.73,127.49,201.21,59,0,1,0,4.50,1.62,8.00,4,4,8,23.4,77.099
100000,12,64,9,0,0,3,0,3.95,12,0.000,890,2.09,168.81,178.70,59,0,1,0,3.50,3.00,6.75,3,2,8,20.3,32.043
100000,5,13,0,0,0,5,0,1.00,22,0.000,870,0.48,36.10,34.75,59,1,1,0,1.00,1.00,1.00,2,3,2,29.0,27.415
100000,2,15,0,0,0,2,0,1.00,26,0.000,865,1.76,6.55,40.92,59,0,0,0,1.00,1.00,1.00,1,1,2,18.3,22.518
100000,29,64,10,0,0,19,0,4.21,8,0.000,861,3.48,111.02,182.70,59,0,0,0,3.75,1.62,7.25,6,4,8,13.6,74.809
100000,16,64,10,0,0,6,0,5.10,12,0.000,850,3.29,70.02,146.38,59,0,1,0,3.75,2.25,13.50,3,2,8,16.9,53.219
100000,2,10,0,0,0,2,0,1.00,26,0.000,834,1.48,6.70,26.10,59,0,0,0,1.00,1.00,1.00,1,2,1,17.8,29.904
100000,59,62,16,19,0,24,4,4.31,0,0.322,831,6.06,138.84,257.57,59,0,0,4,6.00,1.00,5.12,9,8,8,19.8,123.924
100000,14,64,10,0,0,4,0,4.54,6,0.000,819,0.61,83.81,89.36,59,1,0,0,3.75,3.50,6.00,4,5,8,32.6,39.068
100000,3,15,0,0,0,3,0,1.00,24,0.000,815,2.27,19.93,24.03,59,0,0,0,1.00,1.00,1.00,1,2,2,22.1,28.487
100000,10,32,0,0,0,10,0,1.00,18,0.000,784,2.33,41.11,78.08,59,0,0,0,1.00,1.00,1.00,4,4,3,19.4,34.723
100000,11,14,0,0,0,11,0,1.00,16,0.000,784,2.98,62.59,32.12,59,0,0,0,1.00,1.00,1.00,2,4,4,17.7,41.796
100000,11,14,0,0,0,11,0,1.00,16,0.000,776,1.60,93.48,26.76,59,0,0,0,1.00,1.00,1.00,2,5,3,13.9,38.197
100000,49,64,9,10,0,30,2,2.66,0,0.204,776,6.53,126.59,158.65,59,0,0,2,3.50,2.25,2.44,5,8,8,20.2,100.060
100000,12,64,9,0,0,3,0,4.73,10,0.000,766,2.35,89.27,57.52,59,0,1,0,3.38,2.88,9.00,2,3,8,16.8,30.463
100000,24,64,10,1,0,13,1,4.21,8,0.042,765,3.98,87.64,87.48,59,0,1,1,3.75,1.62,7.25,4,8,8,23.5,59.372
100000,26,64,8,7,0,11,3,2.59,0,0.269,744,3.01,100.47,47.04,59,0,0,3,3.25,2.62,2.25,5,8,8,15.4,59.365
100000,4,15,0,0,0,4,0,1.00,24,0.000,729,2.08,17.79,26.09,59,0,1,0,1.00,1.00,1.00,4,2,2,17.3,26.406
100000,31,64,10,6,0,15,2,3.75,0,0.194,701,3.32,110.34,61.44,59,0,0,2,3.75,3.00,4.12,7,8,8,20.3,60.985
100000,4,12,0,0,0,4,0,1.00,24,0.000,696,1.08,25.02,48.43,59,1,1,0,1.00,1.00,1.00,1,2,2,35.2,21.289
100000,4,4,0,0,0,4,0,1.00,24,0.000,686,2.26,22.98,14.36,59,0,0,0,1.00,1.00,1.00,1,2,2,12.6,27.440
100000,4,11,0,0,0,4,0,1.00,22,0.000,665,0.78,29.98,15.34,59,1,1,0,1.00,1.00,1.00,2,4,1,33.6,15.858
100000,58,64,10,15,0,33,3,3.41,0,0.259,664,6.77,42.19,152.41,59,2,2,3,3.75,1.62,4.12,4,8,8,42.6,97.870
100000,4,8,0,0,0,4,0,1.00,24,0.000,663,0.41,6.84,24.77,59,0,0,0,1.00,1.00,1.00,2,2,2,24.4,21.912
100000,41,64,10,5,0,26,3,3.41,0,0.122,663,3.34,195.66,184.88,59,0,1,3,3.75,1.62,4.12,6,8,8,18.5,70.612
100000,3,13,0,0,0,3,0,1.00,24,0.000,657,0.87,30.19,16.16,59,0,0,0,1.00,1.00,1.00,3,2,2,20.4,20.119
100000,4,4,0,0,0,4,0,1.00,24,0.000,650,1.65,33.77,9.54,59,0,0,0,1.00,1.00,1.00,1,2,2,14.1,26.000
100000,9,15,0,0,0,9,0,1.00,18,0.000,644,2.09,44.87,53.25,59,1,0,0,1.00,1.00,1.00,3,4,3,27.3,27.429
100000,20,64,10,2,0,8,2,3.66,0,0.100,641,2.15,58.32,50.86,59,0,0,2,3.75,2.62,4.12,5,8,8,18.7,40.064
100000,18,19,0,0,0,18,0,1.00,10,0.000,628,2.45,35.94,61.78,59,0,0,0,1.00,1.00,1.00,6,3,8,19.8,42.089
100000,45,64,10,2,0,33,1,3.57,4,0.044,615,6.02,85.28,202.52,59,0,0,1,3.75,1.00,5.17,6,6,8,21.7,73.650
100000,10,11,0,0,0,10,0,1.00,18,0.000,609,2.59,58.01,56.14,59,0,0,0,1.00,1.00,1.00,3,4,3,16.6,31.191
100000,23,64,10,0,0,13,0,4.50,10,0.000,605,2.69,119.45,219.30,59,1,2,0,3.75,1.62,9.33,3,3,8,33.9,37.546
100000,3,13,0,0,0,3,0,1.00,24,0.000,595,1.58,15.23,21.86,59,0,0,0,1.00,1.00,1.00,2,2,2,24.4,16.735
100000,23,64,10,0,0,13,0,4.50,10,0.000,588,4.01,107.00,49.08,59,0,0,0,3.75,1.62,9.33,5,3,8,10.6,40.682
100000,59,64,14,24,0,21,4,4.19,0,0.407,576,7.85,79.43,125.29,59,0,0,4,5.25,2.00,4.75,8,8,8,23.1,85.663
100000,9,17,0,0,0,9,0,1.00,16,0.000,575,2.36,38.87,39.25,59,1,1,0,1.00,1.00,1.00,4,5,3,31.3,23.663
100000,11,16,0,0,0,11,0,1.00,18,0.000,575,1.90,39.93,42.09,59,0,0,0,1.00,1.00,1.00,3,4,3,23.8,26.651
100000,13,64,9,0,0,4,0,4.90,12,0.000,571,2.03,132.57,155.10,59,1,0,0,3.38,2.38,13.00,3,2,8,26.2,19.237
100000,16,64,10,0,0,6,0,5.00,10,0.000,565,0.00,31.62,104.23,59,0,0,0,3.75,3.00,9.33,3,3,8,20.3,30.668
100000,44,64,10,11,0,23,3,3.53,0,0.250,557,3.75,65.43,283.43,59,0,0,3,3.75,2.12,4.12,6,8,8,18.1,65.147
100000,19,64,18,0,0,1,0,8.50,8,0.000,551,0.23,25.63,151.40,59,0,0,0,6.75,5.75,13.00,4,4,8,15.1,28.195
100000,3,12,0,0,0,3,0,1.00,24,0.000,547,2.02,11.89,23.04,59,2,2,0,1.00,1.00,1.00,2,1,3,37.8,15.005
100000,3,10,0,0,0,3,0,1.00,24,0.000,547,1.28,14.62,14.15,59,1,1,0,1.00,1.00,1.00,2,3,1,33.7,20.270
100000,7,14,0,0,0,7,0,1.00,18,0.000,536,2.32,32.27,37.85,59,0,0,0,1.00,1.00,1.00,4,3,4,13.4,21.725
100000,34,44,0,0,0,34,0,1.00,6,0.000,535,4.98,41.73,91.53,59,0,0,0,1.00,1.00,1.00,6,5,8,13.0,52.395
100000,13,14,1,0,0,12,0,1.33,14,0.000,532,0.96,29.29,32.89,59,1,0,0,1.00,1.50,1.40,4,5,4,27.2,30.321
100000,46,64,8,7,0,31,2,1.97,0,0.152,525,4.82,79.82,137.26,59,0,1,2,3.25,1.62,1.50,6,8,8,21.4,63.241
100000,30,64,10,0,0,20,0,4.21,8,0.000,520,4.94,64.88,259.12,59,1,2,0,3.75,1.62,7.25,5,4,8,32.6,39.544
100000,14,23,0,6,0,8,0,1.00,14,0.429,517,2.92,48.50,8.52,59,0,0,0,1.00,1.00,1.00,2,4,5,21.4,29.213
100000,64,64,10,18,0,36,3,3.25,0,0.281,513,5.91,107.67,91.98,59,0,0,3,3.75,1.00,4.12,9,8,8,11.9,82.080
100000,7,11,0,0,0,7,0,1.00,20,0.000,510,2.42,32.04,26.25,59,0,0,0,1.00,1.00,1.00,2,4,2,15.5,19.203
100000,12,64,0,0,1,11,0,1.00,18,0.000,510,1.26,18.86,49.59,59,0,0,0,1.00,1.00,1.00,2,4,3,21.4,20.862
