step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,2283,2.175,0.544,6.76,221425,189218,9,22243,10106,1843637,1008733.2,1845526.9,0.031,0.730,0.133,0.105,100,23.04,19.41,3.13,6.28,2.86,6.49,0.14,1.91,16.91,11.93,0.39,0.93,0.053,0.120,888,0.063,0.043,0.934,0.000,0.023,398093,325324,3,0.273,0.461,0.012,277234,0.138,2.249,0.036,18.56,113620,137,1.001,0.341,0.656,12679027,1.86,10.96,0.118,0.326,0.170,7,15,64,64,52594,0.201,0.00,0.0026,0.075,424,0.631,0.001,0.777,0.472,4.08,5.17,5.39,0.40,0.170,1.99,1.23,2.32,0.656,0.00792,3.62,183.5835,5810.37,106176.2,139317.7,36.111,78.9640,199.412,399.307,0.965,0.353,44.2,45.163,152.804,202,464.0,63.52,9.171,105.549,2211.5,85.447,0.134,2.00,7.9550,18161.3,0.7157,0.3524
120000,2401,2.201,0.554,6.60,223052,192327,0,20380,10227,1779772,1008277.2,1824696.6,0.030,0.731,0.134,0.105,101,23.10,19.00,3.29,6.24,2.82,6.67,0.11,1.46,16.88,11.58,0.41,1.00,0.050,0.116,964,0.156,0.038,0.941,0.000,0.021,400967,326064,4,0.514,0.260,0.008,308039,0.155,2.272,0.036,18.28,113065,136,1.025,0.341,0.662,12830691,1.90,11.00,0.111,0.327,0.167,7,15,64,64,55455,0.212,0.00,0.0025,0.075,399,0.634,0.001,0.781,0.471,3.98,5.09,5.46,0.43,0.170,2.08,1.24,2.26,0.657,0.00736,3.48,184.2838,6291.80,104260.1,139280.8,36.040,79.3562,199.034,398.182,0.964,0.348,45.3,44.769,153.226,175,369.4,57.46,9.150,106.040,1993.8,85.843,0.134,2.00,8.1253,19508.9,0.7039,0.3537
130000,2524,2.069,0.514,6.69,232868,203647,16,18519,10563,1623341,1010570.6,1829660.4,0.025,0.729,0.131,0.114,101,20.99,18.01,2.70,5.47,2.42,6.29,0.08,1.08,15.78,11.27,0.36,0.93,0.044,0.115,898,0.165,0.042,0.929,0.000,0.030,412266,341815,3,0.494,0.169,0.010,289654,0.132,2.137,0.033,17.88,109068,141,1.127,0.343,0.643,13633599,1.76,11.60,0.095,0.290,0.143,6,14,61,64,52969,0.202,0.00,0.0025,0.077,399,0.637,0.001,0.781,0.463,3.86,5.04,5.22,0.37,0.145,1.90,1.22,2.11,0.657,0.00679,3.61,188.8571,5704.16,103754.8,139247.1,36.053,79.2645,202.754,402.090,0.951,0.346,42.5,44.863,152.796,157,405.7,54.08,8.372,106.302,1883.1,86.601,0.134,2.00,8.2198,20746.7,0.7645,0.3653
140000,2592,2.062,0.516,6.60,230493,207071,9,14182,9163,1641295,1017297.3,1841838.9,0.018,0.747,0.127,0.107,102,20.52,17.35,2.49,4.93,2.13,5.69,0.17,2.03,15.73,10.56,0.31,0.91,0.040,0.109,805,0.229,0.052,0.920,0.000,0.028,416483,351951,4,0.560,0.033,0.014,263460,0.148,2.168,0.033,17.59,110266,148,1.122,0.321,0.655,14184618,1.70,11.58,0.092,0.279,0.123,8,14,60,64,53182,0.203,0.00,0.0025,0.071,425,0.652,0.001,0.801,0.472,3.81,4.95,5.34,0.32,0.125,1.82,1.24,2.01,0.672,0.00655,3.52,191.2759,5866.84,103442.5,139211.4,36.225,79.2238,203.407,406.759,0.969,0.349,43.9,44.838,152.840,173,393.4,49.65,8.315,106.501,1789.1,87.670,0.135,2.00,8.0480,20860.5,0.7438,0.3588
150000,2816,2.066,0.500,6.75,247725,221205,19,15532,10745,1591205,1019604.2,1866965.2,0.019,0.737,0.129,0.115,102,20.55,18.70,2.95,6.07,2.58,6.30,0.10,1.63,14.92,10.69,0.37,0.90,0.046,0.112,977,0.179,0.040,0.926,0.000,0.034,432583,363937,3,0.567,0.037,0.009,265924,0.147,1.998,0.033,17.78,112819,146,1.173,0.334,0.684,14649344,1.83,12.19,0.102,0.329,0.163,6,12,64,64,57876,0.221,0.00,0.0024,0.085,424,0.642,0.001,0.809,0.454,3.68,4.93,5.03,0.38,0.164,1.99,1.25,2.18,0.660,0.00613,3.52,194.7225,5869.36,104492.6,139180.5,36.252,78.3199,208.592,412.719,0.965,0.349,49.2,45.848,153.378,160,373.9,42.03,8.374,106.286,1546.0,88.040,0.135,2.00,6.9166,19477.1,0.7118,0.3684
160000,2349,2.177,0.556,6.69,234380,207481,3,17593,9770,1775635,1013487.8,1860318.8,0.024,0.742,0.122,0.112,102,22.12,19.43,3.20,6.15,2.63,6.31,0.12,1.70,16.17,11.85,0.40,0.95,0.046,0.108,853,0.180,0.037,0.935,0.000,0.028,413174,344478,4,0.511,0.056,0.010,299455,0.135,2.425,0.034,18.15,111168,139,1.048,0.340,0.664,13631661,1.90,11.63,0.119,0.332,0.169,7,13,64,64,51954,0.198,0.00,0.0027,0.079,412,0.634,0.001,0.793,0.461,3.89,5.02,5.25,0.40,0.169,2.06,1.25,2.32,0.656,0.00763,3.44,188.1675,6218.65,105284.0,139145.5,37.015,77.7760,203.739,412.378,0.967,0.354,43.1,45.686,153.512,191,420.0,91.05,8.910,105.237,2022.5,86.677,0.135,2.00,7.8964,18548.7,0.7531,0.3546
170000,2302,2.185,0.527,6.69,230909,204194,15,17151,9596,1650786,1009277.0,1818593.2,0.024,0.738,0.128,0.110,102,23.19,19.30,3.41,6.55,3.17,7.05,0.14,1.49,16.47,10.98,0.47,1.07,0.058,0.129,1001,0.080,0.037,0.932,0.000,0.030,406473,337999,4,0.453,0.007,0.016,270563,0.138,2.122,0.034,18.09,111468,141,1.102,0.332,0.651,13336372,1.91,11.32,0.113,0.339,0.181,6,16,64,64,53383,0.204,0.00,0.0027,0.078,378,0.631,0.001,0.782,0.461,4.14,5.21,5.20,0.48,0.182,2.10,1.25,2.30,0.652,0.00771,3.44,186.1048,5819.18,105778.3,139109.7,36.798,78.4553,201.464,405.739,0.967,0.353,44.5,45.192,153.448,184,447.3,44.00,8.963,105.510,1927.3,86.191,0.136,2.00,8.0620,18558.8,0.7029,0.3633
180000,2192,2.330,0.532,6.32,220381,190653,2,20984,8852,1810049,1009742.9,1825522.9,0.029,0.741,0.126,0.103,103,25.76,21.21,3.83,6.97,3.73,7.17,0.20,1.65,18.00,12.58,0.53,1.04,0.066,0.121,966,0.065,0.039,0.941,0.000,0.020,395109,320333,4,0.513,0.071,0.022,354714,0.141,2.190,0.032,18.47,110705,137,1.009,0.336,0.659,12397677,2.08,10.59,0.154,0.375,0.229,6,16,64,64,56461,0.215,0.00,0.0026,0.081,387,0.619,0.001,0.768,0.472,4.36,5.33,5.51,0.55,0.233,2.14,1.34,2.70,0.642,0.00837,3.51,182.4301,5694.07,107015.0,139073.4,36.681,78.6617,197.579,400.490,0.935,0.358,47.9,45.109,153.032,248,597.5,60.71,9.229,105.181,1922.9,85.605,0.135,2.00,7.7791,17051.7,0.6915,0.3549
190000,2086,2.259,0.509,5.84,209539,185136,8,17162,7339,1968287,1016297.9,1820797.8,0.023,0.760,0.129,0.088,105,25.26,20.47,3.57,5.95,3.58,7.21,0.11,1.39,18.00,12.50,0.56,1.04,0.066,0.124,846,0.092,0.037,0.943,0.000,0.019,386882,328457,2,0.817,0.000,0.012,365665,0.161,2.374,0.031,18.76,97156,136,0.925,0.337,0.636,12314298,2.01,10.28,0.140,0.378,0.246,7,16,64,64,52696,0.201,0.00,0.0027,0.092,456,0.626,0.001,0.771,0.486,4.36,5.41,5.54,0.57,0.249,2.04,1.31,2.64,0.651,0.00899,3.55,180.8035,5415.56,107006.1,139041.6,36.967,78.2370,195.106,398.831,0.928,0.358,44.8,45.082,152.646,178,473.4,59.93,9.395,104.558,1979.6,85.814,0.135,2.00,8.5756,17888.7,0.7210,0.3332
200000,2476,2.166,0.502,5.88,216231,196278,6,12683,6874,1859271,1016099.1,1814732.1,0.022,0.755,0.129,0.093,105,22.58,19.17,3.09,5.43,3.12,6.96,0.12,1.58,16.25,11.26,0.46,1.03,0.059,0.133,919,0.166,0.040,0.935,0.000,0.025,392099,329680,3,0.391,0.025,0.009,273856,0.164,2.108,0.034,18.36,91778,138,0.976,0.336,0.660,13097279,1.90,11.39,0.109,0.340,0.178,7,14,64,64,55902,0.213,0.00,0.0025,0.082,423,0.639,0.001,0.778,0.475,3.96,5.14,5.23,0.47,0.179,2.00,1.29,2.34,0.661,0.00733,3.53,183.5389,5546.17,104076.6,139007.9,36.477,78.3251,199.298,407.025,0.983,0.348,47.3,45.210,152.977,204,583.1,59.25,9.121,105.468,1722.0,86.503,0.136,2.00,8.1462,20170.0,0.7249,0.3368
