step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,3809,1.725,0.543,3.45,178545,161498,719,0,16337,62,605918.3,1899504.8,0.080,0.734,0.046,0.140,97,11.48,2.65,0.01,0.17,0.02,0.33,0.06,1.12,11.39,2.35,0.00,0.00,0.003,0.041,148,0.781,0.008,0.983,0.000,0.009,483640,478623,3,0.882,0.000,0.008,786808,0.142,2.003,0.039,9.04,70480,0,30637.173,0.000,0.913,40535789,1.00,16.38,0.000,0.000,0.000,8,12,12,63,43727,0.167,0.00,0.0014,0.012,160,0.924,0.000,0.267,0.641,6.07,7.48,7.18,0.00,0.000,1.00,1.00,1.00,0.924,0.00059,2.47,266.9721,6789.54,41681.4,140021.7,89.334,69.7915,210.722,131.708,0.563,0.138,2.2,2.229,146.905,321,873.8,41.38,4.872,63.000,769.6,56.025,0.135,2.00,21.5282,82000.9,2.0105,1.0405
120000,3935,1.771,0.526,3.38,183645,167399,653,0,15467,14,616028.6,1925117.6,0.073,0.740,0.051,0.137,96,11.63,2.82,0.01,0.29,0.01,0.18,0.04,0.82,11.57,2.68,0.00,0.00,0.001,0.028,129,0.773,0.010,0.981,0.000,0.009,482854,478022,3,0.909,0.000,0.006,264905,0.168,2.064,0.037,9.42,74113,0,137508.402,0.000,0.911,41196979,1.00,16.30,0.001,0.000,0.000,10,12,12,64,45762,0.175,0.00,0.0014,0.017,182,0.917,0.000,0.298,0.631,6.05,7.41,7.17,0.00,0.000,1.00,1.00,1.00,0.917,0.00064,2.67,270.7937,6966.68,42373.6,140016.5,88.019,70.7321,215.507,134.210,0.610,0.140,2.7,2.492,147.128,248,550.0,41.91,5.075,63.733,677.8,56.781,0.135,2.00,20.6179,81131.4,1.9254,0.6721
130000,3787,1.756,0.512,3.28,181804,166329,624,1,14998,14,613273.4,1936443.5,0.060,0.748,0.058,0.135,97,11.66,2.75,0.01,0.25,0.01,0.24,0.03,0.62,11.61,2.64,0.00,0.00,0.001,0.034,136,0.815,0.007,0.986,0.000,0.007,482274,477231,2,0.918,0.000,0.006,430677,0.153,1.968,0.035,9.51,73237,1,138317.393,1.000,0.920,41915276,1.00,16.26,0.001,0.000,0.000,11,12,12,64,44146,0.168,0.00,0.0014,0.010,176,0.920,0.000,0.267,0.634,6.23,7.60,7.36,0.00,0.000,1.00,1.00,1.00,0.920,0.00069,2.86,271.7392,6379.79,41269.8,140011.2,88.298,69.9530,216.612,135.808,0.584,0.137,2.4,2.619,146.439,307,801.9,46.02,4.943,63.176,663.2,56.520,0.135,2.00,21.8696,82820.2,2.0302,2.4963
140000,3902,1.740,0.488,3.50,183028,167332,639,1,14941,35,613980.6,1941736.4,0.067,0.734,0.058,0.141,98,11.59,3.02,0.01,0.61,0.01,0.34,0.08,1.30,11.49,2.54,0.00,0.00,0.000,0.015,131,0.778,0.007,0.983,0.000,0.011,483800,478824,2,0.883,0.000,0.017,456269,0.144,1.925,0.034,9.51,72783,118,55478.182,0.000,0.919,41266357,1.00,16.28,0.000,0.000,0.000,10,12,12,59,45235,0.173,0.00,0.0014,0.013,212,0.918,0.000,0.261,0.633,6.16,7.51,7.24,0.00,0.000,1.00,1.00,1.00,0.918,0.00068,2.95,272.4609,6203.53,41186.6,140006.0,88.167,70.0720,217.237,135.514,0.536,0.135,2.5,2.642,145.532,264,673.7,43.10,4.907,63.213,647.3,56.563,0.135,2.00,21.3049,83131.6,1.9871,0.5799
150000,3871,1.789,0.503,3.54,183171,167457,617,0,15128,10,611706.1,1936625.6,0.077,0.714,0.054,0.155,96,11.55,2.99,0.01,0.39,0.02,0.51,0.04,0.88,11.47,2.70,0.00,0.00,0.001,0.032,111,0.793,0.010,0.983,0.000,0.007,482917,479037,2,0.876,0.000,0.007,355244,0.154,1.939,0.037,9.47,76190,0,193662.562,0.000,0.918,39928180,1.00,16.28,0.001,0.000,0.000,10,12,12,64,44699,0.171,0.00,0.0014,0.012,161,0.913,0.000,0.255,0.632,6.17,7.54,7.27,0.00,0.000,1.01,1.01,1.00,0.913,0.00069,3.03,271.7253,6435.06,41344.4,140000.7,88.447,69.7375,216.556,132.834,0.559,0.137,2.4,2.643,144.570,256,659.2,40.03,4.882,62.891,711.3,56.290,0.136,2.00,21.3358,82590.7,1.9940,1.4028
160000,3880,1.732,0.498,3.54,180156,164168,677,0,15302,10,610058.2,1916499.8,0.071,0.721,0.050,0.158,97,11.37,2.94,0.01,0.44,0.03,0.43,0.03,0.84,11.30,2.79,0.00,0.00,0.004,0.061,130,0.782,0.009,0.980,0.000,0.011,482983,479002,2,0.872,0.000,0.004,326399,0.162,2.041,0.034,9.36,74898,0,191649.975,0.000,0.908,40063356,1.00,16.51,0.001,0.000,0.000,9,12,12,64,44125,0.168,0.00,0.0014,0.011,187,0.914,0.000,0.245,0.638,6.11,7.55,7.24,0.00,0.000,1.00,1.00,1.01,0.914,0.00065,2.87,269.1869,6440.97,41687.5,139995.4,88.703,69.7742,213.637,132.786,0.531,0.137,2.3,2.529,144.984,241,630.2,37.77,4.847,62.910,627.5,56.188,0.135,2.00,21.2765,82552.7,2.0028,4.8609
170000,3825,1.764,0.466,3.41,178324,162162,691,1,15525,32,608339.1,1914074.6,0.071,0.702,0.053,0.173,97,11.47,2.53,0.01,0.30,0.02,0.33,0.05,0.89,11.40,2.34,0.00,0.00,0.002,0.040,122,0.813,0.005,0.987,0.000,0.008,485540,481694,2,0.890,0.000,0.013,368727,0.151,1.669,0.035,9.09,75456,340,59814.832,0.000,0.933,39018620,1.00,16.40,0.000,0.000,0.000,9,12,12,63,43891,0.167,0.00,0.0014,0.015,143,0.916,0.000,0.221,0.643,6.20,7.57,7.31,0.00,0.000,1.00,1.00,1.00,0.916,0.00061,2.68,268.9175,5761.07,41649.1,139990.2,89.065,69.7619,212.694,132.442,0.544,0.137,2.4,2.331,145.312,289,768.0,30.77,4.811,63.010,669.5,56.243,0.135,2.00,21.7198,83078.2,2.0298,0.0457
180000,3872,1.742,0.492,3.43,180638,164901,669,0,15021,81,611410.9,1913656.9,0.075,0.694,0.057,0.175,98,11.54,3.51,0.01,0.31,0.02,0.37,0.11,1.42,11.40,3.00,0.00,0.00,0.002,0.047,164,0.743,0.010,0.978,0.000,0.012,480736,476929,2,0.905,0.000,0.014,329212,0.164,1.922,0.034,9.51,73297,0,23625.394,0.000,0.904,38331998,1.00,16.40,0.001,0.001,0.000,8,12,12,64,44684,0.170,0.00,0.0014,0.014,225,0.907,0.000,0.226,0.636,6.10,7.45,7.12,0.00,0.000,1.00,1.01,1.00,0.907,0.00066,2.80,269.0680,6231.54,42497.8,139984.9,88.508,70.0827,213.767,131.452,0.566,0.141,2.5,2.533,146.310,239,611.2,34.98,5.053,63.019,762.6,56.181,0.135,2.00,21.1235,81790.3,1.9805,0.4598
190000,3911,1.749,0.463,3.46,180170,163927,697,0,15507,9,609303.1,1915400.0,0.086,0.673,0.056,0.185,99,11.53,2.99,0.02,0.39,0.02,0.42,0.07,1.25,11.43,2.70,0.00,0.00,0.002,0.041,144,0.792,0.007,0.984,0.001,0.009,480180,476248,2,0.892,0.000,0.014,344395,0.151,1.783,0.031,9.56,71022,0,212822.222,0.000,0.917,36796479,1.01,16.39,0.001,0.000,0.000,9,12,12,64,45088,0.172,0.00,0.0014,0.013,141,0.904,0.000,0.219,0.637,6.25,7.54,7.28,0.00,0.000,1.00,1.01,1.01,0.904,0.00064,2.70,268.6646,5823.35,41947.5,139979.6,88.919,69.6909,213.316,132.530,0.536,0.139,2.4,2.475,146.008,263,676.2,41.42,5.136,62.664,650.4,55.880,0.134,2.00,21.1444,82695.6,1.9793,1.2828
200000,3747,1.746,0.497,3.32,176016,159960,689,0,15531,54,599958.7,1916114.0,0.081,0.655,0.054,0.210,103,11.73,2.75,0.02,0.56,0.02,0.62,0.11,0.96,11.58,2.52,0.00,0.00,0.001,0.033,135,0.790,0.007,0.986,0.000,0.007,474248,470433,2,0.926,0.000,0.059,1119004,0.118,1.882,0.038,9.12,70874,0,35483.593,0.000,0.922,36171979,1.01,16.23,0.000,0.000,0.000,9,12,12,64,43944,0.168,0.00,0.0014,0.012,178,0.914,0.000,0.183,0.639,6.31,7.54,7.25,0.00,0.000,1.01,1.01,1.01,0.914,0.00061,2.63,267.9880,6274.31,39792.2,139974.1,90.305,68.4285,213.278,131.010,0.562,0.130,2.4,2.258,146.546,273,729.4,36.55,4.844,61.787,695.7,55.296,0.134,2.00,22.5802,84608.1,2.0754,0.9465
210000,3882,1.785,0.443,3.30,176580,160273,750,0,15422,36,603634.1,1920790.0,0.071,0.655,0.057,0.217,105,11.76,3.07,0.01,0.19,0.02,0.78,0.14,1.29,11.59,2.45,0.00,0.00,0.001,0.027,149,0.799,0.007,0.984,0.000,0.008,477112,472564,2,0.979,0.000,0.067,2291975,0.115,1.630,0.032,9.30,72878,0,53355.278,0.000,0.922,35917029,1.00,16.29,0.001,0.000,0.000,10,12,12,64,45640,0.174,0.00,0.0013,0.011,202,0.907,0.000,0.176,0.640,6.22,7.46,7.25,0.00,0.000,1.00,1.00,1.00,0.907,0.00065,2.73,268.7340,5804.34,40923.4,139968.7,89.793,68.8981,213.504,130.618,0.520,0.135,3.1,2.527,144.132,157,334.4,34.43,4.860,62.014,671.1,55.410,0.135,2.00,21.6224,83938.3,2.0062,0.8356
220000,3831,1.715,0.459,3.24,180064,164670,729,0,14716,16,608797.2,1936450.8,0.062,0.651,0.061,0.226,111,11.86,3.05,0.07,1.22,0.00,0.13,0.13,0.92,11.66,2.46,0.00,0.00,0.001,0.030,157,0.818,0.008,0.982,0.000,0.010,474196,469411,2,0.992,0.000,0.070,3319123,0.119,1.783,0.031,9.59,74221,0,121028.172,0.000,0.920,35931357,1.02,16.13,0.001,0.001,0.000,11,12,12,64,45428,0.173,0.00,0.0014,0.011,182,0.903,0.000,0.153,0.632,6.31,7.52,7.38,0.00,0.000,1.01,1.03,1.02,0.903,0.00074,2.98,270.9358,5914.65,38913.4,139963.3,88.763,69.0678,217.142,134.164,0.554,0.128,3.1,2.826,143.195,199,447.8,39.76,4.729,62.505,682.4,55.874,0.135,2.00,22.4609,86047.9,2.0637,0.5374
230000,3903,1.761,0.488,3.26,177346,161463,788,0,15023,27,600390.5,1940749.1,0.047,0.608,0.062,0.283,111,11.81,2.44,0.02,0.55,0.01,0.29,0.14,0.89,11.64,2.33,0.00,0.00,0.001,0.027,156,0.826,0.007,0.980,0.000,0.012,470602,466383,2,0.997,0.000,0.089,3308295,0.117,1.949,0.034,9.55,73551,0,71879.597,0.000,0.920,33394377,1.01,16.22,0.000,0.000,0.000,11,12,12,64,46079,0.176,0.00,0.0013,0.012,164,0.900,0.000,0.119,0.635,6.46,7.49,7.37,0.00,0.000,1.01,1.01,1.01,0.900,0.00071,2.96,270.6319,6392.44,38378.6,139957.7,90.004,68.0620,216.764,131.845,0.546,0.126,2.9,2.761,142.254,230,545.0,38.49,4.784,61.327,576.6,54.935,0.135,2.00,21.9810,85791.8,2.0236,1.3385
240000,3838,1.756,0.450,3.30,175772,159942,843,0,15052,43,596087.2,1945558.5,0.036,0.577,0.063,0.324,110,11.72,2.60,0.03,0.61,0.00,0.09,0.14,1.01,11.55,2.29,0.00,0.00,0.001,0.023,143,0.830,0.008,0.985,0.000,0.007,468131,463507,2,0.996,0.000,0.095,3956761,0.114,1.830,0.031,9.46,75842,0,45245.547,0.000,0.934,31417980,1.01,16.20,0.000,0.000,0.000,10,12,12,56,44981,0.172,0.00,0.0013,0.009,137,0.893,0.000,0.105,0.636,6.52,7.52,7.43,0.00,0.000,1.01,1.01,1.01,0.893,0.00074,3.06,270.9119,5875.67,38701.2,139952.0,90.571,67.4342,217.454,129.069,0.533,0.124,2.3,2.809,141.702,195,457.9,44.43,4.639,60.752,595.8,54.490,0.135,2.00,22.4667,86227.1,2.0718,0.9291
250000,3902,1.761,0.394,3.58,173208,157251,830,0,15063,14,591294.8,1932121.8,0.027,0.561,0.058,0.354,109,11.65,2.81,0.02,0.51,0.01,0.18,0.17,1.49,11.46,2.49,0.00,0.00,0.000,0.018,126,0.812,0.007,0.984,0.000,0.008,465107,460797,2,0.991,0.000,0.107,4016155,0.107,1.519,0.026,9.30,79572,0,138008.696,0.000,0.923,30268984,1.00,16.05,0.001,0.000,0.000,10,12,12,64,45464,0.173,0.00,0.0013,0.014,180,0.890,0.000,0.100,0.638,6.48,7.47,7.41,0.00,0.000,1.00,1.00,1.00,0.890,0.00068,2.97,269.0089,4976.05,38524.3,139946.4,91.134,67.0881,215.737,127.969,0.491,0.124,2.8,2.628,141.595,188,462.7,41.44,4.544,60.434,556.8,54.121,0.136,2.00,22.3417,87177.2,2.0640,0.3414
260000,3877,1.733,0.449,3.76,170525,154691,857,0,15002,28,584769.7,1928110.4,0.020,0.507,0.056,0.417,109,11.63,3.01,0.04,0.83,0.01,0.26,0.12,0.67,11.47,2.75,0.00,0.00,0.001,0.022,133,0.825,0.005,0.985,0.000,0.010,461019,457620,2,0.986,0.003,0.090,3844800,0.104,1.748,0.031,8.96,83952,0,68861.085,0.000,0.928,27014922,1.01,16.09,0.001,0.000,0.000,10,12,12,64,45106,0.172,0.00,0.0013,0.009,162,0.885,0.000,0.089,0.639,6.57,7.50,7.47,0.00,0.000,1.00,1.01,1.01,0.885,0.00063,3.06,268.0869,5731.23,37486.9,139940.7,91.788,66.4656,215.031,126.781,0.492,0.120,2.1,2.420,140.568,221,529.1,36.79,4.308,60.029,621.5,53.739,0.135,2.00,22.5631,87477.1,2.0891,0.7792
270000,3944,1.723,0.432,3.81,165466,149336,895,0,15168,61,573306.9,1916897.6,0.014,0.453,0.056,0.476,109,11.43,2.59,0.01,0.27,0.00,0.12,0.08,0.62,11.34,2.61,0.00,0.00,0.001,0.023,96,0.828,0.007,0.983,0.000,0.010,457033,454294,2,0.984,0.000,0.064,2937002,0.095,1.682,0.031,8.60,85853,0,31424.551,0.000,0.925,23912387,1.00,16.22,0.000,0.000,0.000,9,12,12,64,45066,0.172,0.00,0.0013,0.011,164,0.881,0.000,0.069,0.646,6.64,7.48,7.49,0.00,0.000,1.00,1.00,1.00,0.881,0.00055,2.77,265.4684,5533.20,35034.8,139934.9,93.789,64.8906,212.645,123.099,0.527,0.112,2.1,2.145,140.174,230,580.9,36.42,4.306,58.680,487.5,52.721,0.135,2.00,22.8527,90131.0,2.1209,1.2094
280000,3768,1.747,0.475,3.78,166425,150208,982,0,15411,81,573039.7,1929666.6,0.014,0.421,0.057,0.508,109,11.60,2.80,0.04,0.95,0.01,0.19,0.09,0.60,11.46,2.58,0.00,0.00,0.001,0.026,107,0.845,0.007,0.984,0.000,0.009,457634,454939,2,0.990,0.000,0.066,2615289,0.095,1.941,0.033,8.83,83840,0,23823.045,0.000,0.933,21895037,1.01,16.17,0.001,0.000,0.000,10,12,12,64,43697,0.167,0.00,0.0013,0.008,141,0.867,0.000,0.065,0.645,6.69,7.58,7.56,0.00,0.000,1.01,1.02,1.01,0.867,0.00061,2.93,266.9845,6168.68,34578.7,139929.0,93.684,64.9011,213.906,122.286,0.520,0.112,2.2,2.282,139.791,205,525.9,40.48,4.338,58.398,629.2,52.433,0.135,2.00,23.9134,90105.6,2.2061,0.5296
290000,3822,1.754,0.453,3.65,161191,145268,1031,0,14838,87,561698.1,1917302.4,0.012,0.389,0.053,0.546,109,11.56,2.75,0.02,0.49,0.01,0.47,0.09,0.32,11.44,2.73,0.00,0.03,0.001,0.023,113,0.846,0.003,0.986,0.000,0.011,451635,449224,2,0.906,0.092,0.081,3142763,0.094,1.859,0.031,8.50,82145,0,22037.958,0.000,0.931,19964567,1.00,16.16,0.001,0.000,0.000,10,12,12,64,44176,0.169,0.00,0.0013,0.009,130,0.866,0.000,0.059,0.651,6.83,7.58,7.52,0.00,0.000,1.00,1.00,1.01,0.866,0.00055,2.78,264.1215,5836.33,33663.9,139923.0,95.298,63.6037,211.450,120.300,0.474,0.107,2.3,2.071,138.854,205,501.5,40.45,4.253,57.261,581.0,51.447,0.134,2.00,23.8762,91254.8,2.2030,0.7514
300000,3811,1.751,0.473,3.46,158176,142141,1087,0,14959,21,554129.6,1909288.8,0.007,0.355,0.048,0.589,108,11.57,2.49,0.03,0.70,0.00,0.09,0.09,0.64,11.45,2.42,0.00,0.00,0.001,0.023,88,0.859,0.005,0.987,0.000,0.008,447616,445587,1,1.000,0.000,0.076,2903387,0.094,2.013,0.033,8.25,77058,0,90918.512,0.000,0.931,18012281,1.01,16.14,0.001,0.000,0.000,10,12,12,64,44093,0.168,0.00,0.0013,0.010,127,0.860,0.000,0.054,0.654,6.86,7.59,7.56,0.00,0.000,1.01,1.01,1.01,0.860,0.00051,2.62,262.5059,6136.49,33433.7,139916.9,96.534,62.7397,209.792,117.921,0.443,0.107,1.7,1.919,138.445,221,548.9,42.66,4.187,56.429,579.3,50.770,0.134,2.00,23.9237,91173.4,2.1997,0.2331
