step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
170000,3385,1.751,0.429,4.33,202523,189427,388,20,12713,771,1007714.6,1355672.9,0.078,0.711,0.035,0.176,113,12.61,5.01,0.07,1.03,0.04,1.05,0.07,1.29,12.43,4.63,0.00,0.17,0.002,0.032,173,0.592,0.016,0.972,0.000,0.012,425186,414919,1,1.000,0.000,0.007,257200,0.189,1.638,0.027,22.00,77216,130,1758.331,0.400,0.646,29823708,1.02,14.51,0.001,0.003,0.001,8,12,20,64,42681,0.163,0.00,0.0024,0.014,631,0.875,0.000,0.323,0.535,5.91,6.94,7.76,0.01,0.001,1.01,1.02,1.02,0.875,0.00118,9.16,186.2089,4336.00,87869.5,140015.6,34.193,58.1249,198.930,555.679,0.989,0.280,61.6,62.459,144.557,266,741.5,35.13,8.779,98.491,1450.1,83.787,0.136,2.00,11.3065,38272.4,1.1406,0.5780
180000,3002,1.763,0.449,4.41,185387,168723,228,5989,10830,272523,953648.1,1251324.1,0.069,0.728,0.044,0.159,116,13.43,6.05,0.10,0.95,0.20,2.33,0.09,1.71,13.05,5.34,0.01,0.23,0.006,0.065,206,0.432,0.025,0.958,0.000,0.017,385414,368880,1,1.000,0.000,0.004,244538,0.181,1.908,0.028,20.73,69491,242,4.592,0.307,0.622,24239140,1.03,13.42,0.002,0.014,0.002,7,12,20,64,40331,0.154,0.00,0.0024,0.017,551,0.844,0.000,0.482,0.534,5.80,6.51,7.70,0.01,0.003,1.03,1.03,1.04,0.849,0.00195,7.48,156.1971,4283.78,88284.0,140002.4,35.100,65.7313,171.688,480.511,0.974,0.281,57.0,55.570,145.681,259,863.5,87.70,8.379,100.528,1737.6,78.237,0.135,2.00,12.7277,38208.5,1.2363,0.6294
190000,3097,1.794,0.464,4.17,192345,178190,390,233,13437,6743,996667.8,1355201.6,0.048,0.767,0.031,0.154,114,13.73,6.23,0.07,1.01,0.16,2.31,0.04,1.08,13.45,5.55,0.00,0.07,0.006,0.067,168,0.484,0.012,0.976,0.000,0.012,439717,429301,1,0.885,0.115,0.003,164959,0.207,1.953,0.028,21.07,69860,186,200.979,0.416,0.661,29995896,1.01,13.70,0.004,0.002,0.000,8,12,20,64,42507,0.162,0.00,0.0024,0.012,626,0.877,0.000,0.343,0.573,6.22,7.23,7.68,0.00,0.001,1.01,1.02,1.02,0.877,0.00132,8.72,185.5345,4624.21,87676.1,139999.4,35.886,59.4321,189.676,509.736,0.964,0.282,58.6,59.741,144.527,259,820.8,82.71,7.798,98.162,1637.3,83.233,0.135,2.00,12.3532,38257.9,1.1084,0.7415
200000,3329,1.751,0.443,4.30,193739,179529,398,2,13578,382,991904.1,1351940.9,0.046,0.751,0.030,0.173,113,12.71,5.03,0.06,0.83,0.10,1.54,0.04,0.80,12.51,4.54,0.00,0.03,0.003,0.046,163,0.655,0.013,0.975,0.000,0.012,432978,424275,2,0.992,0.005,0.004,136152,0.212,1.626,0.028,21.18,72077,37,3539.112,0.500,0.649,30721794,1.02,14.61,0.002,0.000,0.000,9,12,20,64,42309,0.161,0.00,0.0024,0.014,631,0.885,0.000,0.261,0.563,6.29,7.24,7.83,0.00,0.000,1.02,1.02,1.02,0.885,0.00111,9.29,185.6092,4425.20,87292.7,139995.8,36.141,58.1128,192.299,521.385,0.982,0.266,61.0,60.253,144.484,233,724.7,32.68,8.008,97.222,1563.7,82.793,0.135,2.00,11.6293,38714.0,1.1150,0.3133
210000,3539,1.716,0.400,4.29,201064,186796,467,5,13586,540,990013.4,1362485.9,0.032,0.780,0.022,0.166,114,12.38,4.75,0.04,0.86,0.13,2.03,0.06,1.24,12.14,4.09,0.00,0.00,0.004,0.052,137,0.799,0.009,0.982,0.000,0.009,425644,417731,1,0.926,0.074,0.005,138931,0.229,1.440,0.023,21.91,72614,35,2523.122,0.600,0.671,34496605,1.01,15.36,0.002,0.000,0.000,12,12,13,64,43799,0.167,0.00,0.0023,0.016,683,0.891,0.000,0.187,0.538,6.48,7.58,7.92,0.00,0.000,1.01,1.01,1.01,0.891,0.00107,11.05,185.4432,3983.42,85685.2,139991.9,34.915,54.7784,200.997,551.830,0.977,0.261,63.9,62.936,142.730,223,606.4,34.27,8.035,95.967,1351.5,82.433,0.135,2.00,11.5128,40743.8,1.1485,0.6658
220000,3590,1.671,0.391,4.47,206084,192110,428,16,13479,1182,987401.6,1367894.2,0.027,0.777,0.022,0.173,115,12.11,4.18,0.05,0.83,0.12,1.70,0.03,0.80,11.91,3.71,0.00,0.03,0.005,0.056,158,0.730,0.013,0.971,0.000,0.015,413357,405574,1,0.870,0.130,0.002,144792,0.199,1.444,0.023,22.57,73677,95,1157.271,0.500,0.652,34940047,1.01,15.17,0.001,0.000,0.000,9,12,12,64,43470,0.166,0.00,0.0023,0.018,674,0.888,0.000,0.160,0.512,6.33,7.26,7.90,0.00,0.000,1.01,1.02,1.01,0.888,0.00108,11.78,185.1277,3900.04,86644.4,139987.8,34.747,53.1760,205.074,550.312,0.990,0.268,63.9,64.229,141.589,266,733.3,36.91,8.138,94.743,1231.1,81.734,0.134,2.00,11.1453,40011.6,1.1199,0.5732
230000,3437,1.719,0.421,4.61,203067,189137,490,10,13583,742,992538.5,1352360.9,0.034,0.769,0.022,0.175,122,11.88,4.44,0.03,0.64,0.09,1.58,0.04,0.89,11.71,4.09,0.00,0.00,0.003,0.050,138,0.679,0.016,0.974,0.000,0.010,419570,411683,1,0.841,0.159,0.003,139947,0.219,1.643,0.028,22.17,78394,125,1822.589,0.400,0.631,33682707,1.01,15.39,0.001,0.001,0.000,7,12,12,64,40819,0.156,0.00,0.0025,0.019,638,0.881,0.000,0.199,0.527,6.10,7.12,7.87,0.00,0.000,1.01,1.01,1.01,0.881,0.00115,10.96,183.9581,4355.06,82535.0,139983.6,35.057,54.3799,200.929,558.160,0.974,0.251,61.7,63.030,142.114,219,586.2,35.51,7.710,95.651,1426.6,82.304,0.135,2.00,12.7345,43768.3,1.3055,0.4845
240000,3489,1.728,0.397,4.48,202370,188618,471,3,13226,417,990224.2,1367343.5,0.037,0.768,0.023,0.173,122,12.25,4.67,0.08,1.21,0.08,1.23,0.03,0.79,12.07,4.00,0.00,0.00,0.003,0.050,130,0.682,0.010,0.980,0.000,0.010,424790,416291,2,0.859,0.000,0.003,143702,0.231,1.495,0.023,21.80,77289,106,3279.001,0.333,0.660,34031497,1.01,15.11,0.002,0.000,0.000,10,12,14,64,42756,0.163,0.00,0.0024,0.017,680,0.884,0.000,0.209,0.534,6.20,7.20,7.85,0.00,0.000,1.01,1.01,1.01,0.884,0.00111,10.41,186.2342,4011.75,86108.6,139979.5,35.530,54.9817,201.936,560.980,0.977,0.264,63.2,63.271,143.193,195,579.2,36.62,7.827,96.093,1291.1,82.635,0.135,2.00,11.5864,40425.1,1.1500,0.4697
250000,3554,1.665,0.409,4.74,203205,189811,459,1,12869,416,990952.7,1350362.4,0.039,0.742,0.027,0.192,126,11.86,3.96,0.07,0.90,0.07,1.12,0.03,0.88,11.69,3.72,0.01,0.17,0.003,0.045,154,0.699,0.016,0.972,0.000,0.012,419983,410615,2,0.821,0.000,0.003,152011,0.212,1.525,0.025,21.96,79552,232,3246.063,0.000,0.636,32316876,1.02,15.32,0.000,0.002,0.001,10,12,12,64,42139,0.161,0.00,0.0024,0.017,681,0.876,0.000,0.232,0.527,6.15,7.07,7.85,0.01,0.001,1.02,1.02,1.02,0.876,0.00110,10.89,184.0913,4330.27,84521.6,139975.5,34.926,54.7586,201.263,554.612,0.978,0.259,63.0,63.103,142.286,189,483.7,35.43,7.510,96.060,1380.0,82.505,0.134,2.00,11.7966,41925.0,1.1924,0.4483
260000,3526,1.660,0.375,4.73,203824,190613,449,2,12788,367,991259.1,1350781.0,0.047,0.737,0.027,0.189,131,11.59,4.57,0.06,0.95,0.10,1.88,0.05,0.96,11.38,4.05,0.00,0.02,0.004,0.049,151,0.643,0.013,0.974,0.000,0.012,417943,408827,2,0.817,0.000,0.006,158687,0.220,1.506,0.021,21.49,79535,75,3680.602,0.500,0.637,32499479,1.02,15.54,0.001,0.000,0.000,6,12,13,64,40868,0.156,0.00,0.0025,0.015,701,0.879,0.000,0.229,0.524,5.96,7.06,7.83,0.00,0.001,1.02,1.02,1.02,0.879,0.00108,10.11,184.2111,3675.94,84281.0,139971.9,35.791,54.7461,201.710,571.072,0.972,0.261,62.4,63.165,143.711,192,553.8,48.19,7.735,96.446,1346.1,82.927,0.135,2.00,12.1422,42813.4,1.3005,0.3494
270000,3581,1.694,0.395,4.71,201899,188253,544,3,13044,382,995346.0,1371503.6,0.053,0.717,0.030,0.200,131,12.28,4.80,0.04,0.79,0.17,2.57,0.07,1.36,11.99,3.96,0.00,0.00,0.006,0.065,163,0.669,0.012,0.973,0.000,0.015,432996,423453,1,1.000,0.000,0.004,167816,0.231,1.663,0.024,21.47,79145,190,3590.324,0.667,0.664,31357790,1.02,14.83,0.003,0.000,0.000,10,12,13,64,43985,0.168,0.00,0.0023,0.011,645,0.875,0.000,0.231,0.545,6.24,6.98,7.89,0.00,0.000,1.02,1.03,1.02,0.875,0.00108,9.94,187.1762,4040.27,86422.8,139967.7,35.527,55.5935,201.043,562.136,0.987,0.266,64.6,62.996,143.390,202,593.4,63.54,7.405,96.910,1374.8,83.452,0.135,2.00,11.1875,40062.4,1.1034,0.2670
280000,3582,1.724,0.414,4.47,204790,191516,404,10,12859,619,995838.4,1371947.6,0.044,0.706,0.032,0.218,131,12.32,4.54,0.04,0.78,0.11,1.35,0.07,1.21,12.10,4.15,0.00,0.00,0.005,0.058,158,0.729,0.012,0.974,0.000,0.014,419876,410312,1,0.872,0.128,0.006,141819,0.226,1.519,0.025,22.09,77616,522,2216.394,0.300,0.654,30734617,1.01,15.15,0.000,0.001,0.000,10,12,13,62,44136,0.168,0.00,0.0023,0.014,622,0.874,0.000,0.196,0.524,6.34,7.37,7.89,0.00,0.000,1.01,1.01,1.01,0.874,0.00108,10.80,186.4716,4247.84,85625.6,139963.9,34.191,54.9187,203.878,557.579,0.980,0.260,64.4,63.847,142.340,264,699.2,29.96,7.699,96.758,1319.7,82.983,0.135,2.00,11.2861,40427.0,1.1236,0.9696
290000,3565,1.691,0.402,4.47,204149,190604,395,5,13162,491,997927.9,1377579.2,0.042,0.725,0.030,0.203,131,12.38,4.58,0.06,0.94,0.18,2.18,0.04,0.85,12.11,3.68,0.00,0.00,0.006,0.065,149,0.732,0.011,0.977,0.000,0.012,423309,413060,1,0.863,0.137,0.005,146281,0.236,1.488,0.024,22.06,80023,264,2805.660,0.200,0.666,31912673,1.01,15.10,0.001,0.001,0.000,10,12,13,64,44138,0.168,0.00,0.0023,0.015,692,0.880,0.000,0.176,0.529,6.44,7.32,7.92,0.00,0.001,1.01,1.02,1.01,0.880,0.00107,10.87,187.2664,4347.95,85251.7,139959.8,34.307,54.7186,204.198,559.955,0.981,0.264,64.0,63.908,142.706,178,504.6,27.05,7.886,96.603,1235.1,83.120,0.136,2.00,11.5399,41139.7,1.1244,0.4753
300000,3461,1.684,0.406,4.66,201315,187767,481,2,13169,389,986808.4,1360631.0,0.041,0.746,0.029,0.185,130,12.25,4.98,0.06,1.00,0.17,2.07,0.06,1.25,11.97,4.14,0.00,0.11,0.006,0.066,178,0.739,0.012,0.976,0.000,0.012,420252,410348,2,0.844,0.000,0.005,138902,0.222,1.541,0.024,21.76,76312,21,3497.766,1.000,0.672,32846337,1.01,15.16,0.003,0.000,0.001,10,12,12,64,42403,0.162,0.00,0.0024,0.013,681,0.883,0.000,0.164,0.532,6.29,7.22,7.91,0.00,0.001,1.02,1.02,1.01,0.883,0.00108,11.05,185.1371,4231.04,86206.6,139955.5,35.212,54.5148,201.796,556.297,0.982,0.267,62.3,63.154,142.586,194,506.3,52.06,7.719,95.812,1364.1,82.281,0.135,2.00,11.6589,40351.4,1.1540,0.4861
