step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,12,12,0,0,0,12,0,1.00,16,0.000,2967,2.80,207.91,173.79,648,0,0,0,1.00,1.00,1.00,6,8,8,14.2,116.306
100000,12,12,0,0,0,12,0,1.00,16,0.000,2953,1.10,105.39,133.54,648,0,0,0,1.00,1.00,1.00,8,8,8,7.2,115.757
100000,6,6,0,0,0,6,0,1.00,20,0.000,2929,2.24,133.81,76.18,1215,0,0,0,1.00,1.00,1.00,5,2,8,0.4,90.213
100000,12,12,0,0,0,12,0,1.00,12,0.000,2873,1.98,102.00,284.09,648,1,1,0,1.00,1.00,1.00,5,8,8,28.6,112.621
100000,12,12,0,0,0,12,0,1.00,16,0.000,2775,1.20,182.93,123.69,648,0,0,0,1.00,1.00,1.00,8,8,8,13.4,108.780
100000,12,12,0,0,0,12,0,1.00,16,0.000,2714,2.07,146.73,163.35,648,0,0,0,1.00,1.00,1.00,8,8,8,11.4,106.388
100000,7,7,0,0,0,7,0,1.00,16,0.000,2709,2.44,112.98,130.29,1197,1,1,0,1.00,1.00,1.00,4,8,8,26.9,87.232
100000,16,16,0,0,0,16,0,1.00,12,0.000,2695,2.83,202.26,222.65,1215,0,0,0,1.00,1.00,1.00,8,8,8,20.3,120.735
100000,12,12,0,0,0,12,0,1.00,12,0.000,2683,2.54,221.31,280.29,1197,0,0,0,1.00,1.00,1.00,6,8,2,19.4,105.173
100000,12,12,0,0,0,12,0,1.00,16,0.000,2629,2.22,149.62,192.60,648,0,0,0,1.00,1.00,1.00,8,8,8,13.4,103.056
100000,13,13,0,0,0,13,0,1.00,10,0.000,2620,2.14,113.58,188.58,648,0,0,0,1.00,1.00,1.00,6,8,8,11.8,106.376
100000,12,12,0,0,0,12,0,1.00,16,0.000,2616,2.48,116.41,206.04,1215,0,0,0,1.00,1.00,1.00,6,8,8,22.1,102.547
100000,12,12,0,0,0,12,0,1.00,16,0.000,2601,1.63,108.13,153.46,648,0,0,0,1.00,1.00,1.00,6,8,8,14.6,101.959
100000,14,14,0,0,0,14,0,1.00,12,0.000,2553,3.27,194.78,235.71,1197,1,1,0,1.00,1.00,1.00,7,8,8,25.4,107.226
100000,38,38,0,0,0,38,0,1.00,0,0.000,2514,4.33,768.60,444.15,1197,1,1,0,1.00,1.00,1.00,8,8,8,24.0,190.064
100000,12,12,0,0,0,12,0,1.00,14,0.000,2501,2.62,226.64,80.17,1215,0,0,0,1.00,1.00,1.00,5,8,8,8.1,98.039
100000,14,14,0,0,0,14,0,1.00,12,0.000,2473,3.10,239.43,167.65,1197,1,1,0,1.00,1.00,1.00,5,8,8,24.0,103.866
100000,15,15,0,0,0,15,0,1.00,12,0.000,2448,3.28,189.41,181.65,1215,0,0,0,1.00,1.00,1.00,7,8,8,22.6,106.246
100000,15,15,0,0,0,15,0,1.00,12,0.000,2425,2.69,100.92,198.96,1215,1,1,0,1.00,1.00,1.00,6,8,8,24.0,105.248
100000,10,10,0,0,0,10,0,1.00,16,0.000,2421,2.01,122.04,122.00,1085,0,0,0,1.00,1.00,1.00,7,8,8,8.0,88.124
100000,12,12,0,0,0,12,0,1.00,14,0.000,2359,2.39,197.13,107.88,1215,0,0,0,1.00,1.00,1.00,6,7,8,8.1,92.472
100000,6,6,0,0,0,6,0,1.00,18,0.000,2333,1.68,82.08,119.55,1194,1,0,0,1.00,1.00,1.00,3,2,8,24.9,71.856
100000,14,14,0,0,0,14,0,1.00,12,0.000,2330,2.35,123.83,148.63,1197,1,1,0,1.00,1.00,1.00,6,8,8,24.7,97.860
100000,12,12,0,0,0,12,0,1.00,16,0.000,2324,1.78,148.16,102.99,648,0,0,0,1.00,1.00,1.00,6,8,8,13.4,91.100
100000,12,12,0,0,0,12,0,1.00,12,0.000,2314,2.20,143.89,112.92,648,1,1,0,1.00,1.00,1.00,6,8,8,30.1,90.708
100000,12,12,0,0,0,12,0,1.00,16,0.000,2302,2.96,320.43,143.55,648,0,0,0,1.00,1.00,1.00,4,8,8,10.0,90.238
100000,28,28,0,0,0,28,0,1.00,0,0.000,2299,3.04,283.52,384.02,1215,0,0,0,1.00,1.00,1.00,8,8,8,11.2,141.618
100000,16,16,0,0,0,16,0,1.00,12,0.000,2274,1.64,175.36,130.72,1215,0,0,0,1.00,1.00,1.00,6,8,8,7.6,101.875
100000,10,10,0,0,0,10,0,1.00,16,0.000,2265,1.42,76.83,105.00,1215,0,0,0,1.00,1.00,1.00,4,8,8,8.5,82.446
100000,9,9,0,0,0,9,0,1.00,16,0.000,2235,1.85,126.06,117.04,648,0,0,0,1.00,1.00,1.00,6,8,8,11.1,78.226
100000,16,16,0,0,0,16,0,1.00,12,0.000,2228,2.40,395.85,149.55,1215,0,0,0,1.00,1.00,1.00,8,8,8,9.3,99.814
100000,12,12,0,0,0,12,0,1.00,14,0.000,2225,2.98,141.01,126.53,1215,0,0,0,1.00,1.00,1.00,4,8,8,13.1,87.220
100000,15,15,0,0,0,15,0,1.00,12,0.000,2170,1.82,232.27,252.29,1215,0,0,0,1.00,1.00,1.00,8,8,8,22.4,94.180
100000,16,16,0,0,0,16,0,1.00,12,0.000,2163,2.70,107.51,164.05,1215,0,0,0,1.00,1.00,1.00,8,8,8,17.4,96.902
100000,7,7,0,0,0,7,0,1.00,18,0.000,2162,2.61,53.56,140.69,648,0,0,0,1.00,1.00,1.00,4,8,8,20.8,69.617
100000,12,12,0,0,0,12,0,1.00,16,0.000,2145,1.77,187.02,152.52,648,0,0,0,1.00,1.00,1.00,8,8,8,11.7,84.084
100000,11,11,0,0,0,11,0,1.00,12,0.000,2144,2.13,84.64,201.83,648,0,0,0,1.00,1.00,1.00,4,8,8,20.1,81.045
100000,15,15,0,0,0,15,0,1.00,12,0.000,2139,2.67,245.51,172.98,1215,0,0,0,1.00,1.00,1.00,6,8,8,22.1,92.835
100000,15,15,0,0,0,15,0,1.00,12,0.000,2132,2.62,148.44,213.76,1215,0,0,0,1.00,1.00,1.00,8,8,8,22.1,92.531
100000,28,28,0,0,0,28,0,1.00,0,0.000,2124,4.39,303.94,186.57,648,0,0,0,1.00,1.00,1.00,8,8,8,19.5,130.838
100000,15,15,0,0,0,15,0,1.00,12,0.000,2124,2.79,242.79,179.19,1215,0,0,0,1.00,1.00,1.00,7,8,8,22.3,92.184
100000,12,12,0,0,0,12,0,1.00,16,0.000,2119,1.66,93.27,195.32,648,1,1,0,1.00,1.00,1.00,8,8,8,27.7,83.064
100000,14,14,0,0,0,14,0,1.00,12,0.000,2063,2.38,297.68,175.37,1197,1,1,0,1.00,1.00,1.00,6,8,8,24.5,86.646
100000,15,15,0,0,0,15,0,1.00,12,0.000,2060,2.74,180.85,126.67,1215,0,0,0,1.00,1.00,1.00,6,8,8,22.2,89.406
100000,9,9,0,0,0,9,0,1.00,16,0.000,2026,0.90,78.94,113.05,648,0,0,0,1.00,1.00,1.00,7,8,8,11.1,70.910
100000,28,28,0,0,0,28,0,1.00,0,0.000,2016,3.40,97.75,302.83,1215,0,0,0,1.00,1.00,1.00,6,8,8,13.8,124.185
100000,12,12,0,0,0,12,0,1.00,16,0.000,2006,1.72,134.80,188.29,1215,0,0,0,1.00,1.00,1.00,8,8,8,4.5,78.635
100000,9,9,0,0,0,9,0,1.00,16,0.000,1970,2.07,74.19,80.84,1215,0,0,0,1.00,1.00,1.00,5,3,8,20.0,68.950
100000,16,16,0,0,0,16,0,1.00,12,0.000,1964,3.11,152.66,176.26,1215,0,0,0,1.00,1.00,1.00,8,8,8,19.0,87.987
100000,12,12,0,0,0,12,0,1.00,16,0.000,1949,2.48,104.28,151.21,648,1,1,0,1.00,1.00,1.00,8,8,8,29.7,76.400
100000,8,8,0,0,0,8,0,1.00,18,0.000,1947,2.07,156.88,47.90,1215,0,0,0,1.00,1.00,1.00,4,8,8,20.0,65.419
100000,12,12,0,0,0,12,0,1.00,16,0.000,1933,2.20,90.41,85.91,648,0,1,0,1.00,1.00,1.00,8,8,8,23.0,75.773
100000,14,14,0,0,0,14,0,1.00,12,0.000,1922,2.52,117.38,129.72,1197,1,1,0,1.00,1.00,1.00,6,8,8,24.8,80.724
100000,10,10,0,0,0,10,0,1.00,16,0.000,1918,2.60,79.58,120.98,1215,0,0,0,1.00,1.00,1.00,5,8,8,22.4,69.815
100000,8,8,0,0,0,8,0,1.00,16,0.000,1912,1.84,62.91,59.93,1223,2,2,0,1.00,1.00,1.00,4,7,8,67.6,64.243
100000,14,14,0,0,0,14,0,1.00,12,0.000,1841,2.03,72.41,164.03,1197,1,1,0,1.00,1.00,1.00,7,8,8,24.0,77.322
100000,12,12,0,0,0,12,0,1.00,16,0.000,1827,0.62,113.96,109.37,648,0,0,0,1.00,1.00,1.00,8,8,8,22.7,71.618
100000,9,9,0,0,0,9,0,1.00,16,0.000,1820,1.27,115.05,68.84,648,0,0,0,1.00,1.00,1.00,6,8,8,11.4,63.700
100000,6,6,0,0,0,6,0,1.00,18,0.000,1819,2.42,77.92,51.77,1197,0,0,0,1.00,1.00,1.00,3,8,2,18.7,56.025
100000,10,10,0,0,0,10,0,1.00,16,0.000,1819,1.96,56.03,82.70,1215,0,0,0,1.00,1.00,1.00,7,8,8,16.0,66.211
100000,14,14,0,0,0,14,0,1.00,12,0.000,1801,2.10,113.96,151.34,1197,1,1,0,1.00,1.00,1.00,5,8,8,24.6,75.642
100000,16,16,0,0,0,16,0,1.00,12,0.000,1788,1.89,69.70,109.71,1215,0,0,0,1.00,1.00,1.00,8,8,8,14.5,80.102
100000,12,12,0,0,0,12,0,1.00,14,0.000,1771,2.18,107.16,48.62,1220,1,1,0,1.00,1.00,1.00,7,8,8,27.5,69.423
100000,12,12,0,0,0,12,0,1.00,14,0.000,1763,2.12,95.72,142.62,1215,0,0,0,1.00,1.00,1.00,7,7,8,2.1,69.109
100000,12,12,0,0,0,12,0,1.00,16,0.000,1758,0.77,72.14,79.78,648,0,0,0,1.00,1.00,1.00,6,8,8,3.7,68.913
100000,10,10,0,0,0,10,0,1.00,16,0.000,1751,1.80,53.17,149.71,1215,0,0,0,1.00,1.00,1.00,5,8,8,22.0,63.736
100000,12,12,0,0,0,12,0,1.00,16,0.000,1736,2.56,64.54,133.49,648,0,0,0,1.00,1.00,1.00,8,8,8,13.9,68.051
100000,10,10,0,0,0,10,0,1.00,16,0.000,1730,2.13,76.80,52.79,1085,0,0,0,1.00,1.00,1.00,6,8,8,4.0,62.972
100000,10,10,0,0,0,10,0,1.00,16,0.000,1725,2.04,77.66,136.32,1215,0,0,0,1.00,1.00,1.00,7,7,8,3.9,62.790
100000,14,14,0,0,0,14,0,1.00,12,0.000,1724,2.67,61.97,138.89,1197,1,1,0,1.00,1.00,1.00,7,8,8,24.6,72.408
100000,14,14,0,0,0,14,0,1.00,12,0.000,1714,3.33,133.66,126.39,1197,1,1,0,1.00,1.00,1.00,6,8,8,24.5,71.988
100000,12,12,0,0,0,12,0,1.00,16,0.000,1698,3.08,55.15,94.85,648,1,1,0,1.00,1.00,1.00,6,8,8,24.2,66.561
100000,12,12,0,0,0,12,0,1.00,14,0.000,1680,2.32,117.71,84.44,1215,0,0,0,1.00,1.00,1.00,7,8,8,19.0,65.856
100000,12,12,0,0,0,12,0,1.00,16,0.000,1659,2.09,77.57,100.78,648,1,1,0,1.00,1.00,1.00,4,8,8,27.5,65.033
100000,16,16,0,0,0,16,0,1.00,10,0.000,1615,1.87,193.73,135.85,1197,1,1,0,1.00,1.00,1.00,7,8,8,28.4,72.352
100000,10,10,0,0,0,10,0,1.00,16,0.000,1612,2.93,73.84,70.82,1220,0,0,0,1.00,1.00,1.00,7,8,8,2.6,58.677
100000,12,12,0,0,0,12,0,1.00,16,0.000,1612,1.54,90.54,98.79,648,0,0,0,1.00,1.00,1.00,8,8,8,12.8,63.190
100000,10,10,0,0,0,10,0,1.00,16,0.000,1601,1.11,38.23,63.51,1215,1,1,0,1.00,1.00,1.00,5,8,8,26.0,58.276
100000,16,16,0,0,0,16,0,1.00,12,0.000,1546,1.21,86.00,118.61,1215,0,0,0,1.00,1.00,1.00,6,8,8,7.9,69.261
100000,10,10,0,0,0,10,0,1.00,16,0.000,1542,2.65,60.94,95.36,1197,1,1,0,1.00,1.00,1.00,4,8,8,23.6,56.129
100000,15,15,0,0,0,15,0,1.00,10,0.000,1514,3.19,92.31,128.48,1223,1,1,0,1.00,1.00,1.00,6,7,8,27.4,65.707
