step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
10000,2962,1.664,0.421,12.26,219300,207720,71,11,9973,3577,1096449.5,1164175.5,0.118,0.596,0.171,0.115,89,13.38,7.33,0.14,1.41,0.12,0.97,0.43,2.60,12.70,6.44,0.00,0.10,0.007,0.059,860,0.025,0.040,0.935,0.000,0.026,368603,317835,19,0.120,0.524,0.088,2664171,0.176,1.576,0.028,22.64,140824,69,325.461,0.545,0.538,13374486,1.04,12.39,0.003,0.001,0.001,6,12,21,64,39642,0.151,0.00,0.0029,0.054,497,0.741,0.000,0.789,0.439,3.60,5.60,4.73,0.01,0.002,1.03,1.05,1.04,0.741,0.00235,2.53,171.3703,4062.17,103121.6,139736.2,39.878,71.8048,183.658,706.206,0.986,0.329,58.8,59.939,156.918,338,939.0,38.21,34.681,98.796,1366.9,79.113,0.136,2.00,8.0795,23931.4,0.8781,0.2759
20000,3413,1.610,0.397,11.25,266805,253202,114,1,13037,152,1010808.1,1196734.0,0.067,0.585,0.183,0.165,98,12.69,6.51,0.04,0.32,0.11,0.84,0.41,2.35,12.13,5.82,0.00,0.00,0.008,0.057,853,0.023,0.048,0.934,0.000,0.018,375557,304111,28,0.140,0.315,0.072,2586555,0.168,1.527,0.025,24.43,160625,10,7873.250,1.000,0.556,15971498,1.01,13.14,0.001,0.000,0.000,6,12,20,64,43303,0.165,0.00,0.0024,0.051,585,0.700,0.000,0.800,0.328,3.34,4.68,5.13,0.00,0.000,1.01,1.02,1.01,0.700,0.00224,4.75,164.9060,4056.81,104486.0,139734.4,39.568,55.4117,196.470,551.255,0.990,0.323,67.0,64.241,151.316,272,759.0,68.28,13.215,95.082,1241.4,81.870,0.135,2.00,6.5402,22321.6,0.7599,0.2863
30000,3459,1.605,0.406,10.88,275947,263529,96,0,12276,88,1022635.9,1236373.1,0.052,0.566,0.169,0.214,96,12.40,6.66,0.03,0.35,0.07,0.57,0.29,1.91,12.00,6.30,0.00,0.00,0.006,0.054,822,0.026,0.046,0.931,0.000,0.023,381953,308850,22,0.207,0.301,0.069,2581632,0.178,1.620,0.025,23.54,156707,0,14049.695,0.000,0.582,15690437,1.01,13.23,0.001,0.000,0.000,6,11,20,64,42884,0.164,0.00,0.0025,0.047,538,0.686,0.000,0.789,0.316,3.43,4.15,5.83,0.00,0.000,1.01,1.01,1.01,0.686,0.00232,5.02,168.5974,4372.32,104559.0,139732.7,39.263,53.2607,202.475,580.980,0.988,0.324,66.3,66.299,151.238,258,674.1,76.59,12.092,96.012,1175.4,84.098,0.135,2.00,6.3741,22048.2,0.7622,0.2236
40000,3420,1.636,0.414,9.65,271821,262086,53,0,9721,229,1021922.8,1241615.8,0.048,0.587,0.106,0.259,96,12.75,6.15,0.20,1.39,0.14,1.09,0.25,1.43,12.16,5.66,0.00,0.00,0.011,0.073,757,0.065,0.038,0.940,0.000,0.023,380931,315883,18,0.207,0.132,0.063,1873910,0.189,1.426,0.028,23.17,146779,0,5421.903,0.000,0.579,17829577,1.05,11.86,0.001,0.000,0.000,6,12,19,64,43614,0.166,0.00,0.0025,0.046,575,0.728,0.000,0.798,0.318,3.74,3.91,6.88,0.00,0.002,1.03,1.06,1.07,0.728,0.00213,5.31,169.5238,4311.20,103871.3,139731.0,38.688,53.4723,204.123,576.229,0.994,0.326,65.2,66.300,151.128,297,846.8,40.24,12.026,96.672,1229.9,84.664,0.134,2.00,6.5908,22540.5,0.7471,0.2307
50000,3330,1.646,0.411,8.20,262123,253387,58,0,8768,167,1021368.4,1238402.6,0.041,0.610,0.092,0.257,97,12.41,5.87,0.21,1.40,0.17,1.25,0.13,1.05,11.90,5.32,0.00,0.00,0.011,0.073,651,0.098,0.045,0.936,0.000,0.020,380794,327181,12,0.583,0.178,0.029,1379887,0.198,1.564,0.027,23.26,138324,0,7415.585,0.000,0.570,19490667,1.05,11.84,0.000,0.001,0.000,6,12,19,64,41330,0.158,0.00,0.0026,0.044,592,0.744,0.000,0.800,0.337,3.84,3.72,7.42,0.00,0.001,1.03,1.06,1.05,0.744,0.00214,5.65,169.3048,4217.83,101185.5,139729.3,38.098,53.7772,203.680,575.475,0.977,0.318,64.1,66.046,150.553,227,593.8,42.67,11.953,96.830,1438.7,84.609,0.135,2.00,7.6389,25437.4,0.8464,0.2331
60000,3482,1.603,0.379,7.73,254986,246471,97,0,8266,524,1016915.9,1221915.4,0.051,0.613,0.082,0.255,100,12.08,5.47,0.27,1.70,0.09,0.88,0.10,1.19,11.62,4.80,0.00,0.05,0.007,0.052,582,0.082,0.039,0.942,0.000,0.018,375487,326944,6,0.908,0.042,0.017,835531,0.185,1.455,0.022,23.73,129486,0,2331.900,0.000,0.573,20767138,1.06,12.34,0.001,0.001,0.001,7,12,17,64,42069,0.160,0.00,0.0025,0.046,677,0.761,0.000,0.814,0.343,4.01,3.75,7.55,0.00,0.001,1.05,1.08,1.06,0.762,0.00188,6.70,168.4061,3796.61,100605.6,139727.5,36.922,54.7032,203.019,550.377,0.979,0.313,65.1,65.459,148.309,240,643.1,38.94,11.130,96.493,1333.1,83.829,0.136,1.99,7.5887,26423.8,0.8616,0.4849
70000,3611,1.595,0.406,7.48,250854,240442,86,0,10197,525,1015250.2,1223232.6,0.073,0.609,0.087,0.231,103,11.88,6.10,0.19,1.20,0.16,1.38,0.04,0.85,11.49,5.47,0.00,0.10,0.009,0.064,556,0.079,0.029,0.953,0.000,0.017,370300,328805,3,0.919,0.071,0.010,344878,0.209,1.467,0.025,23.42,123052,0,2329.967,0.000,0.600,21168067,1.03,12.98,0.001,0.000,0.001,6,12,16,64,42887,0.164,0.00,0.0024,0.041,630,0.774,0.000,0.819,0.345,4.06,3.86,7.60,0.00,0.001,1.02,1.05,1.04,0.774,0.00172,7.38,168.8024,4318.99,99651.8,139725.6,36.245,54.9130,202.969,541.802,0.983,0.306,66.1,65.205,147.052,234,659.4,29.88,10.123,96.790,1237.6,83.958,0.135,2.00,7.4056,26741.7,0.8608,0.5801
80000,3542,1.638,0.385,7.51,246990,235790,73,2,11194,506,1009236.3,1227189.0,0.101,0.586,0.088,0.225,104,12.17,5.91,0.22,2.02,0.09,1.07,0.04,0.72,11.83,5.32,0.00,0.02,0.006,0.056,594,0.095,0.029,0.951,0.000,0.020,368838,326864,2,0.811,0.181,0.008,291212,0.197,1.374,0.024,23.06,119806,101,2425.275,0.500,0.586,20747275,1.06,12.81,0.001,0.000,0.001,7,12,18,64,43114,0.164,0.00,0.0024,0.040,635,0.785,0.000,0.829,0.352,4.44,4.50,7.61,0.00,0.001,1.05,1.07,1.05,0.785,0.00159,7.21,169.2689,3904.90,98362.1,139723.5,36.973,54.7267,202.951,542.832,0.975,0.301,65.2,64.804,147.530,274,720.1,42.06,10.095,96.601,1224.8,83.841,0.134,2.00,7.9950,28318.2,0.8919,0.6030
90000,3607,1.671,0.411,7.53,238262,226268,106,0,11823,441,1004228.1,1244884.9,0.157,0.535,0.108,0.201,104,11.63,5.67,0.14,1.36,0.08,0.91,0.01,0.27,11.40,5.33,0.00,0.04,0.007,0.064,578,0.085,0.022,0.960,0.000,0.018,375097,339397,8,0.428,0.288,0.005,210034,0.217,1.402,0.025,23.01,118190,0,2822.868,0.000,0.616,19468695,1.03,13.59,0.001,0.001,0.001,6,12,17,64,41952,0.160,0.00,0.0024,0.027,659,0.796,0.000,0.808,0.384,4.83,5.47,7.54,0.00,0.001,1.03,1.05,1.03,0.796,0.00134,7.78,172.1857,4183.63,96659.5,139721.1,37.016,54.6174,202.982,539.058,0.983,0.295,63.9,64.260,146.371,243,695.4,25.01,9.385,96.041,1382.9,83.391,0.135,2.00,8.1483,29391.0,0.9560,0.6330
100000,3514,1.675,0.395,7.90,222417,208581,189,2,13738,410,990066.6,1241371.4,0.135,0.556,0.111,0.198,102,11.94,6.37,0.07,1.10,0.12,1.43,0.03,0.47,11.72,5.85,0.00,0.10,0.005,0.049,506,0.162,0.022,0.965,0.000,0.014,383865,357370,7,0.274,0.332,0.006,293954,0.190,1.449,0.023,23.03,120160,56,3027.735,0.500,0.614,20563288,1.02,13.85,0.002,0.001,0.001,6,12,16,64,41944,0.160,0.00,0.0024,0.028,680,0.804,0.000,0.768,0.436,5.19,6.17,7.59,0.00,0.001,1.01,1.02,1.02,0.804,0.00129,8.39,171.8724,4221.60,91854.9,139718.9,37.785,55.0238,196.646,522.372,0.973,0.286,63.5,62.158,144.993,207,530.6,40.57,8.852,94.631,1168.5,81.672,0.135,2.00,9.8456,34597.5,1.0851,0.7857
