step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,3573,1.641,0.370,8.11,219977,204344,242,0,15332,84,984077.9,1264021.5,0.142,0.568,0.102,0.187,105,11.58,5.78,0.09,1.33,0.07,0.85,0.01,0.24,11.40,5.34,0.00,0.00,0.003,0.043,454,0.180,0.022,0.961,0.000,0.016,388433,365512,6,0.377,0.142,0.004,158480,0.218,1.347,0.023,23.18,117210,0,15047.875,0.000,0.613,21875633,1.02,14.24,0.002,0.001,0.000,6,12,16,64,41361,0.158,0.00,0.0024,0.024,726,0.806,0.000,0.724,0.448,5.30,6.39,7.71,0.00,0.000,1.02,1.02,1.02,0.806,0.00124,9.17,174.0678,3883.30,91745.2,139716.0,37.799,54.2590,198.365,521.699,0.963,0.281,63.8,62.599,143.567,178,493.1,32.68,8.162,93.686,1188.9,80.967,0.135,2.00,9.8398,35157.6,1.0772,0.3867
120000,3655,1.638,0.384,8.25,218765,203606,296,0,14781,127,981259.6,1254751.0,0.144,0.575,0.084,0.197,105,11.35,5.60,0.07,0.78,0.06,1.04,0.03,0.58,11.19,5.31,0.00,0.00,0.003,0.044,506,0.134,0.021,0.964,0.000,0.015,387253,364391,5,0.329,0.219,0.005,158000,0.239,1.298,0.023,23.37,120208,0,9879.929,0.000,0.613,22095051,1.02,14.08,0.001,0.000,0.000,6,10,16,64,41482,0.158,0.00,0.0024,0.031,642,0.800,0.000,0.721,0.449,5.11,6.31,7.67,0.00,0.000,1.01,1.02,1.02,0.800,0.00126,9.44,173.1318,4006.56,91614.9,139713.5,37.925,54.0191,197.501,518.749,0.969,0.281,64.5,62.445,142.955,217,562.9,28.13,8.116,93.105,1218.9,80.578,0.135,2.00,9.5560,34927.2,1.0811,0.6466
130000,3607,1.625,0.390,7.97,219454,205588,221,0,13693,340,984757.8,1259961.1,0.128,0.588,0.084,0.200,104,11.34,5.14,0.05,0.62,0.10,1.26,0.02,0.41,11.17,4.95,0.00,0.09,0.006,0.069,437,0.196,0.017,0.969,0.000,0.014,382741,357994,5,0.319,0.060,0.004,152518,0.206,1.376,0.024,23.41,118171,0,3705.768,0.000,0.624,22638894,1.02,14.33,0.000,0.000,0.001,6,11,16,56,40893,0.156,0.00,0.0024,0.024,679,0.803,0.000,0.743,0.440,5.31,6.68,7.62,0.00,0.001,1.02,1.02,1.02,0.803,0.00130,9.54,173.4573,4140.82,91692.2,139710.8,37.327,53.8193,199.681,519.460,0.991,0.277,64.0,63.165,143.073,237,599.0,28.49,8.240,93.563,1151.9,81.005,0.136,2.00,9.6708,34882.5,1.0777,0.5028
140000,3670,1.630,0.376,7.97,220131,204910,257,1,14900,892,982764.0,1260780.1,0.132,0.594,0.092,0.181,106,11.09,5.31,0.08,1.32,0.07,0.89,0.01,0.18,10.93,4.91,0.00,0.05,0.005,0.057,411,0.228,0.019,0.968,0.000,0.013,387037,363497,4,0.339,0.157,0.003,118298,0.226,1.373,0.022,23.42,114919,2,1413.431,1.000,0.625,23068233,1.01,14.59,0.001,0.002,0.001,6,10,14,64,40704,0.155,0.00,0.0024,0.028,704,0.804,0.000,0.729,0.444,5.27,6.63,7.63,0.00,0.001,1.02,1.02,1.01,0.804,0.00127,9.73,173.2750,3804.51,91147.5,139707.9,37.380,53.6031,199.402,522.606,0.972,0.280,64.2,63.072,142.591,223,586.1,40.00,7.898,93.311,1239.0,80.799,0.135,2.00,9.6819,35532.5,1.1268,0.7061
150000,3550,1.620,0.398,8.07,219469,203578,274,6,15731,632,985841.9,1264155.5,0.134,0.592,0.095,0.179,105,11.12,5.46,0.06,0.88,0.08,1.03,0.02,0.39,10.97,5.31,0.00,0.06,0.007,0.072,414,0.235,0.019,0.964,0.000,0.017,389713,368689,5,0.400,0.013,0.003,129605,0.203,1.477,0.023,23.67,115973,10,2000.246,0.833,0.623,22979450,1.01,14.58,0.000,0.001,0.001,6,10,14,51,39476,0.151,0.00,0.0025,0.023,697,0.805,0.000,0.724,0.450,5.15,6.50,7.66,0.00,0.001,1.01,1.02,1.01,0.805,0.00131,9.94,173.9998,4208.29,89436.2,139704.8,36.924,53.7834,199.293,516.954,0.993,0.272,62.2,63.022,142.196,224,532.4,36.22,7.997,93.307,1280.2,80.759,0.134,2.00,10.4653,37151.8,1.2017,0.6889
160000,3611,1.632,0.383,8.02,217511,202945,275,1,14229,922,981117.0,1261587.4,0.124,0.601,0.092,0.183,106,11.43,5.31,0.07,0.95,0.08,0.92,0.02,0.42,11.26,5.10,0.00,0.03,0.006,0.062,435,0.275,0.019,0.966,0.000,0.015,381612,358612,4,0.407,0.040,0.004,161319,0.206,1.349,0.024,23.49,114220,40,1368.316,1.000,0.603,23139861,1.02,14.20,0.000,0.001,0.000,7,10,15,64,41273,0.157,0.00,0.0024,0.032,699,0.805,0.000,0.709,0.443,5.28,6.59,7.75,0.00,0.002,1.02,1.02,1.02,0.805,0.00131,9.98,173.4158,3960.44,92153.9,139701.8,37.231,53.7216,199.612,525.198,0.983,0.282,64.1,63.180,142.466,198,552.8,27.49,8.042,93.138,1267.9,80.560,0.135,2.00,9.5493,34482.6,1.0793,0.6728
170000,3608,1.600,0.391,8.08,217652,203488,220,0,13947,711,981658.3,1268542.2,0.113,0.619,0.091,0.178,107,11.25,5.30,0.06,0.87,0.08,1.07,0.01,0.35,11.10,5.11,0.00,0.05,0.006,0.069,398,0.294,0.021,0.962,0.000,0.017,378582,355856,4,0.450,0.019,0.002,116391,0.195,1.551,0.024,23.87,112901,0,1784.166,0.000,0.618,24282129,1.01,14.36,0.000,0.001,0.000,7,10,14,64,40608,0.155,0.00,0.0025,0.035,702,0.813,0.000,0.707,0.438,5.29,6.57,7.71,0.00,0.001,1.01,1.02,1.01,0.813,0.00133,10.47,173.5936,4191.03,91750.5,139698.8,36.971,52.5891,201.477,521.643,0.971,0.285,63.6,63.773,141.815,175,473.4,43.52,8.022,92.528,1267.0,80.298,0.135,2.00,9.6689,34885.4,1.0860,0.6796
180000,3583,1.641,0.397,7.84,218818,204842,225,1,13775,652,986119.0,1266797.8,0.100,0.617,0.089,0.195,107,11.39,5.05,0.05,0.96,0.09,1.00,0.00,0.11,11.25,4.91,0.00,0.03,0.007,0.071,378,0.319,0.017,0.969,0.000,0.014,380796,359916,4,0.543,0.152,0.001,82693,0.217,1.470,0.024,23.79,112374,6,1942.941,1.000,0.623,23887224,1.01,14.31,0.001,0.000,0.000,8,10,14,64,40810,0.156,0.00,0.0024,0.034,658,0.806,0.000,0.748,0.438,5.41,6.80,7.64,0.00,0.000,1.01,1.02,1.01,0.806,0.00138,10.50,173.6279,4266.69,91442.2,139695.9,36.540,52.8830,201.510,522.289,0.978,0.278,64.1,63.889,141.694,204,499.0,29.43,7.963,93.009,1242.7,80.795,0.135,2.01,9.7669,34994.8,1.0677,0.5259
190000,3598,1.660,0.390,7.75,216744,202484,200,4,14041,1243,985228.9,1265682.6,0.096,0.625,0.088,0.191,109,11.78,5.97,0.07,0.85,0.07,0.84,0.02,0.49,11.63,5.71,0.00,0.07,0.005,0.055,406,0.252,0.023,0.964,0.000,0.013,381721,363103,4,0.572,0.008,0.004,81879,0.196,1.397,0.025,24.23,107770,102,1018.248,0.500,0.613,23780424,1.02,14.19,0.001,0.003,0.001,8,11,14,64,42394,0.162,0.00,0.0024,0.035,616,0.801,0.000,0.736,0.445,5.38,6.74,7.73,0.00,0.001,1.02,1.02,1.02,0.801,0.00146,11.06,173.2981,4268.17,91330.1,139693.1,36.030,52.9842,200.356,509.391,0.987,0.277,64.7,63.751,140.596,224,541.0,31.35,7.808,92.516,1178.9,80.126,0.135,2.00,9.7522,35088.6,1.0651,0.7063
200000,3573,1.656,0.379,7.66,214861,199916,295,6,14669,1965,988881.8,1269227.1,0.089,0.634,0.078,0.199,107,11.51,5.08,0.04,0.70,0.06,0.80,0.00,0.04,11.40,4.96,0.00,0.06,0.004,0.053,365,0.226,0.018,0.971,0.000,0.010,391913,375438,3,0.551,0.311,0.002,88110,0.187,1.372,0.023,24.40,107597,197,645.917,0.167,0.648,24124596,1.01,14.31,0.000,0.004,0.001,7,12,14,64,41113,0.157,0.00,0.0024,0.031,650,0.798,0.000,0.755,0.464,5.30,6.67,7.68,0.00,0.001,1.01,1.02,1.01,0.798,0.00152,11.12,174.0506,4006.50,91881.0,139689.9,35.658,53.5816,199.184,510.040,0.963,0.279,64.4,63.540,140.289,181,468.0,33.02,7.617,92.663,1273.0,80.158,0.135,2.00,9.7376,34792.4,1.0784,0.7492
210000,3600,1.640,0.391,7.85,219332,205308,159,5,13833,1291,990317.8,1270098.6,0.089,0.638,0.080,0.193,113,11.46,5.34,0.05,0.78,0.09,1.01,0.02,0.42,11.31,5.16,0.00,0.05,0.006,0.068,378,0.244,0.017,0.971,0.000,0.012,379708,362042,4,0.569,0.000,0.004,111941,0.185,1.442,0.024,24.41,105772,197,983.810,0.600,0.631,24346114,1.01,14.19,0.001,0.002,0.001,7,11,14,64,41266,0.157,0.00,0.0024,0.036,620,0.802,0.000,0.748,0.435,5.24,6.53,7.74,0.00,0.001,1.01,1.01,1.01,0.802,0.00150,11.36,173.7951,4270.83,92327.5,139687.0,35.465,52.6124,202.256,509.358,0.985,0.285,64.7,64.445,140.325,166,419.0,38.75,7.895,92.603,1291.8,80.524,0.134,2.01,9.4904,34165.3,1.0485,0.7352
220000,3690,1.622,0.356,7.78,218108,203997,239,9,13773,1823,990769.9,1273545.4,0.084,0.639,0.069,0.208,117,11.28,4.89,0.03,0.55,0.08,0.98,0.01,0.30,11.17,4.81,0.00,0.03,0.005,0.059,326,0.258,0.023,0.964,0.000,0.013,385067,370742,4,0.609,0.000,0.003,89221,0.194,1.284,0.021,24.52,105835,119,698.599,0.444,0.617,24484583,1.01,14.33,0.000,0.002,0.000,6,11,14,64,41639,0.159,0.00,0.0024,0.035,697,0.800,0.000,0.769,0.446,5.24,6.53,7.77,0.00,0.001,1.01,1.01,1.01,0.800,0.00149,11.33,174.1759,3766.62,92768.8,139684.1,35.464,52.7000,201.884,512.422,0.968,0.282,65.9,64.387,140.208,166,423.0,30.68,7.903,92.521,1178.9,80.467,0.136,2.00,9.2701,34206.8,1.0543,0.6657
230000,3612,1.616,0.355,7.75,218949,205185,169,8,13665,1739,984438.7,1260049.8,0.087,0.642,0.073,0.198,119,11.24,4.88,0.02,0.55,0.14,1.30,0.01,0.25,11.07,4.59,0.00,0.10,0.008,0.077,379,0.301,0.019,0.962,0.000,0.019,368767,355678,4,0.612,0.000,0.004,80434,0.187,1.294,0.020,24.79,103075,20,724.583,0.875,0.580,24545447,1.00,14.36,0.000,0.005,0.002,7,11,14,54,40601,0.155,0.00,0.0025,0.033,642,0.802,0.000,0.762,0.419,5.19,6.61,7.65,0.00,0.002,1.01,1.00,1.00,0.802,0.00152,11.63,171.8996,3618.84,93610.0,139681.1,36.002,51.7247,202.524,511.548,0.961,0.285,63.9,64.566,139.961,186,474.1,33.71,8.147,91.414,1189.7,79.575,0.135,2.00,9.2864,33542.4,1.0823,0.8204
240000,3666,1.638,0.396,7.71,221440,206357,197,2,14830,1455,991074.7,1260467.5,0.082,0.653,0.066,0.200,126,10.86,4.71,0.02,0.40,0.09,1.22,0.00,0.09,10.74,4.53,0.00,0.00,0.006,0.062,326,0.320,0.016,0.969,0.000,0.015,374730,360429,4,0.676,0.002,0.001,87127,0.182,1.438,0.022,24.78,105801,93,866.301,0.500,0.598,25327570,1.01,14.81,0.000,0.002,0.000,6,10,13,64,39820,0.152,0.00,0.0025,0.033,632,0.803,0.000,0.766,0.422,5.24,6.64,7.69,0.00,0.000,1.01,1.01,1.01,0.803,0.00150,11.76,172.5517,4365.24,91913.0,139677.9,35.169,51.9838,203.090,507.710,0.981,0.281,64.2,64.761,139.605,197,497.0,39.20,7.794,92.133,1164.9,80.300,0.134,2.00,9.3855,34407.1,1.1318,0.7048
250000,3595,1.652,0.384,7.84,217749,203225,225,4,14366,2268,990573.8,1257378.1,0.075,0.647,0.069,0.209,125,11.76,6.05,0.05,0.74,0.16,1.46,0.01,0.43,11.53,5.63,0.01,0.16,0.007,0.066,357,0.241,0.019,0.971,0.001,0.009,378851,362361,3,0.616,0.003,0.002,80051,0.188,1.454,0.024,24.71,108670,4,554.400,1.000,0.618,24523220,1.01,14.02,0.000,0.005,0.004,7,11,14,63,42269,0.161,0.00,0.0024,0.032,692,0.798,0.000,0.775,0.438,5.18,6.46,7.80,0.01,0.004,1.01,1.01,1.01,0.798,0.00154,11.43,172.2013,4345.02,90716.0,139674.8,35.425,52.9108,200.326,508.503,0.976,0.276,65.4,63.951,139.992,163,388.9,40.85,7.824,92.275,1142.2,80.086,0.135,2.00,9.9642,35821.2,1.1350,0.7720
260000,3570,1.636,0.391,7.89,220369,206204,224,9,13957,2196,993598.9,1261124.0,0.075,0.646,0.066,0.213,126,11.22,5.25,0.07,0.99,0.10,1.05,0.01,0.20,11.04,4.96,0.00,0.08,0.007,0.065,384,0.241,0.016,0.972,0.000,0.012,378589,362771,3,0.610,0.004,0.003,110866,0.178,1.452,0.024,24.31,110483,136,574.282,0.778,0.623,24606036,1.01,14.31,0.001,0.003,0.002,6,11,14,64,40058,0.153,0.00,0.0025,0.035,685,0.798,0.000,0.775,0.431,5.04,6.41,7.62,0.00,0.002,1.01,1.02,1.01,0.798,0.00156,11.18,173.0854,4214.55,91507.1,139671.8,35.326,52.9591,201.902,514.104,0.978,0.281,63.7,64.454,140.690,169,459.2,32.13,7.864,93.028,1255.4,80.962,0.135,2.00,9.8197,35056.3,1.1383,0.7753
270000,3586,1.639,0.385,7.87,220960,206592,194,8,14150,1540,990068.4,1264995.0,0.078,0.659,0.058,0.205,126,11.27,5.09,0.03,0.46,0.09,1.01,0.03,0.40,11.12,4.90,0.00,0.09,0.006,0.059,344,0.314,0.022,0.963,0.000,0.015,374046,357827,2,0.642,0.002,0.006,94689,0.183,1.442,0.022,24.59,110021,119,821.425,0.625,0.624,25409305,1.01,14.36,0.000,0.004,0.002,7,11,14,57,40402,0.154,0.00,0.0025,0.033,644,0.805,0.000,0.766,0.422,5.20,6.61,7.70,0.00,0.002,1.01,1.00,1.00,0.805,0.00155,11.60,172.7818,4194.84,92807.5,139668.6,35.298,52.2724,203.125,512.843,0.963,0.286,64.1,64.799,140.060,144,364.8,31.96,7.922,92.356,1308.0,80.441,0.136,2.00,9.4281,33809.2,1.0705,0.6910
280000,3721,1.622,0.373,7.86,222241,208122,170,3,13811,986,987439.3,1259009.5,0.077,0.660,0.055,0.208,125,11.33,5.04,0.01,0.27,0.08,1.24,0.00,0.07,11.23,4.87,0.00,0.00,0.004,0.058,325,0.321,0.017,0.970,0.000,0.013,368779,353854,2,0.653,0.003,0.002,126751,0.160,1.313,0.022,24.66,110355,66,1276.886,0.667,0.613,25595479,1.00,14.31,0.000,0.001,0.000,7,11,14,64,42153,0.161,0.00,0.0024,0.032,683,0.806,0.000,0.764,0.411,5.23,6.59,7.75,0.00,0.000,1.00,1.00,1.00,0.806,0.00149,11.64,172.1563,4068.69,94437.4,139665.3,35.420,51.8825,204.047,514.721,0.979,0.289,66.4,65.058,140.107,155,378.5,34.70,8.033,92.122,1196.7,80.245,0.135,2.00,8.6440,32164.2,0.9934,0.7069
290000,3629,1.585,0.377,7.83,218331,203697,202,9,14515,1330,983282.0,1247991.4,0.075,0.665,0.052,0.208,126,10.88,4.80,0.03,0.64,0.08,0.96,0.01,0.15,10.77,4.71,0.00,0.03,0.006,0.070,319,0.335,0.019,0.967,0.000,0.014,370095,354505,2,0.693,0.008,0.002,99968,0.182,1.355,0.022,24.53,108325,82,938.339,0.667,0.627,25460039,1.01,14.68,0.000,0.001,0.000,6,10,13,58,39495,0.151,0.00,0.0025,0.034,655,0.808,0.000,0.753,0.423,5.15,6.54,7.74,0.00,0.000,1.01,1.01,1.01,0.808,0.00149,11.48,170.8067,4061.83,92252.9,139662.4,36.084,52.1241,200.566,509.186,0.973,0.282,63.8,63.933,140.249,201,476.2,31.48,7.855,91.747,1158.5,79.740,0.135,2.00,9.5400,34620.5,1.0983,0.6018
300000,3724,1.600,0.382,7.75,220621,205765,234,4,14523,1159,986961.8,1265748.0,0.080,0.661,0.050,0.209,125,11.23,5.17,0.04,0.73,0.11,1.11,0.00,0.12,11.08,4.95,0.00,0.09,0.007,0.075,320,0.402,0.020,0.968,0.000,0.013,375468,360055,2,0.720,0.000,0.001,65969,0.207,1.458,0.022,24.51,107865,24,1092.104,0.750,0.629,25922623,1.01,14.50,0.000,0.004,0.001,7,10,14,56,41823,0.160,0.00,0.0024,0.033,678,0.806,0.000,0.753,0.425,5.29,6.70,7.77,0.00,0.002,1.01,1.01,1.01,0.806,0.00148,11.84,172.9273,4175.44,92895.6,139659.1,35.380,51.8623,203.336,518.258,0.981,0.285,66.7,64.822,139.733,159,350.7,42.22,7.689,92.112,1283.1,80.268,0.136,2.00,9.0351,33646.6,1.0536,0.6729
