step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,3148,14.2,0.1,0.0,0.1,13.9,0.0,1.04,13.2,485,179,5.40,12.81,1397,1296,455,0.0,1.04,1.05,1.04,3.96,6.53,3.83,26.9
5000,13,204,9.0,0.0,0.1,0.0,8.9,0.0,1.00,14.8,31,271,5.92,15.79,204,0,0,0.0,1.00,1.00,1.00,3.85,3.24,7.61,15.5
5000,22,86,10.2,0.0,0.1,0.7,9.4,0.0,1.00,16.0,13,361,8.93,18.94,0,86,0,0.0,1.00,1.01,1.00,4.53,7.74,7.30,29.4
5000,54,43,9.5,0.0,0.0,0.0,9.5,0.0,1.00,14.4,15,185,3.90,10.08,43,0,0,0.0,1.00,1.00,1.00,5.12,7.02,7.84,18.2
5000,26,42,10.9,0.0,0.0,0.1,10.8,0.0,1.00,13.1,13,149,2.23,9.04,30,12,0,0.0,1.00,1.00,1.00,3.43,7.21,2.67,21.5
5000,30,34,13.1,0.0,0.0,0.0,13.1,0.0,1.00,12.8,9,188,7.29,15.45,34,0,0,0.0,1.00,1.00,1.00,4.09,7.00,3.00,20.4
5000,10,32,11.0,0.0,0.0,0.0,11.0,0.0,1.00,14.2,16,365,12.11,29.37,0,32,0,0.0,1.00,1.00,1.00,3.41,2.94,5.97,32.5
5000,24,29,13.0,0.0,0.0,0.0,13.0,0.0,1.00,11.8,12,215,5.67,14.90,29,0,0,0.0,1.00,1.00,1.00,3.97,2.55,7.55,6.6
5000,33,25,13.6,0.0,0.3,0.1,13.2,0.0,1.00,13.7,7,352,12.25,32.25,7,18,0,0.0,1.00,1.00,1.00,3.96,6.04,3.20,28.1
5000,2,22,14.5,0.4,0.0,0.3,13.9,0.0,1.05,11.9,11,166,4.73,11.39,18,4,0,0.0,1.00,1.11,1.05,3.55,6.14,4.45,23.4
5000,12,15,9.0,0.0,0.0,0.0,9.0,0.0,1.00,18.0,1,297,5.51,19.79,0,15,0,0.0,1.00,1.00,1.00,2.60,3.00,4.00,29.9
5000,32,14,17.1,0.0,0.0,0.0,17.1,0.0,1.00,13.9,2,268,10.52,26.39,14,0,0,0.0,1.00,1.00,1.00,3.71,5.00,4.07,7.7
5000,77,11,7.5,0.0,0.0,0.0,7.5,0.0,1.00,20.4,7,479,13.85,24.30,0,11,0,0.0,1.00,1.00,1.00,2.73,2.91,2.91,28.9
5000,66,11,7.1,0.0,0.0,0.0,7.1,0.0,1.00,15.8,3,218,5.51,10.72,11,0,0,0.0,1.00,1.00,1.00,2.18,1.00,7.45,21.3
5000,4,6,17.0,0.0,0.0,0.0,17.0,0.0,1.00,13.3,4,209,7.03,19.20,6,0,0,0.0,1.00,1.00,1.00,4.17,5.83,3.50,23.1
6000,1,3574,13.5,0.1,0.1,0.1,13.2,0.0,1.04,13.6,565,196,5.91,13.94,1874,1274,426,0.0,1.04,1.05,1.04,3.90,6.63,3.64,25.7
6000,13,269,8.8,0.0,0.0,0.0,8.8,0.0,1.00,15.8,46,309,6.96,16.87,269,0,0,0.0,1.00,1.00,1.00,3.62,3.64,6.22,14.5
6000,22,89,7.3,0.0,0.0,0.1,7.1,0.0,1.00,18.3,13,327,7.57,15.61,0,89,0,0.0,1.00,1.00,1.00,4.00,7.27,6.21,29.1
6000,2,50,10.9,0.0,0.0,0.0,10.9,0.0,1.00,14.2,12,133,4.17,9.87,49,0,1,0.0,1.00,1.00,1.00,3.54,6.16,2.90,18.7
