step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,3200,1.715,0.434,8.49,208293,196975,266,0,11026,58,978561.9,1256335.9,0.015,0.826,0.052,0.106,101,12.81,6.71,0.01,0.27,0.04,0.57,0.21,2.30,12.55,5.91,0.00,0.00,0.002,0.029,382,0.316,0.021,0.963,0.000,0.016,393590,377526,5,0.368,0.035,0.015,592339,0.159,1.656,0.026,24.30,115666,0,21660.963,0.000,0.630,32597547,1.01,13.50,0.005,0.000,0.000,7,12,16,64,40997,0.156,0.00,0.0024,0.020,610,0.866,0.000,0.683,0.485,5.41,6.62,7.61,0.00,0.001,1.00,1.01,1.01,0.866,0.00154,7.28,172.5938,4283.74,93300.5,140212.0,40.249,55.3326,191.591,530.928,0.978,0.304,60.2,60.922,145.838,271,734.0,41.60,10.646,92.011,1533.3,78.529,0.134,2.00,10.4458,33426.6,1.0375,0.3747
120000,3265,1.719,0.442,8.06,204771,193453,309,0,10944,23,967568.2,1240003.9,0.018,0.822,0.049,0.111,102,12.74,6.35,0.02,0.49,0.08,1.04,0.16,2.16,12.48,5.63,0.00,0.00,0.003,0.032,351,0.334,0.020,0.964,0.000,0.016,385497,369579,5,0.420,0.010,0.013,543625,0.176,1.636,0.027,24.19,112150,0,53913.212,0.000,0.624,32692402,1.01,13.41,0.003,0.000,0.000,6,12,15,64,41595,0.159,0.00,0.0024,0.020,606,0.871,0.000,0.665,0.483,5.37,6.61,7.58,0.00,0.000,1.01,1.01,1.01,0.871,0.00144,7.23,170.4408,4524.23,94592.1,140209.9,41.167,55.3311,189.860,526.858,0.968,0.308,61.0,60.242,146.027,269,767.6,41.71,11.008,91.259,1393.1,77.495,0.135,2.00,9.7593,31864.3,1.0142,0.3707
130000,3230,1.717,0.431,7.96,207668,196402,278,1,11022,55,979462.4,1270636.2,0.012,0.830,0.049,0.110,103,12.68,6.37,0.00,0.04,0.09,1.37,0.18,2.25,12.41,5.68,0.00,0.00,0.004,0.046,341,0.344,0.021,0.965,0.000,0.015,395712,382137,3,0.480,0.007,0.014,478537,0.173,1.594,0.027,24.41,113189,108,23102.477,0.000,0.625,33369220,1.00,13.75,0.002,0.000,0.000,6,12,16,64,40964,0.156,0.00,0.0024,0.013,562,0.872,0.000,0.661,0.490,5.46,6.80,7.47,0.00,0.000,1.00,1.00,1.00,0.872,0.00149,7.50,173.9608,4252.04,93574.1,140207.6,40.477,54.5135,192.990,536.005,0.961,0.307,60.4,61.253,145.613,296,885.3,40.88,10.752,91.459,1341.3,78.554,0.135,2.00,10.2639,33152.4,1.0821,0.0678
140000,3179,1.735,0.373,7.09,205552,193868,313,0,11422,72,980172.6,1260928.8,0.012,0.828,0.054,0.105,105,12.91,6.39,0.01,0.27,0.10,1.16,0.12,1.59,12.68,5.70,0.00,0.00,0.004,0.046,333,0.375,0.020,0.967,0.000,0.014,396908,383454,4,0.562,0.000,0.015,463078,0.165,1.505,0.021,24.26,107517,0,17512.899,0.000,0.621,32608819,1.00,13.18,0.003,0.000,0.000,8,12,16,64,41028,0.157,0.00,0.0024,0.021,590,0.867,0.000,0.620,0.496,5.36,6.68,7.61,0.00,0.000,1.00,1.00,1.00,0.867,0.00156,7.61,173.0430,3582.07,91642.8,140205.4,40.152,55.2057,190.725,529.859,0.951,0.301,59.9,60.675,145.060,254,681.6,35.18,10.331,91.817,1297.5,78.552,0.134,2.00,11.3407,36052.1,1.1243,0.1034
150000,3324,1.704,0.413,6.63,203032,191019,339,0,11529,26,976552.4,1258253.9,0.011,0.822,0.057,0.110,107,12.33,5.42,0.01,0.18,0.11,1.73,0.04,0.59,12.18,4.98,0.00,0.00,0.004,0.047,285,0.408,0.023,0.965,0.000,0.012,396622,384202,3,0.686,0.257,0.007,481374,0.173,1.559,0.025,24.04,102288,0,48394.380,0.000,0.605,32424402,1.00,13.69,0.001,0.000,0.000,8,12,16,64,40989,0.156,0.00,0.0024,0.019,675,0.867,0.000,0.595,0.502,5.40,6.78,7.66,0.00,0.000,1.00,1.00,1.00,0.867,0.00145,7.53,173.5875,4224.01,92041.7,140202.9,40.333,55.7455,189.712,525.002,0.946,0.300,61.3,60.270,145.118,243,633.2,53.82,10.068,91.941,1314.8,78.504,0.135,2.00,10.4817,34841.2,1.1233,0.3534
160000,3353,1.715,0.389,6.37,205329,192302,474,0,12524,68,976029.2,1261368.5,0.011,0.820,0.062,0.107,111,12.48,5.58,0.02,0.58,0.07,0.96,0.06,1.07,12.33,5.13,0.00,0.00,0.003,0.046,276,0.456,0.019,0.965,0.000,0.015,405087,392145,4,0.734,0.000,0.008,275827,0.173,1.489,0.023,24.32,100624,0,18549.537,0.000,0.616,32970967,1.01,13.83,0.001,0.000,0.000,8,12,16,64,41830,0.160,0.00,0.0024,0.017,580,0.863,0.000,0.589,0.507,5.45,6.76,7.66,0.00,0.001,1.00,1.01,1.01,0.863,0.00149,7.65,173.4231,3889.19,92695.1,140200.3,40.566,55.1607,190.113,528.992,0.977,0.305,61.7,60.525,144.752,267,709.0,33.11,10.033,91.302,1233.5,78.178,0.135,2.00,10.2847,34484.6,1.0764,0.1328
170000,3256,1.720,0.403,6.25,204936,191692,396,0,12945,26,980382.5,1285399.8,0.012,0.836,0.057,0.095,112,12.58,5.19,0.04,0.92,0.08,1.22,0.05,0.84,12.41,4.80,0.00,0.00,0.003,0.039,268,0.492,0.014,0.974,0.000,0.012,406582,394424,3,0.764,0.211,0.006,207770,0.203,1.549,0.023,24.59,100829,0,49438.452,0.000,0.621,33849834,1.01,13.92,0.001,0.000,0.000,8,12,16,64,40969,0.156,0.00,0.0024,0.015,585,0.869,0.000,0.556,0.510,5.62,6.95,7.63,0.00,0.002,1.01,1.01,1.01,0.869,0.00152,7.94,175.6353,4117.39,90483.4,140197.3,40.182,54.3650,192.281,531.213,0.954,0.295,60.7,61.136,144.334,246,721.8,34.66,10.117,91.131,1192.2,78.365,0.135,2.00,11.2481,36623.8,1.1187,0.0628
180000,3182,1.706,0.406,6.10,203578,190225,452,0,12975,49,975054.9,1280035.6,0.010,0.842,0.056,0.093,112,12.59,5.26,0.03,0.76,0.10,1.41,0.04,0.60,12.42,4.86,0.00,0.00,0.004,0.050,247,0.522,0.015,0.971,0.000,0.014,405689,394076,2,0.784,0.000,0.007,165778,0.235,1.507,0.024,24.71,101301,0,26123.176,0.000,0.635,34342325,1.01,14.07,0.001,0.000,0.000,8,12,16,64,40055,0.153,0.00,0.0025,0.018,628,0.869,0.000,0.536,0.512,5.58,6.90,7.63,0.00,0.000,1.01,1.01,1.01,0.869,0.00157,8.04,175.0648,4092.48,90407.7,140194.1,40.609,54.0963,191.986,533.898,0.956,0.300,59.3,61.086,144.300,268,761.7,41.70,10.191,90.478,1227.8,77.759,0.134,2.00,11.5821,36854.1,1.1651,0.2449
190000,3295,1.729,0.411,6.12,203805,190454,480,0,12758,60,972546.0,1279680.0,0.008,0.845,0.055,0.092,113,12.74,4.73,0.01,0.21,0.09,1.05,0.02,0.41,12.62,4.57,0.00,0.00,0.005,0.052,248,0.552,0.019,0.967,0.000,0.014,404181,393216,2,0.791,0.000,0.003,154406,0.236,1.616,0.023,24.62,100166,0,21328.000,0.000,0.616,34599265,1.00,13.91,0.000,0.000,0.000,10,12,16,57,41974,0.160,0.00,0.0023,0.021,601,0.871,0.000,0.518,0.509,5.67,7.03,7.74,0.00,0.000,1.00,1.00,1.00,0.871,0.00152,8.02,174.8435,4097.06,92546.0,140190.6,41.042,53.8943,192.068,538.501,0.959,0.300,61.0,61.101,144.458,259,753.0,49.73,10.287,90.164,1292.9,77.494,0.134,2.00,10.4130,34310.8,1.0424,0.5831
200000,3266,1.683,0.388,6.15,203990,191294,372,0,12353,57,972577.1,1269457.4,0.009,0.832,0.059,0.100,111,12.70,5.18,0.02,0.47,0.10,0.87,0.04,0.75,12.54,4.95,0.00,0.02,0.006,0.049,289,0.437,0.020,0.967,0.000,0.013,397329,385334,2,0.783,0.005,0.010,201461,0.213,1.538,0.023,24.51,100978,0,22271.182,0.000,0.631,33414324,1.01,13.59,0.001,0.000,0.000,8,12,16,64,41480,0.158,0.00,0.0024,0.019,587,0.868,0.000,0.554,0.501,5.53,6.89,7.68,0.00,0.000,1.01,1.01,1.01,0.868,0.00154,7.94,173.5033,4016.40,92789.0,140187.3,40.762,54.1838,191.601,530.965,0.961,0.302,61.3,60.983,144.557,245,647.3,51.69,10.344,90.634,1148.7,77.685,0.136,2.00,10.6101,34652.6,1.0540,0.1846
210000,3269,1.695,0.403,6.12,208012,195406,309,0,12294,57,984000.8,1282527.4,0.010,0.842,0.055,0.093,113,12.68,5.96,0.03,0.50,0.07,0.81,0.07,1.35,12.52,5.49,0.00,0.00,0.004,0.048,264,0.462,0.016,0.969,0.000,0.015,397296,386836,2,0.797,0.000,0.005,192669,0.234,1.607,0.024,24.60,100412,0,22500.480,0.000,0.586,34449623,1.01,13.84,0.003,0.000,0.000,8,12,16,64,41462,0.158,0.00,0.0024,0.014,593,0.870,0.000,0.546,0.491,5.47,6.95,7.65,0.00,0.002,1.00,1.00,1.01,0.870,0.00155,8.06,175.3311,4169.92,91948.5,140184.2,39.658,53.9895,195.035,537.154,0.940,0.300,61.6,62.046,144.516,257,705.0,51.50,10.386,91.519,1131.9,78.864,0.135,2.00,10.7689,35203.6,1.1165,0.1966
220000,3116,1.713,0.390,6.18,204977,192197,411,0,12522,37,975383.7,1267123.4,0.010,0.840,0.056,0.094,120,12.66,5.96,0.02,0.38,0.12,1.54,0.07,1.06,12.44,5.55,0.00,0.00,0.005,0.048,300,0.427,0.021,0.961,0.000,0.018,396092,384407,2,0.777,0.000,0.009,199227,0.216,1.544,0.023,24.59,100033,0,34246.578,0.000,0.627,34330430,1.01,13.78,0.002,0.000,0.000,7,12,16,64,39444,0.150,0.00,0.0025,0.017,586,0.869,0.000,0.553,0.497,5.40,6.82,7.62,0.00,0.000,1.00,1.01,1.01,0.869,0.00162,7.95,173.1698,3821.61,91205.3,140181.1,40.625,53.9633,192.378,534.661,0.972,0.302,58.2,61.223,144.647,255,660.4,34.24,10.396,90.667,1331.1,77.799,0.135,2.00,11.6819,36400.7,1.1852,0.2181
230000,3313,1.672,0.425,6.08,208502,195460,340,0,12505,44,979910.0,1277602.4,0.013,0.834,0.063,0.091,120,12.64,5.04,0.03,0.79,0.14,1.33,0.04,0.68,12.43,4.66,0.00,0.00,0.006,0.061,271,0.510,0.021,0.965,0.001,0.014,398645,385992,2,1.000,0.000,0.010,233803,0.204,1.594,0.027,24.67,100057,0,29036.418,0.000,0.632,33742130,1.01,13.85,0.001,0.000,0.000,8,12,15,64,41884,0.160,0.00,0.0024,0.018,629,0.864,0.000,0.562,0.492,5.52,6.84,7.74,0.00,0.000,1.00,1.01,1.01,0.864,0.00157,7.83,174.5585,4199.62,92140.6,140177.9,39.943,54.3836,193.815,532.814,0.974,0.303,62.4,61.776,144.741,290,825.4,50.14,10.524,91.395,1425.6,78.272,0.135,2.00,10.4534,34632.1,1.0729,0.2084
240000,3297,1.704,0.407,6.04,207306,194734,439,0,12149,23,976296.9,1273296.2,0.010,0.843,0.059,0.088,128,12.79,5.46,0.02,0.35,0.11,1.11,0.08,1.24,12.58,5.07,0.00,0.00,0.006,0.052,294,0.515,0.021,0.966,0.000,0.013,400449,387305,2,0.753,0.000,0.008,217791,0.210,1.667,0.024,24.67,96536,0,55360.707,0.000,0.618,34159094,1.00,13.72,0.001,0.000,0.000,8,12,16,64,42166,0.161,0.00,0.0024,0.022,620,0.866,0.000,0.529,0.497,5.53,6.85,7.61,0.00,0.000,1.00,1.00,1.00,0.866,0.00156,8.10,173.8038,4266.19,91900.4,140174.5,40.218,54.1323,192.587,538.730,0.950,0.302,62.2,61.366,144.344,220,559.9,40.05,10.209,90.856,1286.5,77.926,0.134,2.00,10.6399,35079.7,1.0528,0.2962
250000,3337,1.695,0.373,6.06,209743,197457,377,1,11868,107,978355.0,1277442.5,0.009,0.836,0.059,0.095,128,12.62,4.78,0.01,0.19,0.13,1.54,0.06,1.09,12.43,4.39,0.00,0.00,0.005,0.044,293,0.416,0.018,0.970,0.000,0.012,397559,383637,2,0.731,0.004,0.007,203914,0.225,1.327,0.023,24.38,97879,414,11938.715,0.000,0.604,34445159,1.00,13.46,0.001,0.000,0.000,9,12,16,64,42119,0.161,0.00,0.0024,0.024,631,0.871,0.000,0.548,0.487,5.48,6.73,7.72,0.00,0.000,1.00,1.00,1.00,0.871,0.00150,7.91,174.3305,3633.17,92584.1,140171.4,40.449,53.5370,195.100,543.982,0.969,0.306,61.7,62.013,144.980,296,788.2,32.55,10.378,91.100,1079.6,78.592,0.135,2.00,10.4623,34912.7,1.0654,0.4733
260000,3273,1.734,0.432,6.04,206649,194290,380,0,12043,70,976588.9,1262307.2,0.012,0.813,0.065,0.111,128,12.54,5.17,0.00,0.15,0.10,1.18,0.04,0.85,12.40,4.87,0.00,0.00,0.005,0.054,300,0.401,0.016,0.969,0.000,0.015,403134,388465,2,0.793,0.007,0.005,238969,0.205,1.613,0.025,23.64,99529,0,18032.961,0.000,0.624,32885069,1.00,13.69,0.001,0.000,0.000,8,12,16,64,41059,0.157,0.00,0.0024,0.014,626,0.869,0.000,0.609,0.501,5.59,7.05,7.63,0.00,0.000,1.00,1.00,1.00,0.869,0.00144,7.30,173.8137,4386.66,91853.0,140168.5,40.784,55.0488,191.116,541.193,0.965,0.302,59.9,60.632,146.022,283,729.5,46.35,10.391,92.117,1391.5,79.045,0.135,2.00,10.5963,34681.7,1.0989,0.3059
270000,3432,1.708,0.406,6.00,205300,192382,392,0,12367,97,972457.1,1264521.5,0.011,0.827,0.056,0.107,128,12.39,5.41,0.02,0.49,0.07,1.25,0.09,1.46,12.21,5.01,0.00,0.00,0.003,0.045,278,0.427,0.017,0.971,0.000,0.011,400156,387383,2,0.819,0.001,0.007,214682,0.214,1.469,0.024,23.68,97667,0,13036.304,0.000,0.619,34280819,1.01,13.82,0.001,0.000,0.000,8,12,15,64,42535,0.162,0.00,0.0023,0.019,657,0.877,0.000,0.549,0.500,5.57,7.08,7.62,0.00,0.000,1.00,1.01,1.01,0.877,0.00134,7.33,173.7725,4068.82,92769.4,140165.1,40.978,54.8330,191.970,544.975,0.956,0.306,63.4,60.788,146.097,275,783.6,34.05,10.473,91.845,1245.5,78.642,0.134,2.00,9.8999,33976.5,1.0439,0.3578
280000,3213,1.724,0.431,6.03,205493,193290,356,0,12066,32,970248.2,1259847.4,0.009,0.823,0.052,0.116,128,12.09,5.70,0.03,0.71,0.05,0.99,0.03,0.59,11.98,5.51,0.00,0.00,0.002,0.034,262,0.389,0.018,0.969,0.000,0.013,396427,382218,2,0.859,0.000,0.004,212500,0.220,1.661,0.025,23.56,96015,0,39370.230,0.000,0.613,34254493,1.01,14.22,0.001,0.000,0.000,8,12,16,64,38832,0.148,0.00,0.0025,0.021,660,0.878,0.000,0.567,0.495,5.51,7.12,7.61,0.00,0.001,1.01,1.01,1.02,0.878,0.00138,7.41,173.1114,4125.76,91117.6,140162.0,41.315,54.2330,192.082,549.546,0.957,0.301,57.6,60.714,146.139,288,807.4,36.55,10.323,91.550,1543.9,78.661,0.134,2.00,11.0816,35605.3,1.1767,0.4254
290000,3373,1.688,0.412,6.07,204623,191314,401,0,12748,75,972800.4,1256410.2,0.007,0.820,0.052,0.121,127,12.05,5.62,0.02,0.58,0.13,1.45,0.04,0.65,11.85,5.20,0.00,0.02,0.006,0.058,257,0.427,0.014,0.975,0.000,0.011,401427,388949,2,0.873,0.000,0.006,180439,0.229,1.549,0.024,23.35,98793,0,16752.137,0.000,0.618,34315257,1.01,14.22,0.002,0.000,0.000,8,12,15,64,40633,0.155,0.00,0.0024,0.015,630,0.881,0.000,0.561,0.502,5.66,7.27,7.68,0.00,0.001,1.01,1.01,1.01,0.881,0.00125,7.67,173.6245,4064.59,90106.2,140158.9,40.434,55.3047,191.307,542.753,0.965,0.297,60.6,60.332,146.012,284,810.7,43.32,10.212,92.384,1317.6,79.133,0.135,2.00,10.8902,36732.8,1.1640,0.3681
300000,3362,1.717,0.407,6.06,205783,191997,433,0,13364,82,975185.4,1272053.5,0.012,0.815,0.053,0.119,126,12.25,5.53,0.06,0.82,0.04,0.81,0.06,1.18,12.10,5.04,0.00,0.02,0.002,0.037,233,0.444,0.014,0.974,0.000,0.012,406740,394283,3,0.863,0.000,0.006,191887,0.232,1.467,0.025,23.68,100901,0,15512.848,0.000,0.626,34311959,1.01,14.19,0.002,0.000,0.000,8,12,16,64,41200,0.157,0.00,0.0024,0.015,639,0.879,0.000,0.563,0.506,5.71,7.36,7.72,0.00,0.000,1.01,1.02,1.01,0.879,0.00128,7.83,175.6175,4011.13,92569.4,140156.0,40.198,55.3204,192.449,542.212,0.957,0.298,60.9,60.740,145.422,293,820.3,40.80,9.998,92.138,1230.0,79.041,0.135,2.00,10.1926,34267.5,1.0570,0.4089
