step,event,lineage,other,size
5000,birth,1,0,4719
5000,birth,2,0,32
5000,birth,5,0,6
5000,birth,8,0,6
5000,birth,15,0,10
5000,birth,16,0,90
5000,birth,17,0,48
6000,split,55,1,13
6000,extinct,5,0,6
7000,split,71,1,8
7000,split,80,56,31
7000,split,92,2,7
7000,extinct,8,0,10
7000,extinct,15,0,7
8000,split,97,1,10
8000,extinct,55,0,13
8000,extinct,92,0,7
9000,extinct,71,0,9
10000,extinct,2,0,12
11000,split,113,16,12
11000,extinct,17,0,5
13000,extinct,113,0,6
15000,split,140,1,51
15000,split,141,1,54
15000,extinct,80,0,34
16000,split,149,1,33
17000,split,164,148,889
17000,split,166,80,29
17000,split,167,148,12
17000,extinct,97,0,6
17000,merge,140,192,51
19000,split,179,164,34
19000,extinct,167,0,12
20000,split,184,1,28
20000,split,185,164,11
20000,split,186,164,190
20000,extinct,141,0,40
21000,split,192,1,1641
21000,split,193,1,25
21000,extinct,1,0,744
21000,extinct,185,0,11
22000,extinct,179,0,10
23000,split,212,1,64
23000,split,213,1,59
23000,merge,186,164,162
24000,split,217,186,78
25000,split,218,164,8
25000,split,221,164,139
26000,split,231,192,912
26000,extinct,184,0,6
26000,extinct,193,0,18
26000,merge,221,164,139
27000,extinct,213,0,14
27000,extinct,218,0,8
28000,split,246,164,424
28000,split,251,164,22
28000,merge,212,164,57
28000,extinct,217,0,6
30000,split,265,246,190
30000,split,266,164,57
30000,split,267,164,46
30000,split,270,16,16
31000,extinct,166,0,5
31000,extinct,251,0,22
32000,merge,149,164,122
33000,split,301,164,6
34000,split,289,265,20
34000,extinct,16,0,12
34000,extinct,270,0,8
35000,extinct,246,0,16
35000,extinct,267,0,9
37000,split,330,321,29
37000,extinct,265,0,22
37000,extinct,266,0,5
37000,extinct,301,0,11
38000,extinct,192,0,1141
38000,extinct,231,0,51
39000,extinct,289,0,5
39000,extinct,330,0,5
46000,split,356,164,847
49000,split,366,356,6
51000,extinct,366,0,23
64000,extinct,356,0,6
67000,split,420,164,111
69000,merge,420,164,111
76000,split,451,164,87
83000,split,470,164,5
83000,extinct,451,0,18
84000,extinct,470,0,5
96000,split,502,164,1145
101000,extinct,502,0,11
104000,split,517,164,1094
110000,merge,517,164,33
115000,split,539,164,740
128000,merge,539,583,17
132000,split,583,164,1032
167000,extinct,583,0,32
171000,split,661,164,1072
185000,split,707,661,26
186000,extinct,707,0,26
215000,extinct,661,0,922
219000,split,814,164,1246
235000,split,860,814,89
241000,extinct,860,0,5
282000,split,956,814,24
283000,extinct,956,0,24
292000,split,976,814,5
293000,extinct,976,0,5
353000,split,1125,164,102
355000,extinct,1125,0,7
393000,split,1216,814,95
396000,merge,1216,814,46
413000,split,1269,164,195
414000,merge,1269,164,195
