step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
10000,3373,1.716,0.446,5.39,225145,208691,65,4,14432,3205,1132853.1,1265198.5,0.153,0.542,0.158,0.147,128,13.19,6.62,0.17,1.69,0.08,0.85,0.03,0.44,12.92,6.37,0.00,0.07,0.005,0.059,432,0.313,0.033,0.945,0.000,0.022,401261,374153,11,0.780,0.079,0.005,1371323,0.204,1.609,0.028,21.60,108655,65,394.758,0.250,0.590,14206315,1.05,12.31,0.003,0.001,0.000,7,12,20,64,44506,0.170,0.00,0.0026,0.044,549,0.798,0.000,0.800,0.465,3.71,3.68,6.51,0.00,0.001,1.04,1.06,1.06,0.798,0.00166,2.95,184.9084,4458.49,99847.1,139699.8,35.558,73.9299,191.675,597.913,0.986,0.329,64.2,61.386,155.700,338,905.6,34.90,32.552,103.735,1451.1,84.516,0.134,2.00,7.6499,25803.0,0.8150,0.1683
20000,3650,1.559,0.406,4.76,277595,257057,163,9,20089,624,1032936.5,1304379.9,0.132,0.599,0.143,0.126,166,11.67,4.94,0.16,2.01,0.07,1.03,0.03,0.76,11.41,4.31,0.00,0.03,0.003,0.044,315,0.139,0.056,0.925,0.000,0.019,433180,405462,4,0.954,0.018,0.004,191071,0.222,1.621,0.026,21.13,99237,96,2090.352,0.444,0.586,19079181,1.04,13.39,0.001,0.001,0.000,8,11,16,64,42583,0.162,0.00,0.0025,0.058,637,0.744,0.000,0.811,0.389,3.41,3.30,6.25,0.00,0.001,1.03,1.05,1.05,0.744,0.00177,4.93,178.3776,4568.10,101499.8,139697.8,36.957,57.1256,201.646,504.904,0.988,0.336,68.2,64.987,150.808,181,420.4,42.81,10.044,100.821,1267.0,87.427,0.136,2.00,6.8313,24934.3,0.7891,0.1876
30000,3896,1.492,0.344,4.95,304973,290739,117,5,13866,479,1036976.9,1298820.0,0.121,0.593,0.139,0.147,173,10.92,4.70,0.14,1.95,0.08,1.07,0.04,0.73,10.66,3.90,0.00,0.02,0.005,0.050,309,0.243,0.051,0.930,0.000,0.018,408097,390481,2,0.982,0.000,0.005,179560,0.209,1.380,0.023,20.10,100451,145,2711.524,0.000,0.602,18110398,1.04,14.25,0.001,0.000,0.001,7,11,14,64,42540,0.162,0.00,0.0025,0.062,694,0.678,0.000,0.760,0.287,3.17,3.29,5.78,0.00,0.001,1.03,1.05,1.04,0.678,0.00209,5.67,175.0353,3812.12,103961.9,139695.9,36.720,51.7115,214.437,535.815,0.988,0.339,71.4,69.986,151.077,147,360.1,43.73,8.785,101.354,1082.9,89.964,0.134,2.00,5.9971,23364.7,0.7680,0.2011
40000,3937,1.535,0.347,5.23,316004,304525,73,3,11362,368,1040543.1,1301910.2,0.114,0.589,0.137,0.160,173,11.55,5.45,0.20,2.27,0.10,1.03,0.04,0.95,11.21,4.71,0.00,0.00,0.006,0.058,327,0.341,0.063,0.918,0.000,0.019,398712,381055,2,0.975,0.000,0.006,196017,0.237,1.367,0.021,19.65,109255,131,3537.800,0.333,0.599,17829888,1.05,13.93,0.001,0.001,0.000,8,11,15,64,45454,0.173,0.00,0.0024,0.057,696,0.662,0.000,0.751,0.243,3.20,3.39,5.81,0.00,0.001,1.03,1.07,1.06,0.662,0.00218,5.84,174.2721,3903.74,104987.1,139693.8,36.552,49.7419,219.511,547.944,0.987,0.344,73.7,71.810,151.352,157,339.3,37.91,8.512,101.801,1059.2,91.122,0.134,2.00,5.5878,21999.1,0.7141,0.1997
50000,3827,1.521,0.338,5.30,313751,303117,75,0,10669,308,1045538.2,1318678.9,0.099,0.594,0.130,0.177,170,11.72,5.12,0.13,1.72,0.14,1.35,0.05,0.69,11.41,4.51,0.00,0.00,0.009,0.070,318,0.402,0.053,0.928,0.000,0.019,402486,379735,2,0.981,0.000,0.008,217861,0.212,1.317,0.022,19.66,116343,0,4281.425,0.000,0.610,18501916,1.03,13.78,0.001,0.001,0.000,8,11,15,64,44871,0.171,0.00,0.0024,0.060,671,0.680,0.000,0.741,0.255,3.27,3.30,5.92,0.00,0.001,1.01,1.05,1.03,0.680,0.00221,5.89,176.2456,3836.58,104288.2,139691.8,36.228,49.6555,220.434,553.392,0.992,0.343,72.0,71.991,151.247,137,340.1,33.13,8.514,102.058,1049.5,91.507,0.135,2.00,6.0292,23073.8,0.7478,0.2423
60000,3859,1.508,0.352,5.34,313120,301997,80,0,11011,353,1045466.4,1328037.0,0.095,0.593,0.128,0.183,172,11.60,4.97,0.12,1.83,0.14,1.37,0.05,1.11,11.29,4.41,0.00,0.00,0.008,0.066,333,0.337,0.063,0.914,0.000,0.023,405641,380834,2,0.978,0.000,0.006,213628,0.209,1.351,0.024,19.63,117619,0,3762.144,0.000,0.603,18383485,1.03,13.90,0.000,0.002,0.000,8,11,15,64,44765,0.171,0.00,0.0024,0.058,668,0.686,0.000,0.737,0.263,3.24,3.23,5.95,0.00,0.001,1.02,1.04,1.03,0.686,0.00218,5.72,177.1805,4001.85,104815.6,139689.9,36.392,49.8626,220.222,553.503,0.989,0.345,71.9,71.919,151.639,171,397.3,35.09,8.772,102.099,1022.9,91.466,0.134,2.00,5.7837,22319.3,0.7229,0.2665
70000,3841,1.546,0.344,5.14,315434,304970,54,2,10426,306,1040414.1,1318181.8,0.107,0.585,0.126,0.182,173,11.71,5.17,0.20,1.94,0.13,1.51,0.01,0.23,11.36,4.38,0.00,0.02,0.008,0.068,313,0.385,0.065,0.919,0.000,0.016,396777,374084,2,0.996,0.000,0.004,189168,0.220,1.315,0.022,19.54,111244,538,4307.783,0.500,0.584,17744957,1.05,13.77,0.000,0.001,0.000,8,11,15,64,44969,0.172,0.00,0.0024,0.060,648,0.675,0.000,0.734,0.241,3.25,3.44,5.81,0.00,0.001,1.03,1.07,1.05,0.675,0.00221,5.91,175.1887,3761.48,105012.4,139688.1,36.589,49.3102,220.551,551.511,0.995,0.342,71.8,72.054,151.421,164,399.7,32.89,8.561,101.803,1119.5,91.065,0.135,2.00,5.7604,22125.8,0.6919,0.2121
80000,3760,1.533,0.360,5.20,314231,304017,19,0,10276,297,1042863.2,1327191.8,0.108,0.578,0.125,0.189,174,11.93,5.28,0.18,1.94,0.11,1.23,0.03,0.75,11.61,4.69,0.00,0.00,0.006,0.055,314,0.352,0.067,0.911,0.000,0.022,403838,384989,1,1.000,0.000,0.005,226997,0.206,1.322,0.024,19.43,114015,0,4468.659,0.000,0.601,17414990,1.05,13.62,0.001,0.000,0.000,8,11,16,64,44850,0.171,0.00,0.0024,0.064,668,0.678,0.000,0.738,0.257,3.27,3.32,5.92,0.00,0.001,1.03,1.06,1.05,0.678,0.00221,5.79,176.7737,3971.21,104628.1,139686.1,36.316,49.8123,220.365,555.083,0.990,0.342,70.4,71.885,151.574,158,423.8,28.89,8.546,102.310,1172.8,91.526,0.134,2.00,5.9648,22427.7,0.7112,0.1603
90000,3652,1.541,0.359,5.17,313469,302876,58,1,10642,214,1041073.5,1318947.6,0.107,0.580,0.121,0.192,174,11.69,5.16,0.26,2.58,0.16,1.31,0.02,0.46,11.25,4.32,0.00,0.08,0.011,0.075,297,0.450,0.057,0.925,0.000,0.018,403071,384135,1,1.000,0.000,0.004,216249,0.201,1.469,0.021,19.45,115507,342,6163.307,0.000,0.602,17449911,1.07,13.81,0.001,0.000,0.000,8,11,15,64,42710,0.163,0.00,0.0025,0.068,672,0.678,0.000,0.735,0.258,3.29,3.32,5.86,0.00,0.001,1.04,1.09,1.07,0.678,0.00227,5.87,176.1019,3946.46,104048.3,139684.3,36.375,49.9985,219.304,549.502,0.993,0.343,68.4,71.543,151.368,175,415.1,41.33,8.433,102.145,1162.8,91.252,0.134,2.00,6.3527,23200.1,0.7463,0.2000
100000,3889,1.535,0.329,5.12,311088,299946,91,1,10813,330,1035074.4,1302673.6,0.104,0.578,0.124,0.194,171,11.62,5.22,0.22,2.01,0.11,1.17,0.04,0.67,11.25,4.46,0.00,0.00,0.008,0.064,324,0.384,0.059,0.922,0.000,0.019,399697,380004,1,1.000,0.000,0.007,247424,0.207,1.234,0.020,19.56,115084,271,3947.496,0.000,0.591,17357068,1.05,13.92,0.001,0.000,0.000,8,11,15,64,45182,0.172,0.00,0.0024,0.056,700,0.679,0.000,0.737,0.258,3.25,3.30,5.81,0.00,0.000,1.03,1.07,1.06,0.679,0.00209,5.77,174.2618,3501.13,104794.1,139682.6,37.063,50.3513,216.931,547.874,0.989,0.344,72.6,70.729,151.465,184,440.0,33.07,8.576,101.450,1076.4,90.413,0.134,2.00,5.7999,22555.7,0.7073,0.1547
