step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,3765,1.529,0.356,5.01,310154,299835,84,0,10359,200,1041937.4,1307024.5,0.107,0.581,0.124,0.187,174,11.60,5.10,0.19,2.10,0.12,1.34,0.03,0.66,11.25,4.32,0.00,0.00,0.007,0.060,301,0.359,0.066,0.914,0.000,0.021,406836,388834,1,1.000,0.000,0.006,181532,0.221,1.529,0.022,19.41,114673,0,6535.123,0.000,0.590,17407087,1.05,13.81,0.001,0.000,0.000,8,11,15,64,43660,0.167,0.00,0.0025,0.063,637,0.676,0.000,0.736,0.272,3.25,3.30,5.88,0.00,0.001,1.02,1.06,1.06,0.676,0.00217,5.70,175.6329,3920.23,103789.7,139681.1,36.364,50.9728,216.717,553.818,0.983,0.335,70.9,70.699,151.528,141,344.4,52.57,8.466,102.366,1237.5,91.156,0.135,2.00,6.2017,23349.3,0.7592,0.2048
120000,3754,1.552,0.361,5.13,310732,299912,48,1,10782,246,1046250.8,1326059.5,0.105,0.579,0.130,0.186,172,12.04,5.57,0.24,2.43,0.15,1.50,0.01,0.38,11.63,4.84,0.00,0.00,0.010,0.072,385,0.265,0.059,0.920,0.000,0.021,408782,388695,1,1.000,0.000,0.003,240492,0.213,1.339,0.024,19.82,119282,17,5390.486,1.000,0.598,17632197,1.06,13.40,0.002,0.000,0.000,8,11,16,64,45198,0.172,0.00,0.0024,0.056,607,0.683,0.000,0.741,0.273,3.34,3.58,5.95,0.00,0.001,1.03,1.09,1.07,0.683,0.00218,5.88,177.3558,3913.94,103258.6,139679.1,36.063,50.4121,219.143,550.052,0.992,0.334,70.9,71.430,151.129,189,499.4,33.08,8.610,102.080,1172.1,91.313,0.134,2.00,6.3142,23703.4,0.7351,0.1570
130000,3915,1.541,0.357,5.11,308647,297873,47,0,10566,333,1047587.4,1332106.0,0.099,0.583,0.131,0.187,171,11.77,4.91,0.17,1.93,0.13,1.51,0.02,0.56,11.45,4.23,0.00,0.00,0.007,0.062,354,0.174,0.067,0.915,0.000,0.018,412364,385777,1,1.000,0.000,0.004,213930,0.212,1.380,0.023,19.70,117175,0,4000.318,0.000,0.601,17790026,1.05,13.57,0.000,0.000,0.000,8,11,16,64,46092,0.176,0.00,0.0023,0.060,637,0.688,0.000,0.745,0.284,3.23,3.35,5.92,0.00,0.000,1.02,1.06,1.06,0.688,0.00208,5.64,178.4020,4057.75,104419.3,139677.2,36.043,50.9929,218.736,549.452,0.995,0.340,73.1,71.282,151.467,142,347.4,41.91,8.717,102.455,1092.5,91.485,0.135,2.00,5.7146,22372.5,0.6861,0.2300
140000,3882,1.552,0.363,5.17,312065,301629,42,1,10426,299,1047020.5,1333374.4,0.096,0.591,0.128,0.185,172,11.70,5.10,0.17,1.97,0.18,1.55,0.02,0.42,11.32,4.30,0.00,0.04,0.012,0.078,370,0.224,0.062,0.918,0.000,0.019,407242,378839,1,1.000,0.000,0.004,179224,0.216,1.693,0.022,19.90,116600,52,4459.446,0.000,0.605,18415584,1.04,13.58,0.001,0.001,0.001,7,11,15,64,45413,0.173,0.00,0.0024,0.062,637,0.694,0.000,0.747,0.266,3.31,3.38,5.98,0.00,0.001,1.01,1.05,1.04,0.694,0.00211,5.79,177.7730,4150.83,103748.1,139675.0,36.112,49.9374,220.799,551.208,0.985,0.335,72.3,71.931,151.403,150,352.0,92.23,8.909,102.032,1066.9,91.385,0.136,2.00,5.9186,22975.9,0.7176,0.3339
150000,3834,1.553,0.339,5.09,312649,301974,43,1,10679,440,1043914.6,1326954.0,0.098,0.588,0.127,0.187,169,11.85,5.54,0.19,2.43,0.18,1.50,0.02,0.32,11.46,4.83,0.00,0.03,0.011,0.078,386,0.222,0.062,0.916,0.000,0.023,403251,374855,1,1.000,0.000,0.005,207243,0.218,1.291,0.021,19.84,113825,13,3015.805,1.000,0.587,18311976,1.05,13.53,0.002,0.001,0.000,7,11,17,64,45421,0.173,0.00,0.0024,0.060,669,0.693,0.000,0.745,0.258,3.33,3.47,5.99,0.00,0.001,1.04,1.07,1.06,0.693,0.00212,5.84,177.0511,3698.46,105135.0,139673.0,36.066,50.2622,220.517,549.804,0.995,0.344,71.6,71.806,151.394,171,407.4,52.99,8.855,102.093,1102.4,91.248,0.134,2.00,5.7497,22044.4,0.6941,0.2123
160000,3560,1.610,0.397,5.08,308771,297730,42,1,11272,318,1047371.1,1326278.5,0.097,0.585,0.127,0.191,172,12.35,5.69,0.22,2.38,0.12,1.07,0.05,0.74,11.97,4.90,0.00,0.10,0.007,0.052,361,0.196,0.055,0.922,0.000,0.023,410585,380912,1,1.000,0.000,0.008,206249,0.229,1.973,0.025,19.86,115077,421,4170.687,0.000,0.606,18003716,1.06,13.28,0.001,0.001,0.000,8,11,16,64,43982,0.168,0.00,0.0025,0.055,657,0.691,0.000,0.743,0.281,3.36,3.41,6.05,0.00,0.001,1.04,1.07,1.06,0.691,0.00228,5.67,177.4873,4524.83,102511.6,139671.3,36.021,50.8044,218.182,553.033,0.984,0.337,68.1,71.086,151.427,157,417.8,101.23,8.871,102.296,1207.7,91.305,0.135,2.00,6.7345,23975.0,0.7727,0.2739
170000,3793,1.549,0.359,5.09,309903,298832,45,3,10790,389,1049003.4,1328191.5,0.093,0.589,0.126,0.192,171,11.83,5.27,0.26,2.76,0.15,1.54,0.03,0.73,11.39,4.20,0.00,0.03,0.008,0.074,357,0.144,0.063,0.917,0.000,0.021,407126,369481,1,1.000,0.000,0.004,244085,0.203,1.411,0.023,20.24,114150,153,3414.374,0.000,0.583,17980487,1.07,13.70,0.001,0.000,0.000,8,11,16,64,44881,0.171,0.00,0.0024,0.062,660,0.687,0.000,0.746,0.273,3.26,3.48,5.86,0.00,0.001,1.04,1.09,1.07,0.687,0.00219,5.70,177.7684,4089.56,104147.3,139669.5,36.136,50.5409,219.486,547.035,0.990,0.343,71.6,71.626,151.326,154,377.7,45.87,9.136,101.759,1062.3,91.131,0.135,2.00,6.0114,22801.3,0.7202,0.2044
180000,3734,1.541,0.351,5.14,313912,303079,40,2,10850,472,1046752.3,1325758.2,0.094,0.590,0.125,0.191,172,12.11,5.59,0.20,2.05,0.17,1.59,0.03,0.45,11.71,4.92,0.00,0.00,0.009,0.068,383,0.195,0.063,0.916,0.000,0.021,401557,356343,1,1.000,0.000,0.007,268090,0.200,1.291,0.023,20.18,110859,187,2808.810,0.500,0.599,17695959,1.05,13.79,0.001,0.000,0.000,8,11,16,64,45212,0.172,0.00,0.0024,0.061,650,0.677,0.000,0.744,0.253,3.26,3.39,5.78,0.00,0.001,1.03,1.07,1.05,0.678,0.00230,5.78,176.7791,3963.60,105448.9,139667.7,36.307,49.7576,220.573,546.650,0.989,0.349,71.2,72.127,151.423,179,431.0,31.85,9.217,101.578,1033.5,91.086,0.136,2.00,5.8204,21733.2,0.6781,0.2412
190000,3681,1.546,0.357,5.08,313146,302221,29,1,10948,338,1046340.7,1332209.2,0.103,0.584,0.129,0.184,175,12.15,4.93,0.12,1.42,0.10,1.15,0.02,0.78,11.90,4.45,0.00,0.00,0.007,0.063,349,0.192,0.059,0.923,0.000,0.018,403208,363412,1,1.000,0.000,0.002,180759,0.218,1.371,0.023,19.74,110476,34,3941.447,1.000,0.605,17421984,1.03,13.40,0.001,0.000,0.000,8,11,16,64,44715,0.171,0.00,0.0024,0.063,707,0.673,0.000,0.735,0.258,3.32,3.51,5.97,0.00,0.000,1.01,1.04,1.03,0.673,0.00234,5.92,177.0907,4028.66,104849.0,139665.7,36.339,49.3351,220.640,553.297,0.992,0.345,70.7,72.184,151.292,153,356.7,34.05,8.740,101.836,1091.9,91.410,0.135,2.00,6.0633,22319.1,0.6901,0.1476
200000,3726,1.584,0.353,5.27,308397,297150,45,1,11156,282,1047270.7,1330672.0,0.102,0.580,0.133,0.185,173,12.01,5.17,0.22,2.49,0.11,0.95,0.02,0.35,11.66,4.40,0.00,0.07,0.008,0.062,388,0.121,0.057,0.920,0.000,0.023,406585,369820,1,1.000,0.000,0.007,159725,0.224,1.336,0.023,19.95,111323,406,4718.695,0.000,0.603,17238952,1.06,13.41,0.001,0.001,0.000,8,11,16,64,44743,0.171,0.00,0.0024,0.054,644,0.677,0.000,0.737,0.276,3.30,3.53,5.96,0.00,0.002,1.03,1.08,1.07,0.677,0.00227,5.86,177.3157,3854.99,103692.9,139663.8,36.403,49.9712,218.684,551.882,0.982,0.342,70.3,71.493,151.323,172,397.5,30.14,8.833,101.626,1147.4,91.070,0.134,2.00,6.2576,23315.9,0.7313,0.2735
