step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,12,12,0,0,0,12,0,1.00,16,0.000,2990,1.05,75.24,217.09,1,0,0,0,1.00,1.00,1.00,8,8,8,16.8,167.439
100000,12,12,0,0,0,12,0,1.00,16,0.000,2982,2.59,85.32,225.94,1,0,0,0,1.00,1.00,1.00,8,8,8,5.6,166.991
100000,12,12,0,0,0,12,0,1.00,16,0.000,2972,2.48,94.45,200.97,1,0,0,0,1.00,1.00,1.00,6,8,8,6.6,166.431
100000,12,12,0,0,0,12,0,1.00,16,0.000,2934,1.93,124.78,185.61,1,0,0,0,1.00,1.00,1.00,8,8,8,22.9,164.303
100000,10,10,0,0,0,10,0,1.00,16,0.000,2926,1.24,102.82,174.90,1,0,0,0,1.00,1.00,1.00,5,8,8,14.9,152.154
100000,10,10,0,0,0,10,0,1.00,16,0.000,2912,1.19,83.53,183.74,1,0,0,0,1.00,1.00,1.00,5,8,8,20.8,151.426
100000,12,12,0,0,0,12,0,1.00,16,0.000,2907,2.48,104.36,255.01,1,0,0,0,1.00,1.00,1.00,6,8,8,19.4,162.791
100000,10,10,0,0,0,10,0,1.00,16,0.000,2905,0.99,110.97,140.54,1,0,0,0,1.00,1.00,1.00,7,8,8,21.5,151.062
100000,12,12,0,0,0,12,0,1.00,16,0.000,2894,1.80,80.96,199.49,1,0,0,0,1.00,1.00,1.00,8,8,8,9.6,162.063
100000,12,12,0,0,0,12,0,1.00,16,0.000,2865,2.43,98.43,233.23,1,0,0,0,1.00,1.00,1.00,8,8,8,19.8,160.439
100000,12,12,0,0,0,12,0,1.00,16,0.000,2863,1.97,72.42,195.45,1,0,0,0,1.00,1.00,1.00,8,8,8,9.7,160.327
100000,12,12,0,0,0,12,0,1.00,16,0.000,2862,1.89,128.82,161.22,1,0,0,0,1.00,1.00,1.00,6,8,8,12.5,160.271
100000,12,12,0,0,0,12,0,1.00,16,0.000,2857,2.76,106.41,179.44,1,0,0,0,1.00,1.00,1.00,8,8,8,17.4,159.991
100000,12,12,0,0,0,12,0,1.00,16,0.000,2855,2.55,79.96,201.56,1,0,0,0,1.00,1.00,1.00,6,8,8,26.7,159.879
100000,12,12,0,0,0,12,0,1.00,16,0.000,2840,2.48,135.81,200.99,1,0,0,0,1.00,1.00,1.00,8,8,8,23.5,159.039
100000,12,12,0,0,0,12,0,1.00,16,0.000,2833,2.00,96.53,177.05,1,0,0,0,1.00,1.00,1.00,8,8,8,16.9,158.647
100000,12,12,0,0,0,12,0,1.00,16,0.000,2826,3.15,89.15,212.32,1,0,0,0,1.00,1.00,1.00,6,8,8,20.8,158.255
100000,12,12,0,0,0,12,0,1.00,16,0.000,2805,1.43,76.80,168.37,1,0,0,0,1.00,1.00,1.00,8,8,8,13.0,157.079
100000,12,12,0,0,0,12,0,1.00,16,0.000,2802,1.05,92.12,217.50,1,0,1,0,1.00,1.00,1.00,6,8,8,25.2,156.911
