step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
10000,4421,1.677,0.640,6.21,309489,292870,79,5,13619,2380,997625.2,2338508.2,0.146,0.410,0.240,0.204,72,11.66,5.58,0.06,1.15,0.04,0.59,0.17,0.94,11.39,5.18,0.00,0.09,0.002,0.034,687,0.098,0.013,0.967,0.000,0.020,639369,574522,10,0.667,0.105,0.057,3751668,0.211,2.397,0.042,13.89,178908,11,982.566,1.000,0.871,20906215,1.02,13.68,0.001,0.000,0.000,7,10,18,64,51551,0.197,0.00,0.0020,0.027,214,0.885,0.000,0.878,0.525,4.33,6.79,5.32,0.00,0.000,1.02,1.02,1.02,0.885,0.00084,2.50,365.4329,8089.08,57949.0,140220.4,50.670,112.7707,292.103,390.649,0.681,0.186,2.8,3.694,155.907,382,958.1,72.25,26.203,96.784,912.1,84.536,0.134,2.00,14.3269,63339.3,1.5394,0.2759
20000,3994,1.694,0.559,4.86,229759,217785,447,0,11954,113,708117.2,1977823.8,0.051,0.596,0.194,0.158,92,11.28,4.05,0.02,0.38,0.05,0.74,0.08,0.71,11.13,3.85,0.00,0.03,0.003,0.043,380,0.260,0.004,0.982,0.000,0.014,523523,487404,5,0.843,0.036,0.031,1729073,0.175,1.890,0.036,10.97,113543,0,17502.865,0.000,0.904,33201207,1.01,14.44,0.000,0.000,0.001,8,12,15,64,45058,0.172,0.00,0.0016,0.016,186,0.922,0.000,0.862,0.567,5.50,7.72,6.93,0.00,0.001,1.01,1.01,1.01,0.922,0.00072,3.70,286.0440,6936.81,50647.1,140218.0,74.375,82.1640,233.712,158.672,0.567,0.165,2.6,2.868,142.180,348,781.9,40.28,5.653,74.796,810.9,66.494,0.134,2.00,18.2135,72744.6,1.8809,0.4986
30000,3765,1.724,0.575,4.35,186105,172473,604,0,13257,144,662800.2,1842837.1,0.030,0.666,0.130,0.174,93,11.26,3.64,0.02,0.49,0.04,0.89,0.01,0.28,11.18,3.51,0.00,0.00,0.003,0.045,299,0.351,0.006,0.982,0.000,0.012,484465,472565,4,0.854,0.035,0.003,862953,0.192,2.053,0.038,11.28,82499,0,12797.480,0.000,0.896,35476060,1.01,14.65,0.000,0.000,0.000,8,12,13,53,42394,0.162,0.00,0.0016,0.016,189,0.927,0.000,0.715,0.622,5.75,7.60,7.64,0.00,0.000,1.01,1.01,1.01,0.927,0.00072,4.33,265.7202,7148.42,47126.6,140214.4,79.704,76.7431,213.354,138.470,0.605,0.156,2.6,2.715,140.165,377,842.1,52.17,5.466,68.527,920.8,60.505,0.136,2.00,20.2699,76316.2,2.0453,0.4114
40000,3608,1.751,0.525,4.22,173792,158374,713,0,14862,40,640978.5,1794644.0,0.042,0.639,0.115,0.204,94,11.03,2.95,0.02,0.42,0.02,0.44,0.02,0.31,10.96,2.83,0.00,0.00,0.002,0.029,215,0.253,0.003,0.988,0.000,0.009,475639,469440,2,0.912,0.004,0.008,295170,0.174,2.007,0.035,10.91,77166,0,44866.100,0.000,0.903,33262716,1.01,15.19,0.000,0.000,0.000,8,12,12,51,39800,0.152,0.00,0.0016,0.015,169,0.914,0.000,0.580,0.641,5.93,7.56,7.84,0.00,0.000,1.01,1.01,1.01,0.914,0.00077,3.83,257.6824,6709.57,46632.3,140210.3,83.319,73.8762,204.813,129.857,0.498,0.154,2.4,2.767,138.352,292,633.5,46.41,5.426,65.777,746.9,58.137,0.134,2.01,21.5787,77855.9,2.1976,0.5027
50000,3499,1.776,0.540,4.13,162452,146189,809,0,15563,24,609571.8,1752185.5,0.067,0.600,0.110,0.223,94,11.09,2.94,0.01,0.20,0.03,0.57,0.02,0.31,11.03,2.91,0.00,0.00,0.002,0.037,200,0.325,0.003,0.987,0.000,0.010,463741,460113,3,0.930,0.001,0.006,236278,0.180,2.091,0.036,9.51,73472,0,73007.729,0.000,0.913,31133338,1.00,15.36,0.001,0.000,0.000,8,12,12,64,38802,0.148,0.00,0.0016,0.013,138,0.921,0.000,0.478,0.656,6.08,7.63,7.82,0.00,0.000,1.00,1.00,1.01,0.921,0.00064,3.11,249.8086,6736.54,43932.5,140206.5,88.190,70.0278,197.216,125.993,0.460,0.145,1.9,2.239,136.777,365,860.5,48.30,4.835,63.030,694.8,55.865,0.134,2.00,22.9858,80427.5,2.3054,1.0444
60000,3612,1.742,0.515,4.39,158635,143035,913,0,14574,60,600630.6,1746944.4,0.080,0.569,0.116,0.235,95,11.05,3.08,0.04,0.59,0.04,0.61,0.04,0.43,10.93,2.85,0.00,0.00,0.003,0.043,217,0.409,0.003,0.986,0.000,0.011,467870,464641,2,0.912,0.000,0.015,371349,0.174,2.010,0.033,8.89,75444,0,29115.740,0.000,0.912,29387933,1.01,15.59,0.000,0.000,0.000,8,12,12,48,39906,0.152,0.00,0.0015,0.012,147,0.920,0.000,0.422,0.666,6.00,7.54,7.76,0.00,0.000,1.01,1.01,1.02,0.920,0.00057,3.07,248.3743,6626.35,43421.9,140202.7,89.440,69.2180,194.578,125.773,0.469,0.144,2.2,2.057,133.823,258,581.6,41.85,4.416,62.431,700.3,55.298,0.135,2.00,22.4942,81249.2,2.2442,0.6119
70000,3477,1.730,0.472,4.11,153026,139008,947,0,13206,55,590763.9,1748497.2,0.084,0.550,0.118,0.247,96,11.23,2.84,0.02,0.47,0.02,0.37,0.04,0.56,11.16,2.80,0.00,0.00,0.001,0.028,158,0.556,0.004,0.988,0.000,0.008,470222,467451,2,0.962,0.013,0.009,335902,0.183,1.682,0.032,8.67,73383,0,31790.859,0.000,0.933,28015798,1.01,15.83,0.000,0.000,0.000,10,12,12,55,39044,0.149,0.00,0.0015,0.009,86,0.923,0.000,0.343,0.679,6.24,7.71,7.85,0.00,0.000,1.01,1.01,1.01,0.923,0.00055,3.00,247.2318,5295.92,42768.7,140198.5,90.685,68.2021,192.152,124.230,0.430,0.143,1.4,1.891,134.347,488,1165.1,36.96,4.266,61.488,641.0,54.424,0.135,2.00,23.8420,82898.7,2.3139,0.5634
80000,3526,1.791,0.491,4.16,149226,135697,957,0,12523,35,577030.8,1785694.4,0.094,0.527,0.115,0.264,97,11.36,3.24,0.02,0.69,0.02,0.35,0.04,0.63,11.28,3.24,0.00,0.00,0.003,0.048,150,0.642,0.002,0.985,0.000,0.012,475315,472883,2,0.950,0.000,0.007,253831,0.199,1.928,0.030,7.51,69135,0,51019.839,0.000,0.925,27251275,1.01,15.92,0.001,0.000,0.000,9,12,12,64,40047,0.153,0.00,0.0015,0.007,118,0.931,0.000,0.291,0.690,6.44,7.70,7.82,0.00,0.000,1.01,1.01,1.00,0.931,0.00043,2.67,250.1212,5877.91,41671.8,140193.7,93.003,66.5328,193.127,124.354,0.395,0.139,1.4,1.524,132.639,373,857.4,57.24,3.668,60.656,611.5,53.933,0.136,2.00,23.6388,83350.3,2.2528,0.7850
90000,3440,1.766,0.490,4.08,143409,131295,999,0,11201,34,567494.6,1777007.5,0.106,0.500,0.117,0.276,97,11.37,2.88,0.05,1.56,0.03,0.47,0.03,0.60,11.25,2.57,0.00,0.00,0.003,0.045,150,0.697,0.003,0.986,0.000,0.011,475315,473419,2,0.953,0.000,0.007,243457,0.198,2.097,0.030,6.89,69859,0,52264.926,0.000,0.926,25754744,1.02,15.99,0.000,0.000,0.000,10,12,12,60,39106,0.149,0.00,0.0015,0.009,110,0.935,0.000,0.241,0.702,6.38,7.67,7.81,0.00,0.000,1.02,1.02,1.02,0.935,0.00038,2.31,248.0938,5816.75,40350.4,140188.4,94.627,65.4545,190.251,122.025,0.410,0.134,1.3,1.314,134.549,371,960.6,54.47,3.447,60.008,653.0,53.400,0.135,2.00,24.6945,84949.0,2.3280,2.5916
100000,3378,1.776,0.529,4.15,143206,130991,1010,0,11267,24,563000.6,1796381.6,0.118,0.487,0.118,0.277,98,11.55,2.91,0.02,0.81,0.04,0.49,0.03,0.66,11.45,2.57,0.00,0.00,0.004,0.050,141,0.788,0.002,0.988,0.000,0.010,481130,479508,2,0.956,0.000,0.006,252391,0.196,1.976,0.036,6.61,69132,0,74849.234,0.000,0.945,25184148,1.01,15.99,0.001,0.000,0.000,10,12,12,64,39001,0.149,0.00,0.0015,0.008,88,0.938,0.000,0.180,0.706,6.53,7.71,7.83,0.00,0.000,1.01,1.01,1.00,0.938,0.00037,2.44,250.1322,6138.80,39828.1,140183.0,95.160,64.9417,190.944,120.185,0.390,0.133,1.6,1.247,131.509,414,1177.2,41.04,3.173,59.631,676.5,53.213,0.135,2.00,25.1358,84908.8,2.3448,0.8927
